
[00:00:00.000 --> 00:00:04.000]  愛是否包容一切呢?
[00:00:04.000 --> 00:00:08.000]  我想先提一件事,一個家庭裏面的事情
[00:00:08.000 --> 00:00:13.000]  一個女兒已經出來工作,當她工作了一段時間後
[00:00:13.000 --> 00:00:17.000]  有一次跟父母說了一件事,她說:爸爸媽媽,我決定了
[00:00:17.000 --> 00:00:23.000]  跟我的男朋友搬出來住,爸爸媽媽聽見的時候
[00:00:23.000 --> 00:00:28.000]  當然有一種驚訝的情緒,然後一直跟他們聊天
[00:00:28.000 --> 00:00:34.000]  表示他們不認同這種方式,一直勸告她不要搬出去
[00:00:34.000 --> 00:00:39.000]  在聊天的過程中,女兒就顯得很不開心,很憤怒
[00:00:39.000 --> 00:00:44.000]  然後就大聲跟父母說:你們經常都說愛我
[00:00:44.000 --> 00:00:49.000]  為甚麼你不包容我呢?為甚麼你不讓我做我喜歡做的事呢?
[00:00:49.000 --> 00:00:54.000]  父母在那個時候都不知道怎樣回答她
[00:00:54.000 --> 00:00:58.000]  很多時候我們都會有一種不同的感受
[00:00:58.000 --> 00:01:02.000]  就是很多人提出他們想做某些事情
[00:01:02.000 --> 00:01:06.000]  希望我們能夠去接納去包容
[00:01:06.000 --> 00:01:11.000]  如果你表示不接納的時候,可能你會被受挑戰
[00:01:11.000 --> 00:01:15.000]  就是說因此證明你不愛他們
[00:01:15.000 --> 00:01:19.000]  究竟甚麼是愛?甚麼是包容?
[00:01:19.000 --> 00:01:22.000]  聖經的立場又是怎樣的呢?
[00:01:22.000 --> 00:01:27.000]  我們今天試試看幾處經文,也思想聖經不同地方來說述這方面
[00:01:27.000 --> 00:01:33.000]  大家先看一段大家熟悉的經文,是哥林多前書第十三章
[00:01:33.000 --> 00:01:39.000]  我們上上講及的愛章
[00:01:39.000 --> 00:01:45.000]  哥林多前書第十三章
[00:01:45.000 --> 00:01:51.000]  第四節和第七節是我們在分禮當中會聽到的
[00:01:51.000 --> 00:01:56.000]  一段熟悉的經文
[00:01:56.000 --> 00:02:00.000]  在第十三章第四節一開始的時候就講
[00:02:00.000 --> 00:02:04.000]  愛是恆久忍耐
[00:02:04.000 --> 00:02:08.000]  然後這些小段的最後第七節的最後
[00:02:08.000 --> 00:02:12.000]  愛是凡事忍耐
[00:02:12.000 --> 00:02:15.000]  這段經文提到愛的描述的時候
[00:02:15.000 --> 00:02:19.000]  一開始到結束都是提及一個重點
[00:02:19.000 --> 00:02:23.000]  就是愛是甚麼呢?愛就是忍耐
[00:02:23.000 --> 00:02:27.000]  或者再準確一點說是凡事忍耐
[00:02:27.000 --> 00:02:31.000]  愛不單是一種感受,好像一種很浪漫的替黑
[00:02:31.000 --> 00:02:35.000]  或者燭光蔓延的那種感受
[00:02:35.000 --> 00:02:37.000]  那是其中一部分
[00:02:37.000 --> 00:02:42.000]  但聖經描述愛更加是一種生命的長久的忍耐
[00:02:42.000 --> 00:02:46.000]  經文原來的含義很多人都沒有察覺
[00:02:46.000 --> 00:02:52.000]  其實含義是說不單止忍耐,是長久受苦
[00:02:52.000 --> 00:02:57.000]  所以有些英文的聖經翻譯為long suffering
[00:02:57.000 --> 00:03:02.000]  好像很奇怪,為甚麼說愛就要長久受苦呢?
[00:03:02.000 --> 00:03:06.000]  這裡所講述的正是說當人去愛的時候
[00:03:06.000 --> 00:03:12.000]  他樂意去幫助,樂意去扶持,去照顧別人
[00:03:12.000 --> 00:03:17.000]  因為照顧別人而因此自己承受長期的苦楚
[00:03:17.000 --> 00:03:19.000]  這個是愛
[00:03:19.000 --> 00:03:22.000]  我記得有一次去探訪一個家庭
[00:03:22.000 --> 00:03:26.000]  在家庭當中先生突然中風
[00:03:26.000 --> 00:03:29.000]  經過一段治療之後沒有很大的進展
[00:03:29.000 --> 00:03:33.000]  因此他知道要長期留在家裡
[00:03:33.000 --> 00:03:36.000]  他太太開門接我的時候
[00:03:36.000 --> 00:03:39.000]  說起他們的情況,太太就說
[00:03:39.000 --> 00:03:46.000]  我已經辭了工作,因為先生需要人在身邊長時間照顧他
[00:03:46.000 --> 00:03:49.000]  一邊聽他們講述他們的經歷和掙扎
[00:03:49.000 --> 00:03:54.000]  我就體會到這對夫婦之間有一種愛情
[00:03:54.000 --> 00:04:02.000]  未必是好像在很多口頭語言上表達出來
[00:04:02.000 --> 00:04:05.000]  而是真實這位太太樂意付出代價
[00:04:05.000 --> 00:04:10.000]  去長期關心照顧她的丈夫
[00:04:10.000 --> 00:04:12.000]  我就想起聖經所說的
[00:04:12.000 --> 00:04:14.000]  愛是恆久忍耐
[00:04:14.000 --> 00:04:20.000]  或者說愛是長久的為對方而受苦
[00:04:20.000 --> 00:04:22.000]  當聖經描述這種愛的時候
[00:04:22.000 --> 00:04:26.000]  同時讓我們知道在愛當中我們是有包容的
[00:04:26.000 --> 00:04:29.000]  所以你去到第七節的時候
[00:04:29.000 --> 00:04:33.000]  一開始就說愛是凡事包容
[00:04:33.000 --> 00:04:36.000]  我們教徒常常說聖經有四個凡事
[00:04:36.000 --> 00:04:39.000]  這裡所說凡事包容
[00:04:39.000 --> 00:04:43.000]  凡事相信,凡事盼望,凡事忍耐
[00:04:43.000 --> 00:04:46.000]  因此有人以為愛是凡事包容
[00:04:46.000 --> 00:04:49.000]  所有事情都應該接受,應該包容
[00:04:49.000 --> 00:04:53.000]  但你記得我們常常提到前面的第六節
[00:04:53.000 --> 00:04:55.000]  十三章第六節
[00:04:55.000 --> 00:05:00.000]  不喜歡不義,愛是只喜歡真理
[00:05:00.000 --> 00:05:04.000]  在真理裡面才有真正的祝福
[00:05:04.000 --> 00:05:09.000]  愛是不會從真理遠離出來
[00:05:09.000 --> 00:05:13.000]  愛和真理是必須互相配合
[00:05:13.000 --> 00:05:14.000]  在這個大前提之下
[00:05:14.000 --> 00:05:18.000]  聖經就說愛是凡事包容
[00:05:18.000 --> 00:05:22.000]  聖經的包容是說一個人因為他有軟弱
[00:05:22.000 --> 00:05:26.000]  而做不到他應該做的事情
[00:05:26.000 --> 00:05:27.000]  在過程當中
[00:05:27.000 --> 00:05:31.000]  旁邊愛他的人去等候,去忍耐
[00:05:31.000 --> 00:05:34.000]  甚至自己承受一些苦楚
[00:05:34.000 --> 00:05:38.000]  為了讓他能夠有空間可以一路成長
[00:05:38.000 --> 00:05:39.000]  這是包容
[00:05:39.000 --> 00:05:43.000]  是為了他的軟弱而包容他
[00:05:43.000 --> 00:05:46.000]  以至他能夠成長
[00:05:46.000 --> 00:05:48.000]  當聖經說到愛的時候
[00:05:48.000 --> 00:05:52.000]  是提及叫別人得好處而去包容
[00:05:52.000 --> 00:05:55.000]  但聖經並不是說當人在罪裡面
[00:05:55.000 --> 00:05:58.000]  我們仍然要去包容
[00:05:58.000 --> 00:06:00.000]  大家這個時候翻到另一處經文
[00:06:00.000 --> 00:06:04.000]  在後面的羅馬書第二章
[00:06:04.000 --> 00:06:10.000]  對不起,是前面羅馬書第二章
[00:06:10.000 --> 00:06:18.000]  我們看第四節
[00:06:18.000 --> 00:06:24.000]  羅馬書第二章其中的第四節
[00:06:24.000 --> 00:06:26.000]  或者我讀到第六節
[00:06:26.000 --> 00:06:28.000]  大家聽我讀出來
[00:06:28.000 --> 00:06:34.000]  還是你藐視神豐富的恩慈、寬容和忍耐?
[00:06:34.000 --> 00:06:38.000]  不曉得他的恩慈是要令你悔改的嗎?
[00:06:38.000 --> 00:06:41.000]  或是你一直硬著心牆不肯悔改
[00:06:41.000 --> 00:06:43.000]  為自己積蓄神的憤怒
[00:06:43.000 --> 00:06:47.000]  就是他將顯公義審判的那天
[00:06:47.000 --> 00:06:49.000]  所要發的憤怒
[00:06:49.000 --> 00:06:54.000]  神必照各人所作的報應各人
[00:06:54.000 --> 00:06:58.000]  聖經提到神的確有很多的恩慈、寬容
[00:06:58.000 --> 00:07:01.000]  或者說包容和忍耐
[00:07:01.000 --> 00:07:02.000]  沒錯,面對罪的時候
[00:07:02.000 --> 00:07:05.000]  聖經都有提及到包容、寬容
[00:07:05.000 --> 00:07:07.000]  但這種包容和寬容
[00:07:07.000 --> 00:07:11.000]  或者準確地說是一個過渡期的寬容
[00:07:11.000 --> 00:07:14.000]  沒錯,神是會忍耐著
[00:07:14.000 --> 00:07:17.000]  但人如果不珍惜神的寬容
[00:07:17.000 --> 00:07:21.000]  以為這是自己可以放縱的機會
[00:07:21.000 --> 00:07:24.000]  這種恩慈目的是要令人悔改
[00:07:24.000 --> 00:07:26.000]  但人不願意悔改
[00:07:26.000 --> 00:07:28.000]  長期拒絕神的恩慈
[00:07:28.000 --> 00:07:31.000]  聖經就說第五節剛才讀過
[00:07:31.000 --> 00:07:35.000]  或是你一直硬著心牆不肯悔改
[00:07:35.000 --> 00:07:38.000]  為自己積蓄神的憤怒
[00:07:38.000 --> 00:07:41.000]  我們常常聽到積蓄的時候
[00:07:41.000 --> 00:07:43.000]  會想起什麼?
[00:07:43.000 --> 00:07:44.000]  想起錢
[00:07:44.000 --> 00:07:46.000]  儲蓄一些錢在銀行裡
[00:07:46.000 --> 00:07:50.000]  但聖經說當人領受恩慈而不悔改的時候
[00:07:50.000 --> 00:07:55.000]  是在積蓄神的憤怒
[00:07:55.000 --> 00:07:58.000]  神的憤怒好像一路一路增加
[00:07:58.000 --> 00:08:00.000]  到一個地步
[00:08:00.000 --> 00:08:04.000]  神不願意人輕視他的寬容
[00:08:04.000 --> 00:08:08.000]  因此公義的審判就立不到
[00:08:08.000 --> 00:08:11.000]  聖經裡是有講述到包容
[00:08:11.000 --> 00:08:13.000]  但面對罪的時候
[00:08:13.000 --> 00:08:17.000]  聖經提及神的心意是要人能夠悔改
[00:08:17.000 --> 00:08:22.000]  如果不悔改要面對神公義的審判
[00:08:22.000 --> 00:08:26.000]  剛才我們提到關於同居的問題
[00:08:26.000 --> 00:08:30.000]  有人問究竟聖經如何解釋這一點呢?
[00:08:30.000 --> 00:08:32.000]  或者我們今天嘗試從一個
[00:08:32.000 --> 00:08:36.000]  社會上研究的角度來看一看
[00:08:36.000 --> 00:08:38.000]  一個調查
[00:08:38.000 --> 00:08:42.000]  在美國俄亥俄州大學的一位教授
[00:08:42.000 --> 00:08:44.000]  他叫做Nancy Clagworthy
[00:08:44.000 --> 00:08:46.000]  一位藍絲教授
[00:08:46.000 --> 00:08:49.000]  他有很多學生經常跟他說
[00:08:49.000 --> 00:08:52.000]  告訴他我們同居是很好的
[00:08:52.000 --> 00:08:56.000]  很開心的經歷而且很多方便
[00:08:56.000 --> 00:08:57.000]  藍絲教授聽到就說
[00:08:57.000 --> 00:08:59.000]  好啊如果你們覺得好
[00:08:59.000 --> 00:09:01.000]  你們就可以這樣做
[00:09:01.000 --> 00:09:04.000]  嘗試有你們快樂的生活
[00:09:04.000 --> 00:09:05.000]  但經過一段時間之後
[00:09:05.000 --> 00:09:08.000]  他就覺得要做一些客觀的研究
[00:09:08.000 --> 00:09:11.000]  因為本身他是社會學的教授
[00:09:11.000 --> 00:09:13.000]  當他做研究的時候
[00:09:13.000 --> 00:09:17.000]  他調查了很多對已婚未婚的朋友
[00:09:17.000 --> 00:09:19.000]  他們的生活
[00:09:19.000 --> 00:09:21.000]  經過差不多十年的時間
[00:09:21.000 --> 00:09:23.000]  他得到一個結論
[00:09:23.000 --> 00:09:25.000]  他的結論就是說
[00:09:25.000 --> 00:09:29.000]  在很多未婚而同居的男女朋友
[00:09:29.000 --> 00:09:30.000]  關係當中
[00:09:30.000 --> 00:09:34.000]  發現他們在金錢的問題
[00:09:34.000 --> 00:09:36.000]  在朋友的關係
[00:09:36.000 --> 00:09:38.000]  和性的關係上
[00:09:38.000 --> 00:09:40.000]  比起已婚的人
[00:09:40.000 --> 00:09:44.000]  遇到更多更多的爭論
[00:09:44.000 --> 00:09:46.000]  而且在適應
[00:09:46.000 --> 00:09:49.000]  在喜樂或快樂的生活上
[00:09:49.000 --> 00:09:54.000]  比起已婚的遇到更多的困難
[00:09:54.000 --> 00:09:56.000]  另一方面他發現
[00:09:56.000 --> 00:09:58.000]  一些同居的朋友
[00:09:58.000 --> 00:10:01.000]  他們一般的毀身的程度
[00:10:01.000 --> 00:10:03.000]  比已婚的人低
[00:10:03.000 --> 00:10:06.000]  因此在過程當中遇到困難的時候
[00:10:06.000 --> 00:10:08.000]  他們就會感覺到
[00:10:08.000 --> 00:10:10.000]  沒有一個很大的決心
[00:10:10.000 --> 00:10:13.000]  來保護著關係
[00:10:13.000 --> 00:10:16.000]  沒有決心來解決問題
[00:10:16.000 --> 00:10:19.000]  因此最終是以分手結束
[00:10:19.000 --> 00:10:23.000]  研究發現有幾百對同居的朋友
[00:10:23.000 --> 00:10:25.000]  他們最終有四對
[00:10:25.000 --> 00:10:28.000]  有三對會分手結束
[00:10:28.000 --> 00:10:30.000]  75%
[00:10:30.000 --> 00:10:34.000]  而且最終最受傷害的是女方
[00:10:34.000 --> 00:10:37.000]  因此南西教授作出結論
[00:10:37.000 --> 00:10:40.000]  這些大學生給他們的說話
