
[00:00:00.000 --> 00:00:02.500]  我們真的感受
[00:00:02.500 --> 00:00:05.500]  如果我們不是祈禱
[00:00:05.500 --> 00:00:09.000]  我們不會經歷神自己的恩惠
[00:00:09.000 --> 00:00:11.000]  有些時候
[00:00:11.000 --> 00:00:13.500]  有些生活的困難出現
[00:00:13.500 --> 00:00:17.000]  好像是神來催促我們去依靠祂
[00:00:17.000 --> 00:00:21.500]  以至在一些困難的時候出現
[00:00:21.500 --> 00:00:26.000]  反而叫我們領受一些神恩典的機會
[00:00:27.500 --> 00:00:31.500]  而第一次我們也會體會到當我們一路來學習祈禱的時候
[00:00:31.500 --> 00:00:36.500]  你會更深刻的經歷到這位上帝是又真又活的上帝
[00:00:36.500 --> 00:00:39.500]  第一次我們今天是一個祈禱主日
[00:00:39.500 --> 00:00:41.500]  我們都是真是彼此的鼓勵
[00:00:41.500 --> 00:00:44.000]  不要忘記祈禱
[00:00:44.000 --> 00:00:46.000]  不要放棄祈禱
[00:00:46.000 --> 00:00:52.000]  而在當中去體驗這位上帝是何等大的恩典
[00:00:52.000 --> 00:00:54.000]  何等大的憐憫
[00:00:54.000 --> 00:00:56.000]  他聽我們祈禱
[00:00:57.000 --> 00:01:00.500]  容許我講一句我沒有預備會講的話
[00:01:00.500 --> 00:01:06.500]  我自己有一個毛病
[00:01:06.500 --> 00:01:08.500]  就是偏頭痛
[00:01:08.500 --> 00:01:10.500]  偏頭痛出現的時候
[00:01:10.500 --> 00:01:12.500]  是會閃光的
[00:01:12.500 --> 00:01:17.000]  閃光的意思就是眼睛或者是腦部影響
[00:01:17.000 --> 00:01:20.000]  會看到一些事情是花滾滾的
[00:01:20.000 --> 00:01:23.500]  一閃通常閃二十分鐘
[00:01:24.500 --> 00:01:28.000]  然後自己消散就會沒事
[00:01:28.000 --> 00:01:31.500]  但是什麼時候出現是我不知道的
[00:01:31.500 --> 00:01:36.000]  所以我試過在講道的時候閃光
[00:01:36.000 --> 00:01:39.500]  而你們可能未必察覺
[00:01:39.500 --> 00:01:45.000]  剛才我坐在這裡預備上來之前
[00:01:45.000 --> 00:01:47.000]  聽著弟兄的見證
[00:01:47.000 --> 00:01:49.000]  我開始閃光
[00:01:49.000 --> 00:01:54.000]  但是我心裏面交託給神
[00:01:54.000 --> 00:01:56.500]  我知道一切在祂的保守裏面
[00:01:56.500 --> 00:01:59.000]  如果祂讓我繼續閃
[00:01:59.000 --> 00:02:02.000]  祂可以讓我講恩典
[00:02:02.000 --> 00:02:04.000]  如果不是的話
[00:02:04.000 --> 00:02:06.500]  或者神也有祂的方式
[00:02:06.500 --> 00:02:09.500]  因此我就這樣交託給上帝
[00:02:09.500 --> 00:02:13.500]  不過剛剛我的發言停了
[00:02:13.500 --> 00:02:19.500]  每一天能夠如常的生活工作
[00:02:19.500 --> 00:02:22.500]  或者我們都能夠來到神的面前敬拜祂
[00:02:23.000 --> 00:02:24.500]  都是出於祂的恩典
[00:02:24.500 --> 00:02:27.500]  我們常常禱告去經歷祂的作為
[00:02:27.500 --> 00:02:29.500]  經歷祂的恩典
[00:02:29.500 --> 00:02:31.500]  大家跟我一起祈禱
[00:02:31.500 --> 00:02:34.500]  我們一起預備思想聖經的說話
[00:02:34.500 --> 00:02:42.500]  真是主我們感謝你
[00:02:42.500 --> 00:02:46.500]  你是那位又真又活的上帝
[00:02:46.500 --> 00:02:49.500]  你是我們天上的父親
[00:02:50.500 --> 00:02:53.500]  你何等渴望將恩典賜給我們
[00:02:53.500 --> 00:02:58.500]  但是你更加盼望我們懂得向你尋求
[00:02:58.500 --> 00:03:01.000]  不是依靠人的勢力
[00:03:01.000 --> 00:03:04.500]  不是依靠人的資源、才能
[00:03:04.500 --> 00:03:08.500]  而是依靠你的靈生活、行事
[00:03:08.500 --> 00:03:11.500]  主今天我們來到你面前來感謝你
[00:03:11.500 --> 00:03:13.500]  讓我們可以敬拜你
[00:03:13.500 --> 00:03:17.000]  能夠有健康、有力量來敬拜
[00:03:17.500 --> 00:03:20.500]  每一次、每一次都是出於你的恩惠
[00:03:20.500 --> 00:03:23.500]  如今我們來到你面前來
[00:03:23.500 --> 00:03:29.500]  主我們尋求你聖靈的真理、的保守
[00:03:29.500 --> 00:03:32.500]  讓我們在你面前領受你的真道
[00:03:32.500 --> 00:03:34.500]  領受天上的糧食
[00:03:34.500 --> 00:03:36.500]  我們的生命可以得堅固
[00:03:36.500 --> 00:03:38.500]  而祈求主在這段時間
[00:03:38.500 --> 00:03:40.500]  你賜下你的同在
[00:03:40.500 --> 00:03:43.500]  施恩於我們頌頂之妹
[00:03:43.500 --> 00:03:45.000]  我們仰望祈禱
[00:03:45.500 --> 00:03:47.500]  奉耶穌基督聖名祈求
[00:03:47.500 --> 00:03:49.000]  阿們
[00:03:49.000 --> 00:03:54.500]  我們今天讀的聖經路加福音第十一章
[00:03:54.500 --> 00:03:57.500]  是主耶穌教導我們祈禱
[00:03:57.500 --> 00:03:59.500]  亦都勉勵我們
[00:03:59.500 --> 00:04:01.500]  我們不要灰心
[00:04:01.500 --> 00:04:04.000]  是要常常向主祈禱
[00:04:04.000 --> 00:04:07.000]  勉勵我們相信
[00:04:07.000 --> 00:04:10.500]  這位上帝是真是聽人祈禱的上帝
[00:04:10.500 --> 00:04:13.000]  講起祈禱的時候
[00:04:13.500 --> 00:04:15.500]  我相信大家都會認同一件事情
[00:04:15.500 --> 00:04:17.500]  對於基督徒來說
[00:04:17.500 --> 00:04:20.500]  祈禱的確是我們最大的權利
[00:04:20.500 --> 00:04:23.500]  或者我們覺得
[00:04:23.500 --> 00:04:25.500]  我們理所當然可以向神祈禱
[00:04:25.500 --> 00:04:27.000]  我們是基督徒
[00:04:27.000 --> 00:04:28.500]  但當你小心再想的時候
[00:04:28.500 --> 00:04:30.000]  你會體會
[00:04:30.000 --> 00:04:33.500]  其實人可以向神祈禱
[00:04:33.500 --> 00:04:36.500]  是一件奇妙的事情
[00:04:36.500 --> 00:04:39.500]  各位掌管天地永恆的上帝
[00:04:40.000 --> 00:04:44.000]  樂意去聽一個塵土所造的人
[00:04:44.000 --> 00:04:47.000]  來向祂祈禱
[00:04:47.000 --> 00:04:49.000]  是一件奇妙的事情
[00:04:49.000 --> 00:04:51.000]  不單止祂聽
[00:04:51.000 --> 00:04:52.000]  而且祂也應許
[00:04:52.000 --> 00:04:55.000]  祂要為等候祂的人行事
[00:04:55.000 --> 00:04:58.000]  上帝為人做事
[00:04:58.000 --> 00:05:01.000]  這正是一個極大的奇妙的事情
[00:05:01.000 --> 00:05:06.000]  當我們領受這份權利的時候
[00:05:06.000 --> 00:05:07.000]  我們留意
[00:05:07.000 --> 00:05:09.500]  人生的很多不同的事情
[00:05:09.500 --> 00:05:11.500]  如果你要去領受恩典
[00:05:11.500 --> 00:05:13.500]  你必須祈禱
[00:05:13.500 --> 00:05:15.500]  如果你不去祈禱
[00:05:15.500 --> 00:05:17.500]  你會有很大的損失
[00:05:17.500 --> 00:05:20.000]  正如聖經亞國書所說
[00:05:20.000 --> 00:05:22.000]  你們得不著
[00:05:22.000 --> 00:05:24.500]  是因為你們不求
[00:05:24.500 --> 00:05:26.500]  你不求
[00:05:26.500 --> 00:05:29.000]  你會失去恩典
[00:05:29.000 --> 00:05:31.500]  你會看到上帝有一個計劃
[00:05:31.500 --> 00:05:33.500]  就是祂的旨意
[00:05:33.500 --> 00:05:36.500]  就是祂選擇藉著人的祈禱
[00:05:36.500 --> 00:05:38.500]  向人施恩典
[00:05:38.500 --> 00:05:41.500]  祂選擇藉著人的祈禱
[00:05:41.500 --> 00:05:44.000]  去成就祂自己的大事
[00:05:44.000 --> 00:05:46.500]  所以當我們說到祈禱的時候
[00:05:46.500 --> 00:05:49.500]  不是一種可有可無
[00:05:49.500 --> 00:05:52.000]  叫圖你間中有空
[00:05:52.000 --> 00:05:53.500]  有什麼事就去祈禱
[00:05:53.500 --> 00:05:54.500]  不是
[00:05:54.500 --> 00:05:57.500]  而是神給人一個極大的
[00:05:57.500 --> 00:05:59.500]  蒙恩的途徑
[00:05:59.500 --> 00:06:02.500]  這一點我們在香港生活的時候
[00:06:02.500 --> 00:06:04.500]  我們體會到其實有很多時候
[00:06:04.500 --> 00:06:07.000]  有太多忙碌的事情
[00:06:07.500 --> 00:06:11.000]  是令到我們不禱告
[00:06:11.000 --> 00:06:14.000]  因此當你再看回聖經裡面
[00:06:14.000 --> 00:06:16.000]  主耶穌對我們勉勵的時候
[00:06:16.000 --> 00:06:19.000]  你知道其實主是帶著一種愛
[00:06:19.000 --> 00:06:20.500]  去勉勵我們
[00:06:20.500 --> 00:06:22.000]  你一定要祈禱
[00:06:22.000 --> 00:06:24.000]  不要灰心
[00:06:24.000 --> 00:06:26.000]  上上尋求上帝
[00:06:26.000 --> 00:06:29.000]  以至我們可以得到神要給我們的恩惠
[00:06:29.000 --> 00:06:30.500]  今天當我們讀到
