
[00:00:00.000 --> 00:00:04.800]  大家可以打開我們今天講道的大綱
[00:00:04.800 --> 00:00:10.080]  在你們的程序單裏面有一張這樣的附頁
[00:00:10.080 --> 00:00:14.360]  你見到今天我和大家講的題目是有些特別的
[00:00:14.360 --> 00:00:15.800]  有兩個特別之處
[00:00:15.800 --> 00:00:17.360]  第一個特別之處叫做
[00:00:17.360 --> 00:00:21.080]  《屬靈氣質與福音使命》的1
[00:00:21.080 --> 00:00:22.760]  有1當然有2
[00:00:22.760 --> 00:00:24.920]  有2有3未定
[00:00:24.920 --> 00:00:26.120]  其實是真的
[00:00:26.120 --> 00:00:30.600]  這個我也很希望嘗試由今個月開始
[00:00:30.600 --> 00:00:33.520]  就是6月7月8月3個月
[00:00:33.520 --> 00:00:39.920]  我和大家講這個可以說是一個主題的三個方面
[00:00:39.920 --> 00:00:41.520]  這個是第一個特色
[00:00:41.520 --> 00:00:45.840]  不過這三堂當然是會有分開的
[00:00:45.840 --> 00:00:47.200]  不需要連續的
[00:00:47.200 --> 00:00:48.960]  但是我就就著這個
[00:00:48.960 --> 00:00:51.800]  我們屬靈生命和我們的福音使命
[00:00:51.800 --> 00:00:54.720]  這個主題來和大家分享
[00:00:54.720 --> 00:00:56.360]  第二個特色你會留意
[00:00:56.360 --> 00:01:00.960]  這個分題今天我和大家講從耶穌到法蘭西斯
[00:01:00.960 --> 00:01:03.080]  Francis of Assisi
[00:01:03.080 --> 00:01:07.840]  就是說不單單只是講聖經裏面神自己的說話
[00:01:07.840 --> 00:01:08.880]  當然這個很重要
[00:01:08.880 --> 00:01:10.680]  這個是基礎來的
[00:01:10.680 --> 00:01:13.680]  其實這三次我都嘗試
[00:01:13.680 --> 00:01:15.040]  這個嘗試未試過的
[00:01:15.040 --> 00:01:19.840]  不過看看會不會能夠帶來一個更深刻的
[00:01:19.840 --> 00:01:23.320]  大家在屬靈上的學習
[00:01:23.320 --> 00:01:26.480]  就是我不單單只是講聖經
