
[00:00:00.000 --> 00:00:03.000]  好,大家知道今天是甚麼節?
[00:00:03.000 --> 00:00:05.000]  父親節
[00:00:05.000 --> 00:00:08.000]  亦是我們教育的家庭主日
[00:00:08.000 --> 00:00:14.000]  所以今天我們很歡迎所有的大大小小一齊來崇拜
[00:00:14.000 --> 00:00:16.000]  因為我們今天沒有了主學
[00:00:16.000 --> 00:00:21.000]  所以在輔堂甚至其他的課室和教育樓有轉播
[00:00:21.000 --> 00:00:23.000]  一齊來崇拜敬拜神
[00:00:23.000 --> 00:00:25.000]  所以今天我們中間有很多小朋友
[00:00:25.000 --> 00:00:27.000]  所以我想請小朋友小學生
[00:00:27.000 --> 00:00:29.000]  你舉手給我看看你在哪裡?
[00:00:29.000 --> 00:00:32.000]  哇,很多
[00:00:32.000 --> 00:00:36.000]  你在輔堂課室的教育樓也可以舉手
[00:00:36.000 --> 00:00:38.000]  那些手抱的小朋友也可以舉手
[00:00:38.000 --> 00:00:41.000]  很多謝你們
[00:00:41.000 --> 00:00:44.000]  歡迎你們一齊來崇拜神
[00:00:44.000 --> 00:00:46.000]  我們中間的少年人,中學生
[00:00:46.000 --> 00:00:48.000]  你在哪裡?舉手給我們看看
[00:00:48.000 --> 00:00:52.000]  都在這裡
[00:00:52.000 --> 00:00:57.000]  好,歡迎你們一齊來和你們的家庭一起去崇拜
[00:00:57.000 --> 00:01:02.000]  有哪些弟兄姐妹有機會和家人一齊坐下來來崇拜神?
[00:01:02.000 --> 00:01:05.000]  你們也舉手看看你們在哪裡
[00:01:05.000 --> 00:01:08.000]  好,施花沒有機會了
[00:01:08.000 --> 00:01:10.000]  因為他們有獻唱
[00:01:10.000 --> 00:01:12.000]  未必有機會和家人坐在一起
[00:01:12.000 --> 00:01:17.000]  感謝神讓我們今天有機會和家庭一起集中來崇拜神
[00:01:17.000 --> 00:01:23.000]  的確讓我們整個家庭都一齊同心的來崇拜和侍奉神
[00:01:23.000 --> 00:01:25.000]  按照往常的習慣
[00:01:25.000 --> 00:01:27.000]  家庭的主日
[00:01:27.000 --> 00:01:29.000]  施牧師會先講個故事
[00:01:29.000 --> 00:01:31.000]  特別是講給小朋友聽
[00:01:31.000 --> 00:01:35.000]  小朋友留心聽著這個小故事
[00:01:35.000 --> 00:01:40.000]  這個故事講到小朋友早上上學的時候
[00:01:40.000 --> 00:01:42.000]  媽媽就帶著他上學
[00:01:42.000 --> 00:01:44.000]  他突然間說
[00:01:44.000 --> 00:01:47.000]  媽媽,媽媽那麼疼我
[00:01:47.000 --> 00:01:51.000]  我很想買份禮物去疼她
[00:01:51.000 --> 00:01:54.000]  那媽媽要什麼?
[00:01:54.000 --> 00:01:56.000]  媽媽說我不知道
[00:01:56.000 --> 00:01:58.000]  你自己問問她吧
[00:01:58.000 --> 00:02:00.000]  所以小朋友就記住
[00:02:00.000 --> 00:02:02.000]  放學的時候馬上去媽媽的房間
[00:02:02.000 --> 00:02:04.000]  媽媽,你那麼疼我
[00:02:04.000 --> 00:02:06.000]  我很想買份禮物送給你
[00:02:06.000 --> 00:02:08.000]  你要什麼?
[00:02:08.000 --> 00:02:10.000]  媽媽就說
[00:02:10.000 --> 00:02:12.000]  買份禮物送給我?
[00:02:12.000 --> 00:02:14.000]  我也不知道
[00:02:14.000 --> 00:02:18.000]  摸摸頭就不知道想要什麼
[00:02:18.000 --> 00:02:20.000]  小朋友看見的時候就說
[00:02:20.000 --> 00:02:22.000]  我知道了,我知道你要什麼
[00:02:22.000 --> 00:02:24.000]  媽媽就說你要什麼
[00:02:24.000 --> 00:02:26.000]  就走到小朋友的房間拿出來
[00:02:26.000 --> 00:02:30.000]  (笑聲)
[00:02:30.000 --> 00:02:32.000]  哇!
[00:02:32.000 --> 00:02:34.000]  (笑聲)
[00:02:34.000 --> 00:02:38.000]  他在玩具堆中拿出玩具
[00:02:38.000 --> 00:02:40.000]  媽媽,你一定要一把梳子
[00:02:40.000 --> 00:02:42.000]  媽媽一看見
[00:02:42.000 --> 00:02:44.000]  那麼大把梳子
[00:02:44.000 --> 00:02:46.000]  我只有幾條頭髮
[00:02:46.000 --> 00:02:48.000]  要那麼大把梳子幹什麼?
[00:02:48.000 --> 00:02:50.000]  這樣嗎?
[00:02:50.000 --> 00:02:52.000]  我呢
[00:02:52.000 --> 00:02:54.000]  媽媽,你口乾
[00:02:54.000 --> 00:02:56.000]  我知道你想要什麼
[00:02:56.000 --> 00:02:58.000]  等一會
[00:02:58.000 --> 00:03:02.000]  (笑聲)
[00:03:02.000 --> 00:03:04.000]  (笑聲)
[00:03:04.000 --> 00:03:06.000]  他去拿了一罐汽水出來
[00:03:06.000 --> 00:03:08.000]  媽媽送一罐汽水給你
[00:03:08.000 --> 00:03:10.000]  哎呀!阿孫啊
[00:03:10.000 --> 00:03:12.000]  你都不知道媽媽糖尿病
[00:03:12.000 --> 00:03:14.000]  怎麼喝那麼多糖水啊
[00:03:14.000 --> 00:03:16.000]  我不能喝的
[00:03:16.000 --> 00:03:18.000]  哎呀!又不能喝啊
[00:03:18.000 --> 00:03:20.000]  這樣
[00:03:20.000 --> 00:03:22.000]  媽媽就說
[00:03:22.000 --> 00:03:24.000]  我知道你喜歡畫一幅畫給我
[00:03:24.000 --> 00:03:26.000]  這樣
[00:03:26.000 --> 00:03:28.000]  行,媽媽你喜歡我畫一幅畫給你
[00:03:28.000 --> 00:03:30.000]  你等一會
[00:03:30.000 --> 00:03:32.000]  我馬上畫,你等我啊
[00:03:32.000 --> 00:03:38.000]  (笑聲)
[00:03:38.000 --> 00:03:40.000]  他就進去媽媽的房間
[00:03:40.000 --> 00:03:42.000]  很開心地
[00:03:42.000 --> 00:03:44.000]  媽媽,你看看
[00:03:44.000 --> 00:03:52.000]  (笑聲)
[00:03:52.000 --> 00:03:54.000]  媽媽就說
[00:03:54.000 --> 00:03:56.000]  什麼來的?這麼大的頭
[00:03:56.000 --> 00:03:58.000]  媽媽,你不知道嗎?
[00:03:58.000 --> 00:04:00.000]  是奇羅羅
[00:04:00.000 --> 00:04:02.000]  什麼一羅羅啊
[00:04:02.000 --> 00:04:04.000]  (笑聲)
[00:04:04.000 --> 00:04:06.000]  我都不認識他
[00:04:06.000 --> 00:04:08.000]  媽媽,你不知道嗎?
[00:04:08.000 --> 00:04:10.000]  是很開心,很好玩的
[00:04:10.000 --> 00:04:12.000]  媽媽就說
[00:04:12.000 --> 00:04:14.000]  阿孫仔
[00:04:14.000 --> 00:04:16.000]  我想你喜歡他多過我喜歡他了
[00:04:16.000 --> 00:04:18.000]  (笑聲)
[00:04:18.000 --> 00:04:20.000]  我都不認識他,我也不知道
[00:04:20.000 --> 00:04:22.000]  怎樣跟他玩
[00:04:22.000 --> 00:04:24.000]  孫仔就說
[00:04:24.000 --> 00:04:26.000]  媽媽,不如這樣,你告訴我
[00:04:26.000 --> 00:04:28.000]  你究竟想什麼?你要什麼?
[00:04:28.000 --> 00:04:30.000]  媽媽就想了一想
[00:04:30.000 --> 00:04:32.000]  啊!我想到了
[00:04:32.000 --> 00:04:34.000]  他就說,你不知道嗎?
[00:04:34.000 --> 00:04:36.000]  其實我最喜歡你每天放學
[00:04:36.000 --> 00:04:38.000]  進來我的房間
[00:04:38.000 --> 00:04:40.000]  拿著我的手
[00:04:40.000 --> 00:04:42.000]  聊天
[00:04:42.000 --> 00:04:44.000]  說你今天最開心的事情
[00:04:44.000 --> 00:04:46.000]  告訴媽媽
[00:04:46.000 --> 00:04:48.000]  就是我最喜歡的禮物
[00:04:48.000 --> 00:04:50.000]  孫仔聽完之後
[00:04:50.000 --> 00:04:52.000]  媽媽,我知道了
[00:04:52.000 --> 00:04:54.000]  以後我放學後進來跟你聊天
[00:04:54.000 --> 00:04:56.000]  告訴你我最開心的事
[00:04:56.000 --> 00:04:58.000]  媽媽就說
[00:04:58.000 --> 00:05:00.000]  這樣就很愛惜我了
[00:05:00.000 --> 00:05:02.000]  各位小朋友
[00:05:02.000 --> 00:05:04.000]  各位弟兄姊妹,大朋友
[00:05:04.000 --> 00:05:06.000]  有些時候
[00:05:06.000 --> 00:05:08.000]  你想去愛惜一個人
[00:05:08.000 --> 00:05:10.000]  但你不知道他需要你
[00:05:10.000 --> 00:05:12.000]  怎樣向他表達
[00:05:12.000 --> 00:05:14.000]  當主耶穌
[00:05:14.000 --> 00:05:16.000]  去醫治很多病人的時候
[00:05:16.000 --> 00:05:18.000]  有一次有個耶利哥城的
[00:05:18.000 --> 00:05:20.000]  盲眼的黑丐
[00:05:20.000 --> 00:05:22.000]  很想到耶穌面前
[00:05:22.000 --> 00:05:24.000]  不知道祂想要什麼
[00:05:24.000 --> 00:05:26.000]  有些人就想,當然是想要錢
[00:05:26.000 --> 00:05:28.000]  給點錢給祂,走了算了
[00:05:28.000 --> 00:05:30.000]  耶穌沒有叫人給錢給他
[00:05:30.000 --> 00:05:32.000]  祂就問他一個問題
[00:05:32.000 --> 00:05:34.000]  祂說,你要我為你
[00:05:34.000 --> 00:05:36.000]  做什麼?
[00:05:36.000 --> 00:05:38.000]  這個黑丐
[00:05:38.000 --> 00:05:40.000]  說了什麼?
[00:05:40.000 --> 00:05:42.000]  他說,我要能看見
[00:05:42.000 --> 00:05:44.000]  耶穌就說
[00:05:44.000 --> 00:05:46.000]  好,我就醫治你
[00:05:46.000 --> 00:05:48.000]  當你想去愛惜
[00:05:48.000 --> 00:05:50.000]  一個人的時候,你要問他
[00:05:50.000 --> 00:05:52.000]  你想我為你做什麼?
