
[00:00:00.000 --> 00:00:02.000]  今天我們所研讀的經文是
[00:00:02.000 --> 00:00:05.000]  《獵王記》上的第21章
[00:00:05.000 --> 00:00:12.000]  我請大家打開唐庸聖經第528頁
[00:00:12.000 --> 00:00:14.000]  528頁
[00:00:14.000 --> 00:00:16.000]  《獵王記》21章
[00:00:16.000 --> 00:00:18.000]  剛才我們也讀過一段
[00:00:18.000 --> 00:00:19.000]  兩段的聖經
[00:00:19.000 --> 00:00:21.000]  但是我希望今天
[00:00:21.000 --> 00:00:22.000]  全章聖經來看
[00:00:22.000 --> 00:00:26.000]  因為整個21章是記載了一件
[00:00:26.000 --> 00:00:29.000]  謀財害命的兇殺案
[00:00:29.000 --> 00:00:31.000]  今天我們一起研究一下
[00:00:31.000 --> 00:00:34.000]  這宗兇殺案是怎樣的兇殺案
[00:00:34.000 --> 00:00:38.000]  剛才我們所讀的聖經
[00:00:38.000 --> 00:00:41.000]  差不多將整個過程都說了
[00:00:41.000 --> 00:00:44.000]  現在我們很簡單將案情重組一下
[00:00:44.000 --> 00:00:47.000]  主要我們看到
[00:00:47.000 --> 00:00:51.000]  整個謀財害命的案件
[00:00:51.000 --> 00:00:53.000]  有三個集團
[00:00:53.000 --> 00:00:55.000]  三幫人
[00:00:55.000 --> 00:00:58.000]  他們是同謀合污的
[00:00:58.000 --> 00:01:00.000]  第一個是阿哈王
[00:01:00.000 --> 00:01:03.000]  第二就是他的太太皇后
[00:01:03.000 --> 00:01:05.000]  耶洗別
[00:01:05.000 --> 00:01:08.000]  第三就是那幫在那白城
[00:01:08.000 --> 00:01:11.000]  所謂聖經裡面記載他們的長老
[00:01:11.000 --> 00:01:13.000]  和貴就
[00:01:13.000 --> 00:01:14.000]  即是那些官員
[00:01:14.000 --> 00:01:17.000]  三幫來合作
[00:01:17.000 --> 00:01:18.000]  同謀
[00:01:18.000 --> 00:01:20.000]  來產生了這件案件
[00:01:20.000 --> 00:01:23.000]  神就派先知以利亞
[00:01:23.000 --> 00:01:25.000]  去代神
[00:01:25.000 --> 00:01:27.000]  去斥責他們
[00:01:27.000 --> 00:01:30.000]  發出公義的審判
[00:01:30.000 --> 00:01:33.000]  雖然我們北宣家一直以來
[00:01:33.000 --> 00:01:35.000]  都是以以利亞作為
[00:01:35.000 --> 00:01:38.000]  最近每一堂講道的重心
[00:01:38.000 --> 00:01:40.000]  不過今天主角
[00:01:40.000 --> 00:01:43.000]  我們特別要研究的就是那三幫的人
[00:01:43.000 --> 00:01:45.000]  以利亞當然也重要
[00:01:45.000 --> 00:01:48.000]  但是我們今天暫時將以利亞放在一邊
[00:01:48.000 --> 00:01:49.000]  我們留意一下
[00:01:49.000 --> 00:01:52.000]  這三幫的人做了什麼事
[00:01:52.000 --> 00:01:55.000]  為什麼會搞成這樣
[00:01:55.000 --> 00:01:59.000]  剛才我們講到整件事
[00:01:59.000 --> 00:02:01.000]  就是阿哈王開始的
[00:02:01.000 --> 00:02:03.000]  阿哈王做皇帝
[00:02:03.000 --> 00:02:05.000]  不心足
[00:02:05.000 --> 00:02:07.000]  經常在皇宮旁邊
[00:02:07.000 --> 00:02:09.000]  看到別人的那塊田
[00:02:09.000 --> 00:02:10.000]  別人的葡萄園
[00:02:10.000 --> 00:02:12.000]  那叫那白的葡萄園
[00:02:12.000 --> 00:02:14.000]  那白人的葡萄園很大
[00:02:14.000 --> 00:02:16.000]  因為聖經後來講
[00:02:16.000 --> 00:02:18.000]  這叫那白城
[00:02:18.000 --> 00:02:20.000]  整個城那麼大
[00:02:20.000 --> 00:02:23.000]  比我們後花園那一幢那麼大
[00:02:23.000 --> 00:02:25.000]  很大
[00:02:25.000 --> 00:02:28.000]  整個城就屬於那白的
[00:02:28.000 --> 00:02:30.000]  阿哈王就心思思
[00:02:30.000 --> 00:02:32.000]  經常在想
[00:02:32.000 --> 00:02:35.000]  如果這裡的地給我種菜就好了
[00:02:35.000 --> 00:02:39.000]  於是就找那白人來跟他談
[00:02:39.000 --> 00:02:41.000]  也不是太差
[00:02:41.000 --> 00:02:43.000]  也不是一開始就搶別人的東西
[00:02:43.000 --> 00:02:45.000]  就說不如這樣
[00:02:45.000 --> 00:02:47.000]  我找一個更好的一塊田
[00:02:47.000 --> 00:02:49.000]  一塊地幫你換
[00:02:49.000 --> 00:02:52.000]  因為這個很近皇宮
[00:02:52.000 --> 00:02:53.000]  應該遠一點
[00:02:53.000 --> 00:02:54.000]  大一點的給你
[00:02:54.000 --> 00:02:55.000]  如果你不喜歡
[00:02:55.000 --> 00:02:57.000]  給你一個好的價錢
[00:02:57.000 --> 00:02:58.000]  我幫你買
[00:02:58.000 --> 00:02:59.000]  也算是這樣
[00:02:59.000 --> 00:03:01.000]  但是那白就不領情
[00:03:01.000 --> 00:03:03.000]  聖經說那白說
[00:03:03.000 --> 00:03:05.000]  這是我祖宗傳下來給我的
[00:03:05.000 --> 00:03:06.000]  不賣給你
[00:03:06.000 --> 00:03:07.000]  也不幫你換
[00:03:07.000 --> 00:03:10.000]  那時候那些扭計的本相就出來了
[00:03:10.000 --> 00:03:11.000]  是吧
[00:03:11.000 --> 00:03:13.000]  一開始就很生氣的
[00:03:13.000 --> 00:03:15.000]  於是聖經說他就開始扭計了
[00:03:15.000 --> 00:03:17.000]  第四字那裡說
[00:03:17.000 --> 00:03:19.000]  回到皇宮就悶悶不樂
[00:03:19.000 --> 00:03:21.000]  就睡在床上
