
[00:00:00.000 --> 00:00:04.460]  今天我們一同領受關於侍奉的信息
[00:00:04.460 --> 00:00:08.060]  我們願意在侍奉上得到主的話語的造就
[00:00:08.060 --> 00:00:11.580]  使我們的侍奉能夠附和神的心意
[00:00:11.580 --> 00:00:15.340]  蒙他月郎有美好的果效
[00:00:15.340 --> 00:00:20.780]  我們的侍奉的功效完全是在於聖靈的工作
[00:00:20.780 --> 00:00:26.060]  所以每一個侍奉主的人要非常的注重聖靈的工作
[00:00:26.060 --> 00:00:28.620]  要追求聖靈的出門
[00:00:28.620 --> 00:00:31.100]  要追求聖靈的工作
[00:00:31.100 --> 00:00:32.620]  我們禱告的時候
[00:00:32.620 --> 00:00:34.260]  聖靈就做工
[00:00:34.260 --> 00:00:38.180]  所以在師徒行傳裏面給我們清楚的看見
[00:00:38.180 --> 00:00:43.860]  禱告和聖靈的工作是二二一一二二的兩件事
[00:00:43.860 --> 00:00:46.460]  是分不開的兩件事
[00:00:46.460 --> 00:00:47.740]  連在一起
[00:00:47.740 --> 00:00:50.100]  緊緊的連在一起
[00:00:50.100 --> 00:00:56.620]  這是每一個侍奉主的人必須十分清楚認識明白的
[00:00:56.620 --> 00:00:59.380]  有的人侍奉是靠自己的力量
[00:00:59.380 --> 00:01:01.020]  最後要失敗
[00:01:01.020 --> 00:01:02.020]  要落空
[00:01:02.020 --> 00:01:03.460]  要失效
[00:01:03.460 --> 00:01:05.820]  只有聖靈做功的時候
[00:01:05.820 --> 00:01:11.220]  神的聖功靈功才能夠完成
[00:01:11.220 --> 00:01:14.700]  所以我們今天要一同思想靈受
[00:01:14.700 --> 00:01:19.620]  關於聖靈幫助我們工作的真理
[00:01:19.620 --> 00:01:23.620]  主耶穌基督快要定世的價值前
[00:01:23.620 --> 00:01:31.820]  他最後把他的心事心中的最重要的信息告訴門徒們
[00:01:31.820 --> 00:01:38.340]  就記載在約翰福音十四十五十六三章的經文裏面
[00:01:38.340 --> 00:01:45.140]  平常把這段經文叫做主耶穌基督臨別的教導
[00:01:45.140 --> 00:01:52.020]  他面對十字架知道自己很快他的身體要離開門徒
[00:01:52.020 --> 00:01:56.940]  所以他將最重要的信息向他們講說
[00:01:56.940 --> 00:02:00.420]  在這三章的臨別的教導裏面
[00:02:00.420 --> 00:02:05.700]  中心的信息就是關於聖靈的工作
[00:02:05.700 --> 00:02:10.020]  我們要看一看主耶穌如何的介紹聖靈
[00:02:10.020 --> 00:02:15.140]  他對聖靈的重視是無以復加的
[00:02:15.140 --> 00:02:20.220]  他讓門徒清清楚楚的看見和感受到
[00:02:20.220 --> 00:02:24.620]  主耶穌說重視的他們必須重視
[00:02:24.620 --> 00:02:28.940]  我們現在開始從這三章的經文裏面來看
[00:02:28.940 --> 00:02:32.020]  主耶穌如何的介紹聖靈
[00:02:32.020 --> 00:02:33.940]  聖靈的工作是什麼
[00:02:33.940 --> 00:02:39.540]  他的工作和我們的工作如何的配搭在一起
[00:02:39.540 --> 00:02:41.180]  第一
[00:02:41.180 --> 00:02:44.300]  聖靈是安慰的聖靈
[00:02:44.300 --> 00:02:49.620]  請大家看約翰福音十四章十六節
[00:02:49.620 --> 00:02:52.740]  約翰福音十四章十六節
[00:02:52.740 --> 00:02:56.020]  主耶穌說我要求父
[00:02:56.020 --> 00:02:59.380]  父就另外賜給你們一位保惠師
[00:02:59.380 --> 00:03:04.380]  小字保惠師或做訓慰師
[00:03:04.380 --> 00:03:08.340]  叫他永遠與你們同在
[00:03:08.340 --> 00:03:13.100]  主耶穌知道自己要離世歸父
[00:03:13.100 --> 00:03:15.900]  他不再與門徒同在
[00:03:15.900 --> 00:03:23.220]  他就求父賜給門徒們另外一位保惠師
[00:03:23.220 --> 00:03:26.620]  另外這兩個字很值得我們注意
[00:03:26.620 --> 00:03:27.540]  就是說
[00:03:27.540 --> 00:03:29.380]  耶穌是保惠師
[00:03:29.380 --> 00:03:34.460]  現在在耶穌之外又有另外一位保惠師
[00:03:34.460 --> 00:03:36.100]  就是聖靈
[00:03:36.100 --> 00:03:38.580]  所以另外兩個字的意思就是說
[00:03:38.580 --> 00:03:44.740]  聖靈對於門徒的意義和寶貴性和主耶穌自己
[00:03:44.740 --> 00:03:46.580]  完全一樣
[00:03:46.580 --> 00:03:52.220]  所以主耶穌在這三章的聖經裏面多次提到
[00:03:52.220 --> 00:03:53.820]  他離開了門徒
[00:03:53.820 --> 00:03:56.540]  但是他還要再來與他們同在
[00:03:56.540 --> 00:04:00.180]  那個再來就是指的聖靈來
[00:04:00.180 --> 00:04:07.500]  所以主耶穌的意思就是說聖靈來就等於他自己來與門徒同在
[00:04:07.500 --> 00:04:14.260]  所以聖靈的工作和主耶穌基督自己的工作是合而爲一的
[00:04:14.260 --> 00:04:17.100]  一樣的寶貴
[00:04:17.100 --> 00:04:23.380]  保惠師另外一個名字的翻譯叫做訓慰是慰是安慰
[00:04:23.380 --> 00:04:28.260]  感謝主聖靈的工作是安慰我們
[00:04:28.260 --> 00:04:34.020]  所以主耶穌說的十四章十八節的話
[00:04:34.020 --> 00:04:35.900]  十四章十八節
[00:04:35.900 --> 00:04:38.820]  我不撇下你們爲孤兒
[00:04:38.820 --> 00:04:41.980]  我必到你們這裏來
[00:04:41.980 --> 00:04:45.980]  主說他必到門徒這裏來
[00:04:45.980 --> 00:04:51.180]  就是指着他在聖靈裏面再與門徒同在
[00:04:51.180 --> 00:04:53.700]  雖然他身體離開了世界
[00:04:53.700 --> 00:04:57.700]  但是藉着聖靈仍然與他們同在
[00:04:57.700 --> 00:05:02.100]  像他在世的時候與他們同在一樣
[00:05:02.100 --> 00:05:04.980]  所以主說我雖然離開你們
[00:05:04.980 --> 00:05:08.220]  但是我不撇下你們爲孤兒
[00:05:08.220 --> 00:05:13.580]  世界上最孤單的最可憐的就是孤兒孤兒父
[00:05:13.580 --> 00:05:18.540]  在聖經裏面這兩個名詞常常連在一起用
[00:05:18.540 --> 00:05:22.660]  但是主說我不撇下你們爲孤兒
[00:05:22.660 --> 00:05:27.660]  我永遠繼續的與你們同在
[00:05:27.660 --> 00:05:30.660]  跟着主耶穌又告訴門徒
[00:05:30.660 --> 00:05:36.260]  他在聖靈裏面賜駕平安喜樂
[00:05:36.260 --> 00:05:39.500]  十四章第二十七節
[00:05:39.500 --> 00:05:43.700]  我讀給大家聽十四章二十七節
[00:05:43.700 --> 00:05:47.580]  主耶穌說我留下平安給你們
[00:05:47.580 --> 00:05:50.500]  我將我的平安賜給你們
[00:05:50.500 --> 00:05:53.580]  我所賜的不像世人所賜的
[00:05:53.580 --> 00:05:58.020]  你們心裏不要憂愁也不要膽怯
[00:05:58.020 --> 00:06:02.460]  你看主耶穌不但說他把平安賜給門徒
[00:06:02.460 --> 00:06:08.900]  而且加上一句說他將他自己的平安賜給門徒
[00:06:08.900 --> 00:06:14.820]  所以主賜的平安就是主自己所有的永遠不改變的平安
[00:06:14.820 --> 00:06:18.460]  主在世的時候他一直有平安
[00:06:18.460 --> 00:06:22.580]  就狂風巨浪之中他睡覺
[00:06:22.580 --> 00:06:25.220]  他醒過來就賜責風浪
[00:06:25.220 --> 00:06:27.260]  風浪就平息了
[00:06:27.260 --> 00:06:31.020]  所以主的平安是風浪中的平安
[00:06:31.020 --> 00:06:35.060]  是人認爲不可能平安的時候的平安
[00:06:35.060 --> 00:06:42.500]  主把這樣的平安賜給他的門徒和一切屬他的人
[00:06:42.500 --> 00:06:47.900]  在第十六章二十二節進一步的告訴我們
[00:06:47.900 --> 00:06:53.620]  他說賜給我們的平安喜樂還是如何的呢
[00:06:53.620 --> 00:06:58.460]  十六章二十二節我讀給大家聽
[00:06:58.460 --> 00:07:00.660]  你們現在也是憂愁
[00:07:00.660 --> 00:07:02.860]  但我要再見你們
[00:07:02.860 --> 00:07:05.220]  你們的心就喜樂了
[00:07:05.220 --> 00:07:08.300]  這喜樂也沒有人能奪去
[00:07:08.300 --> 00:07:15.700]  在這裏主要再見他們就是在聖靈裏再見他們與他們同在
[00:07:15.700 --> 00:07:20.820]  因此他們就因聖靈的同在心裏喜樂
[00:07:20.820 --> 00:07:23.060]  這個喜樂是怎麼樣的喜樂呢
[00:07:23.060 --> 00:07:26.340]  沒有人能奪去的喜樂
[00:07:26.340 --> 00:07:31.300]  所以主給我們的平安和喜樂是世界不能夠給我們的
[00:07:31.300 --> 00:07:34.140]  也是世界不能夠奪去的
[00:07:34.140 --> 00:07:39.660]  是永遠的在我們的裏面超越一切的環境
[00:07:39.660 --> 00:07:41.060]  真是如此嗎
[00:07:41.060 --> 00:07:43.100]  是的真是如此
[00:07:43.100 --> 00:07:46.620]  可以用保羅的經驗來證實
[00:07:46.620 --> 00:07:55.420]  我們記得保羅和希拉到菲律賓城去傳福音的時候
[00:07:55.420 --> 00:07:57.380]  他們受逼迫
[00:07:57.380 --> 00:08:03.380]  他們被打了許多的棍就被下在內堅裏面
[00:08:03.380 --> 00:08:05.020]  但是在半夜的時候
[00:08:05.020 --> 00:08:08.780]  因爲主藉着他的聖靈與他們同在
[00:08:08.780 --> 00:08:13.140]  他們就唱詩禱告讚美神
[00:08:13.140 --> 00:08:19.700]  後來保羅寫信給菲律賓的教會的弟兄姊妹就是菲律賓書
[00:08:19.700 --> 00:08:23.380]  在這封書信的四章的篇幅裏面
[00:08:23.380 --> 00:08:26.460]  他十七次講喜樂
[00:08:26.460 --> 00:08:30.620]  他是坐監的時候寫了這封書信
[00:08:30.620 --> 00:08:34.100]  但是他仍然心中滿有喜樂
[00:08:34.100 --> 00:08:39.580]  一次多次十七次那麼多講到喜樂
[00:08:39.580 --> 00:08:44.020]  所以他的喜樂是超越他的環境的
[00:08:44.020 --> 00:08:48.820]  你看監獄裏面是人人都不會喜樂的地方
[00:08:48.820 --> 00:08:53.660]  但是保羅被聖靈衝滿仍然喜樂
[00:08:53.660 --> 00:08:58.100]  中文的這個喜樂的喜字的寫法很有意思
[00:08:58.100 --> 00:09:00.580]  有兩個口字在裏面
[00:09:00.580 --> 00:09:02.940]  就好像是滿了喜樂
[00:09:02.940 --> 00:09:05.620]  一個口來笑還不夠
[00:09:05.620 --> 00:09:09.780]  兩個口來笑是加倍的喜樂
[00:09:09.780 --> 00:09:15.940]  聖靈所賜的喜樂就是這樣超自然的喜樂
[00:09:15.940 --> 00:09:18.740]  主耶穌基督對聖靈的第二方面
[00:09:18.740 --> 00:09:23.580]  介紹就是聖靈是真理的聖靈
[00:09:23.580 --> 00:09:27.740]  請大家看十四章二十六節
[00:09:27.740 --> 00:09:31.620]  十四章二十六節
[00:09:31.620 --> 00:09:33.860]  我讀給大家聽
[00:09:33.860 --> 00:09:39.180]  但保衛師就是負因我的名所有拆來的聖靈
[00:09:39.180 --> 00:09:42.500]  他要將一切的事指教你們
[00:09:42.500 --> 00:09:49.060]  並且要叫你們想起來我對你們所說的一切話
[00:09:49.060 --> 00:09:57.740]  你看在這裏告訴我們聖靈將一切屬靈的真理指教我們
[00:09:57.740 --> 00:10:01.780]  同時下面的一句話更重要
[00:10:01.780 --> 00:10:06.820]  是特別與當時的識徒有關的
[00:10:06.820 --> 00:10:13.700]  主耶穌說並且要叫你們想起我對你們所說的一切話
[00:10:13.700 --> 00:10:15.220]  這是什麼意思呢
[00:10:15.220 --> 00:10:26.340]  就是聖靈藉着識徒和識徒的同工們寫下新約聖經的各卷
[00:10:26.340 --> 00:10:30.500]  這些識徒來寫的時候
[00:10:30.500 --> 00:10:35.380]  聖靈幫助他們想起來主對他們說過的話
[00:10:35.380 --> 00:10:37.540]  使他們記得很清楚
[00:10:37.540 --> 00:10:40.340]  使他們寫得很正確
[00:10:40.340 --> 00:10:44.260]  所以這句話和聖經的末世
[00:10:44.260 --> 00:10:53.140]  這個新約的集成或者說成典是非常重要的一件事
[00:10:53.140 --> 00:10:54.420]  總而言之
[00:10:54.420 --> 00:10:57.620]  聖靈把真理指教我們
[00:10:57.620 --> 00:11:01.940]  聖靈叫我們想起主的話來
[00:11:01.940 --> 00:11:09.620]  不但如此,聖靈又引導我們明白真理,也進入真理
[00:11:09.620 --> 00:11:12.820]  請看十六章十三節
[00:11:12.820 --> 00:11:15.060]  十六章十三節
[00:11:15.060 --> 00:11:19.380]  主耶穌說只等真理的聖靈來了
[00:11:19.380 --> 00:11:22.260]  他要引導你們明白
[00:11:22.260 --> 00:11:23.940]  下面幾個小字
[00:11:23.940 --> 00:11:25.940]  原文做進入
[00:11:25.940 --> 00:11:28.020]  一切的真理
[00:11:28.020 --> 00:11:29.700]  所以聖靈來了
[00:11:29.700 --> 00:11:34.420]  他要引導基督徒進入一切的真理
[00:11:34.420 --> 00:11:38.020]  不但明白真理,而且進入真理
[00:11:38.020 --> 00:11:40.340]  進入兩個字是原文
[00:11:40.340 --> 00:11:43.860]  所以這裏用小字特別的標明
[00:11:43.860 --> 00:11:45.620]  進入是什麼意思?
[00:11:45.620 --> 00:11:49.220]  就是進到真理的實際裏面
[00:11:49.220 --> 00:11:52.180]  不單單頭腦明白真理
[00:11:52.180 --> 00:11:58.660]  而且在生命生活裏面進入真理的實際裏面
[00:11:58.660 --> 00:12:01.460]  所以不單單是講真理的理論
[00:12:01.460 --> 00:12:03.940]  也有真理的經驗
[00:12:03.940 --> 00:12:06.180]  這是聖靈的工作
[00:12:06.180 --> 00:12:08.500]  非常非常的重要
[00:12:08.500 --> 00:12:11.700]  主耶穌是道路真理聖明
[00:12:11.700 --> 00:12:12.900]  他是真理
[00:12:12.900 --> 00:12:14.900]  他把真理給我們
[00:12:14.900 --> 00:12:19.140]  但是還需要聖靈的配搭
[00:12:19.140 --> 00:12:23.540]  使我們能夠進入真理的實際裏面
[00:12:23.540 --> 00:12:26.900]  我們有了主觀的經驗
[00:12:26.900 --> 00:12:29.780]  這樣在頭腦裏面有真理
[00:12:29.780 --> 00:12:32.980]  在生命生活裏面也有真理
[00:12:32.980 --> 00:12:35.220]  真理不再是理論
[00:12:35.220 --> 00:12:36.900]  不再是高調
[00:12:36.900 --> 00:12:41.300]  乃是我們實際的經驗、見證
[00:12:41.300 --> 00:12:44.020]  這是何等的寶貴
[00:12:44.020 --> 00:12:48.180]  這一個真理在聖經裏頭
[00:12:48.180 --> 00:12:52.580]  多次的很着重的、清楚的告訴我們
[00:12:52.580 --> 00:12:53.940]  給我們看見
[00:12:53.940 --> 00:12:57.860]  我舉一個例子給我們清楚的看見
[00:12:57.860 --> 00:13:01.780]  聖靈如何帶領我們進入耶穌基督
[00:13:01.780 --> 00:13:03.220]  說給我們的真理
[00:13:03.220 --> 00:13:07.540]  和他給我們的書靈的地位的實際裏頭
[00:13:07.540 --> 00:13:10.980]  我現在要舉幾個例子
[00:13:10.980 --> 00:13:14.500]  和大家一同來思想靈受
[00:13:14.500 --> 00:13:21.460]  第一個例子是在加拉太書第四章
[00:13:21.460 --> 00:13:26.580]  加拉太書第四章第四節到第六節
[00:13:26.580 --> 00:13:28.020]  我讀給大家聽
[00:13:28.020 --> 00:13:32.740]  加拉太書四章四節到六節
[00:13:32.740 --> 00:13:34.900]  即至十後滿足
[00:13:34.900 --> 00:13:37.460]  神就拆遷他的兒子
[00:13:37.460 --> 00:13:39.060]  爲女子說生
[00:13:39.060 --> 00:13:40.980]  且生在律法以下
[00:13:40.980 --> 00:13:43.940]  要把律法以下的人數出來
[00:13:43.940 --> 00:13:47.380]  將我們得着兒子的名分
[00:13:47.380 --> 00:13:51.300]  兒子的名分也就是兒子的地位
