
[00:00:00.000 --> 00:00:03.000]  天父我們感謝你
[00:00:03.000 --> 00:00:05.000]  你是愛的源頭
[00:00:05.000 --> 00:00:08.000]  你也是真理的源頭
[00:00:08.000 --> 00:00:11.000]  我們需要用你的真理
[00:00:11.000 --> 00:00:14.000]  配合你的愛來看一切
[00:00:14.000 --> 00:00:18.000]  讓我們得到這樣的眼光
[00:00:18.000 --> 00:00:21.000]  一方面真理的透視
[00:00:21.000 --> 00:00:24.000]  一方面愛的感受
[00:00:24.000 --> 00:00:28.000]  讓我們按照這樣的一個綜合的原則
[00:00:28.000 --> 00:00:30.000]  來分辨
[00:00:30.000 --> 00:00:32.000]  來觀察
[00:00:32.000 --> 00:00:34.000]  來領會
[00:00:34.000 --> 00:00:38.000]  求神給我們孰靈的智慧
[00:00:38.000 --> 00:00:41.000]  我們願意以你的話為依歸
[00:00:41.000 --> 00:00:43.000]  為標準
[00:00:43.000 --> 00:00:47.000]  來決定我們一切的結論
[00:00:47.000 --> 00:00:52.000]  不是我們依靠自己的聰明智慧
[00:00:52.000 --> 00:00:55.000]  不是按照人的看法
[00:00:55.000 --> 00:00:59.000]  不是社會的風向做我們的標準
[00:00:59.000 --> 00:01:04.000]  那是以你自己的執意做我們的選擇
[00:01:04.000 --> 00:01:06.000]  我們把這個時間
[00:01:06.000 --> 00:01:10.000]  恭敬的交託在主的恩手中
[00:01:10.000 --> 00:01:12.000]  求主親自的教導我們
[00:01:12.000 --> 00:01:14.000]  使我們得到益處
[00:01:14.000 --> 00:01:16.000]  我們這樣的求謝
[00:01:16.000 --> 00:01:18.000]  奉主耶穌基督的名
[00:01:18.000 --> 00:01:20.000]  阿們
[00:01:20.000 --> 00:01:24.000]  我們先看兩解的聖經
[00:01:24.000 --> 00:01:30.000]  第一處的經文是在西伯來書第五章
[00:01:30.000 --> 00:01:38.000]  西伯來書第五章第十四節
[00:01:38.000 --> 00:01:43.000]  西伯來書五章十四節
[00:01:43.000 --> 00:01:47.000]  耶穌們從十三節開始
[00:01:47.000 --> 00:01:53.000]  十三節、十四節、兩節
[00:01:53.000 --> 00:01:55.000]  凡知能吃奶的
[00:01:55.000 --> 00:01:59.000]  都不熟練仁義的道理
[00:01:59.000 --> 00:02:01.000]  因為他是嬰兒
[00:02:01.000 --> 00:02:06.000]  唯獨長大成人的才能吃乾糧
[00:02:06.000 --> 00:02:09.000]  他們的心竅習練的通達
[00:02:09.000 --> 00:02:13.000]  就能分辨好歹了
[00:02:13.000 --> 00:02:19.000]  這裡提到心竅習練的通達
[00:02:19.000 --> 00:02:24.000]  結果就能夠分辨好歹
[00:02:24.000 --> 00:02:30.000]  好歹也可以包括正確錯誤在裡面
[00:02:30.000 --> 00:02:36.000]  可以有正確的分辨力
[00:02:36.000 --> 00:02:39.000]  那是真的那是假的
[00:02:39.000 --> 00:02:42.000]  那是好的那是壞的
[00:02:42.000 --> 00:02:46.000]  那是對的那是錯的
[00:02:46.000 --> 00:02:51.000]  那是暫時的那是永遠的
[00:02:51.000 --> 00:02:59.000]  能夠清清楚楚的分辨的正確
[00:02:59.000 --> 00:03:02.000]  人生有好多事情
[00:03:02.000 --> 00:03:09.000]  是從我們的判斷來決定我們的前途
[00:03:09.000 --> 00:03:13.000]  判斷錯了可能犯大錯
[00:03:13.000 --> 00:03:16.000]  甚至產生悲劇
[00:03:16.000 --> 00:03:21.000]  所以我們願意很謹慎的來學習
[00:03:21.000 --> 00:03:23.000]  殊靈的分辨
[00:03:23.000 --> 00:03:26.000]  有很多的時候
[00:03:26.000 --> 00:03:33.000]  殊靈的分辨是很精微的
[00:03:33.000 --> 00:03:39.000]  不容易很快就得到最後的結論
[00:03:39.000 --> 00:03:46.000]  有些真理是繁核性的真理
[00:03:46.000 --> 00:03:58.000]  那一類的真理更需要我們的疏思深慮的去分析了解
[00:03:58.000 --> 00:04:01.000]  那麼在這裡告訴我們
[00:04:01.000 --> 00:04:04.000]  我們所以要分辨
[00:04:04.000 --> 00:04:07.000]  因為我們要第十三節說的
[00:04:07.000 --> 00:04:11.000]  仁義的道理
[00:04:11.000 --> 00:04:19.000]  讓我們的結論能夠合乎仁義的原則
[00:04:19.000 --> 00:04:23.000]  那麼什麼人能夠分辨得清楚呢
[00:04:23.000 --> 00:04:30.000]  殊靈的嬰兒不能夠分辨得清楚
[00:04:30.000 --> 00:04:33.000]  唯獨長大成人的
[00:04:33.000 --> 00:04:35.000]  他們能吃乾糧
[00:04:35.000 --> 00:04:44.000]  就是說能夠對神話有更強的了解和消化力
[00:04:44.000 --> 00:04:49.000]  然後他的心竅才習練的通達
[00:04:49.000 --> 00:04:53.000]  也就是有成熟的判斷力
[00:04:53.000 --> 00:04:59.000]  做出正確的分析結論
[00:04:59.000 --> 00:05:05.000]  才能知道我們的人生
[00:05:05.000 --> 00:05:11.000]  在這裡提到吃奶和吃乾糧
[00:05:11.000 --> 00:05:17.000]  吃奶是那些很容易消化的道理
[00:05:17.000 --> 00:05:19.000]  初步的道理
[00:05:19.000 --> 00:05:24.000]  乾糧是那些需要咬、絕
[00:05:24.000 --> 00:05:27.000]  然後才吃下去
[00:05:27.000 --> 00:05:29.000]  需要消化
[00:05:29.000 --> 00:05:31.000]  需要一段時間
[00:05:31.000 --> 00:05:33.000]  才能夠讓吃下去的
[00:05:33.000 --> 00:05:39.000]  變成我們的生命力
[00:05:39.000 --> 00:05:41.000]  聖經裡有些道理
[00:05:41.000 --> 00:05:45.000]  很容易了解
[00:05:45.000 --> 00:05:49.000]  但是一些更深的真理
[00:05:49.000 --> 00:05:53.000]  需要我們的心竅經過習練
[00:05:53.000 --> 00:05:56.000]  就是操練
[00:05:56.000 --> 00:05:59.000]  也就是學習
[00:05:59.000 --> 00:06:03.000]  必須經過一段學習的過程
[00:06:03.000 --> 00:06:05.000]  體會的過程
[00:06:05.000 --> 00:06:08.000]  需要一些人生的經歷
[00:06:08.000 --> 00:06:15.000]  才能夠做出正確的結論
[00:06:15.000 --> 00:06:20.000]  所以我們在這裡得到一個很清楚的指示說
[00:06:20.000 --> 00:06:23.000]  我們一切的分析的標準
[00:06:23.000 --> 00:06:25.000]  結論的憑據
[00:06:25.000 --> 00:06:28.000]  都是在神的話上
[00:06:28.000 --> 00:06:31.000]  根據神的話
[00:06:31.000 --> 00:06:40.000]  來做一切的分析結論
[00:06:40.000 --> 00:06:46.000]  我們再看四章十二節
[00:06:46.000 --> 00:06:48.000]  神的道是活潑的
[00:06:48.000 --> 00:06:50.000]  是有功效的
[00:06:50.000 --> 00:06:53.000]  比一切良人的見更快
[00:06:53.000 --> 00:06:55.000]  甚至魂與靈
[00:06:55.000 --> 00:06:57.000]  骨節與骨髓
[00:06:57.000 --> 00:07:00.000]  都能刺入剖開
[00:07:00.000 --> 00:07:07.000]  連心中的思念和主意都能辨明
[00:07:07.000 --> 00:07:13.000]  神的道是活潑的
[00:07:13.000 --> 00:07:15.000]  是活的
[00:07:15.000 --> 00:07:19.000]  能夠適應一切的環境
[00:07:19.000 --> 00:07:22.000]  讓我們在不同的處境中
[00:07:22.000 --> 00:07:25.000]  程度的階層中
[00:07:25.000 --> 00:07:30.000]  得到道的引導
[00:07:30.000 --> 00:07:35.000]  神的道比一切良人的見更快
[00:07:35.000 --> 00:07:38.000]  可以刺進我們人生的
[00:07:38.000 --> 00:07:42.000]  我們的生命的最深處
[00:07:42.000 --> 00:07:45.000]  這裡提到骨節骨髓
[00:07:45.000 --> 00:07:52.000]  都是人的身體最內部的結構部分
[00:07:52.000 --> 00:07:55.000]  靈與魂
[00:07:55.000 --> 00:07:57.000]  我們的思想
[00:07:57.000 --> 00:08:02.000]  我們的心靈中的事物
[00:08:02.000 --> 00:08:11.000]  神的道都可以進入分析剖開顯明
[00:08:11.000 --> 00:08:16.000]  所以這裡在第十二節末聊兩個字
[00:08:16.000 --> 00:08:18.000]  辨明
[00:08:18.000 --> 00:08:21.000]  那就是分辨
[00:08:21.000 --> 00:08:24.000]  我們的主意就是我們的意志
[00:08:24.000 --> 00:08:28.000]  我們的分辨與我們的意志有關
[00:08:28.000 --> 00:08:30.000]  思念就是我們的理性
[00:08:30.000 --> 00:08:33.000]  與我們的理性有關
[00:08:33.000 --> 00:08:35.000]  魂可以說我們的感受
[00:08:35.000 --> 00:08:38.000]  與我們的感受有關
[00:08:38.000 --> 00:08:42.000]  靈是我們的靈性
[00:08:42.000 --> 00:08:45.000]  合成整個的人
[00:08:45.000 --> 00:08:48.000]  一個人有靈性
[00:08:48.000 --> 00:08:52.000]  有感情
[00:08:52.000 --> 00:08:54.000]  有理性
[00:08:54.000 --> 00:08:58.000]  有意志
[00:08:58.000 --> 00:09:04.000]  這些都是很精微的構造
[00:09:04.000 --> 00:09:07.000]  是神的傑作
[00:09:07.000 --> 00:09:12.000]  那麼在這樣一個整體的人的構造裡面
[00:09:12.000 --> 00:09:18.000]  我們需要神的道來進到我們裡面
[00:09:18.000 --> 00:09:23.000]  來幫助我們去辨明
[00:09:23.000 --> 00:09:26.000]  就能夠把我們原來看不清楚的
[00:09:26.000 --> 00:09:33.000]  原來可能做錯誤結論和選擇的改正過來
[00:09:33.000 --> 00:09:37.000]  讓我們能夠按住的道
[00:09:37.000 --> 00:09:38.000]  去認識一切
[00:09:38.000 --> 00:09:40.000]  分辨一切
[00:09:40.000 --> 00:09:41.000]  結論一切
[00:09:41.000 --> 00:09:48.000]  也作為我們實踐的指導
[00:09:48.000 --> 00:09:51.000]  我們看了這兩節聖經
[00:09:51.000 --> 00:09:54.000]  給我們注意到兩件事
[00:09:54.000 --> 00:09:56.000]  第一件事
[00:09:56.000 --> 00:09:59.000]  就是說我們的分辨
[00:09:59.000 --> 00:10:02.000]  這件事不容易做
[00:10:02.000 --> 00:10:06.000]  做得好或者不夠好
[00:10:06.000 --> 00:10:08.000]  或者錯
[00:10:08.000 --> 00:10:14.000]  是在於我們對神的話的認識的程度如何
[00:10:14.000 --> 00:10:17.000]  一個人認識神的話越深
[00:10:17.000 --> 00:10:24.000]  他就能更容易做正確的判斷分辨結論
[00:10:24.000 --> 00:10:26.000]  他對神的話很膚淺
[00:10:26.000 --> 00:10:28.000]  他就做膚淺的結論
[00:10:28.000 --> 00:10:31.000]  對神的話有深入的認識
[00:10:31.000 --> 00:10:34.000]  他就能夠把事物
[00:10:34.000 --> 00:10:39.000]  一個很深入的透徹的了解分析結論
[00:10:39.000 --> 00:10:44.000]  所以我們最基本的功課
[00:10:44.000 --> 00:10:48.000]  還是要常常的追求神的道
[00:10:48.000 --> 00:10:50.000]  去了解
[00:10:50.000 --> 00:10:52.000]  去經歷
[00:10:52.000 --> 00:10:57.000]  在其中我們就得到更多更多的俗靈的智慧
[00:10:57.000 --> 00:11:00.000]  來幫助我們在日常的大小
[00:11:00.000 --> 00:11:03.000]  日常生活的大小事物中
[00:11:03.000 --> 00:11:06.000]  做出正確的分辨
[00:11:06.000 --> 00:11:10.000]  引導我們人生的腳步
[00:11:10.000 --> 00:11:14.000]  現在我們就開始看
[00:11:14.000 --> 00:11:17.000]  我們大家手中的講義
[00:11:17.000 --> 00:11:21.000]  最後的八個分題
[00:11:24.000 --> 00:11:30.000]  第一 世界和世俗
[00:11:30.000 --> 00:11:41.000]  有的人把世界和世俗混擾了
[00:11:41.000 --> 00:11:48.000]  這個原因就是在聖經的中文翻譯上
[00:11:48.000 --> 00:11:53.000]  沒有清楚的分別
[00:11:53.000 --> 00:11:56.000]  所以我們這個認識這個分辨
[00:11:56.000 --> 00:12:02.000]  不能單單根據聖經中的字眼
[00:12:02.000 --> 00:12:06.000]  還要把那個字眼的意義把它找出來
[00:12:06.000 --> 00:12:12.000]  知道它的正確的意義是什麼
[00:12:12.000 --> 00:12:17.000]  然後根據那個意義來做分辨
[00:12:17.000 --> 00:12:22.000]  世界這兩個字
[00:12:22.000 --> 00:12:27.000]  在聖經裡面有個廣泛的用法
[00:12:27.000 --> 00:12:29.000]  不要愛世界
[00:12:29.000 --> 00:12:32.000]  是用世界兩個字
