
[00:00:00.000 --> 00:00:06.020]  今天給的題目叫做神交給我們的屬靈清單
[00:00:06.020 --> 00:00:11.080]  清單就是英文所說的Spiritual Checklist
[00:00:11.080 --> 00:00:12.340]  是一個checklist來的
[00:00:12.340 --> 00:00:14.000]  check住我們自己
[00:00:14.000 --> 00:00:15.220]  也是好的
[00:00:15.220 --> 00:00:18.640]  一年開始的時候我們就向前有一個方向
[00:00:18.640 --> 00:00:19.840]  有一個標準
[00:00:19.840 --> 00:00:25.480]  希望我們今年時常都將這個屬靈的清單放在我們的心裡面
[00:00:25.480 --> 00:00:27.080]  時常提醒
[00:00:27.080 --> 00:00:28.480]  也對照一下
[00:00:28.480 --> 00:00:29.820]  那麼這個清單是什麼呢?
[00:00:29.820 --> 00:00:30.960]  當然你也知道了
[00:00:30.960 --> 00:00:32.420]  就是今天我們會說的
[00:00:32.420 --> 00:00:35.300]  聖靈所結的果子
[00:00:35.300 --> 00:00:36.860]  那麼有多少個果子呢?
[00:00:36.860 --> 00:00:38.520]  九個
[00:00:38.520 --> 00:00:39.700]  不是七個
[00:00:39.700 --> 00:00:41.840]  有些弟兄姊妹說什麼都是七的
[00:00:41.840 --> 00:00:42.400]  不是的
[00:00:42.400 --> 00:00:43.620]  九個
[00:00:43.620 --> 00:00:44.620]  有時候是九的
[00:00:44.620 --> 00:00:45.620]  不是一定是七的
[00:00:45.620 --> 00:00:47.740]  九個聖靈所結的果子
[00:00:47.740 --> 00:00:51.340]  會成為我們希望今年我們提醒自己
[00:00:51.340 --> 00:00:52.880]  有時常提醒著
[00:00:52.880 --> 00:00:56.960]  我們身邊的弟兄姊妹的清單
[00:00:56.960 --> 00:01:00.360]  那麼這個清單既然是送給大家
[00:01:00.360 --> 00:01:01.260]  不是我送的
[00:01:01.260 --> 00:01:02.020]  我沒有資格送
[00:01:02.020 --> 00:01:03.060]  轉送
[00:01:03.060 --> 00:01:05.620]  在神的話語裡面送給你們的時候
[00:01:05.620 --> 00:01:07.420]  我們試試有一點點的要求
[00:01:07.420 --> 00:01:10.060]  就是我們今天崇拜完的時候
[00:01:10.060 --> 00:01:11.420]  我們背了它好不好?
[00:01:11.420 --> 00:01:13.160]  背了這九個
[00:01:13.160 --> 00:01:15.460]  九個屬靈所結的果子
[00:01:15.460 --> 00:01:16.220]  不難背的
[00:01:16.220 --> 00:01:17.960]  這些小學的東西而已
[00:01:17.960 --> 00:01:21.060]  弟兄姊妹開始想背不用急的
[00:01:21.060 --> 00:01:22.000]  肯定能背的
[00:01:22.000 --> 00:01:24.800]  待會我教你不是念口往地背
[00:01:24.800 --> 00:01:26.760]  念口往地背是沒什麼意思的
[00:01:26.760 --> 00:01:28.660]  唱歌仔背是沒什麼意思的
[00:01:28.660 --> 00:01:31.560]  其實我們知道裡面的意思
[00:01:31.560 --> 00:01:32.460]  內容
[00:01:32.460 --> 00:01:33.860]  每一個果子
[00:01:33.860 --> 00:01:35.160]  有一個印象
[00:01:35.160 --> 00:01:36.560]  然後我們把它分類
[00:01:36.560 --> 00:01:37.260]  待會告訴你
[00:01:37.260 --> 00:01:38.260]  是很容易背的
[00:01:38.260 --> 00:01:39.160]  一定能背的
[00:01:39.160 --> 00:01:40.160]  背了再出去
[00:01:40.160 --> 00:01:40.760]  好不好?
[00:01:40.760 --> 00:01:42.960]  這成為我們一點點的功課
[00:01:42.960 --> 00:01:45.060]  也成為我們今年的一個目標
[00:01:45.060 --> 00:01:45.660]  好
[00:01:45.660 --> 00:01:48.860]  我們打開這個加拉太書的時候
[00:01:48.860 --> 00:01:49.760]  我們看到
[00:01:49.760 --> 00:01:51.960]  當然是第22至23節
[00:01:51.960 --> 00:01:55.660]  記載了這九個聖靈所結的果子
[00:01:55.660 --> 00:01:58.360]  但是為什麼今天我們從第16節開始讀呢?
[00:01:58.360 --> 00:02:00.060]  因為聖經告訴我們
[00:02:00.060 --> 00:02:03.860]  這段聖經和聖靈所結的果子是分不開的
[00:02:03.860 --> 00:02:05.860]  一定要一起來了解
[00:02:05.860 --> 00:02:08.960]  所以我們講這九個果子之前
[00:02:08.960 --> 00:02:14.360]  我們先跟大家看看前面這段聖經所說的話
[00:02:14.360 --> 00:02:19.860]  這裡我很想跟大家特別留意三個很重要的真理
[00:02:19.860 --> 00:02:22.360]  第一樣
[00:02:24.760 --> 00:02:26.260]  大家有沒有留意呢?
[00:02:26.260 --> 00:02:28.160]  我們剛剛所說的是
[00:02:28.160 --> 00:02:31.260]  聖靈所結的果子
[00:02:31.260 --> 00:02:33.460]  這麼長的名稱
[00:02:33.460 --> 00:02:36.660]  去描述那九樣美德
[00:02:36.660 --> 00:02:38.260]  其實如果你看那九樣美德
[00:02:38.260 --> 00:02:40.360]  有些大英姐妹稍微背得了
[00:02:40.360 --> 00:02:41.860]  背不完也背得了
[00:02:41.860 --> 00:02:42.660]  有人愛
[00:02:42.660 --> 00:02:43.560]  喜樂
[00:02:43.560 --> 00:02:45.760]  節制
[00:02:45.760 --> 00:02:47.960]  這些美德坦白說
[00:02:47.960 --> 00:02:49.060]  有沒有信仰
[00:02:49.060 --> 00:02:53.560]  是不是基督徒都應該去努力讓自己修為
[00:02:53.560 --> 00:02:54.560]  修煉
[00:02:54.560 --> 00:02:57.860]  或者至少讓自己做得好一點
[00:02:57.860 --> 00:02:59.560]  我們都希望能夠忍耐
[00:02:59.560 --> 00:03:01.260]  今年希望多點忍耐
[00:03:01.260 --> 00:03:02.860]  今年希望多點節制
[00:03:02.860 --> 00:03:05.360]  今年我希望自己多點仁愛
[00:03:05.360 --> 00:03:06.060]  良善
[00:03:06.060 --> 00:03:07.660]  這些都是好事
[00:03:07.660 --> 00:03:10.960]  但是究竟在信仰裡面
[00:03:10.960 --> 00:03:12.860]  在我們的信仰裡面
[00:03:12.860 --> 00:03:14.560]  作為一個基督徒
[00:03:14.560 --> 00:03:16.160]  這些美德
[00:03:16.160 --> 00:03:20.360]  和一般我們所了解的這些行為上面的美德
[00:03:20.360 --> 00:03:21.560]  這些性格
[00:03:21.560 --> 00:03:24.060]  有沒有不同呢?
[00:03:24.060 --> 00:03:26.760]  當然有更深刻的意思
[00:03:26.760 --> 00:03:28.560]  深刻在哪裡呢?
[00:03:28.560 --> 00:03:31.460]  我們首先第一件真的要留意的
[00:03:31.460 --> 00:03:33.860]  就是從這個名字開始
[00:03:33.860 --> 00:03:36.760]  他們是聖靈所結的果子
[00:03:36.760 --> 00:03:40.960]  不是普通人格的美德修養
[00:03:40.960 --> 00:03:44.460]  為什麼叫做聖靈所結的果子呢?
[00:03:44.460 --> 00:03:46.560]  這裡其實很清楚
[00:03:46.560 --> 00:03:50.560]  用了一個植物的比喻
[00:03:50.560 --> 00:03:51.560]  果子
[00:03:51.560 --> 00:03:53.160]  Fruits
[00:03:53.160 --> 00:03:56.060]  果子是由一棵植物生出來的
[00:03:56.060 --> 00:03:57.460]  所以那些美德
[00:03:57.460 --> 00:04:00.760]  只是一個最後的結果和表現
[00:04:00.760 --> 00:04:04.760]  重點在乎那棵植物的重心
[00:04:04.760 --> 00:04:07.260]  是聖靈在一個人
[00:04:07.260 --> 00:04:09.460]  在你和我的心裡面
[00:04:09.460 --> 00:04:13.460]  滋潤生長出來的結果
[00:04:13.460 --> 00:04:15.960]  所以我們記住今天
[00:04:15.960 --> 00:04:19.260]  待會我當然要求大家在這些不同的美德上
[00:04:19.260 --> 00:04:20.160]  我們要努力
[00:04:20.160 --> 00:04:21.060]  我們也要努力的
[00:04:21.060 --> 00:04:23.660]  不用坐在這裡自己會有的
[00:04:23.660 --> 00:04:27.160]  不過最基本的基礎
[00:04:27.160 --> 00:04:30.360]  是在於我們裡面有沒有這種生命
[00:04:30.360 --> 00:04:31.460]  有這種生命
[00:04:31.460 --> 00:04:33.760]  是滋長這些果實
[00:04:33.760 --> 00:04:37.160]  所以這個聖靈在我們生命裡面
[00:04:37.160 --> 00:04:40.060]  更加是基礎和重要
[00:04:40.060 --> 00:04:42.460]  怪不得他講這些果子之前
[00:04:42.460 --> 00:04:44.160]  有一大段是講了聖靈的
[00:04:44.160 --> 00:04:44.860]  是不是?
[00:04:44.860 --> 00:04:46.660]  待會我們會再提一提
[00:04:47.660 --> 00:04:52.060]  這個很明顯是要我們特別提醒自己的
[00:04:52.060 --> 00:04:55.460]  我們不僅僅像普通人那樣
[00:04:55.460 --> 00:04:57.260]  去修養我們自己
[00:04:57.260 --> 00:04:58.860]  我們要更加明白
[00:04:58.860 --> 00:05:02.560]  我們裡面的生命究竟行不行
[00:05:02.560 --> 00:05:05.460]  一個好的生命滋長出好的果子
[00:05:05.460 --> 00:05:06.860]  這個聖經講了很多次
[00:05:06.860 --> 00:05:09.260]  就好像我們今天吃橙
[00:05:09.260 --> 00:05:11.060]  在街上買橙
[00:05:11.060 --> 00:05:13.860]  在街市、水果店買
