
[00:00:00.000 --> 00:00:04.240]  二賽亞書第五十七章,我們從第一節看到二十一節
[00:00:04.240 --> 00:00:06.520]  我希望大家都能夠打開這本聖經
[00:00:06.520 --> 00:00:10.000]  因為這段聖經比較複雜
[00:00:10.000 --> 00:00:15.000]  原來的希伯來文的結構也是很複雜的
[00:00:15.000 --> 00:00:19.640]  但我們一定要看看神自己的真理在哪裡
[00:00:19.640 --> 00:00:22.880]  我用了不少時間做了很多功課
[00:00:22.880 --> 00:00:25.520]  論完又論
[00:00:25.520 --> 00:00:28.520]  希望今天時間也不是很多
[00:00:28.560 --> 00:00:31.360]  我就不能慢慢跟大家說起承轉接
[00:00:31.360 --> 00:00:35.040]  但我將當中我覺得很重要的真理跟大家一起分享
[00:00:35.040 --> 00:00:37.760]  大家要看著聖經,我引導到那裡就講到那裡
[00:00:37.760 --> 00:00:43.560]  如果你們不知道的話,很容易會失去方向
[00:00:43.560 --> 00:00:48.280]  這段聖經二賽亞先知要講的信息是什麼呢?
[00:00:48.280 --> 00:00:51.800]  我相信也是很多先知要講的
[00:00:51.800 --> 00:00:57.000]  就是人要回歸神自己
[00:00:57.040 --> 00:00:59.520]  人要回歸神自己
[00:00:59.520 --> 00:01:03.040]  當然這段聖經最初是對著以色列人說
[00:01:03.040 --> 00:01:05.120]  我相信不單單是對著以色列人
[00:01:05.120 --> 00:01:09.120]  也是對我們每一個人,我們要歸回神
[00:01:09.120 --> 00:01:11.320]  我相信這是很熟悉的題目
[00:01:11.320 --> 00:01:16.120]  但這段聖經究竟為什麼特別提到這一點
[00:01:16.120 --> 00:01:19.160]  以及如何我們可以歸回我們的神呢?
[00:01:19.160 --> 00:01:24.640]  核心的中心點就是第十四十五節
[00:01:24.680 --> 00:01:29.320]  最重要的核心的中心點是十四十五節
[00:01:29.320 --> 00:01:32.120]  第十四節提出了一個很重要的問題
[00:01:32.120 --> 00:01:35.240]  我們每一個人人生都要面對的問題
[00:01:35.240 --> 00:01:38.120]  就是我們要走我們人生的路
[00:01:38.120 --> 00:01:42.440]  所以十四節說有路要走
[00:01:42.440 --> 00:01:45.640]  人生的路,你和我都要走
[00:01:45.640 --> 00:01:48.240]  不過這裡正如你和我都會經驗到
[00:01:48.240 --> 00:01:49.680]  聖經很精彩的
[00:01:49.680 --> 00:01:52.200]  十四節說我們人生要走的路
[00:01:52.240 --> 00:01:55.200]  其實沒有一個人是平坦的
[00:01:55.200 --> 00:01:56.720]  有些什麼呢?
[00:01:56.720 --> 00:01:58.680]  那裡說我們要填高填高
[00:01:58.680 --> 00:01:59.880]  要修平道路
[00:01:59.880 --> 00:02:02.880]  將障礙物從我們子民當中去除掉
[00:02:02.880 --> 00:02:04.840]  就是說我們人生裡面有兩樣東西
[00:02:04.840 --> 00:02:05.880]  一定會碰到的
[00:02:05.880 --> 00:02:08.200]  一個是有坑的,是不是?
[00:02:08.200 --> 00:02:11.840]  所以要填,要填一些坑
[00:02:11.840 --> 00:02:15.480]  你和我都很多坑要填的一生人,是不是?
[00:02:15.480 --> 00:02:17.080]  一想起當然想起那些錢
[00:02:17.080 --> 00:02:19.000]  不夠的時候要填,是不是?
[00:02:19.000 --> 00:02:21.840]  但不只是填錢的坑
[00:02:21.880 --> 00:02:23.440]  我們人生還有很多坑
[00:02:23.440 --> 00:02:25.160]  我們都是時間的坑
[00:02:25.160 --> 00:02:27.040]  你搏倒地去工作
[00:02:27.040 --> 00:02:28.160]  不用理會家裡的時候
[00:02:28.160 --> 00:02:30.160]  其實你是在消耗一些東西
[00:02:30.160 --> 00:02:32.560]  你要填的,是不是?
[00:02:32.560 --> 00:02:35.840]  到昨晚才十二枝玫瑰花,太遲了
[00:02:35.840 --> 00:02:36.520]  是不是?
[00:02:36.520 --> 00:02:39.120]  兒子不認識你,老婆不要你了
[00:02:39.120 --> 00:02:40.040]  要填的
[00:02:40.040 --> 00:02:41.960]  你以為你不用付代價
[00:02:41.960 --> 00:02:44.600]  你不斷衝,要填的
[00:02:44.600 --> 00:02:46.560]  我們人生有很多坑
[00:02:46.560 --> 00:02:47.280]  我們還有時候
[00:02:47.280 --> 00:02:49.480]  我們這些坑是我們自己搞出來的
[00:02:49.480 --> 00:02:50.400]  搞錯了
[00:02:50.440 --> 00:02:52.120]  或者做一件事的時候
[00:02:52.120 --> 00:02:53.160]  我們要補
[00:02:53.160 --> 00:02:56.240]  不要這麼俗,叫補什麼?
[00:02:56.240 --> 00:02:56.800]  是不是?
[00:02:56.800 --> 00:02:58.800]  有時候我們還有別人做的錯事
[00:02:58.800 --> 00:03:00.480]  我們要幫他補,是不是?
[00:03:00.480 --> 00:03:02.280]  我們有很多坑要填
[00:03:02.280 --> 00:03:03.640]  所以這是我們人生裡
[00:03:03.640 --> 00:03:04.760]  第一條要走的路
[00:03:04.760 --> 00:03:05.880]  一定會碰到
[00:03:05.880 --> 00:03:06.840]  正如以色列人碰到
[00:03:06.840 --> 00:03:07.720]  我們也會碰到
[00:03:07.720 --> 00:03:08.880]  所以要填啊填啊
[00:03:08.880 --> 00:03:10.320]  這樣才可以修平路
[00:03:10.320 --> 00:03:12.800]  還有一些障礙物
[00:03:12.800 --> 00:03:13.880]  還有一些阻滯
[00:03:13.880 --> 00:03:14.560]  還有一些東西
[00:03:14.560 --> 00:03:15.200]  它拱起的
[00:03:15.200 --> 00:03:16.640]  有些東西凹下去就填了
[00:03:16.640 --> 00:03:19.000]  拱起的時候你移開它
[00:03:19.040 --> 00:03:21.040]  我們碰到很多的阻滯
[00:03:21.040 --> 00:03:23.160]  很多東西擋著我們前面的路
[00:03:23.160 --> 00:03:24.600]  不一定是某個人
[00:03:24.600 --> 00:03:26.640]  或者你聖經裡面所說的敵人
[00:03:26.640 --> 00:03:28.080]  不一定是某個人
[00:03:28.080 --> 00:03:28.960]  或者你的老闆
[00:03:28.960 --> 00:03:29.640]  或者你的同事
[00:03:29.640 --> 00:03:30.200]  不是
[00:03:30.200 --> 00:03:32.200]  我們人生還有很多的阻滯
[00:03:32.200 --> 00:03:33.360]  阻礙著我們前面的路
[00:03:33.360 --> 00:03:34.760]  有時候是你的健康
[00:03:34.760 --> 00:03:36.400]  是不是?
[00:03:36.400 --> 00:03:38.600]  有時候是你碰見的一些
[00:03:38.600 --> 00:03:40.600]  是所發生的事情
[00:03:40.600 --> 00:03:43.000]  令你帶來很多的挫敗
[00:03:43.000 --> 00:03:44.280]  你發覺卡住在這裡
[00:03:44.280 --> 00:03:45.600]  走不過去
[00:03:45.600 --> 00:03:46.680]  我不知道我在這裡說的時候
[00:03:46.680 --> 00:03:47.400]  你有沒有共鳴
[00:03:47.400 --> 00:03:48.080]  我很有共鳴
[00:03:48.120 --> 00:03:49.360]  我相信你也有共鳴
[00:03:49.360 --> 00:03:51.080]  這個就是我們的人生
[00:03:51.080 --> 00:03:52.560]  聖經就很精彩
[00:03:52.560 --> 00:03:53.120]  就是說
[00:03:53.120 --> 00:03:54.160]  是這樣的
[00:03:54.160 --> 00:03:55.680]  這條路是這麼走的
[00:03:55.680 --> 00:03:57.160]  又要填一些坑
[00:03:57.160 --> 00:03:58.160]  又要很多阻滯
[00:03:58.160 --> 00:03:59.840]  你要這樣去
[00:03:59.840 --> 00:04:00.480]  你開它
[00:04:00.480 --> 00:04:02.000]  你衝過去
[00:04:02.000 --> 00:04:03.040]  是不是?
[00:04:03.040 --> 00:04:04.880]  一步一步地熬過去
[00:04:04.880 --> 00:04:05.400]  好了
[00:04:05.400 --> 00:04:06.880]  說了這幅圖畫
[00:04:06.880 --> 00:04:08.280]  我們也知道的時候
[00:04:08.280 --> 00:04:09.560]  最重要的聖經信息
[00:04:09.560 --> 00:04:09.840]  就是說
[00:04:09.840 --> 00:04:11.720]  人們的反應是怎麼樣的
[00:04:11.720 --> 00:04:12.920]  正如以色列人的反應
[00:04:12.920 --> 00:04:15.440]  或者你和我很多時候的反應
[00:04:15.440 --> 00:04:16.800]  那個反應
[00:04:16.840 --> 00:04:19.400]  就看回前面的四節
[00:04:19.400 --> 00:04:21.800]  由第十節到第十三節
[00:04:21.800 --> 00:04:24.600]  那裡就說了有兩個反應上
[00:04:24.600 --> 00:04:29.240]  會經常出現的陷阱和錯誤
[00:04:29.240 --> 00:04:30.560]  這個我們要很小心
[00:04:30.560 --> 00:04:32.160]  聽聖經怎麼說
[00:04:32.160 --> 00:04:33.040]  聖經說
[00:04:33.040 --> 00:04:34.320]  當我們面對人生
[00:04:34.320 --> 00:04:35.600]  這條路這樣走下去
[00:04:35.600 --> 00:04:37.720]  又有坑要填
[00:04:37.720 --> 00:04:42.680]  又有阻滯要衝過去的時候
[00:04:42.680 --> 00:04:45.800]  有時候我們就開始會犯一些錯誤
[00:04:45.840 --> 00:04:48.320]  陷入一些陷阱當中
[00:04:48.320 --> 00:04:49.080]  有什麼陷阱?
[00:04:49.080 --> 00:04:50.760]  有兩個陷阱
[00:04:50.760 --> 00:04:51.680]  第一個陷阱
[00:04:51.680 --> 00:04:53.800]  在第十一節那裡說
[00:04:53.800 --> 00:04:54.680]  有句話說
[00:04:54.680 --> 00:04:57.400]  你怕誰?
[00:04:57.400 --> 00:05:00.080]  你因為誰而懼怕呢?
[00:05:00.080 --> 00:05:02.560]  其實這句話說的是什麼呢?
[00:05:02.560 --> 00:05:04.600]  這句話就是說
[00:05:04.600 --> 00:05:05.960]  我們有一個
[00:05:05.960 --> 00:05:07.680]  因為太多事情了
[00:05:07.680 --> 00:05:09.000]  我們搞不定
[00:05:09.000 --> 00:05:10.000]  這裡要搞
[00:05:10.000 --> 00:05:11.040]  那裡要搞
[00:05:11.040 --> 00:05:12.520]  這裡又有一個
[00:05:12.520 --> 00:05:14.040]  太多危機
[00:05:14.040 --> 00:05:15.320]  所以很容易
[00:05:15.360 --> 00:05:17.080]  我們所犯的錯誤就是
[00:05:17.080 --> 00:05:18.320]  哇,我好怕啊
[00:05:18.320 --> 00:05:18.840]  又來了
[00:05:18.840 --> 00:05:19.240]  又來了
[00:05:19.240 --> 00:05:20.200]  這單還沒搞定
[00:05:20.200 --> 00:05:21.080]  那單又來了
[00:05:21.080 --> 00:05:23.600]  於是我們的心就去掉這些
[00:05:23.600 --> 00:05:25.040]  不斷發生的事情
[00:05:25.040 --> 00:05:28.040]  被那些事情所恐嚇
[00:05:28.040 --> 00:05:29.640]  不斷的恐嚇
[00:05:29.640 --> 00:05:31.160]  恐嚇到一個地步
[00:05:31.160 --> 00:05:33.720]  於是我們就開始
[00:05:33.720 --> 00:05:35.880]  聖經說了一句很嚴重的話
[00:05:35.880 --> 00:05:36.600]  你就開始
[00:05:36.600 --> 00:05:39.000]  神說你不記得我了
[00:05:39.000 --> 00:05:40.360]  你開始不記得我了
[00:05:40.360 --> 00:05:41.400]  是不是?
[00:05:41.400 --> 00:05:42.440]  所以神那裡
[00:05:42.440 --> 00:05:45.160]  接著就說
[00:05:45.200 --> 00:05:48.040]  以至你對我說方
[00:05:48.040 --> 00:05:49.760]  你沒有紀念我
[00:05:49.760 --> 00:05:53.200]  也不將我放在心上
[00:05:53.200 --> 00:05:56.040]  用了三句話
[00:05:56.040 --> 00:05:59.960]  神說你不記得我了
[00:05:59.960 --> 00:06:02.240]  你不記得我了
[00:06:02.240 --> 00:06:03.360]  第二
[00:06:03.360 --> 00:06:04.320]  神說
[00:06:04.320 --> 00:06:05.920]  你沒有將我放在心裡
[00:06:05.920 --> 00:06:08.040]  開始
[00:06:08.040 --> 00:06:09.440]  第三
[00:06:09.440 --> 00:06:11.440]  神說你對我說方
[00:06:11.440 --> 00:06:13.240]  為什麼他會對神說方呢?
[00:06:13.280 --> 00:06:15.640]  當他無道
[00:06:15.640 --> 00:06:18.360]  什麼所謂?
[00:06:18.360 --> 00:06:20.120]  為什麼人會變成這樣?
[00:06:20.120 --> 00:06:22.120]  神說得很清楚
[00:06:22.120 --> 00:06:24.600]  是不是因為我不出聲
[00:06:24.600 --> 00:06:27.040]  因為我長久的緘默
[00:06:27.040 --> 00:06:28.880]  你就不怕我?
[00:06:28.880 --> 00:06:30.880]  這個就是一個陷阱
[00:06:30.880 --> 00:06:32.680]  因為我們所面對的危機
[00:06:32.680 --> 00:06:33.440]  那些忙碌的
[00:06:33.440 --> 00:06:35.840]  就經常嚇你的
[00:06:35.840 --> 00:06:36.840]  經常跟你說話
[00:06:36.840 --> 00:06:37.400]  你跑不掉的
[00:06:37.400 --> 00:06:38.840]  你不用找他
[00:06:38.840 --> 00:06:40.360]  他來找你的
[00:06:40.360 --> 00:06:41.320]  於是你碰這個
[00:06:41.320 --> 00:06:42.720]  又打這些戰線
[00:06:42.760 --> 00:06:44.160]  那個兒子又有問題
[00:06:44.160 --> 00:06:45.560]  一會兒又要見家長
[00:06:45.560 --> 00:06:48.120]  一會兒老闆又說要搞計劃
[00:06:48.120 --> 00:06:49.280]  還來了一個新同事
[00:06:49.280 --> 00:06:50.160]  那個人很壞的
[00:06:50.160 --> 00:06:51.840]  經常戳你的背
[00:06:51.840 --> 00:06:54.480]  這個全部你根本不管不了
[00:06:54.480 --> 00:06:56.240]  於是你的心就去那裡了
[00:06:56.240 --> 00:06:57.240]  聖經說
[00:06:57.240 --> 00:06:58.360]  那神呢?
[00:06:58.360 --> 00:07:00.360]  神說是不是因為我不出聲
[00:07:00.360 --> 00:07:01.520]  是的
[00:07:01.520 --> 00:07:03.640]  神不是不出聲
[00:07:03.640 --> 00:07:04.920]  但是開始我們慢慢
[00:07:04.920 --> 00:07:05.960]  我們的心去到那裡的時候
[00:07:05.960 --> 00:07:07.200]  就告訴自己
[00:07:07.200 --> 00:07:09.600]  很忙
[00:07:09.600 --> 00:07:12.040]  不用天天看聖經
[00:07:12.080 --> 00:07:13.680]  那拿了時間祈禱
