
[00:00:00.000 --> 00:00:06.980]  我們仍然要一同從《聖經》裏面接受、默想、體會
[00:00:06.980 --> 00:00:10.340]  一個侍奉主的人應該如何
[00:00:10.340 --> 00:00:13.340]  我們願意都做侍奉主的人
[00:00:13.340 --> 00:00:16.380]  但是一個侍奉主的人應該怎麼樣呢?
[00:00:16.380 --> 00:00:18.700]  才能符合主的心意呢?
[00:00:18.700 --> 00:00:23.060]  我們要從《提瑪泰前後書》裏面看
[00:00:23.060 --> 00:00:26.380]  保羅對於他疏靈的兒子
[00:00:26.380 --> 00:00:31.680]  也是他的統公、也是第二代的傳道人提瑪泰
[00:00:31.680 --> 00:00:36.040]  發出了一個勸告、一個提醒、勉勵
[00:00:36.040 --> 00:00:40.160]  就是要他有追求的心
[00:00:40.160 --> 00:00:45.660]  一個侍奉主的人必須繼續有追求的心
[00:00:45.660 --> 00:00:48.900]  這樣他會有長進
[00:00:48.900 --> 00:00:56.060]  一個傳道人常常勉勵弟兄姊妹要有疏靈的追求的心
[00:00:56.060 --> 00:00:59.380]  當他這樣勉勵弟兄姊妹的時候
[00:00:59.380 --> 00:01:03.540]  他自己必須先有追求的心
[00:01:03.540 --> 00:01:06.860]  這個疏靈的追求是非常的重要
[00:01:06.860 --> 00:01:09.620]  有了追求才能夠有長進
[00:01:09.620 --> 00:01:13.740]  有長進才能夠達到主給我們定的目標
[00:01:13.740 --> 00:01:16.740]  完成他的計劃和心意
[00:01:16.740 --> 00:01:21.540]  所以求主幫助我們、保持我們一直有追求的心
[00:01:21.540 --> 00:01:25.100]  不會失去這個重要的心態
[00:01:25.100 --> 00:01:29.580]  那麼我們要從提瑪泰前後書裏面看一看
[00:01:29.580 --> 00:01:32.580]  我們應該追求什麼
[00:01:32.580 --> 00:01:37.860]  首先請大家看提瑪泰前書第六章
[00:01:37.860 --> 00:01:44.180]  提瑪泰前書第六章第十一節
[00:01:44.180 --> 00:01:47.100]  巴羅對提瑪泰這樣說
[00:01:47.100 --> 00:01:52.060]  但你這熟神的人要逃避這些事
[00:01:52.060 --> 00:01:58.700]  追求公義、敬虔、信心、愛心、忍耐、溫柔
[00:01:58.700 --> 00:02:01.460]  這裏提到追求
[00:02:01.460 --> 00:02:05.340]  當巴羅說追求之前
[00:02:05.340 --> 00:02:10.300]  他先對提瑪泰有一個稱呼
[00:02:10.300 --> 00:02:13.380]  這個稱呼值得我們注意
[00:02:13.380 --> 00:02:15.580]  對我們有幫助的
[00:02:15.580 --> 00:02:17.540]  他怎麼稱呼提瑪泰呢?
[00:02:17.540 --> 00:02:21.860]  他說你這熟神的人
[00:02:21.860 --> 00:02:27.980]  這個原來的意思就是神的人
[00:02:27.980 --> 00:02:34.700]  也就是神人和舊約的神人是同樣的一個字眼
[00:02:34.700 --> 00:02:36.780]  你看在舊約裏面
[00:02:36.780 --> 00:02:40.260]  一個神人是個很高的稱呼
[00:02:40.260 --> 00:02:43.500]  就是一個信神的人、一個侍奉神的人
[00:02:43.500 --> 00:02:46.860]  一個與神之間有密切關係的人
[00:02:46.860 --> 00:02:50.060]  一個彰顯神的人、一個像神的人
[00:02:50.060 --> 00:02:53.060]  一個配得起神的人
[00:02:53.060 --> 00:02:55.740]  被神所使用的人
[00:02:55.740 --> 00:02:59.980]  所以神人是舊約一個很高的稱呼
[00:02:59.980 --> 00:03:06.020]  在這裏巴羅就用這個稱呼來稱呼提瑪泰
[00:03:06.020 --> 00:03:09.700]  這是一個很高貴的地位
[00:03:09.700 --> 00:03:12.060]  我們侍奉族的人不要忘記
[00:03:12.060 --> 00:03:15.900]  在神的面前我們有一個很重要的地位
[00:03:15.900 --> 00:03:18.020]  俗說衆世的地位
[00:03:18.020 --> 00:03:21.980]  我們不可以自己輕視自己
[00:03:21.980 --> 00:03:25.580]  我們必須用主的眼光來看自己
[00:03:25.580 --> 00:03:29.980]  就是說我們雖然是卑微的、不配的
[00:03:29.980 --> 00:03:32.980]  但是神竟然這樣地重視我們
[00:03:32.980 --> 00:03:36.020]  那麼我們就不要讓神失望
[00:03:36.020 --> 00:03:38.180]  我們這樣地自重
[00:03:38.180 --> 00:03:41.420]  因爲神重視我們
[00:03:41.420 --> 00:03:45.740]  一個人自重是非常要緊的
[00:03:45.740 --> 00:03:47.900]  我們說君子自重
[00:03:47.900 --> 00:03:50.180]  中國人都有這個觀念
[00:03:50.180 --> 00:03:53.180]  我們在聖經裏更看見這個觀念
[00:03:53.180 --> 00:03:55.820]  特別是一個侍奉族的人
[00:03:55.820 --> 00:03:58.500]  要尊重自己的知分
[00:03:58.500 --> 00:04:02.140]  一個侍奉族的人的那個殊靈的地位
[00:04:02.140 --> 00:04:03.860]  不是爭取來的
[00:04:03.860 --> 00:04:07.780]  乃是生活裏面表現出來
[00:04:07.780 --> 00:04:11.740]  而得到人自然給我們的一種重視
[00:04:11.740 --> 00:04:17.980]  這是我們要首先體會而學習的
[00:04:17.980 --> 00:04:24.380]  跟着包羅在正面地講追求什麼之前
[00:04:24.380 --> 00:04:28.220]  先提到說要逃避
[00:04:28.220 --> 00:04:29.860]  逃避
[00:04:29.860 --> 00:04:31.180]  逃避什麼呢?
[00:04:31.180 --> 00:04:33.380]  是逃避這些事
[00:04:33.380 --> 00:04:35.660]  這些事是指着什麼說的呢?
[00:04:35.660 --> 00:04:38.740]  就指着上文所說的
[00:04:38.740 --> 00:04:40.980]  第三節到第十節
[00:04:40.980 --> 00:04:45.100]  特別是第九節第十節所說的
[00:04:45.100 --> 00:04:46.580]  在那裏包羅說
[00:04:46.580 --> 00:04:49.340]  有些人想要發財
[00:04:49.340 --> 00:04:52.340]  就陷在迷惑、落在網羅
[00:04:52.340 --> 00:04:55.820]  和許多無知有害的私慾裏面
[00:04:55.820 --> 00:04:59.060]  叫人沉在敗壞和滅亡中
[00:04:59.060 --> 00:05:01.260]  貪財是萬惡之根
[00:05:01.260 --> 00:05:03.180]  有人貪戀錢財
[00:05:03.180 --> 00:05:05.500]  就被引遊離了真道
[00:05:05.500 --> 00:05:09.900]  用許多愁苦把自己刺透了
[00:05:09.900 --> 00:05:15.580]  這是當時社會里面一般人的表現
[00:05:15.580 --> 00:05:20.700]  也是有一些甲族的僕人、什侶的表現
[00:05:20.700 --> 00:05:23.460]  表面上他們是侍奉主
[00:05:23.460 --> 00:05:27.900]  事實上他們是虛假的、虛僞的
[00:05:27.900 --> 00:05:32.500]  他們真實的是要服侍自己
[00:05:32.500 --> 00:05:35.900]  來滿足自己的口福之慾
[00:05:35.900 --> 00:05:37.900]  想要發財
[00:05:37.900 --> 00:05:44.620]  結果就落在迷惑、落在有害的私慾裏面
[00:05:44.620 --> 00:05:48.140]  沉在敗壞和滅亡中
[00:05:48.140 --> 00:05:51.540]  結果被引遊離了真道
[00:05:51.540 --> 00:05:55.140]  用許多的愁苦把自己刺透了
[00:05:55.140 --> 00:05:59.180]  這是一幅很生動、很真實
[00:05:59.180 --> 00:06:01.980]  很值得我們注意的圖畫
[00:06:01.980 --> 00:06:05.380]  這個物質主義的人
[00:06:05.380 --> 00:06:11.260]  有貪求身體的享受的人
[00:06:11.260 --> 00:06:13.460]  有滿足情慾的人
[00:06:13.460 --> 00:06:19.020]  藉着金錢來滿足自己肉體的想要的一切
[00:06:19.020 --> 00:06:23.220]  這樣的人就是要落在敗壞裏面
[00:06:23.220 --> 00:06:27.980]  而且落在愁苦的痛苦裏面
[00:06:27.980 --> 00:06:31.820]  這是保羅要提瑪泰
[00:06:31.820 --> 00:06:36.940]  站在一個侍奉主的人的地位上要十分小心的
[00:06:36.940 --> 00:06:41.300]  所以他說你要逃避這些事
[00:06:41.300 --> 00:06:46.740]  我們看今天社會里面一般的人都是向前看
[00:06:46.740 --> 00:06:52.900]  他們把物質的享受看作人生最重要的事
[00:06:52.900 --> 00:06:55.740]  在這樣的一個潮流和風氣裏面
[00:06:55.740 --> 00:07:00.420]  一個侍奉主的人、一個傳道人要逃避
[00:07:00.420 --> 00:07:05.140]  這是在追求之前的一個預備的條件
