
[00:00:00.000 --> 00:00:06.400]  我們看保羅的《牧者心》
[00:00:06.400 --> 00:00:11.000]  當我們想到保羅的時候
[00:00:11.000 --> 00:00:15.400]  我們立刻感覺他的改變真是很特別
[00:00:15.400 --> 00:00:20.600]  原來是那麼惡
[00:00:20.600 --> 00:00:27.400]  他得了政府的授權書
[00:00:27.400 --> 00:00:31.200]  到處逮捕信耶穌的人
[00:00:31.200 --> 00:00:38.400]  把他們下在監牢裏面
[00:00:38.400 --> 00:00:45.800]  而且強迫他們說褻瀆耶穌的話
[00:00:45.800 --> 00:00:48.800]  你想想他這樣做的時候
[00:00:48.800 --> 00:00:54.600]  他的表情是怎麼樣
[00:00:54.600 --> 00:00:58.000]  他的心是多麼殘忍
[00:00:58.000 --> 00:01:08.200]  他的性格是多麼強狠
[00:01:08.200 --> 00:01:13.600]  但是他書信裏面
[00:01:13.600 --> 00:01:17.400]  他信了之後
[00:01:17.400 --> 00:01:25.200]  保羅寫書信的時候的心和原來的心真是不像一個人
[00:01:25.200 --> 00:01:26.600]  我們看看保羅書信裏面
[00:01:26.600 --> 00:01:28.200]  你有沒有看到保羅的心
[00:01:28.200 --> 00:01:31.000]  和他信主之前的保羅的心
[00:01:31.000 --> 00:01:33.200]  好像是不一樣的
[00:01:33.200 --> 00:01:35.200]  是不同的
[00:01:35.200 --> 00:01:38.200]  令我們不敢相信
[00:01:38.200 --> 00:01:39.800]  什麼時候改變的
[00:01:39.800 --> 00:01:42.000]  保羅什麼時候改變的
[00:01:42.000 --> 00:01:45.600]  我相信就是那三天三夜
[00:01:45.600 --> 00:01:49.000]  不吃不喝不睡的時候
[00:01:49.000 --> 00:01:51.000]  我相信就是那三天三夜裏面
[00:01:51.000 --> 00:01:53.600]  是不吃不喝不睡的時候
[00:01:53.600 --> 00:01:57.000]  那三天我相信他流了很多眼淚
[00:01:57.000 --> 00:01:59.600]  那三天我相信他流了很多眼淚
[00:01:59.600 --> 00:02:03.400]  後來安娜妮婭被主差派來見他
[00:02:03.400 --> 00:02:06.800]  後來安娜妮婭被主差派來見他
[00:02:06.800 --> 00:02:13.000]  保羅舉目向上一看
[00:02:13.000 --> 00:02:15.200]  為什麼說向上一看
[00:02:15.200 --> 00:02:17.000]  為什麼說向上一看
[00:02:17.000 --> 00:02:20.800]  可能他還是跪在地上禱告
[00:02:20.800 --> 00:02:24.600]  可能他還是跪在地上禱告
[00:02:24.600 --> 00:02:27.400]  安娜妮婭向他講話
[00:02:27.400 --> 00:02:31.600]  他一定是身體低於安娜妮婭
[00:02:31.600 --> 00:02:35.400]  所以他才能向上看
[00:02:35.400 --> 00:02:37.600]  安娜妮婭跟他說話的時候
[00:02:37.600 --> 00:02:41.200]  所以他的身體比安娜妮婭低一點
[00:02:41.200 --> 00:02:43.200]  所以我想他往上看
[00:02:43.200 --> 00:02:48.600]  如果我猜想他三天三夜跪在那裏
[00:02:48.600 --> 00:02:51.800]  如果我猜想他三天三夜跪在那裏
[00:02:51.800 --> 00:02:53.600]  在那裏認罪
[00:02:53.600 --> 00:02:55.000]  在那裏認罪
[00:02:55.000 --> 00:02:57.600]  在那裏痛悔憂傷認罪
[00:02:57.600 --> 00:03:00.600]  在那裏痛哭憂傷認罪
[00:03:00.600 --> 00:03:06.600]  在那裏回想他過去所做的事
[00:03:06.600 --> 00:03:08.800]  在那裏回想他過去所做的事情
[00:03:08.800 --> 00:03:13.600]  他在那裏在想他所很熟悉的舊約聖經
[00:03:13.600 --> 00:03:17.000]  如何應驗在耶穌身上
[00:03:17.000 --> 00:03:20.200]  他在那裏思想他所熟悉的舊約聖經
[00:03:20.200 --> 00:03:22.200]  是如何應驗在主耶穌身上
[00:03:22.200 --> 00:03:26.000]  因為他的心開了他會這樣想的
[00:03:26.000 --> 00:03:28.200]  他的心開了的時候他會這樣想的
[00:03:28.200 --> 00:03:33.000]  所以他在那裏認罪流淚悔改
[00:03:33.000 --> 00:03:36.400]  他在那裏認罪流淚悔改
[00:03:36.400 --> 00:03:40.600]  聖經說他向上看的時候
[00:03:40.600 --> 00:03:42.400]  聖經說他向上看的時候
[00:03:42.400 --> 00:03:47.200]  好像有魚鱗一樣從他的眼睛裏落下來
[00:03:47.200 --> 00:03:51.000]  好像有一片魚鱗一樣從他的眼睛裏掉下來
[00:03:51.000 --> 00:03:55.800]  有可能是他的悔改的眼淚把他的眼睛開了
[00:03:55.800 --> 00:03:59.600]  可能是他悔改的眼淚把他的眼睛弄開了
[00:03:59.600 --> 00:04:01.400]  不但眼開了
[00:04:01.400 --> 00:04:02.800]  不但眼睛開了
[00:04:02.800 --> 00:04:04.200]  不但心開了
[00:04:04.200 --> 00:04:05.400]  心都開了
[00:04:05.400 --> 00:04:07.600]  他的心也改變了
[00:04:07.600 --> 00:04:10.600]  他的心都改變了
[00:04:10.600 --> 00:04:18.600]  變得像一個孩子一樣
[00:04:18.600 --> 00:04:21.200]  變得好像一個小孩子一樣
[00:04:21.200 --> 00:04:29.000]  變得很柔軟的敏感的一顆心
[00:04:29.000 --> 00:04:33.200]  有一顆是對著柔軟的敏感的心
[00:04:33.200 --> 00:04:34.800]  如果沒有那個改變
[00:04:34.800 --> 00:04:37.000]  他寫書信的時候
[00:04:37.000 --> 00:04:41.200]  流露出來的感情我們無法了解
[00:04:41.200 --> 00:04:42.800]  如果沒有這種改變的時候
[00:04:42.800 --> 00:04:48.400]  他在書信那顆心我們是無法了解的
[00:04:48.400 --> 00:04:53.200]  從那個時候開始保羅會流淚了
[00:04:53.200 --> 00:04:56.400]  從那個時候開始保羅會流淚了
[00:04:56.400 --> 00:05:03.000]  可能他一直流淚流到他被斬首的時候
[00:05:03.000 --> 00:05:07.600]  可能他一直流淚流到他被斬首的時候
[00:05:07.600 --> 00:05:09.200]  就是他殉道的時候
[00:05:09.200 --> 00:05:11.600]  就是他殉道的時候
[00:05:11.600 --> 00:05:14.000]  我們看一看保羅的心
[00:05:14.000 --> 00:05:18.400]  我們看看保羅的心
[00:05:18.400 --> 00:05:21.200]  我們首先注意到他的代禱心
[00:05:21.200 --> 00:05:23.200]  我們首先注意到他的代禱心
[00:05:23.200 --> 00:05:26.200]  我們舉一節聖經做代表
[00:05:26.200 --> 00:05:28.200]  他一節聖經做代表
[00:05:28.200 --> 00:05:31.800]  羅馬書一章九節
[00:05:31.800 --> 00:05:36.600]  神可以見證我怎樣不住地提到你們
[00:05:36.600 --> 00:05:39.600]  在禱告中提到他們
[00:05:39.600 --> 00:05:45.400]  神可以見證我怎樣不住地提到你們
[00:05:45.400 --> 00:05:49.800]  他在禱告中提到羅馬的弟兄姊妹
[00:05:49.800 --> 00:05:52.800]  他在禱告裡面提到羅馬的弟兄姊妹
[00:05:52.800 --> 00:05:55.800]  為他們禱告
[00:05:55.800 --> 00:05:59.600]  他說不住地為你們禱告
[00:05:59.600 --> 00:06:02.400]  他說不住地為你們禱告
[00:06:02.400 --> 00:06:05.800]  他說神可以為我作見證
[00:06:05.800 --> 00:06:08.600]  他說神可以為我作見證
[00:06:08.600 --> 00:06:12.000]  為什麼他這樣說神為他作見證
[00:06:12.000 --> 00:06:12.000]  為什麼他這樣說神為他作見證
[00:06:12.000 --> 00:06:14.800]  為什麼他這樣說神為他作見證
[00:06:14.800 --> 00:06:16.600]  因為他說的這句話
[00:06:16.600 --> 00:06:19.600]  人聽起來不容易相信
[00:06:19.600 --> 00:06:22.600]  因為這句話是人聽起來不容易相信
[00:06:22.600 --> 00:06:24.400]  不住地為你們禱告
[00:06:24.400 --> 00:06:26.000]  不住地為你們禱告
[00:06:26.000 --> 00:06:31.800]  保羅不要這麼誇張
[00:06:31.800 --> 00:06:35.400]  所以他說神給我作見證
[00:06:35.400 --> 00:06:38.000]  所以保羅說神可以為我作見證
[00:06:38.000 --> 00:06:43.000]  這是難以相信的一件事
[00:06:43.000 --> 00:06:47.000]  一個傳道人為弟兄姊妹禱告
[00:06:47.000 --> 00:06:51.800]  不住地禱告很難令人信得下去
[00:06:51.800 --> 00:06:53.800]  一個傳道人為弟兄姊妹禱告
[00:06:53.800 --> 00:06:58.400]  不住地禱告是很難令人相信的
[00:06:58.400 --> 00:07:03.000]  但是我們在這件事上可以學功課
[00:07:03.000 --> 00:07:07.600]  但是在這件事上我們可以學功課
[00:07:07.600 --> 00:07:09.600]  我想我們中間很多人
[00:07:09.600 --> 00:07:14.400]  看過摩根博士寫的《聖經注釋》
[00:07:14.400 --> 00:07:15.600]  不知道大家有沒有看過
[00:07:15.600 --> 00:07:18.600]  摩根博士所寫的《聖經注釋》書沒有
[00:07:18.600 --> 00:07:20.000]  和其他的書
[00:07:20.000 --> 00:07:22.800]  或者其他的書呢
[00:07:22.800 --> 00:07:24.400]  他有一個見證
[00:07:24.400 --> 00:07:25.800]  他有一個見證
[00:07:25.800 --> 00:07:30.400]  他在Westminster Chapel做牧師
[00:07:30.400 --> 00:07:34.000]  他在新聞寺教會教堂做牧師的時候
[00:07:34.000 --> 00:07:38.600]  有兩個堂叫Westminster不要混亂
[00:07:38.600 --> 00:07:42.000]  一個是Westminster Abbey
[00:07:42.000 --> 00:07:45.400]  那是英國的國家的禮拜堂
[00:07:45.400 --> 00:07:48.600]  出名的人都安葬在那裡
[00:07:48.600 --> 00:07:51.800]  在英國有兩個是新聞寺的教堂
[00:07:51.800 --> 00:07:54.600]  一個就是新聞寺的Abbey
[00:07:54.600 --> 00:07:57.600]  在那裡有很多皇族人士葬在那裡
[00:07:57.600 --> 00:07:59.200]  另外一個是Chapel
[00:07:59.200 --> 00:08:00.400]  另外一個叫Chapel
[00:08:00.400 --> 00:08:04.000]  就是Campbell Morgan做牧師的地方
[00:08:04.000 --> 00:08:07.200]  就是摩根博士做牧師的地方
[00:08:07.200 --> 00:08:14.400]  他每個禮拜每一天他找一段時間
[00:08:14.400 --> 00:08:20.600]  一個人到一個堂就坐在會友的櫃子上
[00:08:20.600 --> 00:08:25.200]  因為那個時候還是規定的座位
[00:08:25.200 --> 00:08:29.200]  你坐在那裡每次聚會你都要坐在那裡
[00:08:29.200 --> 00:08:32.000]  那個時候是頂智慧主日聚會的時候
[00:08:32.000 --> 00:08:33.600]  位置是固定的
[00:08:33.600 --> 00:08:35.600]  你坐那個位置每個禮拜都要坐那個位置
[00:08:35.600 --> 00:08:38.600]  摩根博士是每個主日的時候
[00:08:38.600 --> 00:08:44.200]  去到頂智慧坐的位置旁邊那裡
[00:08:44.200 --> 00:08:47.400]  就坐在一個一個會友的位置上
[00:08:47.400 --> 00:08:49.000]  替那個人禱告
[00:08:49.000 --> 00:08:51.000]  每天他就去到那個
[00:08:51.000 --> 00:08:53.400]  頂智慧主日坐的位置那裡
[00:08:53.400 --> 00:08:56.600]  坐在那裡為那個子體禱告
[00:08:56.600 --> 00:08:59.800]  他每天有一段時間做這件事
[00:08:59.800 --> 00:09:02.600]  每天有這樣的時間做這樣的事情
[00:09:02.600 --> 00:09:05.400]  這是很寶貴的
[00:09:05.400 --> 00:09:08.000]  好像保羅的心
[00:09:08.000 --> 00:09:10.200]  他就好像保羅的心一樣
[00:09:10.200 --> 00:09:12.000]  我只知道一個人
[00:09:12.000 --> 00:09:15.800]  中國人的牧師學習這樣做
[00:09:15.800 --> 00:09:16.800]  在我的認識裡面
[00:09:16.800 --> 00:09:19.000]  只有一個中國人的傳道人的牧師
[00:09:19.000 --> 00:09:21.000]  是做這樣的事情
[00:09:21.000 --> 00:09:22.800]  學他這樣做法的
[00:09:22.800 --> 00:09:25.400]  這個牧師姓蕭的
[00:09:25.400 --> 00:09:27.400]  這個牧師姓蕭
[00:09:27.400 --> 00:09:29.600]  他有一段時間在加拿大
[00:09:29.600 --> 00:09:33.200]  威尼佩克的華人宣道會做牧師
[00:09:33.200 --> 00:09:34.600]  他有一段時間在加拿大的
[00:09:34.600 --> 00:09:37.800]  威尼佩克的宣道會裡面做牧師
[00:09:37.800 --> 00:09:41.400]  他就學習做這件事
[00:09:41.400 --> 00:09:45.000]  坐在會友的位置上為那個人禱告
[00:09:45.000 --> 00:09:46.800]  他就學摩根博士這樣做法
[00:09:46.800 --> 00:09:48.800]  坐在會友的位置上
[00:09:48.800 --> 00:09:50.000]  為那個會友禱告
[00:09:50.000 --> 00:09:51.400]  他做了六年
[00:09:51.400 --> 00:09:52.600]  坐了六年
[00:09:52.600 --> 00:09:54.800]  在六年當中
[00:09:54.800 --> 00:09:59.200]  聚會的人數從三百人增加到六百人
[00:09:59.200 --> 00:10:00.800]  六年裡面會友的人數
[00:10:00.800 --> 00:10:03.400]  從三百人增加到六百人
[00:10:03.400 --> 00:10:06.200]  我聽見這個見證很感動
[00:10:06.200 --> 00:10:08.200]  我聽見這個見證之後很感動
[00:10:08.200 --> 00:10:11.400]  有人學習保羅
[00:10:11.400 --> 00:10:18.800]  有人學習保羅為神所教託他們的人這樣做
[00:10:18.800 --> 00:10:22.600]  為神所教給他的羊這樣禱告這樣做
[00:10:22.600 --> 00:10:26.000]  第二保羅的流淚心
[00:10:26.000 --> 00:10:28.400]  保羅的流淚心
[00:10:28.400 --> 00:10:31.000]  在聖經裡面至少看見
[00:10:31.000 --> 00:10:34.600]  他寫信給三個教父的弟兄姊妹
[00:10:34.600 --> 00:10:37.400]  提到他為他們流淚禱告
[00:10:37.400 --> 00:10:39.400]  聖經裡面只寫了三次
[00:10:39.400 --> 00:10:42.400]  記載他是為三間教會
[00:10:42.400 --> 00:10:44.400]  這樣為弟兄姊妹流淚禱告
[00:10:44.400 --> 00:10:47.000]  第一間教會醫護所的教會
[00:10:47.000 --> 00:10:49.000]  第一間是醫護所的教會
[00:10:49.000 --> 00:10:52.000]  《十書行傳》二十章三十一節
[00:10:52.000 --> 00:10:53.800]  《十書行傳》二十章三十一節
[00:10:53.800 --> 00:10:57.000]  他說我三年之久
[00:10:57.000 --> 00:11:01.200]  晝夜不住的流淚勸戒你們個人
[00:11:01.200 --> 00:11:03.600]  他說我三年之久
[00:11:03.600 --> 00:11:07.800]  晝夜不住的流淚勸戒你們個人禱告
[00:11:07.800 --> 00:11:09.200]  晝夜不住的流淚
[00:11:09.200 --> 00:11:11.600]  當然不是說他什麼都不做
[00:11:11.600 --> 00:11:13.600]  就在那裡哭
[00:11:13.600 --> 00:11:16.200]  當中說的就是晝夜不住的禱告
[00:11:16.200 --> 00:11:17.400]  不是說他什麼都不做
[00:11:17.400 --> 00:11:19.200]  就在那裡流淚在那裡哭
[00:11:19.200 --> 00:11:24.800]  那是說他白天為他們禱告的時候
[00:11:24.800 --> 00:11:26.400]  有的時候流淚
[00:11:26.400 --> 00:11:29.400]  晚上為他們禱告的時候
[00:11:29.400 --> 00:11:31.600]  有的時候流淚
[00:11:31.600 --> 00:11:33.800]  那個流淚的次數多
[00:11:33.800 --> 00:11:36.400]  所以他捉不住的流淚
[00:11:36.400 --> 00:11:38.800]  就是說他白天如果想頂替他的時候
[00:11:38.800 --> 00:11:40.400]  他頂替他流淚禱告
[00:11:40.400 --> 00:11:42.800]  晚上想頂替他禱告的時候
[00:11:42.800 --> 00:11:44.200]  又流淚禱告
[00:11:44.200 --> 00:11:46.800]  他的流淚禱告是不斷的
[00:11:46.800 --> 00:11:50.800]  不住的意思是次數多
[00:11:50.800 --> 00:11:52.800]  三年的時間
