
[00:00:00.000 --> 00:00:04.760]  師哥敬拜給我們這麼感動的
[00:00:04.760 --> 00:00:06.800]  這麼深刻的師哥
[00:00:06.800 --> 00:00:10.980]  令我們來到思想耶穌基督那份救贖的大愛
[00:00:10.980 --> 00:00:12.960]  就是這麼奇妙
[00:00:12.960 --> 00:00:20.540]  祂擺上自己為我們掙扎、流淚、刺透、拯救、救贖
[00:00:20.540 --> 00:00:24.020]  讓我們能夠這樣來到去敬拜主
[00:00:24.020 --> 00:00:25.800]  還有在祂的裏面
[00:00:25.800 --> 00:00:28.320]  真是非常的寶貴
[00:00:28.320 --> 00:00:35.360]  「諸天都述說神的榮耀 窮倉都要傳揚祂的作為」
[00:00:35.360 --> 00:00:40.440]  不知道我們有沒有看過在太自然當中
[00:00:40.440 --> 00:00:43.760]  這個是日出的景象
[00:00:43.760 --> 00:00:47.560]  看日出是難過日落很多的
[00:00:47.560 --> 00:00:49.360]  不知道你有沒有這樣的經歷呢
[00:00:49.360 --> 00:00:53.080]  甚至你盼望能夠抓緊這個時刻
[00:00:53.080 --> 00:00:58.280]  半夜天未亮的時候就要爬上最高的山
[00:00:58.280 --> 00:01:00.160]  我都有這樣的經驗
[00:01:00.160 --> 00:01:03.240]  真是很寶貴
[00:01:03.240 --> 00:01:06.920]  這個就是我今天跟大家分享的
[00:01:06.920 --> 00:01:08.920]  「破曉」的意思
[00:01:08.920 --> 00:01:12.040]  「破曉」這個字其實是很有力
[00:01:12.040 --> 00:01:15.920]  因為它就是「破開黑暗 帶來光明」
[00:01:15.920 --> 00:01:20.120]  我今天跟大家分享的是那道第一道光
[00:01:20.120 --> 00:01:22.480]  多謝今天師哥很奇妙的配合
[00:01:22.480 --> 00:01:24.760]  都說到很多光和黑暗
[00:01:24.760 --> 00:01:28.440]  不過我想今天再跟大家對焦一點
[00:01:28.440 --> 00:01:32.080]  是那道第一道的光
[00:01:32.080 --> 00:01:35.960]  帶來的力度是足以破曉的
[00:01:35.960 --> 00:01:40.280]  今天已經進入復活節的預備主日了
[00:01:40.280 --> 00:01:43.840]  接下來我們踏入壽蘭州裡面
[00:01:43.840 --> 00:01:46.680]  當我們看到這個情景
[00:01:46.680 --> 00:01:48.440]  我們看日出是多麼辛苦
[00:01:48.440 --> 00:01:51.000]  因為它帶來的是那份希望
[00:01:51.000 --> 00:01:54.760]  和很大的轉折的時刻
[00:01:54.760 --> 00:01:56.600]  那個破曉的時刻
[00:01:56.600 --> 00:02:00.880]  很想我們能夠抓得更緊
[00:02:00.880 --> 00:02:04.800]  今天其實我也給自己一個很大的挑戰
[00:02:04.800 --> 00:02:06.520]  因為有限的時間
[00:02:06.520 --> 00:02:09.760]  我要跟大家去看從施洗約翰
[00:02:09.760 --> 00:02:11.320]  他的出生
[00:02:11.320 --> 00:02:14.160]  去到他關鍵殉道的時刻
[00:02:14.160 --> 00:02:17.480]  然後去思想耶穌基督的救贖
[00:02:17.480 --> 00:02:20.560]  作為一個警醒
[00:02:20.560 --> 00:02:24.120]  施洗約翰他作為耶穌基督的開路先鋒
[00:02:24.120 --> 00:02:26.600]  為主的道作準備
[00:02:26.600 --> 00:02:30.520]  他不單單在全道的路上為主鋪路
[00:02:30.520 --> 00:02:32.840]  更加在他的殉道上
[00:02:32.840 --> 00:02:37.440]  都是為主面臨即將十字架的苦難
[00:02:37.440 --> 00:02:41.000]  他生命的擺上來作好準備
[00:02:41.000 --> 00:02:45.880]  首先就跟大家來做一個簡介
[00:02:45.880 --> 00:02:48.200]  坐在最後的可能你看不到底部
[00:02:48.200 --> 00:02:51.280]  不過筆記也給了大家這個圖
[00:02:51.280 --> 00:02:52.600]  希望都能夠珍惜
[00:02:52.600 --> 00:02:54.360]  因為花了不少的時間
[00:02:54.360 --> 00:02:58.840]  去鬥接下來的這兩幅圖
[00:02:58.840 --> 00:03:00.480]  施洗約翰和耶穌基督
[00:03:00.480 --> 00:03:03.280]  他們的出生都是神跡
[00:03:03.280 --> 00:03:05.280]  都有神特別的揀選
[00:03:05.280 --> 00:03:06.400]  很奇妙的經歷
[00:03:06.400 --> 00:03:08.320]  當然耶穌基督的出生
[00:03:08.320 --> 00:03:11.120]  更加是神跡當中的神跡
[00:03:11.120 --> 00:03:13.520]  和精女瑪利亞所生
[00:03:13.520 --> 00:03:16.840]  施洗約翰是祖耶穌基督出生六個月
[00:03:16.840 --> 00:03:22.520]  很清楚地報道聖經的記載
[00:03:22.520 --> 00:03:26.760]  他兩位的母親是親戚關係
[00:03:26.760 --> 00:03:28.440]  不過是什麼親戚呢
[00:03:28.440 --> 00:03:32.480]  在傳統上認為多數是表親
[00:03:32.480 --> 00:03:34.920]  所以施洗約翰很可能就是
[00:03:34.920 --> 00:03:38.160]  耶穌基督肉身的表哥
[00:03:38.160 --> 00:03:44.080]  又或者這個親戚是同鄉的親戚的關係
[00:03:44.080 --> 00:03:45.840]  無論如何他很奇妙地
[00:03:45.840 --> 00:03:50.440]  就是早於耶穌基督一個小小的階段
[00:03:50.440 --> 00:03:51.760]  他因為神揀選
[00:03:51.760 --> 00:03:53.920]  他就是預備主的道
[00:03:53.920 --> 00:03:56.440]  他一個很簡樸的形象
[00:03:56.440 --> 00:04:00.360]  在曠野開始來宣講悔改的訊息
[00:04:00.360 --> 00:04:02.240]  並且施行洗禮
[00:04:02.240 --> 00:04:03.720]  而很奇妙地耶穌基督
[00:04:03.720 --> 00:04:08.560]  也都接受施洗約翰的洗
[00:04:08.560 --> 00:04:11.880]  一個並不是他有罪需要洗禮
[00:04:11.880 --> 00:04:14.920]  而是一個榜樣
[00:04:14.920 --> 00:04:18.640]  而在那一刻施洗約翰去宣告
[00:04:18.640 --> 00:04:22.720]  公開的宣認他就是上帝的兒子
[00:04:22.720 --> 00:04:24.960]  馬可福音的記載是更加獨特
[00:04:24.960 --> 00:04:26.960]  你看到不同的福音記載
[00:04:26.960 --> 00:04:30.440]  將約翰的生平和耶穌基督的生平
[00:04:30.440 --> 00:04:35.000]  是彼此很緊密地交疊去講解的
[00:04:35.000 --> 00:04:37.800]  馬可福音他在幾卷福音書裏面
[00:04:37.800 --> 00:04:39.200]  婦女出福音的裏面
[00:04:39.200 --> 00:04:42.440]  他是最短的福音書
[00:04:42.440 --> 00:04:45.560]  所以如果你很想很快速地看基督的生平
[00:04:45.560 --> 00:04:46.920]  你就會選擇馬可福音
[00:04:46.920 --> 00:04:48.640]  只有16張
[00:04:48.640 --> 00:04:50.360]  但是在最短的裏面
[00:04:50.360 --> 00:04:53.920]  其實他有最長的篇幅的部分
[00:04:53.920 --> 00:04:56.800]  這個講述施洗約翰的篇幅
[00:04:56.800 --> 00:04:59.960]  一直直至到耶穌基督出來傳道
[00:04:59.960 --> 00:05:01.360]  是最長的篇幅
[00:05:01.360 --> 00:05:05.120]  所以今天我都和大家選取看馬可福音
[00:05:05.120 --> 00:05:06.640]  馬可福音很清楚講到
[00:05:06.640 --> 00:05:09.720]  由約翰下監之後
[00:05:09.720 --> 00:05:12.720]  耶穌基督就開始宣講福音
[00:05:12.720 --> 00:05:15.600]  醫治病人 呼召門徒等等
[00:05:15.600 --> 00:05:16.640]  而他的結局
[00:05:16.640 --> 00:05:19.440]  因著直斥當時希律王的罪
[00:05:19.440 --> 00:05:21.880]  他被監禁和斬首
[00:05:21.880 --> 00:05:22.880]  這個是殉道
[00:05:22.880 --> 00:05:27.280]  因為他為著神的公義來受逼迫致死
[00:05:27.280 --> 00:05:28.280]  殉道
[00:05:28.280 --> 00:05:31.680]  而耶穌基督是謹承接約翰
[00:05:31.680 --> 00:05:32.800]  這個殉道
[00:05:32.800 --> 00:05:36.040]  他繼續踏上十字架的路
[00:05:36.040 --> 00:05:39.280]  最後他是完成使命
[00:05:39.280 --> 00:05:40.880]  死而復活
[00:05:40.880 --> 00:05:42.080]  進入永生
[00:05:42.080 --> 00:05:45.520]  一個這麼寶貴的關係
[00:05:45.520 --> 00:05:48.880]  我們進入馬可福音
[00:05:48.880 --> 00:05:50.600]  施洗約翰我稱他為
[00:05:50.600 --> 00:05:54.240]  就是破開黑暗的第一道光
[00:05:54.240 --> 00:05:56.120]  他就是第一道光
[00:05:56.120 --> 00:06:00.520]  馬可福音是以約翰的出生開始的
[00:06:00.520 --> 00:06:02.400]  他在一個不容易的時代
[00:06:02.400 --> 00:06:04.040]  絕對黑暗的時代
[00:06:04.040 --> 00:06:06.760]  他是那位公開率先去見證
[00:06:06.760 --> 00:06:08.840]  而在馬可福音六章這個片段
[00:06:08.840 --> 00:06:10.400]  我們今天由第十四節
[00:06:10.400 --> 00:06:12.000]  一直會看到三十四節
[00:06:12.000 --> 00:06:14.120]  大家也可以打開聖經
[00:06:14.120 --> 00:06:17.640]  這個記載亦是一個很特別的切入點
[00:06:17.640 --> 00:06:19.640]  因為這個切入點
[00:06:19.640 --> 00:06:25.000]  是用希律王的贈經開始的
[00:06:25.000 --> 00:06:27.320]  是希律王的贈經開始
[00:06:27.320 --> 00:06:32.480]  當時施洗約翰已經殉道了
[00:06:32.480 --> 00:06:35.560]  他為耶穌基督的名傳開了
[00:06:35.560 --> 00:06:38.480]  這個希律王就不是大希律
[00:06:38.480 --> 00:06:41.760]  他是大希律的兒子安提伯
[00:06:41.760 --> 00:06:45.280]  他聽到耶穌基督的名聲
[00:06:45.280 --> 00:06:46.800]  他第一下就想到
[00:06:46.800 --> 00:06:50.520]  施洗約翰從死人中復活了
[00:06:50.520 --> 00:06:52.560]  才會有這樣的異能
[00:06:52.560 --> 00:06:55.040]  在耶穌的生命裏面運行
[00:06:55.040 --> 00:06:57.440]  從而你會知道施洗約翰
[00:06:57.440 --> 00:06:59.000]  在當時代裏面
[00:06:59.000 --> 00:07:02.360]  他是一個被視為多麼大能的人
[00:07:02.360 --> 00:07:08.520]  竟然希律將耶穌與施洗約翰相比
[00:07:08.520 --> 00:07:11.120]  這個希律王就是大希律的兒子
[00:07:11.120 --> 00:07:16.800]  大希律就是那位絕對很大的大魔頭
[00:07:16.800 --> 00:07:19.000]  他竟然為了要殺害英夏耶穌
[00:07:19.000 --> 00:07:24.000]  殺害當時伯禮行的小孩
[00:07:24.000 --> 00:07:25.800]  就是一個這麼惡毒的
[00:07:25.800 --> 00:07:27.760]  不過他也已經死了
[00:07:27.760 --> 00:07:30.920]  他的兒子當時是成為分封的王
[00:07:30.920 --> 00:07:34.560]  他專門管轄加利利里比亞一帶的地方
[00:07:34.560 --> 00:07:39.120]  即是猶太人聚居的地方
[00:07:39.120 --> 00:07:41.880]  而耶穌稱他為狐狸
[00:07:41.880 --> 00:07:43.760]  為什麼是狐狸
[00:07:43.760 --> 00:07:45.360]  是非常狡猾
[00:07:45.360 --> 00:07:47.040]  心懷不軌的人
[00:07:47.040 --> 00:07:50.240]  所以其實是耶穌直斥他
[00:07:50.240 --> 00:07:52.720]  是一個狐狸來的
[00:07:52.720 --> 00:07:56.000]  當時經文裏面的引述
[00:07:56.000 --> 00:07:57.480]  他說不是啊
[00:07:57.480 --> 00:07:58.960]  不是施洗約翰復活
[00:07:58.960 --> 00:08:01.200]  因為有人說他是以利亞
[00:08:01.200 --> 00:08:02.720]  又有人說他是先知
[00:08:02.720 --> 00:08:04.720]  是先知裏面的一位
[00:08:04.720 --> 00:08:08.320]  這幾句話其實將施洗約翰
[00:08:08.320 --> 00:08:11.240]  很獨特的身份引了出來
[00:08:11.240 --> 00:08:16.440]  而這個引述是早於舊約的預告
[00:08:16.440 --> 00:08:18.400]  一直去到新約裏面
[00:08:18.400 --> 00:08:22.000]  有很多裏面的表述
[00:08:22.000 --> 00:08:23.160]  在舊約裏面
[00:08:23.160 --> 00:08:25.720]  先知以利亞都是在一個黑暗的時代
[00:08:25.720 --> 00:08:30.520]  直接去對應那位拜偶像的阿哈王
[00:08:30.520 --> 00:08:32.360]  來見證的
[00:08:32.360 --> 00:08:35.600]  其後在《馬拉記書》第三章第四節裏面預言
[00:08:35.600 --> 00:08:39.600]  將要有一位好像以利亞那樣的先知來到
[00:08:39.600 --> 00:08:45.320]  他要將神的百姓帶領回轉歸向神
[00:08:45.320 --> 00:08:51.520]  所以施洗約翰就來應驗了他如同
[00:08:51.520 --> 00:08:53.440]  先知以利亞再一次來到
[00:08:53.440 --> 00:08:57.080]  所以他是舊約最後一位的先知
[00:08:57.080 --> 00:08:58.560]  在新約時代的
[00:08:58.560 --> 00:09:02.360]  亦都是指明是神所揀選的先知
[00:09:02.360 --> 00:09:05.520]  他結束了整個新約的時代
[00:09:05.520 --> 00:09:06.680]  舊約的時代
[00:09:06.680 --> 00:09:09.160]  開展了新約的時代
[00:09:09.160 --> 00:09:11.520]  在天使預告他出生的時候
[00:09:11.520 --> 00:09:14.480]  很奇妙地跟他的父母親說
[00:09:14.480 --> 00:09:18.480]  他要帶著以利亞這樣的心智能力
[00:09:18.480 --> 00:09:21.240]  而耶穌基督是親自肯定過
[00:09:21.240 --> 00:09:23.240]  施洗約翰的身份
[00:09:23.240 --> 00:09:27.600]  他是世上沒有一個像施洗約翰這樣的偉大
[00:09:27.600 --> 00:09:30.720]  他就是要來的以利亞
[00:09:30.720 --> 00:09:32.920]  希倫他聽到之後
[00:09:32.920 --> 00:09:35.480]  他有一句很特別的說話
[00:09:35.480 --> 00:09:38.360]  他說是我所斬的約翰
[00:09:38.360 --> 00:09:39.560]  他不打自招
[00:09:39.560 --> 00:09:42.760]  將來他自己最惡恨的是他所斬的
[00:09:42.760 --> 00:09:46.000]  頒佈命令他斬的施洗約翰
[00:09:46.000 --> 00:09:50.640]  接著他說他復活了
[00:09:50.640 --> 00:09:53.120]  當然施洗約翰只不過是一個普通的人
[00:09:53.120 --> 00:09:55.360]  他怎會復活呢
[00:09:55.360 --> 00:09:57.800]  不過這句說話又很特別
[00:09:57.800 --> 00:09:59.880]  他真的將會復活
[00:09:59.880 --> 00:10:02.320]  因為在主耶穌基督的裏面
[00:10:02.320 --> 00:10:06.600]  施洗約翰今天他一定都已經復活了
[00:10:06.600 --> 00:10:10.160]  而耶穌基督他必然是復活的那位
[00:10:10.160 --> 00:10:12.840]  他也是直接地傳承著
[00:10:12.840 --> 00:10:18.720]  這位施洗約翰的那位
[00:10:18.720 --> 00:10:23.000]  施洗約翰他是破開黑暗的第一道光
[00:10:23.000 --> 00:10:29.400]  這個特別的記載是由希律安提伯這個震驚開始的
[00:10:29.400 --> 00:10:30.640]  是震驚
[00:10:30.640 --> 00:10:35.200]  震驚著神作為那個部署
[00:10:35.200 --> 00:10:37.520]  震驚著施洗約翰
[00:10:37.520 --> 00:10:41.320]  他以為他是不滅的靈魂
[00:10:41.320 --> 00:10:45.640]  施洗約翰是神所差派作為基督先鋒的第一人
[00:10:45.640 --> 00:10:49.040]  新約記載為真理發聲
[00:10:49.040 --> 00:10:52.840]  破開黑暗的那第一道光
