
[00:00:00.000 --> 00:00:02.800]  大家會記得我們在今年
[00:00:02.800 --> 00:00:04.800]  在今個季度開始的時候
[00:00:04.800 --> 00:00:07.600]  我們崇拜講道有一個新的主題
[00:00:07.600 --> 00:00:10.000]  這個新的主題有四個字
[00:00:10.000 --> 00:00:13.000]  大家不知道會不會還記得
[00:00:13.000 --> 00:00:17.000]  四個字裏面講到「福音人生」
[00:00:17.000 --> 00:00:21.600]  「福音人生」亦都講到我們整個的生命
[00:00:21.600 --> 00:00:23.600]  因為領受神給我們的福音
[00:00:23.600 --> 00:00:25.400]  生命改變
[00:00:25.400 --> 00:00:27.800]  因此我們人生的路
[00:00:27.800 --> 00:00:30.200]  我們所行所作的
[00:00:30.200 --> 00:00:36.200]  是以活出福音的內容為我們的目標
[00:00:36.200 --> 00:00:39.600]  亦都正如我們今日的金句所講
[00:00:39.600 --> 00:00:44.200]  凡我們所行的都是為福音的緣故
[00:00:44.200 --> 00:00:46.600]  活出福音的內容
[00:00:46.600 --> 00:00:49.200]  亦都同時去見證福音
[00:00:49.200 --> 00:00:52.600]  是我們人生的核心的方向
[00:00:52.600 --> 00:00:54.800]  所以我們講到福音的人生
[00:00:54.800 --> 00:00:56.200]  亦都意味著福音
[00:00:56.200 --> 00:01:02.400]  正是我們整個人生的一種活現的實踐
[00:01:02.400 --> 00:01:05.400]  剛剛這段時間當我們提及這個主題的時候
[00:01:05.400 --> 00:01:08.400]  我們的英語群體他們有一個翻譯
[00:01:08.400 --> 00:01:10.400]  我看到的時候覺得很貼切
[00:01:10.400 --> 00:01:13.000]  他們用一句英文說話
[00:01:13.000 --> 00:01:15.800]  Gospel Driven Life
[00:01:15.800 --> 00:01:18.600]  是福音導向的人生
[00:01:18.600 --> 00:01:21.400]  整個人生的取向和內容
[00:01:21.400 --> 00:01:25.800]  都以福音為最核心的部份
[00:01:25.800 --> 00:01:28.600]  各位聽眾我們領受福音的時候
[00:01:28.600 --> 00:01:30.000]  我們都讓我們的生命
[00:01:30.000 --> 00:01:32.200]  是一個福音導向的人生
[00:01:32.200 --> 00:01:34.000]  你所行所作的
[00:01:34.000 --> 00:01:37.400]  都是以福音為目標
[00:01:37.400 --> 00:01:40.000]  而我們今日亦都特別思想其中一個重點
[00:01:40.000 --> 00:01:43.000]  就是福音裏面很清楚講述到
[00:01:43.000 --> 00:01:48.000]  我們的生命和上帝的生命是相通
[00:01:48.000 --> 00:01:49.800]  是連結了
[00:01:49.800 --> 00:01:52.000]  或者用團契的字講述
[00:01:52.000 --> 00:01:57.000]  一種團契生命的關係出現了
[00:01:57.000 --> 00:02:02.400]  而是一種極其偉大的奧秘的事情
[00:02:02.400 --> 00:02:07.200]  人的生命和永恆上帝的生命連結了
[00:02:07.200 --> 00:02:08.600]  我們一起看看聖經裏面
[00:02:08.600 --> 00:02:09.800]  今日《曰人一書》裏面
[00:02:09.800 --> 00:02:12.400]  怎樣跟我們講述這件事情
[00:02:12.400 --> 00:02:15.400]  《曰人一書》第一章一開始就講
[00:02:15.400 --> 00:02:20.600]  「論到太初就已經存在的生命之道
[00:02:20.600 --> 00:02:22.200]  就是我們所聽見
[00:02:22.200 --> 00:02:24.200]  親眼所看見
[00:02:24.200 --> 00:02:25.400]  仔細觀察過
[00:02:25.400 --> 00:02:28.000]  親手摸過的」
[00:02:28.000 --> 00:02:31.000]  聖經提到在太初的時候
[00:02:31.000 --> 00:02:33.800]  這個宇宙的開始的時候
[00:02:33.800 --> 00:02:37.200]  或者說人類歷史開始的時候
[00:02:37.200 --> 00:02:38.400]  在那個時間
[00:02:38.400 --> 00:02:43.200]  聖經就提到生命之道已經存在了
[00:02:43.200 --> 00:02:46.200]  也就意味生命之道不是被造的
[00:02:46.200 --> 00:02:49.800]  而是在永恆當中已經存在
[00:02:49.800 --> 00:02:51.200]  聖經所講的
[00:02:51.200 --> 00:02:53.000]  和《曰人一書》的一章
[00:02:53.000 --> 00:02:55.000]  是相對稱的表達
[00:02:55.000 --> 00:02:58.200]  所以大家都熟悉《曰人一書》一章
[00:02:58.200 --> 00:03:00.600]  「太初有道
[00:03:00.600 --> 00:03:03.200]  道與神同在
[00:03:03.200 --> 00:03:05.600]  道就是神」
[00:03:05.600 --> 00:03:07.600]  太初有道
[00:03:07.600 --> 00:03:09.200]  這個「有」中文看來
[00:03:09.200 --> 00:03:11.800]  可能不是太特別的明白
[00:03:11.800 --> 00:03:14.200]  但英文比較清楚表達
[00:03:14.200 --> 00:03:18.000]  「In the beginning was the Word」
[00:03:18.000 --> 00:03:20.000]  在太初開始的時候
[00:03:20.000 --> 00:03:22.600]  道已經存在了
[00:03:22.600 --> 00:03:26.600]  也表明了太初所表現出來的
[00:03:26.600 --> 00:03:30.800]  雖然是一個有歷史的創造
[00:03:30.800 --> 00:03:33.800]  但上帝已經存在
[00:03:33.800 --> 00:03:37.800]  生命之道是永恆地存在
[00:03:37.800 --> 00:03:40.600]  永恆地在我們當中
[00:03:40.600 --> 00:03:43.000]  而聖經提及永恆的道
[00:03:43.000 --> 00:03:45.400]  不是好像一套哲理
[00:03:45.400 --> 00:03:47.000]  我們講到道的時候
[00:03:47.000 --> 00:03:49.400]  以為是在講一些哲理
[00:03:49.400 --> 00:03:51.400]  聖經剛才有人呼音所講到
[00:03:51.400 --> 00:03:54.600]  道就是神
[00:03:54.600 --> 00:03:58.000]  生命的道是上帝
[00:03:58.000 --> 00:04:01.000]  永恆地存在在天地之間
[00:04:01.000 --> 00:04:04.200]  祂是我們生命的源頭
[00:04:04.200 --> 00:04:07.000]  是我們生命的開始
[00:04:07.000 --> 00:04:09.400]  聖經裡面講到太初有道的時候
[00:04:09.400 --> 00:04:11.200]  很快聖經就講到
[00:04:11.200 --> 00:04:15.200]  生命之道就顯現在我們當中
[00:04:15.200 --> 00:04:17.600]  所以第二節的時候你會看到
[00:04:17.600 --> 00:04:21.400]  這生命已經顯現出來
[00:04:21.400 --> 00:04:23.000]  已經顯現出來
[00:04:23.000 --> 00:04:25.400]  也意味在人類的歷史當中
[00:04:25.400 --> 00:04:29.400]  是出現讓我們認識生命之道
[00:04:29.400 --> 00:04:32.000]  永恆的道進入了人類
[00:04:32.000 --> 00:04:34.800]  有限的歷史空間裡面
[00:04:34.800 --> 00:04:39.600]  讓我們能夠認識明白生命之道
[00:04:39.600 --> 00:04:43.200]  而生命之道不因為它來到歷史裡面
[00:04:43.200 --> 00:04:47.000]  就和父產生一種阻隔
[00:04:47.000 --> 00:04:49.000]  所以你會讀剛才聖經的時候
[00:04:49.000 --> 00:04:53.000]  你會留意在第二節下面那句話
[00:04:53.000 --> 00:04:55.200]  並且向你們宣揚
[00:04:55.200 --> 00:04:58.200]  這本來與父同在
[00:04:58.200 --> 00:05:03.000]  又向我們顯現過的永遠的生命
[00:05:03.000 --> 00:05:05.200]  它本來就是與父同在
[00:05:05.200 --> 00:05:08.800]  太初有道道與神同在
[00:05:08.800 --> 00:05:12.800]  是永恆地與父同在
[00:05:12.800 --> 00:05:19.000]  與父之間有極其完全的契合的關係
[00:05:19.000 --> 00:05:20.000]  而父
[00:05:20.000 --> 00:05:21.200]  我們剛才讀的聖經
[00:05:21.200 --> 00:05:24.200]  太初有道道與神同在
[00:05:24.200 --> 00:05:26.600]  雖然道顯現在我們當中
[00:05:26.600 --> 00:05:29.800]  並未因此與父產生什麼阻隔
[00:05:29.800 --> 00:05:33.800]  是不間斷的生命的連繫
[00:05:33.800 --> 00:05:35.800]  亦是我們一步步所認識的
[00:05:35.800 --> 00:05:39.000]  聖經所提到的三位一體的真神
[00:05:39.000 --> 00:05:43.000]  那種合一的契合關係
[00:05:43.000 --> 00:05:46.000]  聖經裡面提到道顯現在我們當中的時候
[00:05:46.000 --> 00:05:48.000]  人因此認識它
[00:05:48.000 --> 00:05:50.400]  所以你見到第一節就說
[00:05:50.400 --> 00:05:53.400]  當時使徒說我們所聽見的
[00:05:53.400 --> 00:05:55.600]  我們親眼所看見的
[00:05:55.600 --> 00:05:56.800]  很仔細的觀察
[00:05:56.800 --> 00:05:58.400]  親手摸過
[00:05:58.400 --> 00:06:02.400]  人的感官是可以直接地接觸到
[00:06:02.400 --> 00:06:05.400]  認識到生命之道
[00:06:05.400 --> 00:06:07.600]  因此你知道聖經所說的生命之道
[00:06:07.600 --> 00:06:10.200]  不是說一套的理念
[00:06:10.200 --> 00:06:15.000]  亦不是說一些幻象、一些想法
[00:06:15.000 --> 00:06:17.800]  而是說活生生的生命
[00:06:17.800 --> 00:06:20.800]  是完全的人可以接觸
[00:06:20.800 --> 00:06:25.200]  可以聽見、可以看見、可以觸摸到
[00:06:25.200 --> 00:06:27.600]  因此人在當中認識上帝
[00:06:27.600 --> 00:06:30.800]  是透過道顯現在地上
[00:06:30.800 --> 00:06:33.200]  以至我們今天能夠認識
[00:06:33.200 --> 00:06:36.000]  可以和祂建立關係
[00:06:36.000 --> 00:06:39.400]  因此當時的使徒他們就去見證出來
[00:06:39.400 --> 00:06:41.200]  第二節所說
[00:06:41.200 --> 00:06:43.600]  現在也作見證
[00:06:43.600 --> 00:06:47.000]  去傳揚這個真道
[00:06:47.000 --> 00:06:49.800]  傳揚這位主耶穌基督
[00:06:49.800 --> 00:06:52.400]  亦是下面第三節所說
