
[00:00:00.000 --> 00:00:03.000]  我們回到聖經二賽書第58章
[00:00:03.000 --> 00:00:05.000]  我們剛才讀過的經文
[00:00:05.000 --> 00:00:11.000]  當我們想到關懷社會
[00:00:11.000 --> 00:00:13.000]  有人會問
[00:00:13.000 --> 00:00:15.000]  基督徒為什麼要關懷社會?
[00:00:15.000 --> 00:00:20.000]  一個最簡單或最基本的原因
[00:00:20.000 --> 00:00:22.000]  就是因為我們的神
[00:00:22.000 --> 00:00:25.000]  是關懷生命的神
[00:00:25.000 --> 00:00:27.000]  我們的神是公義的神
[00:00:27.000 --> 00:00:29.000]  也是慈愛的神
[00:00:29.000 --> 00:00:32.000]  因此他吩咐屬於他的人
[00:00:32.000 --> 00:00:34.000]  都同樣像他那樣
[00:00:34.000 --> 00:00:35.000]  既然我們屬於他
[00:00:35.000 --> 00:00:39.000]  都當行公義和去施慈愛
[00:00:39.000 --> 00:00:41.000]  所以你會發覺聖經裏面
[00:00:41.000 --> 00:00:43.000]  有很多轉折方向上
[00:00:43.000 --> 00:00:45.000]  講到神的公義和慈愛
[00:00:45.000 --> 00:00:48.000]  我想分析聖經詩篇145篇
[00:00:48.000 --> 00:00:50.000]  其中就提及
[00:00:50.000 --> 00:00:52.000]  這位上帝耶和華
[00:00:52.000 --> 00:00:54.000]  在他一切所作的事情
[00:00:54.000 --> 00:00:58.000]  是無不公義
[00:00:58.000 --> 00:01:01.000]  在他一切所行的路上
[00:01:01.000 --> 00:01:03.000]  都有慈愛
[00:01:03.000 --> 00:01:05.000]  神所做一切的事情
[00:01:05.000 --> 00:01:07.000]  都是公義的
[00:01:07.000 --> 00:01:09.000]  也是滿有慈愛的
[00:01:09.000 --> 00:01:12.000]  因此今天當基督徒思想
[00:01:12.000 --> 00:01:14.000]  對社會的責任的時候
[00:01:14.000 --> 00:01:15.000]  同樣都會體會
[00:01:15.000 --> 00:01:17.000]  正因為我們的上帝
[00:01:17.000 --> 00:01:18.000]  是公義慈愛的神
[00:01:18.000 --> 00:01:22.000]  我們就同樣當這樣做
[00:01:22.000 --> 00:01:25.000]  不單單是一種像善行
[00:01:25.000 --> 00:01:27.000]  更加是我們和神之間的關係
[00:01:27.000 --> 00:01:30.000]  這位上帝進入我們生命當中
[00:01:30.000 --> 00:01:32.000]  他改變了我們的生命
[00:01:32.000 --> 00:01:35.000]  同樣我們讓這種生命的特質
[00:01:35.000 --> 00:01:38.000]  同樣在我們生命中活出來
[00:01:38.000 --> 00:01:40.000]  也表明出我們是屬於
[00:01:40.000 --> 00:01:44.000]  這位公義和慈愛的上帝
[00:01:44.000 --> 00:01:46.000]  當我們這樣想到的時候
[00:01:46.000 --> 00:01:47.000]  就會明白
[00:01:47.000 --> 00:01:49.000]  讀到二乘罕書五十八章
[00:01:49.000 --> 00:01:52.000]  神是很憤怒
[00:01:52.000 --> 00:01:54.000]  憤怒一班屬祂的子民
[00:01:54.000 --> 00:01:59.000]  竟然他們的敬虔和實際的生活
[00:01:59.000 --> 00:02:01.000]  是相違背的
[00:02:01.000 --> 00:02:02.000]  因此當我們讀的時候
[00:02:02.000 --> 00:02:04.000]  你會看到上帝在當中提醒
[00:02:04.000 --> 00:02:07.000]  什麼是真正的敬虔
[00:02:07.000 --> 00:02:12.000]  大家看看聖經五十八章第三節
[00:02:12.000 --> 00:02:15.000]  第三節神就回應他們
[00:02:15.000 --> 00:02:16.000]  他們說
[00:02:16.000 --> 00:02:19.000]  為什麼我們禁食你不看呢?
[00:02:19.000 --> 00:02:21.000]  為什麼我們刻苦己生
[00:02:21.000 --> 00:02:23.000]  你不理會呢?
[00:02:23.000 --> 00:02:24.000]  神就回答
[00:02:24.000 --> 00:02:26.000]  恨那你們在禁食的日子
[00:02:26.000 --> 00:02:29.000]  仍然追求自己喜歡做的事
[00:02:29.000 --> 00:02:32.000]  隨便按照他們自己所喜歡的
[00:02:32.000 --> 00:02:33.000]  自把自為
[00:02:33.000 --> 00:02:35.000]  沒有理會到神的旨意
[00:02:35.000 --> 00:02:36.000]  神的心意
[00:02:36.000 --> 00:02:38.000]  神就說你們在禁食的日子
[00:02:38.000 --> 00:02:41.000]  仍然追求自己喜歡做的事情
[00:02:41.000 --> 00:02:42.000]  然後就說
[00:02:42.000 --> 00:02:44.000]  在禁食的日子
[00:02:44.000 --> 00:02:47.000]  你們欺壓為你們作供的人
[00:02:47.000 --> 00:02:49.000]  然後說禁食的時候
[00:02:49.000 --> 00:02:51.000]  結果是什麼呢?
[00:02:51.000 --> 00:02:53.000]  就是吵鬧和打架
[00:02:53.000 --> 00:02:57.000]  用凶惡的拳頭打人
[00:02:57.000 --> 00:02:59.000]  禁食是在描寫一種
[00:02:59.000 --> 00:03:01.000]  內心對神的謙卑
[00:03:01.000 --> 00:03:04.000]  是願意聽神的話
[00:03:04.000 --> 00:03:07.000]  但是生活上沒有這樣做
[00:03:07.000 --> 00:03:10.000]  反而聖經責備他們
[00:03:10.000 --> 00:03:14.000]  在工作上欺壓自己的一些供人
[00:03:14.000 --> 00:03:17.000]  或者今天所說
[00:03:17.000 --> 00:03:18.000]  沒錯
[00:03:18.000 --> 00:03:22.000]  一間教徒開辦的公司
[00:03:22.000 --> 00:03:27.000]  可能是老闆會去上上敬拜神
[00:03:27.000 --> 00:03:29.000]  他懂得祈禱
[00:03:29.000 --> 00:03:34.000]  但是何時他仍然欺壓自己的夥計
[00:03:34.000 --> 00:03:37.000]  沒有按照夥計所應得的報酬
[00:03:37.000 --> 00:03:39.000]  薪水來給他們
[00:03:39.000 --> 00:03:42.000]  剝削他們的一些福利
[00:03:42.000 --> 00:03:44.000]  這正正是聖經所描述的
[00:03:44.000 --> 00:03:46.000]  那種矛盾的情況
[00:03:46.000 --> 00:03:49.000]  又或者有敬虔的一種表現
[00:03:49.000 --> 00:03:53.000]  但是在家裏經常責罵家人
[00:03:53.000 --> 00:03:56.000]  在朋友當中上上指責別人
[00:03:56.000 --> 00:03:59.000]  這同樣是聖經所說的那種矛盾的情況
[00:03:59.000 --> 00:04:01.000]  聖經說不要以為這些情況
[00:04:01.000 --> 00:04:04.000]  神會聽他們的禱告
[00:04:04.000 --> 00:04:05.000]  正如開始的時候
[00:04:05.000 --> 00:04:07.000]  他們問為什麼我們禁食
[00:04:07.000 --> 00:04:09.000]  你不理呢?
[00:04:09.000 --> 00:04:11.000]  言下之意就是說
[00:04:11.000 --> 00:04:13.000]  我們禁食的
[00:04:13.000 --> 00:04:15.000]  敬虔的向你表達
[00:04:15.000 --> 00:04:18.000]  為什麼好像不可行呢?
[00:04:18.000 --> 00:04:20.000]  什麼不可行呢?
[00:04:20.000 --> 00:04:22.000]  就是當時人的心想
[00:04:22.000 --> 00:04:26.000]  我們走這些宗教的活動
[00:04:26.000 --> 00:04:29.000]  應該上帝要賜福給我們
[00:04:29.000 --> 00:04:31.000]  應該給我們有好處的
[00:04:31.000 --> 00:04:33.000]  但是為什麼好像上帝沒有叫我們
[00:04:33.000 --> 00:04:35.000]  得到很多的福氣
[00:04:35.000 --> 00:04:38.000]  工作仍然是不順利
[00:04:38.000 --> 00:04:41.000]  家庭也沒有很多上帝給我們的福氣呢?
[00:04:41.000 --> 00:04:43.000]  甚至告訴他們知道
[00:04:43.000 --> 00:04:46.000]  你們是不是真的禁食呢?
[00:04:46.000 --> 00:04:49.000]  這個矛盾的一種情況
[00:04:49.000 --> 00:04:51.000]  你不要以為我會聽
[00:04:51.000 --> 00:04:54.000]  所以聖經在第四節就說到
[00:04:54.000 --> 00:04:57.000]  你們不要像今天這樣的禁食
[00:04:57.000 --> 00:04:58.000]  這種禁食
[00:04:58.000 --> 00:05:02.000]  你們的聲音是不會聽聞在天上的
[00:05:02.000 --> 00:05:03.000]  不會的
[00:05:03.000 --> 00:05:05.000]  是不會被誰聽的
[00:05:05.000 --> 00:05:06.000]  然後第五節
[00:05:06.000 --> 00:05:08.000]  神就告訴他們知道
[00:05:08.000 --> 00:05:11.000]  如果你們真的刻苦自己
[00:05:11.000 --> 00:05:13.000]  你的禁食
[00:05:13.000 --> 00:05:14.000]  沒錯
[00:05:14.000 --> 00:05:17.000]  是好像垂頭丈一斤的葦紙
[00:05:17.000 --> 00:05:20.000]  用麻布和蘆葵鋪在下面
[00:05:20.000 --> 00:05:21.000]  沒錯
[00:05:21.000 --> 00:05:23.000]  有一種好像敬虔的表現
[00:05:23.000 --> 00:05:25.000]  或者外貌
[00:05:25.000 --> 00:05:27.000]  當時的人他們禁食的時候
[00:05:27.000 --> 00:05:30.000]  會用蘆葵鋪在自己
[00:05:30.000 --> 00:05:33.000]  散在自己的頭上身上
[00:05:33.000 --> 00:05:35.000]  表述那份謙卑
[00:05:35.000 --> 00:05:38.000]  但是一種表面的敬虔
[00:05:38.000 --> 00:05:42.000]  如果沒有了一種生命的相應的表達
[00:05:42.000 --> 00:05:43.000]  聖經就說
[00:05:43.000 --> 00:05:47.000]  這種禁食不是我所要的禁食
[00:05:47.000 --> 00:05:48.000]  然後第二節聖經再說
[00:05:48.000 --> 00:05:50.000]  他說我所要的禁食
[00:05:50.000 --> 00:05:53.000]  是否真的叫你刻苦自己?
[00:05:53.000 --> 00:05:56.000]  是真的會刻苦己心呢?
[00:05:56.000 --> 00:06:00.000]  刻苦己心是表達一種謙卑的意思
[00:06:00.000 --> 00:06:01.000]  當我們想到
[00:06:01.000 --> 00:06:05.000]  我們很多時候會向神禱告
[00:06:05.000 --> 00:06:08.000]  我們會禁食求神憐憫幫助
[00:06:08.000 --> 00:06:11.000]  但是背後最重要的是什麼?
[00:06:11.000 --> 00:06:13.000]  是一種謙卑的心
[00:06:13.000 --> 00:06:15.000]  什麼是謙卑?
[00:06:15.000 --> 00:06:17.000]  謙卑是人在神面前
[00:06:17.000 --> 00:06:20.000]  很願意很坦誠地面對自己
[00:06:20.000 --> 00:06:24.000]  那種坦誠是願意承認自己的不足
[00:06:24.000 --> 00:06:26.000]  承認自己的虧欠
[00:06:26.000 --> 00:06:28.000]  承認自己的罪
[00:06:28.000 --> 00:06:29.000]  然後在一種謙卑當中
[00:06:29.000 --> 00:06:31.000]  承認這位是真神
[00:06:31.000 --> 00:06:32.000]  是偉大的上帝
[00:06:32.000 --> 00:06:35.000]  我理當去聽從祂的吩咐
[00:06:35.000 --> 00:06:36.000]  不是剛才所說
[00:06:36.000 --> 00:06:37.000]  自把自為
[00:06:37.000 --> 00:06:39.000]  做我自己喜歡做的事情
[00:06:39.000 --> 00:06:41.000]  因此謙卑的人
[00:06:41.000 --> 00:06:45.000]  是會去聽從神的旨意
[00:06:45.000 --> 00:06:47.000]  而聖經就說到
[00:06:47.000 --> 00:06:49.000]  一個人當他在神面前
[00:06:49.000 --> 00:06:52.000]  敬虔地尋求神的時候
[00:06:52.000 --> 00:06:54.000]  是會有一種生活上
[00:06:54.000 --> 00:06:57.000]  自然的一種表現
[00:06:57.000 --> 00:06:58.000]  就是他在生活中
[00:06:58.000 --> 00:07:00.000]  是會去聽神的話
[00:07:00.000 --> 00:07:04.000]  去表達出那種真實的敬虔
[00:07:04.000 --> 00:07:05.000]  但是聖經就說到
[00:07:05.000 --> 00:07:09.000]  這種敬虔沒有出現在
[00:07:09.000 --> 00:07:11.000]  這一群的以色列人當中
[00:07:11.000 --> 00:07:12.000]  然後神就告訴他們知道
[00:07:12.000 --> 00:07:15.000]  真正的敬虔是怎樣的敬虔呢?
[00:07:15.000 --> 00:07:16.000]  大家再看
[00:07:16.000 --> 00:07:19.000]  在讀第六節
[00:07:19.000 --> 00:07:20.000]  神就說
[00:07:20.000 --> 00:07:23.000]  我所揀選的禁食不是這樣嗎?
[00:07:23.000 --> 00:07:26.000]  不是要鬆開凶惡的鎖鏈
[00:07:26.000 --> 00:07:29.000]  解開惡相的繩索
[00:07:29.000 --> 00:07:31.000]  使被壓迫的獲得自由
[00:07:31.000 --> 00:07:34.000]  截斷所有的壓迫
[00:07:34.000 --> 00:07:36.000]  聖經就提到
[00:07:36.000 --> 00:07:39.000]  當人是敬虔地尋求神的時候
[00:07:39.000 --> 00:07:43.000]  他的生活會有一種真實的表現
[00:07:43.000 --> 00:07:45.000]  就是他自己行義
[00:07:45.000 --> 00:07:48.000]  也會去幫助別人
[00:07:48.000 --> 00:07:51.000]  去脫離那些不義的困所
[00:07:51.000 --> 00:07:55.000]  突然間你會很清楚看到一件事情
[00:07:55.000 --> 00:07:56.000]  上帝對我們的心意
[00:07:56.000 --> 00:08:00.000]  不單單是我們個人自己行在義當中
[00:08:00.000 --> 00:08:03.000]  同時是會留心到你身邊的人的需要
[00:08:03.000 --> 00:08:05.000]  也會去幫助
[00:08:05.000 --> 00:08:08.000]  去除掉他們身上會有的捆綁
[00:08:08.000 --> 00:08:13.000]  和各樣的壓力和迫迫
[00:08:13.000 --> 00:08:15.000]  聖經提到
[00:08:15.000 --> 00:08:17.000]  截斷所有的壓迫
[00:08:17.000 --> 00:08:18.000]  是在說
[00:08:18.000 --> 00:08:22.000]  這些都是我們關心的一些事情
[00:08:22.000 --> 00:08:24.000]  當然我們生活上體會到
[00:08:24.000 --> 00:08:26.000]  沒錯,我們基督徒未必能夠
[00:08:26.000 --> 00:08:28.000]  可以處理和回應
[00:08:28.000 --> 00:08:30.000]  社會上一切不公義的事情
[00:08:30.000 --> 00:08:32.000]  就算你身邊有很多事情
[00:08:32.000 --> 00:08:34.000]  你未必能夠完全處理
[00:08:34.000 --> 00:08:36.000]  但我想回到聖經在新約
[00:08:36.000 --> 00:08:37.000]  大家會記得
[00:08:37.000 --> 00:08:39.000]  《迦拉提書》提醒我們
[00:08:39.000 --> 00:08:42.000]  我們有了機會
[00:08:42.000 --> 00:08:46.000]  就當向眾人行善
[00:08:46.000 --> 00:08:49.000]  向信徒一家就更多如此
[00:08:49.000 --> 00:08:51.000]  聖經提醒我們
[00:08:51.000 --> 00:08:53.000]  沒錯,有些時候你未必做到
[00:08:53.000 --> 00:08:54.000]  但有些情況
[00:08:54.000 --> 00:08:56.000]  你知道是神給你的機會
[00:08:56.000 --> 00:08:58.000]  這種態度也不表示
[00:08:58.000 --> 00:09:00.000]  你是一種被動
[00:09:00.000 --> 00:09:01.000]  一有機會
[00:09:01.000 --> 00:09:03.000]  留意到的情況
[00:09:03.000 --> 00:09:05.000]  然後就把握著機會
[00:09:05.000 --> 00:09:11.000]  你都可以在其中去行公義的事情
[00:09:11.000 --> 00:09:12.000]  我想回到
[00:09:12.000 --> 00:09:15.000]  我過去曾經和電視節目提及過一位弟兄
[00:09:15.000 --> 00:09:21.000]  這位弟兄本身是做一些工程的生意
[00:09:21.000 --> 00:09:23.000]  第一次的工程
[00:09:23.000 --> 00:09:25.000]  一位材料供應商
[00:09:25.000 --> 00:09:28.000]  知道他需要一些歐洲的磚
[00:09:28.000 --> 00:09:30.000]  來做一些建築工程
[00:09:30.000 --> 00:09:32.000]  他就馬上跟他說
[00:09:32.000 --> 00:09:35.000]  他說歐洲磚個個都喜歡用
[00:09:35.000 --> 00:09:38.000]  但你知不知道現在大陸出的歐洲磚
[00:09:38.000 --> 00:09:39.000]  是很漂亮的
[00:09:39.000 --> 00:09:41.000]  即是很像歐洲磚
[00:09:41.000 --> 00:09:44.000]  沒有人可以分得開
[00:09:44.000 --> 00:09:46.000]  一直解釋給他知道
[00:09:46.000 --> 00:09:48.000]  然後說這些歐洲磚
[00:09:48.000 --> 00:09:52.000]  其實便宜一半以上
[00:09:52.000 --> 00:09:55.000]  如果你用這些磚當作是歐洲磚
[00:09:55.000 --> 00:09:58.000]  你賺多很多
[00:09:58.000 --> 00:10:01.000]  我幫助你安排
