
[00:00:00.000 --> 00:00:06.000]  請大家翻到新約加拉太書第六章
[00:00:06.000 --> 00:00:10.000]  請大家翻開新約的加拉太書第六章
[00:00:10.000 --> 00:00:17.000]  我們先看第一節
[00:00:17.000 --> 00:00:19.000]  先看第一節
[00:00:19.000 --> 00:00:25.000]  加拉太書六章第一節
[00:00:25.000 --> 00:00:29.000]  弟兄們,若有人偶然被過犯所成
[00:00:29.000 --> 00:00:33.000]  你們屬靈的人就當用溫柔的心
[00:00:33.000 --> 00:00:35.000]  把他挽回過來
[00:00:35.000 --> 00:00:39.000]  又當自己小心,恐怕也被引誘
[00:00:39.000 --> 00:00:43.000]  在這裡的第二句提到屬靈的人
[00:00:43.000 --> 00:00:46.000]  在這裡第二句提到屬靈的人
[00:00:46.000 --> 00:00:49.000]  這是今天晚上我們的題目
[00:00:49.000 --> 00:00:51.000]  這是今晚的題目
[00:00:51.000 --> 00:00:56.000]  我們要思想一個屬靈的人是怎樣的人
[00:00:56.000 --> 00:01:00.000]  我們要思想一個屬靈的人是怎樣的人
[00:01:00.000 --> 00:01:03.000]  在加拉太書裡面
[00:01:03.000 --> 00:01:08.000]  斯圖保羅十七次提到聖靈的工作
[00:01:08.000 --> 00:01:12.000]  斯圖保羅十七次提到聖靈的工作
[00:01:12.000 --> 00:01:15.000]  當聖靈的工作一步一步地
[00:01:15.000 --> 00:01:19.000]  更多在一個人身上成全的時候
[00:01:19.000 --> 00:01:21.000]  當聖靈的工作一步一步地
[00:01:21.000 --> 00:01:24.000]  更多在人的身上成全的時候
[00:01:24.000 --> 00:01:29.000]  這個人就漸漸變成一個屬靈的人
[00:01:29.000 --> 00:01:32.000]  這個人就會漸漸變成一個屬靈的人
[00:01:32.000 --> 00:01:35.000]  所以我們的答案很簡單
[00:01:35.000 --> 00:01:37.000]  所以我們的答案是很簡單的
[00:01:37.000 --> 00:01:42.000]  一個屬靈的人就是容許聖靈繼續做工
[00:01:42.000 --> 00:01:46.000]  一個屬靈的人就是容許聖靈繼續做工
[00:01:46.000 --> 00:01:50.000]  來成全他的工作在自己身上
[00:01:50.000 --> 00:01:53.000]  來成全他的工作在自己身上
[00:01:53.000 --> 00:01:57.000]  最後這個人就是一個屬靈的人
[00:01:57.000 --> 00:02:01.000]  最後這個人就成為一個屬靈的人
[00:02:01.000 --> 00:02:07.000]  讓我們來根據加拉太書的內容
[00:02:07.000 --> 00:02:10.000]  一步一步地領受這個信息
[00:02:10.000 --> 00:02:12.000]  讓我們來根據加拉太書的內容
[00:02:12.000 --> 00:02:15.000]  一步一步地領受這個信息
[00:02:15.000 --> 00:02:19.000]  聖靈工作第一步
[00:02:19.000 --> 00:02:22.000]  在第三章三節告訴我們
[00:02:22.000 --> 00:02:25.000]  在三章三節告訴我們
[00:02:25.000 --> 00:02:27.000]  三章三節
[00:02:27.000 --> 00:02:29.000]  三章第三節
[00:02:29.000 --> 00:02:33.000]  你們既靠聖靈入門
[00:02:33.000 --> 00:02:35.000]  你們既靠聖靈入門
[00:02:35.000 --> 00:02:40.000]  聖靈的第一步工作是帶領我們入門
[00:02:40.000 --> 00:02:43.000]  聖靈第一步的工作是帶領我們入門
[00:02:43.000 --> 00:02:47.000]  就是進入神的家門裏面
[00:02:47.000 --> 00:02:49.000]  是進入神的家門裏面
[00:02:49.000 --> 00:02:52.000]  成為天父的兒女
[00:02:52.000 --> 00:02:54.000]  成為天父的兒女
[00:02:54.000 --> 00:02:56.000]  這就是重生
[00:02:56.000 --> 00:02:57.000]  這就是重生
[00:02:57.000 --> 00:03:01.000]  聖靈在我們身上第一步的工作
[00:03:01.000 --> 00:03:03.000]  就是使我們重生
[00:03:03.000 --> 00:03:05.000]  聖靈在我們身上第一步的工作
[00:03:05.000 --> 00:03:07.000]  就是使我們重生
[00:03:07.000 --> 00:03:09.000]  重生有兩個意思
[00:03:09.000 --> 00:03:11.000]  重生有兩個意思
[00:03:11.000 --> 00:03:15.000]  這是重生的原文告訴我們的兩個意思
[00:03:15.000 --> 00:03:18.000]  是重生這個字的原文告訴你有兩個意思
[00:03:18.000 --> 00:03:19.000]  第一個意思
[00:03:19.000 --> 00:03:20.000]  第一個意思
[00:03:20.000 --> 00:03:23.000]  就是再生一次
[00:03:23.000 --> 00:03:25.000]  就是再生一次
[00:03:25.000 --> 00:03:29.000]  我們的父母生我們的肉身
[00:03:29.000 --> 00:03:31.000]  我們的父母生我們的肉身
[00:03:31.000 --> 00:03:37.000]  然後聖靈來生我們的靈性
[00:03:37.000 --> 00:03:40.000]  然後聖靈來生我們的靈性
[00:03:40.000 --> 00:03:45.000]  所以聖靈的生是再生一次
[00:03:45.000 --> 00:03:48.000]  所以聖靈的生是再生一次
[00:03:48.000 --> 00:03:53.000]  我們第一次的生是生在我們的家庭裏
[00:03:53.000 --> 00:03:56.000]  我們第一次的生是生在我們的家庭裏
[00:03:56.000 --> 00:04:00.000]  第二次的生是生在神的家庭裏
[00:04:00.000 --> 00:04:02.000]  第二次是生在神的家庭裏
[00:04:02.000 --> 00:04:04.000]  做了天父的兒女
[00:04:04.000 --> 00:04:06.000]  做了天父的兒女
[00:04:06.000 --> 00:04:10.000]  沒有一個未曾重生的人
[00:04:10.000 --> 00:04:13.000]  能做天父的真兒女
[00:04:13.000 --> 00:04:15.000]  沒有一個未曾重生的人
[00:04:15.000 --> 00:04:17.000]  能夠做天父真正的兒女
[00:04:17.000 --> 00:04:21.000]  一個人受洗不能使他做天父的兒女
[00:04:21.000 --> 00:04:23.000]  一個人即使他受洗禮
[00:04:23.000 --> 00:04:25.000]  都不能使他做天父的兒女
[00:04:25.000 --> 00:04:28.000]  一個人進入教會做禮拜
[00:04:28.000 --> 00:04:31.000]  不能夠使他真的成為天父的兒女
[00:04:31.000 --> 00:04:33.000]  一個人進入教會做禮拜
[00:04:33.000 --> 00:04:36.000]  都不能使他真正成為天父的兒女
[00:04:36.000 --> 00:04:41.000]  做天父的兒女的真正的條件資格是重生
[00:04:41.000 --> 00:04:45.000]  做天父的兒女的真正的條件資格就是重生
[00:04:45.000 --> 00:04:52.000]  藉著聖靈使我們得到屬天的屬神的生命
[00:04:52.000 --> 00:04:55.000]  藉著聖靈使我們得到屬天的屬神的生命
[00:04:55.000 --> 00:04:57.000]  這是入門
[00:04:57.000 --> 00:04:58.000]  這是入門
[00:04:58.000 --> 00:05:00.000]  這是重生的第一個意思
[00:05:00.000 --> 00:05:02.000]  這是重生的頭一個意思
[00:05:02.000 --> 00:05:05.000]  所以每一個基督徒生兩次的
[00:05:05.000 --> 00:05:07.000]  所以每一個基督徒是生兩次的
[00:05:07.000 --> 00:05:09.000]  第一次是母親我們生下來
[00:05:09.000 --> 00:05:11.000]  第一次是母親我們生下來
[00:05:11.000 --> 00:05:16.000]  第二次是神的聖靈把我們生下來
[00:05:16.000 --> 00:05:18.000]  第二次是神的聖靈把我們生下來
[00:05:18.000 --> 00:05:24.000]  所以每一個基督徒應該很清楚我是否重生
[00:05:24.000 --> 00:05:27.000]  所以每一個基督徒應該很清楚我是否重生
[00:05:27.000 --> 00:05:29.000]  重生的第二個意思
[00:05:29.000 --> 00:05:30.000]  重生第二個意思
[00:05:30.000 --> 00:05:34.000]  就是由上而生
[00:05:34.000 --> 00:05:36.000]  就是由上而生
[00:05:36.000 --> 00:05:39.000]  這個意思平常我們很少提到
[00:05:39.000 --> 00:05:41.000]  這個平時我有少許提到的意思
[00:05:41.000 --> 00:05:44.000]  但是是很重要的一個意思
[00:05:44.000 --> 00:05:46.000]  但是它是一個很重要的意思
[00:05:46.000 --> 00:05:48.000]  由上而生
[00:05:48.000 --> 00:05:49.000]  是由上而生
[00:05:49.000 --> 00:05:53.000]  裡面有一個新的方向
[00:05:53.000 --> 00:05:55.000]  裡面有一個新的方向
[00:05:55.000 --> 00:05:56.000]  向上
[00:05:56.000 --> 00:05:58.000]  是向上
[00:05:58.000 --> 00:06:01.000]  我們重生以前
[00:06:01.000 --> 00:06:02.000]  我們重生之前
[00:06:02.000 --> 00:06:03.000]  只是看平面的
[00:06:03.000 --> 00:06:05.000]  只是看平面的
[00:06:05.000 --> 00:06:08.000]  只是看這個世界上的物質的一切
[00:06:08.000 --> 00:06:10.000]  只是看到世界上物質的一切
[00:06:10.000 --> 00:06:13.000]  只是想到我們身體的需要
[00:06:13.000 --> 00:06:15.000]  只是想到我們肉身的需要
[00:06:15.000 --> 00:06:19.000]  保羅把這樣的人叫做屬肉體的人
[00:06:19.000 --> 00:06:22.000]  保羅把這樣的人稱為屬肉體的人
[00:06:22.000 --> 00:06:27.000]  這個肉體的需要決定他的人生的道路
[00:06:27.000 --> 00:06:30.000]  這個肉體的需要是決定了他人生的道路
[00:06:30.000 --> 00:06:34.000]  他的追求都是物質方面的追求
[00:06:34.000 --> 00:06:37.000]  他的追求都是物質方面的追求
[00:06:37.000 --> 00:06:41.000]  他的心靈是在一個死的狀態之中
[00:06:41.000 --> 00:06:43.000]  他的心靈是在一個死的狀態之中
[00:06:43.000 --> 00:06:45.000]  他的眼光是平面的
[00:06:45.000 --> 00:06:47.000]  他的眼光是平面的
[00:06:47.000 --> 00:06:49.000]  只是看世上的一切
[00:06:49.000 --> 00:06:51.000]  只是看到世上的一切
[00:06:51.000 --> 00:07:00.000]  但是一個人在生靈工作之中重生的時候
[00:07:00.000 --> 00:07:02.000]  他就開始抬起頭來
[00:07:02.000 --> 00:07:04.000]  他就開始抬起頭來
[00:07:04.000 --> 00:07:05.000]  向上看了
[00:07:05.000 --> 00:07:06.000]  往上看了
[00:07:06.000 --> 00:07:08.000]  發現了天父了
