
[00:00:00.000 --> 00:00:02.760]  在這一個日子裏面
[00:00:02.760 --> 00:00:06.640]  我們也說了亞國書最後一段經文
[00:00:06.640 --> 00:00:09.280]  在第五章的七至二十節
[00:00:09.280 --> 00:00:13.120]  在亞國書第五章的第一至第六節
[00:00:13.120 --> 00:00:14.320]  其實說了兩種人
[00:00:14.320 --> 00:00:16.840]  第一種人就是那些富足人
[00:00:16.840 --> 00:00:19.040]  富足人也不是一般的富足人
[00:00:19.040 --> 00:00:23.480]  是那些為了個人的利益而不擇手段
[00:00:23.480 --> 00:00:27.800]  為求達到自己利益的人
[00:00:27.800 --> 00:00:30.480]  一群無惡不作的富足人
[00:00:30.480 --> 00:00:33.600]  也就是說另一群人
[00:00:33.600 --> 00:00:35.640]  就是在世界裏面
[00:00:35.640 --> 00:00:39.560]  可能其中一個就是被這些無惡不作的富足人欺壓的
[00:00:39.560 --> 00:00:41.840]  一群信耶穌的人
[00:00:41.840 --> 00:00:45.600]  面對很多不公義的信徒
[00:00:45.600 --> 00:00:48.000]  在這兩個群體裏面
[00:00:48.000 --> 00:00:50.000]  亞國給了什麼提醒呢
[00:00:50.000 --> 00:00:54.280]  亞國說讓鼓勵一群受苦的
[00:00:54.280 --> 00:00:56.640]  遇到患難的信徒
[00:00:56.640 --> 00:00:59.400]  應該存著信心
[00:00:59.400 --> 00:01:04.760]  等待著耶穌再來的時候的審判
[00:01:04.760 --> 00:01:08.840]  每一個人都在上帝面前有一個公義的判斷
[00:01:08.840 --> 00:01:15.040]  在等待耶穌再來的時候的判斷
[00:01:15.040 --> 00:01:18.200]  我們應該存著什麼態度呢
[00:01:18.200 --> 00:01:22.040]  在十一月底至十二月
[00:01:22.040 --> 00:01:24.560]  平安夜的時候
[00:01:24.560 --> 00:01:27.320]  一般來說叫做「將臨期」
[00:01:27.320 --> 00:01:30.520]  「將臨期」是紀念耶穌降生
[00:01:30.520 --> 00:01:33.840]  紀念耶穌第一次降臨在地上
[00:01:33.840 --> 00:01:36.520]  為我們成就了救贖的計劃
[00:01:36.520 --> 00:01:40.840]  其實也是等待著耶穌第二次再來
[00:01:40.840 --> 00:01:42.240]  耶穌第一次來
[00:01:42.240 --> 00:01:46.040]  是預備第二次再來施行公義的審判
[00:01:46.040 --> 00:01:47.040]  接著
[00:01:47.040 --> 00:01:49.560]  在亞國書第五章第七至第八節
[00:01:49.560 --> 00:01:50.560]  亞國這樣說
[00:01:50.560 --> 00:01:54.000]  弟兄們,你們要忍耐直到主來
[00:01:54.000 --> 00:01:57.680]  看!農夫忍耐等候地裡寶貴的出產
[00:01:57.680 --> 00:02:00.520]  直等到了秋雨、春雨
[00:02:00.520 --> 00:02:03.320]  你們也當忍耐兼顧你們的心
[00:02:03.320 --> 00:02:06.320]  因為主來的日子近了
[00:02:06.320 --> 00:02:10.520]  這裡亞國用了一個很日常見的例子
[00:02:10.520 --> 00:02:13.520]  農夫種田的一個過程
[00:02:13.520 --> 00:02:18.120]  農夫很忍耐等候著地裡的出產
[00:02:18.120 --> 00:02:20.200]  農夫很期待那個收成
[00:02:20.200 --> 00:02:22.560]  直等到秋雨、春雨
[00:02:22.560 --> 00:02:23.760]  在巴勒斯坦地方
[00:02:23.760 --> 00:02:26.520]  秋雨是大約十至十二月
[00:02:26.520 --> 00:02:28.600]  有秋雨的降臨
[00:02:28.600 --> 00:02:31.560]  春雨是大約每年的三月到四月
[00:02:31.560 --> 00:02:33.120]  一個春雨的降臨
[00:02:33.120 --> 00:02:34.320]  農夫很努力的
[00:02:34.320 --> 00:02:38.000]  每一天努力的去耕種田地
[00:02:38.000 --> 00:02:39.360]  耕種完之後
[00:02:39.360 --> 00:02:41.400]  他期望有收成
[00:02:41.400 --> 00:02:43.640]  但是有一樣東西很重要
[00:02:43.640 --> 00:02:45.000]  就是雨水
[00:02:45.000 --> 00:02:48.080]  他們要等待天降下雨水
[00:02:48.080 --> 00:02:50.800]  所以秋雨、春雨是一個慣用語
[00:02:50.800 --> 00:02:54.360]  是指他們很期望一種收成的降臨
[00:02:54.360 --> 00:02:58.160]  他們很努力的、忍耐的去辛勤的工作
[00:02:58.160 --> 00:03:00.280]  每天的
[00:03:00.280 --> 00:03:03.200]  日復一日的去為田地裡面
[00:03:03.200 --> 00:03:04.800]  去做他可以做的工作
[00:03:04.800 --> 00:03:08.400]  直等到這個秋雨、春雨的降臨
[00:03:08.400 --> 00:03:10.280]  這裡是比喻著
[00:03:10.280 --> 00:03:13.280]  亞國說信徒去等待
[00:03:13.280 --> 00:03:15.840]  耶穌的審判
[00:03:15.840 --> 00:03:17.960]  來到也是一樣
[00:03:17.960 --> 00:03:19.240]  我們都是等待著
[00:03:19.240 --> 00:03:21.240]  農夫等待著地上的果子
[00:03:21.240 --> 00:03:23.640]  我們等待著天上的果子
[00:03:23.640 --> 00:03:27.320]  當信徒在面對苦難的時候
[00:03:27.320 --> 00:03:29.520]  其實有什麼反應呢?
[00:03:29.520 --> 00:03:33.440]  很多時候我們都會將焦點放在上帝那裡
[00:03:33.440 --> 00:03:36.280]  上帝為什麼我要有這樣的苦難呢?
[00:03:36.280 --> 00:03:38.760]  為什麼我要面對這樣的逆境呢?
[00:03:38.760 --> 00:03:41.560]  又或者面對其他人的埋怨
[00:03:41.560 --> 00:03:43.000]  可能其他人的埋怨就是說
[00:03:43.000 --> 00:03:45.880]  不是因為你我就不會這樣
[00:03:45.880 --> 00:03:48.080]  其他人可能對你的埋怨
[00:03:48.080 --> 00:03:50.320]  又或者你埋怨其他人
[00:03:50.320 --> 00:03:52.320]  就是說如果你不是這樣做
[00:03:52.320 --> 00:03:54.040]  我就不會這樣
[00:03:54.040 --> 00:03:58.400]  所以在面對一個大的逆境的時候
[00:03:58.400 --> 00:04:03.000]  很多時候就會有彼此埋怨的情況出現
[00:04:03.000 --> 00:04:04.040]  所以第九節
[00:04:04.040 --> 00:04:06.080]  一會兒我就要說
[00:04:06.080 --> 00:04:10.120]  亞國提醒他們不要彼此埋怨
[00:04:10.120 --> 00:04:12.720]  所以亞國鼓勵他們
[00:04:12.720 --> 00:04:14.840]  無論是哪一方的人
[00:04:14.840 --> 00:04:16.360]  無論是什麼看法的人
[00:04:16.360 --> 00:04:18.720]  我們不要埋怨哪一方
[00:04:18.720 --> 00:04:20.040]  我們都要忍耐
[00:04:20.040 --> 00:04:22.760]  直到耶穌來的時候
[00:04:22.760 --> 00:04:25.720]  一切都會水落石出
[00:04:25.720 --> 00:04:27.920]  真相大白
[00:04:27.920 --> 00:04:30.840]  農夫等待地上的果子
[00:04:30.840 --> 00:04:32.680]  所以他也要忍耐
[00:04:32.680 --> 00:04:35.400]  信徒等待天上的果子
[00:04:35.400 --> 00:04:37.080]  同樣也要忍耐
[00:04:37.080 --> 00:04:39.640]  到時就會一清二楚
[00:04:39.640 --> 00:04:44.240]  所以我們要存一個忍耐等待的心
[00:04:44.240 --> 00:04:46.720]  農夫期望修成
[00:04:46.720 --> 00:04:49.160]  他不是站著什麼都不做
[00:04:49.160 --> 00:04:51.840]  就等十二月來到
[00:04:51.840 --> 00:04:53.680]  等待三月四月來到
[00:04:53.680 --> 00:04:54.680]  不是的
[00:04:54.680 --> 00:04:58.280]  在等待過程裡他要努力辛勤的工作
[00:04:58.280 --> 00:05:02.400]  照樣信徒去忍耐等待的過程裡
[00:05:02.400 --> 00:05:04.000]  也不是什麼都不做
[00:05:04.000 --> 00:05:06.480]  而是堅定自己的心
[00:05:06.480 --> 00:05:08.240]  好好沉著
[00:05:08.240 --> 00:05:11.920]  應付每天積極的生活下去
[00:05:11.920 --> 00:05:13.160]  接著在第九節
[00:05:13.160 --> 00:05:14.280]  亞各說
[00:05:14.280 --> 00:05:16.680]  弟們,你們不要彼此埋怨
[00:05:16.680 --> 00:05:18.360]  免得受審判
[00:05:18.360 --> 00:05:21.520]  審判的主站在門前了
[00:05:21.520 --> 00:05:26.320]  亞各勉勵一群信徒不要彼此埋怨
[00:05:26.320 --> 00:05:29.920]  免得造成自己所受的試探
[00:05:29.920 --> 00:05:31.200]  原因就是
[00:05:31.200 --> 00:05:33.720]  當我們在患難的時候
[00:05:33.720 --> 00:05:35.880]  我們埋怨一些話
[00:05:35.880 --> 00:05:39.240]  其實很容易說錯話
[00:05:39.240 --> 00:05:42.040]  很容易做錯事
[00:05:42.040 --> 00:05:43.720]  所以亞各提醒
[00:05:43.720 --> 00:05:45.080]  當你遇患難的時候
[00:05:45.080 --> 00:05:47.080]  不要彼此埋怨
[00:05:47.080 --> 00:05:51.080]  免得你在埋怨的過程裡做錯事
[00:05:51.080 --> 00:05:52.640]  當主再來的時候
[00:05:52.640 --> 00:05:55.160]  進行判斷的時候
[00:05:55.160 --> 00:05:56.880]  上帝要責罰你
[00:05:56.880 --> 00:05:59.880]  既然主必再來
[00:05:59.880 --> 00:06:00.560]  快來
[00:06:00.560 --> 00:06:02.120]  眾人的事情
[00:06:02.120 --> 00:06:03.880]  都一清二楚的話
[00:06:03.880 --> 00:06:06.480]  所以是一些難分對錯
[00:06:06.480 --> 00:06:07.480]  意思就是說
[00:06:07.800 --> 00:06:09.680]  難分對錯的事情上
[00:06:09.680 --> 00:06:13.000]  我們何妨等一等
[00:06:13.000 --> 00:06:16.920]  不要自己作最終極的判斷
[00:06:16.920 --> 00:06:22.440]  等待上帝最後的判決
[00:06:22.440 --> 00:06:26.040]  這是要有一個忍耐的心
[00:06:26.040 --> 00:06:27.320]  第十至十一節
[00:06:27.320 --> 00:06:29.400]  亞各再提醒
[00:06:29.400 --> 00:06:32.120]  其實我們前人也有很多人
[00:06:32.120 --> 00:06:34.120]  給我們很多的榜樣
[00:06:34.120 --> 00:06:36.480]  在第十和十十一節說
[00:06:36.480 --> 00:06:37.040]  弟兄們
[00:06:37.040 --> 00:06:41.440]  你們不要把那先前奉主名說話的眾仙子
[00:06:41.440 --> 00:06:45.120]  當作能受苦、能忍耐的榜樣
[00:06:45.120 --> 00:06:46.920]  那先前能忍耐的人
[00:06:46.920 --> 00:06:48.800]  我們稱他們是有福的
[00:06:48.800 --> 00:06:51.800]  你們聽見過若伯的忍耐
[00:06:51.800 --> 00:06:53.680]  知道主給他的潔穀
[00:06:53.680 --> 00:06:55.800]  明顯主是滿心憐憫
[00:06:55.800 --> 00:06:57.920]  大有慈悲
[00:06:57.920 --> 00:07:01.480]  亞各提到舊約的眾仙子的榜樣
[00:07:01.480 --> 00:07:02.920]  眾仙子有很多仙子
[00:07:02.920 --> 00:07:06.400]  為了遵循上帝的道的緣故
[00:07:06.400 --> 00:07:07.880]  受了很多苦
[00:07:07.880 --> 00:07:09.600]  如果大家有看舊約聖經的話
[00:07:09.600 --> 00:07:11.440]  你會發覺有些仙子
[00:07:11.440 --> 00:07:14.960]  是因為宣講上帝的道的緣故
[00:07:14.960 --> 00:07:17.440]  連生命也沒有了
[00:07:17.440 --> 00:07:21.040]  有很多都是不受歡迎的
[00:07:21.040 --> 00:07:23.800]  講完上帝的旨意之後
[00:07:23.800 --> 00:07:27.320]  很多人對他們也有很多的壓迫
[00:07:27.320 --> 00:07:29.440]  但是這群的仙子
[00:07:29.440 --> 00:07:31.720]  為了完成上帝給他們的吩咐
[00:07:31.720 --> 00:07:33.080]  甘於忍耐
[00:07:33.080 --> 00:07:35.400]  完成上帝的旨意
[00:07:35.400 --> 00:07:37.480]  這就是這群人
[00:07:37.480 --> 00:07:40.720]  正正是信徒要學習的一個榜樣
[00:07:40.720 --> 00:07:43.400]  亞各再以若伯為例
[00:07:43.400 --> 00:07:48.520]  若伯如何在他的艱難中
[00:07:48.520 --> 00:07:49.560]  如果我們用廣東話
[00:07:49.560 --> 00:07:52.600]  若伯就是苦過弟弟
[00:07:52.600 --> 00:07:57.040]  以為最苦還不是最苦
[00:07:57.040 --> 00:07:58.840]  最苦還在後面
[00:07:58.840 --> 00:07:59.840]  家人也沒有了
[00:07:59.840 --> 00:08:02.640]  身體所有的東西都沒有了
[00:08:02.640 --> 00:08:07.040]  從頭頂到腳底都搶滿了毒瘡
[00:08:07.040 --> 00:08:10.160]  眾人也不理會他
[00:08:10.160 --> 00:08:11.200]  很苦
[00:08:11.200 --> 00:08:13.480]  但是亞各在這裡說
[00:08:13.480 --> 00:08:15.640]  這裡的重點
[00:08:15.640 --> 00:08:16.600]  亞各去看
[00:08:16.600 --> 00:08:19.360]  你看看上帝如何對待若伯
[00:08:19.360 --> 00:08:22.280]  如何引導若伯
[00:08:22.280 --> 00:08:28.720]  然後亞各其實去讓若伯這個人的榜樣
[00:08:28.720 --> 00:08:30.320]  讓我們去明白
[00:08:30.320 --> 00:08:33.880]  上帝對人的引導和看顧
[00:08:33.880 --> 00:08:38.000]  在亞各書第一章十二節說了一句話
[00:08:38.000 --> 00:08:38.840]  那裡說
[00:08:38.840 --> 00:08:41.360]  忍受試探的人是有福的
