
[00:00:00.000 --> 00:00:03.400]  今日跟大家思想是與神和好
[00:00:03.400 --> 00:00:07.000]  最近大家看報紙可能都會留意到
[00:00:07.000 --> 00:00:11.000]  最近報章有多少提及到關於一些家庭的情況
[00:00:11.000 --> 00:00:15.400]  特別有提到有一些家庭有自閉症的小朋友
[00:00:15.400 --> 00:00:19.400]  大家都體會過程中不容易
[00:00:19.400 --> 00:00:24.600]  當然亦都有一些叫我們很難過的事情發生了
[00:00:24.600 --> 00:00:26.600]  但同時我又看到一個報道
[00:00:26.600 --> 00:00:28.000]  講到關於一個家庭
[00:00:29.000 --> 00:00:31.000]  兩個小朋友都是自閉症
[00:00:31.000 --> 00:00:34.000]  而且年紀都大二十多歲
[00:00:34.000 --> 00:00:37.200]  但在報道關於這個爸爸的時候
[00:00:37.200 --> 00:00:39.200]  令我心裏面很驚訝
[00:00:39.200 --> 00:00:43.000]  因為他父親本來是一位建築師
[00:00:43.000 --> 00:00:45.400]  但他很愛惜他的子女
[00:00:45.400 --> 00:00:47.200]  所以寧願放棄自己的職業
[00:00:47.200 --> 00:00:50.400]  他就在家裏專心照顧兩個孩子成長
[00:00:50.400 --> 00:00:53.000]  他很願意付出代價
[00:00:53.000 --> 00:00:54.800]  在報道過程當中
[00:00:54.800 --> 00:00:57.400]  見到兩個孩子雖然都不小了
[00:00:57.400 --> 00:01:00.400]  但黏在爸爸旁邊依蓬著爸爸
[00:01:00.400 --> 00:01:02.200]  一種很親密的關係
[00:01:02.200 --> 00:01:04.400]  一起聊天、一起看書
[00:01:04.400 --> 00:01:06.200]  這個爸爸說:
[00:01:06.200 --> 00:01:08.200]  「沒錯,過去都很辛酸
[00:01:08.200 --> 00:01:11.200]  但現在體會到一種很溫馨的關係
[00:01:11.200 --> 00:01:13.400]  能夠和兩個孩子可以一起
[00:01:13.400 --> 00:01:15.000]  常常可以相處
[00:01:15.000 --> 00:01:17.200]  亦都見到他們一直的成長」
[00:01:17.200 --> 00:01:21.800]  生命能夠改變是因為愛
[00:01:21.800 --> 00:01:25.000]  孩子沒錯有很多他們的難處
[00:01:25.000 --> 00:01:27.600]  但愛惜孩子的父母
[00:01:27.600 --> 00:01:30.000]  體會到那種愛的關係
[00:01:30.000 --> 00:01:33.000]  能夠去改變一切
[00:01:33.000 --> 00:01:35.600]  亦都能夠帶來一種
[00:01:35.600 --> 00:01:39.400]  很美善和好的家人的關係
[00:01:39.400 --> 00:01:42.000]  我想到聖經裏面描述
[00:01:42.000 --> 00:01:44.000]  我們有一位天上的父親
[00:01:44.000 --> 00:01:46.200]  這位天上的父親
[00:01:46.200 --> 00:01:48.200]  他創造我們的生命
[00:01:48.200 --> 00:01:52.400]  沒錯,當我們被神所創造的時候
[00:01:52.400 --> 00:01:54.400]  是美善的生命
[00:01:54.800 --> 00:01:57.600]  但當人要離開上帝
[00:01:57.600 --> 00:02:00.000]  覺得我不想跟隨哪一個
[00:02:00.000 --> 00:02:03.000]  我想自己作主
[00:02:03.000 --> 00:02:05.000]  我想任意來生活
[00:02:05.000 --> 00:02:07.600]  在那個時候人犯罪
[00:02:07.600 --> 00:02:10.400]  人離開創造他的主
[00:02:10.400 --> 00:02:13.800]  但心裏面開始經歷很多不安
[00:02:13.800 --> 00:02:15.800]  經歷很多苦困
[00:02:15.800 --> 00:02:17.800]  直至他知道
[00:02:17.800 --> 00:02:21.800]  回到一位創造他的主的生命中
[00:02:21.800 --> 00:02:24.600]  他才經歷真正的平安
[00:02:25.600 --> 00:02:26.600]  當我們回想聖經
[00:02:26.600 --> 00:02:28.800]  這麼重要的福音信息的時候
[00:02:28.800 --> 00:02:32.600]  我們回想主耶穌曾經說過幾個比喻
[00:02:32.600 --> 00:02:34.800]  正在描述這種情況
[00:02:34.800 --> 00:02:37.200]  而今天我們大家重複思想
[00:02:37.200 --> 00:02:38.800]  在路加福音15章
[00:02:38.800 --> 00:02:40.800]  這個浪子的比喻
[00:02:40.800 --> 00:02:43.800]  浪子離開了他的父親
[00:02:43.800 --> 00:02:46.800]  但當他回到父親面前的時候
[00:02:46.800 --> 00:02:50.800]  他重新領受父親給他的愛和接納
[00:02:50.800 --> 00:02:52.400]  這個故事大家都熟悉
[00:02:52.400 --> 00:02:56.800]  我簡單將它重複提出一些重點
[00:02:56.800 --> 00:02:58.800]  你記得英國的小兒子
[00:02:58.800 --> 00:03:00.800]  他要分家產
[00:03:00.800 --> 00:03:01.800]  父親給他
[00:03:01.800 --> 00:03:04.800]  很快他就離開家庭
[00:03:04.800 --> 00:03:06.800]  很明顯他離開家庭
[00:03:06.800 --> 00:03:08.800]  他很想獨立地生活
[00:03:08.800 --> 00:03:10.800]  他很想過自己喜歡的生活
[00:03:10.800 --> 00:03:12.800]  去到很遠的地方
[00:03:12.800 --> 00:03:16.800]  聖經就說到他在當時生活放蕩
[00:03:16.800 --> 00:03:20.800]  他喜歡自己怎樣生活就怎樣生活
[00:03:20.800 --> 00:03:24.200]  後來經文提及到他和很多娼妓一起
[00:03:24.200 --> 00:03:27.200]  很多淫亂的生活出現了
[00:03:27.200 --> 00:03:31.200]  他將自己有的家財分了回來
[00:03:31.200 --> 00:03:34.200]  現在是我自己去作主
[00:03:34.200 --> 00:03:36.200]  我決定怎樣用
[00:03:36.200 --> 00:03:39.200]  但他浪費了這些錢財
[00:03:39.200 --> 00:03:42.200]  再加上當地有饑荒的情況
[00:03:42.200 --> 00:03:44.200]  因此他花盡一切
[00:03:44.200 --> 00:03:48.200]  因此自己落到一個很窮困的狀況
[00:03:48.200 --> 00:03:50.200]  這個時候怎麼辦呢?
[00:03:50.200 --> 00:03:53.200]  他沒有其他辦法投靠當地的一個人
[00:03:53.200 --> 00:03:55.200]  一個人給他一份工作
[00:03:55.200 --> 00:03:57.200]  做甚麼工作呢?
[00:03:57.200 --> 00:03:59.200]  餵豬
[00:03:59.200 --> 00:04:01.200]  如果你想回到當時猶太人的背景
[00:04:01.200 --> 00:04:04.200]  猶太人對豬有很大的抗拒
[00:04:04.200 --> 00:04:07.200]  認為是一些很污穢的生畜
[00:04:07.200 --> 00:04:10.200]  我們現在所說的厭惡性行業
[00:04:10.200 --> 00:04:12.200]  沒有人肯做餵豬的工作
[00:04:12.200 --> 00:04:13.200]  但他沒有選擇
[00:04:13.200 --> 00:04:15.200]  他就做餵豬
[00:04:15.200 --> 00:04:16.200]  但餵豬的時候
[00:04:16.200 --> 00:04:18.200]  他發現他看到豬吃的糧食
[00:04:18.200 --> 00:04:20.200]  我們叫做豬哨
[00:04:20.200 --> 00:04:23.200]  連那些豬哨他都很想吃
[00:04:23.200 --> 00:04:25.200]  意味著他自己沒有糧食
[00:04:25.200 --> 00:04:28.200]  你說做工都沒有收入嗎?
[00:04:28.200 --> 00:04:31.200]  可能老闆只是給他住
[00:04:31.200 --> 00:04:32.200]  沒有給他力氣
[00:04:32.200 --> 00:04:33.200]  沒有給他吃
[00:04:33.200 --> 00:04:36.200]  因此看到那些豬哨都想吃
[00:04:36.200 --> 00:04:38.200]  但如果你留心想說
[00:04:38.200 --> 00:04:41.200]  豬哨都沒有人給他
[00:04:41.200 --> 00:04:45.200]  或者說他連豬都不如
