
[00:00:00.000 --> 00:00:04.000]  在復活節、壽苦節
[00:00:04.000 --> 00:00:06.000]  這個紀念的日子當中
[00:00:06.000 --> 00:00:13.000]  星期六通常都是最沒有特色的一天
[00:00:13.000 --> 00:00:17.000]  星期五晚我們會紀念主為我們而死
[00:00:17.000 --> 00:00:18.000]  十字架
[00:00:18.000 --> 00:00:23.000]  星期日我們由悲痛變成歡樂
[00:00:23.000 --> 00:00:26.000]  我們星期一一進來崇拜的時候
[00:00:26.000 --> 00:00:29.000]  我們就看見我們充滿了歡樂
[00:00:29.000 --> 00:00:31.000]  因為主已經復活
[00:00:31.000 --> 00:00:36.000]  星期六在中間
[00:00:36.000 --> 00:00:40.000]  其實星期六是最難過的一天
[00:00:40.000 --> 00:00:47.000]  如果我們跟從門徒當日的腳蹤來走的時候
[00:00:47.000 --> 00:00:50.000]  其實星期六我給了它一個名字
[00:00:50.000 --> 00:00:54.000]  是茫茫前路的一天
[00:00:54.000 --> 00:00:56.000]  今晚我們就看看
[00:00:56.000 --> 00:01:00.000]  在這個茫茫前路的一天那種心境
[00:01:00.000 --> 00:01:09.000]  究竟我們的主耶穌怎樣帶給我們一個方向
[00:01:09.000 --> 00:01:16.000]  今日我們會特別借用彼得的經歷來看這回事
[00:01:16.000 --> 00:01:20.000]  為甚麼星期六是茫茫前路的一天呢?
[00:01:20.000 --> 00:01:24.000]  其實我們的主耶穌在祂未離開世界之前
[00:01:24.000 --> 00:01:26.000]  甚至未上十字架之前
[00:01:26.000 --> 00:01:31.000]  都已經很清楚一次又一次告訴門徒
[00:01:31.000 --> 00:01:33.000]  彼得也在其中
[00:01:33.000 --> 00:01:36.000]  我現在要受死
[00:01:36.000 --> 00:01:40.000]  但是三天之後我是會復活的
[00:01:40.000 --> 00:01:42.000]  門徒知不知道這件事呢?
[00:01:42.000 --> 00:01:43.000]  我經常在想
[00:01:43.000 --> 00:01:45.000]  門徒應該知道這件事
[00:01:45.000 --> 00:01:47.000]  耶穌說了幾次
[00:01:47.000 --> 00:01:49.000]  說完又說的了
[00:01:49.000 --> 00:01:51.000]  我想大家看聖經都知道
[00:01:51.000 --> 00:01:56.000]  但是到那件事真是發生的時候
[00:01:56.000 --> 00:02:00.000]  當耶穌真是被釘在十字架上的時候
[00:02:00.000 --> 00:02:03.000]  一班門徒看著祂死了
[00:02:03.000 --> 00:02:06.000]  整個屍體拿了下來
[00:02:06.000 --> 00:02:09.000]  看著祂等入這個墳墓那裡
[00:02:09.000 --> 00:02:12.000]  把石頭推過去的時候
[00:02:12.000 --> 00:02:14.000]  以往祂相信的東西
[00:02:14.000 --> 00:02:16.000]  祂聽過的說話
[00:02:16.000 --> 00:02:18.000]  耶穌說過我會復活
[00:02:18.000 --> 00:02:20.000]  那些說話雖然記得
[00:02:20.000 --> 00:02:23.000]  但是已經變成很不真實
[00:02:23.000 --> 00:02:27.000]  難怪我們打開約翰福音第21章的時候
[00:02:27.000 --> 00:02:30.000]  就見到一幅這樣的圖畫
[00:02:30.000 --> 00:02:35.000]  約翰福音第21章
[00:02:35.000 --> 00:02:39.000]  開始的時候
[00:02:39.000 --> 00:02:40.000]  那裡說到說
[00:02:40.000 --> 00:02:46.000]  「這時以後耶穌在提比利亞海右向門徒顯現」
[00:02:46.000 --> 00:02:49.000]  祂怎樣顯現記載在下面
[00:02:49.000 --> 00:02:54.000]  這裡是說到耶穌向門徒復活之後的顯現
[00:02:54.000 --> 00:02:56.000]  但是你們留意
[00:02:56.000 --> 00:02:58.000]  當耶穌復活了
[00:02:58.000 --> 00:03:00.000]  真是向門徒顯現的時候
[00:03:00.000 --> 00:03:03.000]  我們發覺在聖經裡面的記載
[00:03:03.000 --> 00:03:06.000]  大部分的門徒都不相信是真的復活了
[00:03:06.000 --> 00:03:08.000]  有沒有留意很有趣的
[00:03:08.000 --> 00:03:10.000]  在二萬五線路上的那兩個門徒
[00:03:10.000 --> 00:03:12.000]  耶穌見到他們面子和他們聊天
[00:03:12.000 --> 00:03:13.000]  他們都不覺得
[00:03:13.000 --> 00:03:14.000]  因為在他們心裡面
[00:03:14.000 --> 00:03:16.000]  耶穌已經死了
[00:03:16.000 --> 00:03:19.000]  那個多瑪甚至門徒告訴他
[00:03:19.000 --> 00:03:21.000]  我們見過復活的耶穌了
[00:03:21.000 --> 00:03:23.000]  但是多瑪說我不相信
[00:03:23.000 --> 00:03:25.000]  不可能的
[00:03:25.000 --> 00:03:28.000]  然後我們看到這一段一樣是這樣
[00:03:28.000 --> 00:03:30.000]  當耶穌真的向門徒顯現的時候
[00:03:30.000 --> 00:03:34.000]  你看看彼得和其他的人
[00:03:34.000 --> 00:03:36.000]  他的心情是怎樣
[00:03:36.000 --> 00:03:37.000]  那裡說到說
[00:03:37.000 --> 00:03:40.000]  第二節那裡說有西門彼得
[00:03:40.000 --> 00:03:43.000]  和稱為底土馬的多瑪
[00:03:43.000 --> 00:03:48.000]  並加利利的加拿人拿旦葉
[00:03:48.000 --> 00:03:50.000]  還有西比太的兩個兒子
[00:03:50.000 --> 00:03:53.000]  又有兩個門徒都在一處
[00:03:53.000 --> 00:03:55.000]  我不知道他記載這幾個
[00:03:55.000 --> 00:03:57.000]  特別弄了名字出來有沒有特別
[00:03:57.000 --> 00:03:58.000]  不過這幾個都是很麻煩的
[00:03:58.000 --> 00:04:00.000]  一個是紀耀彼得
[00:04:00.000 --> 00:04:02.000]  一個叫多瑪
[00:04:02.000 --> 00:04:03.000]  另外一個叫拿旦葉
[00:04:03.000 --> 00:04:07.000]  這三個都特別沒什麼信心
[00:04:07.000 --> 00:04:09.000]  這個拿旦葉大家記得了
[00:04:09.000 --> 00:04:11.000]  最初第一次耶穌見他的時候
[00:04:11.000 --> 00:04:14.000]  在拿撒勒出來有什麼好東西
[00:04:14.000 --> 00:04:16.000]  耶穌說你在樹下的時候
[00:04:16.000 --> 00:04:17.000]  我已經見到你
[00:04:17.000 --> 00:04:19.000]  就是這樣叫他做門徒
[00:04:19.000 --> 00:04:22.000]  這個拿旦葉一開始
[00:04:22.000 --> 00:04:25.000]  對耶穌沒有信心
[00:04:25.000 --> 00:04:28.000]  多瑪不用說我們都很記得
[00:04:28.000 --> 00:04:31.000]  彼得其實都一樣是這樣
[00:04:31.000 --> 00:04:33.000]  不知道是不是約翰也是
[00:04:33.000 --> 00:04:35.000]  師兄弟特意弄了這三個名字出來
[00:04:35.000 --> 00:04:37.000]  還有西比太的兩個兒子
[00:04:37.000 --> 00:04:39.000]  還有兩個門徒又不說什麼名字
[00:04:39.000 --> 00:04:42.000]  看上去肯定約翰是其中的一個
[00:04:42.000 --> 00:04:44.000]  其實都很狡猾
[00:04:44.000 --> 00:04:46.000]  他自己又不說他自己
[00:04:46.000 --> 00:04:47.000]  弄了兩個名字出來
[00:04:47.000 --> 00:04:49.000]  為什麼呢?因為跟著那幾句話就有問題了
[00:04:49.000 --> 00:04:52.000]  第三節西門彼得對他們說
[00:04:52.000 --> 00:04:53.000]  我們打魚去
[00:04:53.000 --> 00:04:55.000]  他們說我們也和你同去
[00:04:55.000 --> 00:04:56.000]  他們就出去打魚
[00:04:56.000 --> 00:04:57.000]  一下子就打到
[00:04:57.000 --> 00:04:59.000]  沒有什麼打的
