
[00:00:00.000 --> 00:00:03.140]  今日我們繼續思想聖經歷代之下
[00:00:03.140 --> 00:00:05.620]  有關於若沙法王的事
[00:00:05.620 --> 00:00:08.440]  當我想到這段經文時
[00:00:08.440 --> 00:00:10.440]  我就很自然想起一件事
[00:00:10.440 --> 00:00:12.440]  就是想起聖經的詩篇
[00:00:12.440 --> 00:00:14.940]  聖經詩篇裏面150篇
[00:00:14.940 --> 00:00:17.940]  裏面充滿著很多很寶貴的訊息
[00:00:17.940 --> 00:00:19.940]  充滿著對上帝的讚美
[00:00:19.940 --> 00:00:21.940]  對神的感恩
[00:00:21.940 --> 00:00:25.740]  而在150篇詩篇當中的第一篇第一節
[00:00:25.740 --> 00:00:30.740]  一開始就提了三個筆
[00:00:30.740 --> 00:00:33.740]  語重心長提醒我們
[00:00:33.740 --> 00:00:36.740]  不要從惡人的計謀
[00:00:36.740 --> 00:00:39.740]  不站罪人的道路
[00:00:39.740 --> 00:00:42.740]  不坐洩萬人的座位
[00:00:42.740 --> 00:00:46.740]  這三個筆是我們基督徒要常常放在心裏
[00:00:46.740 --> 00:00:49.740]  來對自己不斷提醒
[00:00:49.740 --> 00:00:51.740]  這三個筆特別提到就是
[00:00:51.740 --> 00:00:53.740]  不從惡人的計謀
[00:00:53.740 --> 00:00:56.740]  是關乎我們思想的層面
[00:00:56.740 --> 00:01:01.740]  我們不會依從惡人給我們的建議
[00:01:01.740 --> 00:01:04.740]  給我們的意見是怎樣去做
[00:01:04.740 --> 00:01:07.740]  我們是在行為上不去仿效
[00:01:07.740 --> 00:01:10.740]  聖經所說的不站是在說不行
[00:01:10.740 --> 00:01:14.740]  不是行罪人所行的路
[00:01:14.740 --> 00:01:16.740]  而第三個層面提到
[00:01:16.740 --> 00:01:20.740]  在關諾上不坐洩萬人的座位
[00:01:20.740 --> 00:01:24.740]  不會與他們同夥
[00:01:24.740 --> 00:01:27.740]  因為不坐原來的意思就是
[00:01:27.740 --> 00:01:30.740]  同夥一起的意思
[00:01:30.740 --> 00:01:35.740]  不與他們一起也要去做同流合污的事情
[00:01:35.740 --> 00:01:38.740]  聖經所提的不依從
[00:01:38.740 --> 00:01:41.740]  不仿效、不同夥
[00:01:41.740 --> 00:01:43.740]  正是你和我在今天
[00:01:43.740 --> 00:01:46.740]  面對著很多罪的試探的時候
[00:01:46.740 --> 00:01:49.740]  會出現的危險
[00:01:49.740 --> 00:01:51.740]  從每一個層面來說
[00:01:51.740 --> 00:01:55.740]  都是大致另一個層面
[00:01:55.740 --> 00:01:59.740]  因此當我們思想到罪的試探、挑戰的時候
[00:01:59.740 --> 00:02:02.740]  不依從、不仿效、不同夥
[00:02:02.740 --> 00:02:05.740]  永遠是我們要警覺的事情
[00:02:05.740 --> 00:02:07.740]  我們今天也會看回
[00:02:07.740 --> 00:02:10.740]  我們過去提及的入沙法王
[00:02:10.740 --> 00:02:14.740]  我們看他怎樣在面對的挑戰當中
[00:02:14.740 --> 00:02:18.740]  他怎樣隨火來行罪
[00:02:18.740 --> 00:02:20.740]  首先我們看回一件事情
[00:02:20.740 --> 00:02:22.740]  就是大家都會記得
[00:02:22.740 --> 00:02:26.740]  我們上次提及亞撒約沙法王
[00:02:26.740 --> 00:02:28.740]  他自己在地上的時候
[00:02:28.740 --> 00:02:30.740]  是行神的道
[00:02:30.740 --> 00:02:35.740]  聖經提到他一直都是遵守神的誡命
[00:02:35.740 --> 00:02:38.740]  他也經歷神給他很大的賜福
[00:02:38.740 --> 00:02:42.740]  因此他有能力去鞏固猶大的各個城邑
[00:02:42.740 --> 00:02:46.740]  而且他們也能夠得到很多周圍輪廓的人
[00:02:46.740 --> 00:02:47.740]  對他們的支持
[00:02:47.740 --> 00:02:49.740]  當然在這個情況下
[00:02:49.740 --> 00:02:51.740]  他們不敢去開戰
[00:02:51.740 --> 00:02:55.740]  反而是不斷進貢給以色列
[00:02:55.740 --> 00:03:00.740]  因此整個國家是國家富強、人民安居
[00:03:00.740 --> 00:03:04.740]  整個猶大國都蒙受神的保守
[00:03:04.740 --> 00:03:06.740]  在這個情況下
[00:03:06.740 --> 00:03:10.740]  其實過去的猶大國和以色列國之間
[00:03:10.740 --> 00:03:12.740]  常常有爭戰
[00:03:12.740 --> 00:03:14.740]  但是在這個情況下
[00:03:14.740 --> 00:03:18.740]  以色列國已經不敢挑起任何的戰爭
[00:03:18.740 --> 00:03:20.740]  在這個形勢下
[00:03:20.740 --> 00:03:24.740]  其實約沙法王是完全無需要介入
[00:03:24.740 --> 00:03:28.740]  以色列國的任何的爭戰
[00:03:28.740 --> 00:03:31.740]  但竟然當你讀聖經的時候會發現
[00:03:31.740 --> 00:03:35.740]  約沙法答應協助以色列王阿哈
[00:03:35.740 --> 00:03:38.740]  來攻打亞蘭軍
[00:03:38.740 --> 00:03:40.740]  結果是大敗
[00:03:40.740 --> 00:03:43.740]  剛才大家讀聖經的時候會留意到
[00:03:43.740 --> 00:03:46.740]  他是落荒而逃
[00:03:46.740 --> 00:03:48.740]  神憐憫他
[00:03:48.740 --> 00:03:51.740]  讓他雖然穿著朝服
[00:03:51.740 --> 00:03:53.740]  大家都知道他是君王
[00:03:53.740 --> 00:03:55.740]  但是上帝保守著他
[00:03:55.740 --> 00:03:58.740]  他不至於受傷害
[00:03:58.740 --> 00:04:00.740]  當他回到耶路撒冷的時候
[00:04:00.740 --> 00:04:03.740]  神就派先知來責備他
[00:04:03.740 --> 00:04:05.740]  這段經文大家剛才都留意到
[00:04:05.740 --> 00:04:09.740]  在第十九章第一到第三節
[00:04:09.740 --> 00:04:13.740]  聖經提到約沙法王回到耶路撒冷的時候
[00:04:13.740 --> 00:04:17.740]  哈拿尼的兒子耶護出來迎接他
[00:04:17.740 --> 00:04:22.740]  對他說:你怎麼可以幫助惡人
[00:04:22.740 --> 00:04:25.740]  愛那恨耶和華的人呢?
[00:04:25.740 --> 00:04:28.740]  因此耶和華的憤怒臨到你了
[00:04:28.740 --> 00:04:30.740]  然而你還有善行
[00:04:30.740 --> 00:04:32.740]  因你從國中除掉亞瑟拉
[00:04:32.740 --> 00:04:36.740]  立定心意尋求上帝
[00:04:36.740 --> 00:04:40.740]  沒錯 約沙法是一個尋求上帝的人
[00:04:40.740 --> 00:04:42.740]  但是來到這個時刻
[00:04:42.740 --> 00:04:45.740]  突然間他犯了罪
[00:04:45.740 --> 00:04:47.740]  他跌在陷阱裏面
[00:04:47.740 --> 00:04:50.740]  以神透過先知來責備他
[00:04:50.740 --> 00:04:55.740]  責備他為何要愛那些恨耶和華的人
[00:04:55.740 --> 00:04:56.740]  聖經所說
[00:04:56.740 --> 00:04:59.740]  不是叫我們不去愛護其他的人
[00:04:59.740 --> 00:05:01.740]  包括我們的敵人
[00:05:01.740 --> 00:05:03.740]  但聖經所說的是
[00:05:03.740 --> 00:05:07.740]  人沒有分彼此
[00:05:07.740 --> 00:05:12.740]  然後去做恨耶和華的人所做的事情
[00:05:12.740 --> 00:05:14.740]  但為何會發生這樣的事情
[00:05:14.740 --> 00:05:19.740]  為何梁善的君王會突然跌入陷阱裏面呢?
[00:05:19.740 --> 00:05:21.740]  剛才我們讀聖經第十八章
[00:05:21.740 --> 00:05:24.740]  其中的第一節
[00:05:24.740 --> 00:05:26.740]  很簡單
[00:05:26.740 --> 00:05:28.740]  我們上次讀過這節經文
[00:05:28.740 --> 00:05:32.740]  約沙法大有財富和尊榮
[00:05:32.740 --> 00:05:38.740]  但聖經說他與阿哈結親
[00:05:38.740 --> 00:05:41.740]  約沙法一直是遵守神的道
[00:05:41.740 --> 00:05:44.740]  所以他不會不知道阿哈王
[00:05:44.740 --> 00:05:49.740]  以色列國的君王和皇后耶洗別
[00:05:49.740 --> 00:05:54.740]  他們兩個都是極其敵對上帝的人
[00:05:54.740 --> 00:05:59.740]  他們殺了大部分在國裏面的耶和華先知
[00:05:59.740 --> 00:06:02.740]  他們敬拜巴力 敬拜亞瑟拉
[00:06:02.740 --> 00:06:08.740]  他們引導整個國家去背逆神
[00:06:08.740 --> 00:06:10.740]  也搶奪了百姓很多土地
[00:06:10.740 --> 00:06:14.740]  很多惡事作出來
[00:06:14.740 --> 00:06:18.740]  當約沙法王的國家穩定
[00:06:18.740 --> 00:06:20.740]  國富民安的時候
[00:06:20.740 --> 00:06:24.740]  突然間出現了一個問題
[00:06:24.740 --> 00:06:28.740]  他的警覺鬆弛了
