
[00:00:00.000 --> 00:00:04.480]  《約翰福音》十三章大家都熟悉的一段經文
[00:00:04.480 --> 00:00:07.800]  一般我們都會理解這段經文是講述到
[00:00:07.800 --> 00:00:12.360]  一個很崇高主耶穌很謙卑自己的行為
[00:00:12.360 --> 00:00:14.360]  祂為門徒洗腳
[00:00:14.360 --> 00:00:18.960]  但這時候我們會疏忽了這件事情所發生的處境
[00:00:18.960 --> 00:00:23.000]  大家知不知道耶穌為門徒洗腳當時在哪裡呢?
[00:00:23.000 --> 00:00:28.400]  聖經當時是講主耶穌在最後的晚餐
[00:00:28.400 --> 00:00:31.280]  當祂預備釘十字架的時候
[00:00:31.280 --> 00:00:34.000]  和門徒一起吃逾越節的晚餐
[00:00:34.000 --> 00:00:37.840]  在那個時候耶穌為門徒洗腳
[00:00:37.840 --> 00:00:43.560]  雖然《約翰福音》第十三章第一節提及逾越節以前
[00:00:43.560 --> 00:00:48.080]  其實這段經文很多的《詩經》學者很清楚地分析
[00:00:48.080 --> 00:00:50.080]  第十三章的第一節
[00:00:50.080 --> 00:00:55.040]  是開啓了在今後十三、十四、十五、十六
[00:00:55.040 --> 00:00:58.040]  一路的經文的一個引穎
[00:00:58.040 --> 00:01:02.560]  因此當講了在逾越節之前
[00:01:02.560 --> 00:01:08.240]  耶穌很願意將祂的愛很充分、很完全地向他們表達
[00:01:08.240 --> 00:01:12.360]  而之後去到逾越節晚餐的時候
[00:01:12.360 --> 00:01:14.360]  耶穌就為門徒洗腳
[00:01:14.360 --> 00:01:19.360]  因此這句話和第二節之後所講的是兩個時間
[00:01:19.360 --> 00:01:22.840]  我們知道耶穌為門徒洗腳的時候
[00:01:22.840 --> 00:01:26.640]  正是在最後晚餐的時候所做的事情
[00:01:26.640 --> 00:01:28.640]  當你讀這個故事的時候
[00:01:28.640 --> 00:01:32.640]  你發覺這個故事同時是一個比喻
[00:01:32.640 --> 00:01:34.640]  一個parable
[00:01:34.640 --> 00:01:36.640]  這個比喻不是講出來的比喻
[00:01:36.640 --> 00:01:39.640]  是做出來的比喻
[00:01:39.640 --> 00:01:45.640]  這個比喻正是比喻很快去到耶穌會寫給被釘十字架
[00:01:45.640 --> 00:01:48.640]  因此不單單是洗腳這麼簡單
[00:01:48.640 --> 00:01:52.640]  整個行動是在講述耶穌將要被釘十字架
[00:01:52.640 --> 00:01:56.640]  祂犧牲自己來拯救人
[00:01:56.640 --> 00:02:00.640]  這個拯救生命就是最偉大的福事
[00:02:00.640 --> 00:02:04.640]  因此這個洗腳正是一個好像做出來的比喻
[00:02:04.640 --> 00:02:07.640]  讓我們瞭解將會發生的事情
[00:02:07.640 --> 00:02:10.640]  我想起自己在過去很多年有一個經歷
[00:02:10.640 --> 00:02:13.640]  就是很多年之前我在加拿大讀神學的時候
[00:02:13.640 --> 00:02:15.640]  我們學校有一個老師
[00:02:15.640 --> 00:02:19.640]  他本身是從新加坡過來的一位新加坡人
[00:02:19.640 --> 00:02:21.640]  東南亞的學生就和他比較容易溝通
[00:02:21.640 --> 00:02:23.640]  很多時候聊天
[00:02:23.640 --> 00:02:24.640]  他很關心我們
[00:02:24.640 --> 00:02:28.640]  也邀請我們一群同學去他家吃飯
[00:02:28.640 --> 00:02:30.640]  當然當時做農學生
[00:02:30.640 --> 00:02:34.640]  平時也很少煮飯吃
[00:02:34.640 --> 00:02:36.640]  吃的東西都是比較簡單
[00:02:36.640 --> 00:02:40.640]  去到他家受到款待是很開心很快樂
[00:02:40.640 --> 00:02:43.640]  期待著那晚可以吃了
[00:02:43.640 --> 00:02:45.640]  就預備去他家
[00:02:45.640 --> 00:02:47.640]  去到晚上見到他的時候
[00:02:47.640 --> 00:02:49.640]  他太太很熱情地歡迎我們
[00:02:49.640 --> 00:02:50.640]  不僅如此
[00:02:50.640 --> 00:02:51.640]  一邊聊天的時候
[00:02:51.640 --> 00:02:56.640]  她就留意到我們的頭髮比較長
[00:02:56.640 --> 00:02:59.640]  她就說不如我幫你們理髮
[00:02:59.640 --> 00:03:01.640]  我們就說你會剪發嗎
[00:03:01.640 --> 00:03:02.640]  她說會的
[00:03:02.640 --> 00:03:04.640]  有了工具
[00:03:04.640 --> 00:03:07.640]  他們就幫我們剪發
[00:03:07.640 --> 00:03:10.640]  於是後來每次去他家吃飯
[00:03:10.640 --> 00:03:15.640]  他總有一兩次幫我們同學理髮
[00:03:15.640 --> 00:03:17.640]  我們很開心去他家
[00:03:17.640 --> 00:03:18.640]  我記得有一次
[00:03:18.640 --> 00:03:20.640]  當我見到這位師母
[00:03:20.640 --> 00:03:24.640]  來幫其中一位同學剪發的時候
[00:03:24.640 --> 00:03:26.640]  她沒有說一句話
[00:03:26.640 --> 00:03:29.640]  沒有教我們如何謙卑地去服侍人
[00:03:29.640 --> 00:03:32.640]  她只是一邊修剪一邊修剪
[00:03:32.640 --> 00:03:35.640]  因為我們很尊敬的一位長者
[00:03:35.640 --> 00:03:38.640]  為我們來理髮
[00:03:38.640 --> 00:03:41.640]  我就覺得是一個很深刻的印象
[00:03:41.640 --> 00:03:43.640]  刻在我心裡
[00:03:43.640 --> 00:03:44.640]  這個形象
[00:03:44.640 --> 00:03:47.640]  那種形態刻在我心裡
[00:03:47.640 --> 00:03:49.640]  當我看到這段經文的時候
[00:03:49.640 --> 00:03:51.640]  我就想起一件事情
[00:03:51.640 --> 00:03:54.640]  這也是一個做出來的比喻
[00:03:54.640 --> 00:03:57.640]  比喻什麼叫真正的服侍
[00:03:57.640 --> 00:04:00.640]  什麼叫謙卑服侍別人
[00:04:00.640 --> 00:04:01.640]  沒有說什麼話
[00:04:01.640 --> 00:04:03.640]  但是做出來
[00:04:03.640 --> 00:04:05.640]  叫我們明白
[00:04:05.640 --> 00:04:07.640]  主耶穌當時做出來
[00:04:07.640 --> 00:04:08.640]  為門徒洗腳
[00:04:08.640 --> 00:04:09.640]  沒有說很多話
[00:04:09.640 --> 00:04:11.640]  但是我們很明白
[00:04:11.640 --> 00:04:16.640]  什麼叫謙卑服侍作哺人
[00:04:16.640 --> 00:04:17.640]  師兄提到
[00:04:17.640 --> 00:04:18.640]  在當時
[00:04:18.640 --> 00:04:19.640]  一群門徒
[00:04:19.640 --> 00:04:21.640]  其實他們應該很明白
[00:04:21.640 --> 00:04:24.640]  但是其實他們當時不明白
[00:04:24.640 --> 00:04:28.640]  反而爭執誰是最偉大的
[00:04:28.640 --> 00:04:33.640]  大家看前面的路加福音第二十二章
[00:04:33.640 --> 00:04:34.640]  我們看看
[00:04:34.640 --> 00:04:39.640]  主耶穌如何教導我們去作哺人
