
[00:00:00.000 --> 00:00:03.000]  我們一樣打開剛才我們所讀的聖經
[00:00:03.000 --> 00:00:04.000]  今天我們一起研究
[00:00:04.000 --> 00:00:08.240]  肥立比書的第三章第四至第十六節
[00:00:08.240 --> 00:00:10.920]  我知道大家可以在螢光幕裏面看到
[00:00:10.920 --> 00:00:12.800]  但我仍然很想大家
[00:00:12.800 --> 00:00:14.400]  你手裏面有聖經的話
[00:00:14.400 --> 00:00:16.360]  打開聖經來一起看
[00:00:16.360 --> 00:00:18.480]  因為這段聖經相當的寶貴
[00:00:18.480 --> 00:00:21.120]  亦都是很豐富
[00:00:21.120 --> 00:00:22.560]  肥立比書的第三章
[00:00:22.560 --> 00:00:28.240]  我們今天看第四節至第十六節
[00:00:28.240 --> 00:00:31.400]  希望大家可以一起來思想
[00:00:31.400 --> 00:00:35.440]  如果你從一個角度去了解這段聖經
[00:00:35.440 --> 00:00:38.240]  這段聖經實在是非常難得
[00:00:38.240 --> 00:00:40.440]  甚至可以說是秘訣
[00:00:40.440 --> 00:00:41.920]  為甚麼呢?
[00:00:41.920 --> 00:00:45.200]  我們很多基督徒都很希望去問
[00:00:45.200 --> 00:00:48.000]  究竟我怎樣可以在屬靈上有成長
[00:00:48.000 --> 00:00:50.800]  我在信仰上怎樣可以更加盡心
[00:00:50.800 --> 00:00:53.200]  所以很多弟兄姊妹在追尋的時候
[00:00:53.200 --> 00:00:56.520]  參考很多屬靈的書籍、靈修書
[00:00:56.520 --> 00:01:00.040]  甚至我們去看看一些很偉大的信徒
[00:01:00.040 --> 00:01:01.160]  他們的榜樣
[00:01:01.160 --> 00:01:03.000]  看看他們的秘訣
[00:01:03.000 --> 00:01:05.120]  他們怎樣可以那麼愛主呢?
[00:01:05.120 --> 00:01:07.960]  為甚麼可以這樣來侍奉神呢?
[00:01:07.960 --> 00:01:08.960]  我們都很羨慕
[00:01:08.960 --> 00:01:10.600]  想看看他們的秘訣
[00:01:10.600 --> 00:01:12.520]  如果我們存一個這樣的態度
[00:01:12.520 --> 00:01:14.240]  這樣的希望的話
[00:01:14.240 --> 00:01:15.560]  今天你對了
[00:01:15.560 --> 00:01:19.280]  這段聖經就是一個最偉大的信徒
[00:01:19.280 --> 00:01:22.040]  就是保羅他的自白
[00:01:22.040 --> 00:01:23.800]  你問究竟保羅
[00:01:23.800 --> 00:01:25.720]  你怎樣可以這麼好的做基督徒
[00:01:25.720 --> 00:01:27.120]  你做得到,保羅我告訴你
[00:01:27.120 --> 00:01:28.240]  就是這段了
[00:01:28.240 --> 00:01:29.240]  所以我們這樣看的時候
[00:01:29.240 --> 00:01:31.400]  這段聖經是很寶貴的
[00:01:31.400 --> 00:01:32.280]  很寶貴的
[00:01:32.280 --> 00:01:34.480]  因為保羅坦白告訴你
[00:01:34.480 --> 00:01:37.440]  我是為甚麼能夠變成這麼好的基督徒
[00:01:37.440 --> 00:01:39.480]  好,我們一起來看看這段聖經
[00:01:39.480 --> 00:01:42.360]  這段聖經裏面有幾個很重要的步驟
[00:01:42.360 --> 00:01:44.200]  保羅說你要留心
[00:01:44.200 --> 00:01:47.720]  希望今天你和我看見保羅的榜樣的時候
[00:01:47.720 --> 00:01:49.200]  當中有些說話
[00:01:49.200 --> 00:01:50.680]  有些他的經歷
[00:01:50.680 --> 00:01:53.040]  成為你的挑戰
[00:01:53.040 --> 00:01:53.960]  成為你的挑戰
[00:01:53.960 --> 00:01:55.160]  你問你自己
[00:01:55.160 --> 00:01:57.080]  為甚麼保羅可以這樣
[00:01:57.080 --> 00:02:00.840]  為甚麼保羅可以這樣來追尋神
[00:02:00.840 --> 00:02:03.320]  我作為一個基督徒
[00:02:03.320 --> 00:02:05.000]  我信了這麼久
[00:02:05.000 --> 00:02:08.800]  究竟我是一個怎樣的情況
[00:02:08.800 --> 00:02:11.680]  一種怎樣的狀態呢?
[00:02:11.680 --> 00:02:13.400]  好,我們一起來看聖經
[00:02:13.400 --> 00:02:17.400]  讓聖經來光照你和我
[00:02:17.400 --> 00:02:18.840]  第四節開始的時候
[00:02:18.840 --> 00:02:21.560]  他說我可以靠著肉體
[00:02:21.560 --> 00:02:23.840]  如果別人以為靠肉體可以跨口
[00:02:23.840 --> 00:02:25.000]  我更加可以
[00:02:25.000 --> 00:02:26.560]  其實第三節最深的
[00:02:26.560 --> 00:02:28.960]  有些人就牙刷刷
[00:02:28.960 --> 00:02:30.680]  他是為甚麼呢?
[00:02:30.680 --> 00:02:33.640]  他說我是基督裏面的跨口
[00:02:33.640 --> 00:02:35.240]  不是靠肉體
[00:02:35.240 --> 00:02:38.480]  肉體當然不只是說我們這個身體
[00:02:38.480 --> 00:02:42.400]  肉體的意義就是靠人自己的角度
[00:02:42.400 --> 00:02:47.840]  去理解那種值得牙刷、跨口的地方
[00:02:47.840 --> 00:02:48.640]  有些人說
[00:02:48.640 --> 00:02:50.320]  你知道我多厲害嗎?
[00:02:50.320 --> 00:02:51.640]  怎樣怎樣,甚麼背景
[00:02:51.640 --> 00:02:52.960]  你明不明白我甚麼出身
[00:02:52.960 --> 00:02:56.880]  於是藉著這些這樣的基礎
[00:02:56.880 --> 00:02:58.320]  去批評保羅
[00:02:58.320 --> 00:03:01.680]  去說一些不合乎真理的話
[00:03:01.680 --> 00:03:02.920]  保羅忍無可忍說
[00:03:02.920 --> 00:03:04.880]  好啊,如果你靠著
[00:03:04.880 --> 00:03:06.080]  在人的角度來看
[00:03:06.080 --> 00:03:07.000]  你甚麼家底
[00:03:07.000 --> 00:03:08.280]  你甚麼背景
[00:03:08.280 --> 00:03:10.960]  你甚麼的成就
[00:03:10.960 --> 00:03:12.760]  保羅,不如我又說一些給你聽
[00:03:12.760 --> 00:03:14.320]  保羅很少這樣說
[00:03:14.320 --> 00:03:19.280]  他過去曾經有的這些威水史
[00:03:19.280 --> 00:03:21.360]  保羅,你既然逼到我說的時候
[00:03:21.360 --> 00:03:22.760]  你靠肉體跨口
[00:03:22.760 --> 00:03:25.920]  好,我試一下說一點給你聽
[00:03:25.920 --> 00:03:27.440]  保羅一開始說的時候
[00:03:27.440 --> 00:03:28.320]  就說了七件事
[00:03:28.320 --> 00:03:30.800]  我們今天留意看的時候
[00:03:30.800 --> 00:03:31.360]  保羅說
[00:03:31.360 --> 00:03:32.840]  你想問我這些威水的事
[00:03:32.840 --> 00:03:33.880]  我告訴你
[00:03:33.880 --> 00:03:34.760]  我不多說
[00:03:34.760 --> 00:03:35.640]  我說一點給你聽
[00:03:35.640 --> 00:03:38.520]  嚇死你
[00:03:38.520 --> 00:03:40.320]  當然對於我們今天來說
[00:03:40.320 --> 00:03:43.880]  這七件事不是那麼令我們
[00:03:43.880 --> 00:03:46.040]  嘩!的反應
[00:03:46.040 --> 00:03:48.880]  但是如果我們想像在二千年前
[00:03:48.880 --> 00:03:51.080]  他的讀者是猶太人
[00:03:51.080 --> 00:03:52.880]  猶太教的背景的人
[00:03:52.880 --> 00:03:55.120]  聽的時候就知道高手
[00:03:55.120 --> 00:03:55.560]  厲害了
[00:03:55.560 --> 00:03:57.320]  嘩!原來這麼厲害
[00:03:57.320 --> 00:03:58.000]  怎麼厲害呢?
[00:03:58.000 --> 00:03:58.400]  保羅說
[00:03:58.400 --> 00:04:00.520]  我簡單告訴你這七件事
[00:04:00.520 --> 00:04:03.680]  有四件事是我自己生下來就有
[00:04:03.680 --> 00:04:05.400]  就是我的家底
[00:04:05.400 --> 00:04:06.440]  我走出來
[00:04:06.440 --> 00:04:08.680]  我生出來就已經有了
[00:04:08.680 --> 00:04:09.960]  然後有三件事
[00:04:09.960 --> 00:04:11.800]  是我後天的努力
[00:04:11.800 --> 00:04:12.960]  我的奮鬥
[00:04:12.960 --> 00:04:13.760]  我的成就
[00:04:13.760 --> 00:04:15.360]  我的經驗
[00:04:15.360 --> 00:04:16.440]  這四件事
[00:04:16.440 --> 00:04:17.760]  在猶太人來說
[00:04:17.760 --> 00:04:19.720]  這四件事都值得
[00:04:19.720 --> 00:04:20.560]  很重要的
[00:04:20.560 --> 00:04:22.920]  因為猶太人很喜歡說他的血統
[00:04:22.920 --> 00:04:24.000]  你什麼家族出來
[00:04:24.000 --> 00:04:25.720]  你什麼支派的
[00:04:25.720 --> 00:04:26.800]  都是好像我們中國人一樣
[00:04:26.800 --> 00:04:28.880]  什麼鄉下的
[00:04:28.880 --> 00:04:30.840]  誰跟你一樣鄉下
[00:04:30.840 --> 00:04:31.440]  保羅說
[00:04:31.440 --> 00:04:32.600]  你知道我第一
[00:04:32.600 --> 00:04:34.720]  我第八天受割禮
[00:04:34.720 --> 00:04:35.800]  第八天受割禮
[00:04:35.800 --> 00:04:39.560]  就說我是正正式式的猶太人受割禮
[00:04:39.560 --> 00:04:41.640]  我是屬於神的子民
[00:04:41.640 --> 00:04:43.960]  如果你是薩馬利亞人
[00:04:43.960 --> 00:04:46.840]  你到了十三歲才被你受割禮的
[00:04:46.840 --> 00:04:48.160]  這個是習種的
[00:04:48.160 --> 00:04:49.000]  我不是習種
[00:04:49.000 --> 00:04:50.400]  我是信眾的
[00:04:50.400 --> 00:04:52.400]  不用說那些人
[00:04:52.400 --> 00:04:53.920]  如果他們是後來歸化的
[00:04:53.920 --> 00:04:55.600]  希臘人、羅馬人
[00:04:55.600 --> 00:04:57.600]  那些根本沒有受過割禮
[00:04:57.600 --> 00:04:59.880]  成年才歸化的話
[00:04:59.880 --> 00:05:01.360]  就更加沒有受割禮
[00:05:01.360 --> 00:05:04.600]  如果你要覺得猶太教很重視割禮
[00:05:04.600 --> 00:05:07.160]  因為它是屬於神的一個記號的話
[00:05:07.160 --> 00:05:08.000]  我是手足
[00:05:08.000 --> 00:05:10.720]  並且我是絕對是信眾的
[00:05:10.720 --> 00:05:12.760]  所以我是以色列族的
[00:05:12.760 --> 00:05:14.800]  我父母都是信眾的
[00:05:14.800 --> 00:05:17.680]  沒有任何其他的血統混雜的
[00:05:17.680 --> 00:05:19.840]  我是變雅敏支派的人
[00:05:19.840 --> 00:05:22.520]  為什麼說他變雅敏支派的人這麼特別呢?
[00:05:22.520 --> 00:05:24.600]  因為變雅敏支派
[00:05:24.600 --> 00:05:27.040]  是以色列王國裡面第一個皇帝
[00:05:27.040 --> 00:05:29.040]  蘇羅所出來的支派
[00:05:29.040 --> 00:05:30.400]  你問我鄉下
[00:05:30.400 --> 00:05:32.360]  我鄉下出皇帝的
[00:05:32.360 --> 00:05:34.720]  以色列國第一個皇帝就是我鄉下出來的
[00:05:34.720 --> 00:05:36.640]  我和他是同一個鄉下
[00:05:36.640 --> 00:05:37.440]  還有
[00:05:37.440 --> 00:05:38.800]  大家不要忘記
[00:05:38.800 --> 00:05:40.120]  在聖經裡面告訴我們
[00:05:40.120 --> 00:05:41.680]  當王國分裂的時候
[00:05:41.680 --> 00:05:43.720]  北角以色列雖然很多支派
[00:05:43.720 --> 00:05:46.080]  但是神一直不喜歡他們
[00:05:46.080 --> 00:05:47.720]  南角猶太雖然小小的
[00:05:47.720 --> 00:05:48.760]  只有兩個支派
[00:05:48.760 --> 00:05:51.800]  但是神一直看重南角的猶太
[00:05:51.800 --> 00:05:52.920]  在神的眼中
[00:05:52.920 --> 00:05:56.360]  南角的猶太才是神自己所揀選的
[00:05:56.360 --> 00:05:57.640]  猶太國大家知道
[00:05:57.640 --> 00:05:58.800]  裡面只有兩個支派
[00:05:58.800 --> 00:06:01.400]  其中一個就是變雅敏
[00:06:01.400 --> 00:06:03.000]  所以保羅說我是跟足
[00:06:03.000 --> 00:06:06.360]  我的祖先是跟著大衛王朝的
[00:06:06.360 --> 00:06:09.240]  是神自己一直看重的
[00:06:09.240 --> 00:06:11.840]  不是那些背棄神的人
[00:06:11.840 --> 00:06:13.080]  所以你說誰厲害呢?
