
[00:00:00.000 --> 00:00:03.000]  各位朋友 各位弟兄姊妹 轉內平安
[00:00:03.000 --> 00:00:07.000]  不知道你們有沒有聽過以下的一首詩歌
[00:00:07.000 --> 00:00:13.000]  因典太美麗 無什麼可取替
[00:00:13.000 --> 00:00:16.000]  我相信大家都應該很熟悉
[00:00:16.000 --> 00:00:19.000]  這首詩歌叫做因典太美麗
[00:00:19.000 --> 00:00:21.000]  關於這首詩歌
[00:00:21.000 --> 00:00:23.000]  記得當我讀神學院的時候
[00:00:23.000 --> 00:00:26.000]  曾經聽過一個江湖傳聞
[00:00:26.000 --> 00:00:31.000]  話說某一間教會因為這首詩歌的歌名
[00:00:31.000 --> 00:00:33.000]  叫做因典太美麗
[00:00:33.000 --> 00:00:36.000]  有太這個字
[00:00:36.000 --> 00:00:40.000]  所以不可以在崇拜裡面獻唱
[00:00:40.000 --> 00:00:42.000]  因為他們的理由是
[00:00:42.000 --> 00:00:44.000]  只是因典就是美麗
[00:00:44.000 --> 00:00:46.000]  怎會有太美麗的說法呢
[00:00:46.000 --> 00:00:49.000]  覺得太這個字很負面
[00:00:49.000 --> 00:00:51.000]  所以不准唱
[00:00:51.000 --> 00:00:54.000]  我去翻查字典
[00:00:54.000 --> 00:00:56.000]  原來太這個字
[00:00:56.000 --> 00:00:59.000]  作為一個程度副詞
[00:00:59.000 --> 00:01:01.000]  有兩個意思
[00:01:01.000 --> 00:01:05.000]  首先表示程度極大 至高
[00:01:05.000 --> 00:01:08.000]  例如太好了 太偉大了
[00:01:08.000 --> 00:01:12.000]  另外可以理解為過分 過於
[00:01:12.000 --> 00:01:16.000]  例如太多了 太熱了
[00:01:16.000 --> 00:01:22.000]  要了解上帝的因典是極美麗 至美麗
[00:01:22.000 --> 00:01:24.000]  還是過分 過於美麗呢
[00:01:24.000 --> 00:01:26.000]  首先我們要搞清楚
[00:01:26.000 --> 00:01:29.000]  到底神的因典是怎樣的一回事
[00:01:29.000 --> 00:01:32.000]  今天是禦虎期的第四個主日
[00:01:32.000 --> 00:01:34.000]  在禦虎期期間
[00:01:34.000 --> 00:01:37.000]  跟大家一起去數算上帝浩大的因典
[00:01:37.000 --> 00:01:39.000]  特別有意思
[00:01:39.000 --> 00:01:42.000]  現在跟大家一起去研讀經文
[00:01:42.000 --> 00:01:49.000]  記載在舊約文素記的二十一章四至九節
[00:01:49.000 --> 00:01:52.000]  在經文的第四節告訴我們
[00:01:52.000 --> 00:01:55.000]  原來出埃及之後的第二代以色列人
[00:01:55.000 --> 00:01:58.000]  他們願意去遵從上帝的吩咐
[00:01:58.000 --> 00:02:01.000]  往航海那條路走
[00:02:01.000 --> 00:02:04.000]  目的就是繞過以東地
[00:02:04.000 --> 00:02:08.000]  其實當時以色列人出埃及之後
[00:02:08.000 --> 00:02:12.000]  他們有三條路線去到迦南地
[00:02:12.000 --> 00:02:14.000]  另外兩條是甚麼呢
[00:02:14.000 --> 00:02:15.000]  因為這條已經說了
[00:02:15.000 --> 00:02:20.000]  河奕山起行 向紅海那邊走 繞過以東地
[00:02:20.000 --> 00:02:22.000]  另外兩條是怎樣呢
[00:02:22.000 --> 00:02:25.000]  這幅圖比較清晰一點
[00:02:25.000 --> 00:02:28.000]  首先第一條是北路線
[00:02:28.000 --> 00:02:33.000]  由南地出發 直接去到迦南那邊
[00:02:33.000 --> 00:02:35.000]  向北走
[00:02:35.000 --> 00:02:37.000]  另外是中路線
[00:02:37.000 --> 00:02:39.000]  繞過以東的北面
[00:02:39.000 --> 00:02:46.000]  經過以東的北面 去到約旦河東
[00:02:46.000 --> 00:02:50.000]  大家看到這兩條路線都是比較短的
[00:02:50.000 --> 00:02:52.000]  圖中虛線的部分
[00:02:52.000 --> 00:02:54.000]  正正是上帝所吩咐他們走的
[00:02:54.000 --> 00:02:58.000]  叫做南路線 是比較長的
[00:02:58.000 --> 00:03:00.000]  如果只是看到這裡
[00:03:00.000 --> 00:03:01.000]  大家可能會說
[00:03:01.000 --> 00:03:03.000]  這群以色列人都很聽話
[00:03:03.000 --> 00:03:05.000]  給他們一個讚
[00:03:05.000 --> 00:03:08.000]  不過相信大家看聖經
[00:03:08.000 --> 00:03:11.000]  對於聖經裏面以色列人的情況有些了解
[00:03:11.000 --> 00:03:13.000]  都會知道他們經常都是這樣
[00:03:13.000 --> 00:03:18.000]  這個讚完 那個就出事了
[00:03:18.000 --> 00:03:20.000]  所以沒有錯
[00:03:20.000 --> 00:03:22.000]  第四節之後的部分
[00:03:22.000 --> 00:03:23.000]  緊接著就告訴你
[00:03:23.000 --> 00:03:27.000]  百姓因這路難行 心中甚是煩躁
[00:03:27.000 --> 00:03:30.000]  為甚麼我括著難行這兩個字呢
[00:03:30.000 --> 00:03:34.000]  因為這兩個字其實是和合本的譯本自己加上去的
[00:03:34.000 --> 00:03:36.000]  在原文裏面是沒有這兩個字的
[00:03:36.000 --> 00:03:41.000]  所以到底這條路難行的指數是多少顆星呢
[00:03:41.000 --> 00:03:42.000]  我們是不知道的
[00:03:42.000 --> 00:03:44.000]  不過唯一能夠肯定的就是
[00:03:44.000 --> 00:03:48.000]  原本其實他們可以選擇走北路線
[00:03:48.000 --> 00:03:50.000]  或者是中間的路線都是比較短的
[00:03:50.000 --> 00:03:53.000]  不過現在他們是因為要遵從上帝的吩咐
[00:03:53.000 --> 00:03:56.000]  所以走一條比較長的路線
[00:03:56.000 --> 00:03:58.000]  其實是的
[00:03:58.000 --> 00:04:00.000]  遵從上帝的吩咐
[00:04:00.000 --> 00:04:03.000]  往往都不是走在我們人看來
[00:04:03.000 --> 00:04:06.000]  比較順一點或者短一點的路程
[00:04:06.000 --> 00:04:09.000]  信仰的路從來都是沒有捷徑的
[00:04:09.000 --> 00:04:14.000]  而其中一樣很考驗人的功課
[00:04:14.000 --> 00:04:16.000]  就是忍耐
[00:04:16.000 --> 00:04:20.000]  而悉尼人正正就是因為這條路而失去了耐性
[00:04:20.000 --> 00:04:22.000]  所以他們心中甚是煩躁
[00:04:22.000 --> 00:04:25.000]  我們人是有感受 有情緒
[00:04:25.000 --> 00:04:27.000]  這個絕對可以理解
[00:04:27.000 --> 00:04:28.000]  不過問題是
[00:04:28.000 --> 00:04:31.000]  之後的行動就是關鍵了
[00:04:31.000 --> 00:04:34.000]  第五節告訴我們
[00:04:34.000 --> 00:04:36.000]  他說失去耐性的結果
[00:04:36.000 --> 00:04:40.000]  就是這些以色列人怨毒神和摩西
[00:04:40.000 --> 00:04:42.000]  在原文裏面
[00:04:42.000 --> 00:04:45.000]  怨毒的意思就是說話針對
[00:04:45.000 --> 00:04:51.000]  以色列人在出埃及之後的日子裏面
[00:04:51.000 --> 00:04:53.000]  他們有很多次都去埋怨
[00:04:53.000 --> 00:04:55.000]  不過他們的對象都是人
[00:04:55.000 --> 00:05:00.000]  首先他們最主要的針對對象一定是摩西
[00:05:00.000 --> 00:05:03.000]  但有時候都會埋怨阿倫
[00:05:03.000 --> 00:05:07.000]  但從來沒有一次是直接去埋怨神
[00:05:07.000 --> 00:05:09.000]  所以這裏是第一次出現
[00:05:09.000 --> 00:05:11.000]  亦是最後一次
[00:05:11.000 --> 00:05:13.000]  表明了他們很確認
[00:05:13.000 --> 00:05:14.000]  他們所經歷的一切
[00:05:14.000 --> 00:05:17.000]  全部都是因為神的緣故
[00:05:17.000 --> 00:05:24.000]  我們人總是很喜歡扮演受害者的角色
[00:05:24.000 --> 00:05:28.000]  同時都傾向將我們的苦況誇大
[00:05:28.000 --> 00:05:31.000]  而今次以色列人他們埋怨的內容
[00:05:31.000 --> 00:05:32.000]  如果大家去看的話
[00:05:32.000 --> 00:05:36.000]  其實和他們過往的埋怨都沒有太大分別
[00:05:36.000 --> 00:05:38.000]  來來去去都是那些
[00:05:38.000 --> 00:05:41.000]  他們都是控訴神和摩西
[00:05:41.000 --> 00:05:43.000]  由埃及去領他們出來
[00:05:43.000 --> 00:05:46.000]  去一個沒有糧沒有水的地方
[00:05:46.000 --> 00:05:48.000]  好像有心靠海
[00:05:48.000 --> 00:05:50.000]  要他們死在那裏
[00:05:50.000 --> 00:05:54.000]  他們又說我們的心厭惡者淡薄的食物
[00:05:54.000 --> 00:05:58.000]  淡薄的意思原來就是解為可比的
[00:05:58.000 --> 00:06:00.000]  沒有價值的
[00:06:00.000 --> 00:06:04.000]  其實他們沒有說清楚那些食物是甚麼
[00:06:04.000 --> 00:06:06.000]  其實我都很好奇想知道
[00:06:06.000 --> 00:06:07.000]  但他們沒有說
[00:06:07.000 --> 00:06:09.000]  總之對他們來說
[00:06:09.000 --> 00:06:12.000]  那些東西根本不是食物
[00:06:12.000 --> 00:06:15.000]  或者俗一點說不是人吃的
[00:06:15.000 --> 00:06:16.000]  對於他們來說
[00:06:16.000 --> 00:06:19.000]  我們沒有食物啊上帝
[00:06:19.000 --> 00:06:21.000]  面對著這班以色列人
[00:06:21.000 --> 00:06:23.000]  說的這番說話
[00:06:23.000 --> 00:06:25.000]  他們的埋怨
[00:06:25.000 --> 00:06:30.000]  今次上帝又如何去處理呢?
[00:06:30.000 --> 00:06:32.000]  第六節告訴你
[00:06:32.000 --> 00:06:35.000]  神在沒有任何口頭的回應之下
[00:06:35.000 --> 00:06:40.000]  就直接猜探火蛇進入百姓的中間去攻擊他們
[00:06:40.000 --> 00:06:43.000]  這些蛇被稱為火蛇
[00:06:43.000 --> 00:06:46.000]  可能是因為被這些蛇咬過之後
[00:06:46.000 --> 00:06:52.000]  人就有那種被火灼傷的很強烈的感受
[00:06:52.000 --> 00:06:55.000]  不知道大家看經文的時候會不會想
[00:06:55.000 --> 00:07:00.000]  為甚麼是蛇而不是其他動物呢?
[00:07:00.000 --> 00:07:02.000]  應該可以有其他動物的
[00:07:02.000 --> 00:07:08.000]  為甚麼上帝就是猜探火蛇呢?
[00:07:08.000 --> 00:07:09.000]  有學者說
[00:07:09.000 --> 00:07:14.000]  用蛇來作為刑罰的工具不是隨便選的
[00:07:14.000 --> 00:07:21.000]  而是因為蛇在埃及是代表著能力的
[00:07:21.000 --> 00:07:25.000]  原來今次刑罰有一個很特別的地方
[00:07:25.000 --> 00:07:29.000]  就是被蛇咬的人不會馬上死亡
[00:07:29.000 --> 00:07:30.000]  和以前不同
[00:07:30.000 --> 00:07:33.000]  以前很多刑罰會帶來即時的死亡
[00:07:33.000 --> 00:07:36.000]  但今次不是
[00:07:36.000 --> 00:07:38.000]  面對上帝的刑罰
[00:07:38.000 --> 00:07:39.000]  我們都知道
[00:07:39.000 --> 00:07:41.000]  以色列人就會做一件事
[00:07:41.000 --> 00:07:43.000]  很多時候他們都是這樣做
[00:07:43.000 --> 00:07:48.000]  就是求摩西去為他們代求
[00:07:48.000 --> 00:07:51.000]  第七節是他們請求的內容
[00:07:51.000 --> 00:07:53.000]  在這個請求的內容裡
[00:07:53.000 --> 00:07:56.000]  我們見到他們悔改認罪
[00:07:56.000 --> 00:07:58.000]  內容有兩個部分
[00:07:58.000 --> 00:08:00.000]  首先他們去承認
[00:08:00.000 --> 00:08:03.000]  他們因為這些說話的針對
[00:08:03.000 --> 00:08:05.000]  針對的對象是神和摩西
[00:08:05.000 --> 00:08:07.000]  所以他們犯了罪
[00:08:07.000 --> 00:08:08.000]  他們知道
[00:08:08.000 --> 00:08:12.000]  接下來他們就請求摩西去向神祈禱
[00:08:12.000 --> 00:08:16.000]  叫那些蛇離開他們
[00:08:16.000 --> 00:08:19.000]  摩西為百姓去禱告
[00:08:19.000 --> 00:08:21.000]  但他禱告的內容
[00:08:21.000 --> 00:08:22.000]  他的禱文是甚麼呢?
[00:08:22.000 --> 00:08:24.000]  英文沒有說
[00:08:24.000 --> 00:08:25.000]  因為重要的是
[00:08:25.000 --> 00:08:26.000]  在聽禱告之後
[00:08:26.000 --> 00:08:29.000]  他有甚麼回應呢?
[00:08:29.000 --> 00:08:31.000]  邀請大家一起讀出
[00:08:31.000 --> 00:08:34.000]  文素記二十一章八至九節
[00:08:34.000 --> 00:08:35.000]  預備起
[00:08:35.000 --> 00:08:37.000]  耶和華對摩西說
[00:08:37.000 --> 00:08:39.000]  你製造一條火蛇
[00:08:39.000 --> 00:08:41.000]  掛在竿子上
[00:08:41.000 --> 00:08:44.000]  犯被咬的一望者死
[00:08:44.000 --> 00:08:46.000]  就必得活
[00:08:46.000 --> 00:08:49.000]  摩西便製造一條銅蛇
[00:08:49.000 --> 00:08:51.000]  掛在竿子上
[00:08:51.000 --> 00:08:56.000]  犯被蛇咬的一望者銅蛇就活了
[00:08:56.000 --> 00:08:57.000]  我們見到
[00:08:57.000 --> 00:09:01.000]  上帝申呼摩西去製造一條火蛇
[00:09:01.000 --> 00:09:03.000]  將它掛在竿子上
[00:09:03.000 --> 00:09:08.000]  而摩西選擇用銅作為造蛇的物料
[00:09:08.000 --> 00:09:13.000]  相信可能因為銅和火的顏色比較相近
[00:09:13.000 --> 00:09:16.000]  不過值得留意的是
[00:09:16.000 --> 00:09:19.000]  英文出現的「竿子」這句字眼
[00:09:19.000 --> 00:09:21.000]  原來「竿子」不只是單純指
[00:09:21.000 --> 00:09:25.000]  將一條銅蛇掛在上面的柱這麼簡單
[00:09:25.000 --> 00:09:28.000]  原來「竿子」在原文裡
[00:09:28.000 --> 00:09:31.000]  是指「大旗」「升旗」
[00:09:31.000 --> 00:09:33.000]  如果用我們現在的說話
[00:09:33.000 --> 00:09:35.000]  就是「軍旗」
[00:09:35.000 --> 00:09:37.000]  「軍旗」就是宣示主權
[00:09:37.000 --> 00:09:41.000]  和彰顯擁有者能力的意義
[00:09:41.000 --> 00:09:43.000]  剛才我們說了
[00:09:43.000 --> 00:09:46.000]  蛇在埃及代表著能力
[00:09:46.000 --> 00:09:50.000]  所以其實將銅蛇掛在竿子上
[00:09:50.000 --> 00:09:52.000]  掛在大旗上
[00:09:52.000 --> 00:09:54.000]  其實就是上帝在顯示
[00:09:54.000 --> 00:09:57.000]  他的能力遠超埃及人的能力
[00:09:57.000 --> 00:10:00.000]  而神的能力可以帶來死亡
[00:10:00.000 --> 00:10:03.000]  但也可以帶來醫治
[00:10:03.000 --> 00:10:05.000]  因為犯被蛇咬的
[00:10:05.000 --> 00:10:07.000]  他們只要願意望
[00:10:07.000 --> 00:10:10.000]  這條掛在竿子上的銅蛇
[00:10:10.000 --> 00:10:12.000]  就能夠活著
[00:10:12.000 --> 00:10:14.000]  不用死
[00:10:14.000 --> 00:10:17.000]  看到這裡
[00:10:17.000 --> 00:10:19.000]  不知道大家能否看到
[00:10:19.000 --> 00:10:23.000]  上帝真的充滿著恩典和憐憫
[00:10:23.000 --> 00:10:25.000]  其實他絕對可以不用理會
[00:10:25.000 --> 00:10:28.000]  這群罪有應得的以色列人
[00:10:28.000 --> 00:10:29.000]  就由得他們吧
[00:10:29.000 --> 00:10:32.000]  但上帝理會他們
[00:10:32.000 --> 00:10:35.000]  而且上帝所做的事
[00:10:35.000 --> 00:10:39.000]  比人要求他做的更多
[00:10:39.000 --> 00:10:43.000]  我們上次比較第七節和第八節
[00:10:43.000 --> 00:10:44.000]  在第七節裡
[00:10:44.000 --> 00:10:47.000]  我們看到當時以色列人求神
[00:10:47.000 --> 00:10:50.000]  讓這些蛇離開他們
[00:10:50.000 --> 00:10:52.000]  他們不想再被蛇咬
[00:10:52.000 --> 00:10:55.000]  但第八節告訴他們
[00:10:55.000 --> 00:10:59.000]  上帝不但使蛇離開他們
[00:10:59.000 --> 00:11:02.000]  他更主動為這群被咬
[00:11:02.000 --> 00:11:04.000]  但還未死的人
[00:11:04.000 --> 00:11:06.000]  提供了醫治的方法
[00:11:06.000 --> 00:11:09.000]  而且這個方法更是
[00:11:09.000 --> 00:11:12.000]  送給人一個很寶貴的禮物
[00:11:12.000 --> 00:11:14.000]  就是自由
[00:11:14.000 --> 00:11:18.000]  神給人有選擇的自由
[00:11:18.000 --> 00:11:21.000]  如果想得到醫治
[00:11:21.000 --> 00:11:23.000]  人可以選擇透過行動
[00:11:23.000 --> 00:11:25.000]  去表達自己的意願
[00:11:25.000 --> 00:11:28.000]  就是看那條銅蛇
[00:11:28.000 --> 00:11:31.000]  給人有自由去做選擇
[00:11:31.000 --> 00:11:32.000]  這是神的愛
[00:11:32.000 --> 00:11:34.000]  這是恩典
[00:11:37.000 --> 00:11:40.000]  在第九節裡
[00:11:40.000 --> 00:11:42.000]  經文描述
[00:11:42.000 --> 00:11:46.000]  百姓一看見銅蛇就活了
[00:11:46.000 --> 00:11:49.000]  原來裡面這個望
[00:11:49.000 --> 00:11:52.000]  是有專注去看的意思
[00:11:52.000 --> 00:11:55.000]  有時候更會翻譯為
[00:11:55.000 --> 00:11:59.000]  注視仰望
[00:11:59.000 --> 00:12:02.000]  意思是他們不是怯望
[00:12:02.000 --> 00:12:06.000]  不是隨隨便便就算了
[00:12:06.000 --> 00:12:08.000]  而是他們一心一意
[00:12:08.000 --> 00:12:10.000]  相信上帝的說話
[00:12:10.000 --> 00:12:13.000]  全神貫注去仰望
[00:12:13.000 --> 00:12:15.000]  醫治的恩典
[00:12:15.000 --> 00:12:20.000]  他們想去得著
[00:12:20.000 --> 00:12:21.000]  各位姊妹
[00:12:21.000 --> 00:12:23.000]  如果我們嘗試穿越
[00:12:23.000 --> 00:12:26.000]  去到當時的情況
[00:12:26.000 --> 00:12:30.000]  想像我們是其中一個被蛇咬的人
[00:12:30.000 --> 00:12:33.000]  你又會怎樣去選擇呢?
[00:12:33.000 --> 00:12:36.000]  你望還是不望呢?
[00:12:36.000 --> 00:12:38.000]  可能有些人會想
[00:12:38.000 --> 00:12:40.000]  望一下就行
[00:12:40.000 --> 00:12:44.000]  有沒有這麼容易得著呢?
[00:12:44.000 --> 00:12:48.000]  這些時候當然要自己救自己
[00:12:48.000 --> 00:12:51.000]  要和蛇拼搏到底
[00:12:51.000 --> 00:12:53.000]  和死過一樣
[00:12:53.000 --> 00:12:56.000]  還是你會選擇
[00:12:56.000 --> 00:12:58.000]  望!當然是望!
[00:12:58.000 --> 00:13:00.000]  那是唯一的盼望
[00:13:00.000 --> 00:13:06.000]  是唯一的出路
[00:13:06.000 --> 00:13:07.000]  現在當我們看的時候
[00:13:07.000 --> 00:13:08.000]  我們就會想
[00:13:08.000 --> 00:13:10.000]  在那些情況之下
[00:13:10.000 --> 00:13:12.000]  當然會望
[00:13:12.000 --> 00:13:14.000]  怎會有人這麼傻
[00:13:14.000 --> 00:13:17.000]  會不望呢?
[00:13:17.000 --> 00:13:20.000]  當時那些人到底做了什麼選擇
[00:13:20.000 --> 00:13:23.000]  你和我可能都不知道
[00:13:23.000 --> 00:13:25.000]  但是在新約裡面
[00:13:25.000 --> 00:13:27.000]  我們見到主耶穌正正是
[00:13:27.000 --> 00:13:30.000]  引用了這件事情
[00:13:30.000 --> 00:13:34.000]  來說明祂的救贖事供
[00:13:34.000 --> 00:13:36.000]  主耶穌在約翰福音
[00:13:36.000 --> 00:13:38.000]  三章十四至十五節
[00:13:38.000 --> 00:13:39.000]  很清楚地說
[00:13:39.000 --> 00:13:41.000]  「摩西在曠野怎樣舉蛇
[00:13:41.000 --> 00:13:44.000]  人子也必照樣被舉起來
[00:13:44.000 --> 00:13:48.000]  而一齊信他的道德永生」
[00:13:48.000 --> 00:13:50.000]  原來在舊約裡面
[00:13:50.000 --> 00:13:53.000]  同蛇被掛在各個竿子上
[00:13:53.000 --> 00:13:54.000]  犯被蛇咬的
[00:13:54.000 --> 00:13:57.000]  只要一望這條銅蛇
[00:13:57.000 --> 00:14:00.000]  就能夠活過來
[00:14:00.000 --> 00:14:03.000]  原來這一切是在預表著
