
[00:00:00.000 --> 00:00:07.200]  公督圣经旧约约拿书四章一到十一节
[00:00:07.200 --> 00:00:12.600]  这是令约拿大大不悦甚至发怒
[00:00:12.600 --> 00:00:15.600]  他就向耶和华祷告说
[00:00:15.600 --> 00:00:21.200]  耶和华这不就是我人在本国的时候所说的吗
[00:00:21.200 --> 00:00:25.200]  我知道你是有恩惠有怜悯的上帝
[00:00:25.200 --> 00:00:28.800]  不轻易发怒有丰盛的慈爱
[00:00:28.800 --> 00:00:33.000]  并且会改变主意不降那灾难
[00:00:33.000 --> 00:00:38.000]  我就是因为这样才急速逃往他失去的呀
[00:00:38.000 --> 00:00:42.000]  耶和华现在求你取走我的性命吧
[00:00:42.000 --> 00:00:45.600]  因为我死了比活着更好
[00:00:45.600 --> 00:00:51.000]  耶和华说你这样发怒对吗
[00:00:51.000 --> 00:00:54.800]  约拿出城坐在城的东边
[00:00:54.800 --> 00:00:58.000]  在那里为自己搭了一个棚
[00:00:58.000 --> 00:01:01.000]  他坐在棚的阴下
[00:01:01.000 --> 00:01:04.600]  要看看城里会发生什么事
[00:01:04.600 --> 00:01:08.200]  耶和华上帝安排了一颗蜱蚂
[00:01:08.200 --> 00:01:11.000]  使他身长高过约拿
[00:01:11.000 --> 00:01:13.600]  影子遮盖他的头
[00:01:13.600 --> 00:01:16.000]  使他免受苦难
[00:01:16.000 --> 00:01:19.800]  约拿因这颗蜱蚂大大欢喜
[00:01:19.800 --> 00:01:23.200]  次日凌晨次日凌明
[00:01:23.200 --> 00:01:26.200]  上帝却安排一条虫来咬这蜱蚂
[00:01:26.200 --> 00:01:28.400]  以致枯干
[00:01:28.400 --> 00:01:30.400]  太阳出来的时候
[00:01:30.400 --> 00:01:33.400]  上帝安排炎热的东风
[00:01:33.400 --> 00:01:37.600]  太阳暴晒约拿的头使他发昏
[00:01:37.600 --> 00:01:40.000]  他就为自己求死说
[00:01:40.000 --> 00:01:42.800]  我死了比活着更好
[00:01:42.800 --> 00:01:45.200]  上帝对约拿说
[00:01:45.200 --> 00:01:48.800]  你因这颗蜱蚂这样发怒对吗
[00:01:48.800 --> 00:01:50.400]  他说
[00:01:50.400 --> 00:01:54.000]  我发怒以至于死都是对的
[00:01:54.000 --> 00:01:55.600]  耶和华说
[00:01:55.600 --> 00:01:58.800]  这颗蜱蚂你没有为它操劳
[00:01:58.800 --> 00:02:01.600]  也不是你使它长大的
[00:02:01.600 --> 00:02:03.600]  它一夜生长
[00:02:03.600 --> 00:02:05.200]  一夜枯死
[00:02:05.200 --> 00:02:07.600]  你尚且爱惜
[00:02:07.600 --> 00:02:10.800]  何况这泥泥微大城
[00:02:10.800 --> 00:02:13.400]  其中不能分辨左右手的
[00:02:13.400 --> 00:02:16.000]  就有十二万多人
[00:02:16.000 --> 00:02:18.600]  还有许多牲畜
[00:02:18.600 --> 00:02:22.200]  我岂能不爱惜吗
[00:02:22.200 --> 00:02:24.200]  这是上主的话
[00:02:24.200 --> 00:02:26.200]  感谢主
[00:02:26.200 --> 00:02:31.400]  今天我们请了林海虹传道
[00:02:31.400 --> 00:02:32.800]  跟我们正道
[00:02:32.800 --> 00:02:36.200]  题目是《已然的照命,未然的生命》
[00:02:36.200 --> 00:02:38.200]  请林传道
[00:02:38.200 --> 00:02:42.600]  好 恩乔坛弟兄姐妹平安
[00:02:42.600 --> 00:02:47.000]  这道恩乔坛是新成立的一个普通话坛
[00:02:47.000 --> 00:02:50.600]  非常地感恩能够在这里
[00:02:50.600 --> 00:02:53.000]  跟大家一起分享
[00:02:53.000 --> 00:02:55.200]  好的 谢谢
[00:02:55.200 --> 00:03:00.000]  我们来到这里我们先一起祷告开始
[00:03:00.000 --> 00:03:04.200]  亲爱的天父 我们感谢你
[00:03:04.200 --> 00:03:08.200]  是你自己的恩典使我们能够遭拒在这里
[00:03:08.200 --> 00:03:11.000]  我们看到一个年轻的堂
[00:03:11.000 --> 00:03:12.800]  一个新生的堂会
[00:03:12.800 --> 00:03:14.600]  在你的恩典当中成立
[00:03:14.600 --> 00:03:18.000]  孩子相信当中有经过许多的祷告
[00:03:18.000 --> 00:03:19.800]  许多的寻求
[00:03:19.800 --> 00:03:22.200]  能够得见你自己的异象
[00:03:22.200 --> 00:03:25.800]  也盼望这个堂能够成为普通话群体
[00:03:25.800 --> 00:03:28.400]  华语群体的一个祝福
[00:03:28.400 --> 00:03:30.000]  愿你亲自地来恩代
[00:03:30.000 --> 00:03:33.200]  也祝福今天的圣经的宣讲
[00:03:33.200 --> 00:03:35.400]  祝福我们在你面前的分享
[00:03:35.400 --> 00:03:37.600]  愿你自己的圣灵在当中带领
[00:03:37.600 --> 00:03:42.000]  使讲的和听的都一同蒙圣灵自己的造就
[00:03:42.000 --> 00:03:44.400]  奉主耶稣基督圣明恳求
[00:03:44.400 --> 00:03:46.800]  阿们
[00:03:46.800 --> 00:03:49.800]  好 今天我跟大家来分享的这个
[00:03:49.800 --> 00:03:52.000]  是《以然的造命》和《蔚蓝的生命》
[00:03:52.000 --> 00:03:54.600]  我相信如果对于普通话人士呢
[00:03:54.600 --> 00:03:56.800]  应该是很明白什么叫以然
[00:03:56.800 --> 00:03:58.000]  什么叫蔚蓝
[00:03:58.000 --> 00:04:00.000]  那以然就是已经预备好的
[00:04:00.000 --> 00:04:02.000]  蔚蓝就是还没预备好
[00:04:02.000 --> 00:04:03.400]  那么在开始讲之前
[00:04:03.400 --> 00:04:07.400]  我跟大家分享一个小小的故事
[00:04:07.400 --> 00:04:09.200]  或者一部电影
[00:04:09.200 --> 00:04:10.800]  是在前几年呢
[00:04:10.800 --> 00:04:13.600]  迪士尼出品的一个动画的影片
[00:04:13.600 --> 00:04:14.800]  叫《摩海奇缘》
[00:04:14.800 --> 00:04:17.000]  我不知道当中有没有看过的呢
[00:04:17.000 --> 00:04:19.200]  有没有 很多人看过对不对
[00:04:19.200 --> 00:04:20.600]  那这《摩海奇缘》呢
[00:04:20.600 --> 00:04:22.600]  其实我觉得它是一个
[00:04:22.600 --> 00:04:25.000]  关乎一个呼昭的一部电影
[00:04:25.000 --> 00:04:28.600]  当中记述了一个小女孩叫穆安娜
[00:04:28.600 --> 00:04:31.200]  那穆安娜她是寻求生命呼昭的
[00:04:31.200 --> 00:04:33.000]  这样的一个故事
[00:04:33.000 --> 00:04:34.800]  这穆安娜是谁呢
[00:04:34.800 --> 00:04:37.800]  她是南太平洋上面的一个
[00:04:37.800 --> 00:04:39.200]  酒掌的女儿
[00:04:39.200 --> 00:04:41.800]  那她有一个很
[00:04:41.800 --> 00:04:43.600]  天生下来就有一个
[00:04:43.600 --> 00:04:45.600]  一个特别的使命
[00:04:45.600 --> 00:04:48.600]  就是要成为酒掌的第一继承人
[00:04:48.600 --> 00:04:51.000]  她要接她爸爸的帮
[00:04:51.000 --> 00:04:52.800]  但是她好像
[00:04:52.800 --> 00:04:54.800]  心里还有一个的使命呢
[00:04:54.800 --> 00:04:59.000]  就是她自小就被拣选成为一个要
[00:04:59.000 --> 00:05:02.200]  归还海洋之心的这样的一个造命
[00:05:02.200 --> 00:05:03.600]  作为酒掌的女儿
[00:05:03.600 --> 00:05:05.400]  也作为第一继承人
[00:05:05.400 --> 00:05:07.400]  那她好像有更大的职责
[00:05:07.400 --> 00:05:08.800]  或者更天然的职责
[00:05:08.800 --> 00:05:11.800]  就是要去成为酒掌接班人
[00:05:11.800 --> 00:05:13.400]  带领好自己的族人
[00:05:13.400 --> 00:05:15.000]  这个是她的一个
[00:05:15.000 --> 00:05:18.000]  一个与生俱来的一个使命
[00:05:18.000 --> 00:05:21.600]  那么当她在面对这些
[00:05:21.600 --> 00:05:22.600]  张力的时候
[00:05:22.600 --> 00:05:25.000]  一方面是心里的那个造命
[00:05:25.000 --> 00:05:27.200]  我要去归还海洋之心
[00:05:27.200 --> 00:05:29.000]  一方面是她的一个生来
[00:05:29.000 --> 00:05:32.000]  与生生来的那种的使命
[00:05:32.000 --> 00:05:33.400]  要成为酒掌继承人
[00:05:33.400 --> 00:05:35.000]  她应该怎么样选择呢
[00:05:35.000 --> 00:05:37.200]  其实她在她的年代
[00:05:37.200 --> 00:05:40.000]  那个海已经不像她爸爸年代的海
[00:05:40.000 --> 00:05:41.600]  就变得非常的危险
[00:05:41.600 --> 00:05:45.000]  所以她自小就被她的父母禁止
[00:05:45.000 --> 00:05:46.200]  可以出海的
[00:05:46.200 --> 00:05:49.000]  就是避免她那个危险
[00:05:49.000 --> 00:05:51.600]  那么在这样的一个处境当中
[00:05:51.600 --> 00:05:53.400]  她经过了挣扎
[00:05:53.400 --> 00:05:57.000]  最终选择了听从自己内心的声音
[00:05:57.000 --> 00:06:00.800]  历经艰险把这个海洋之心归还到
[00:06:00.800 --> 00:06:04.800]  这个当中的那个
[00:06:04.800 --> 00:06:07.000]  这个海洋之母的一个心上
[00:06:07.000 --> 00:06:08.600]  那完成了造命
[00:06:08.600 --> 00:06:10.000]  她很特别的就是
[00:06:10.000 --> 00:06:11.600]  当她完成造命的时候
[00:06:11.600 --> 00:06:14.800]  她同时拯救了自己的族群
[00:06:14.800 --> 00:06:17.000]  今天我要跟大家分享的这个
[00:06:17.000 --> 00:06:20.000]  也是关于圣经当中的一个
[00:06:20.000 --> 00:06:21.200]  造命的故事
[00:06:21.200 --> 00:06:23.200]  一个呼召的故事
[00:06:23.200 --> 00:06:24.400]  那这个主角呢
[00:06:24.400 --> 00:06:26.200]  就是圣经的《约纳》
[00:06:26.200 --> 00:06:28.000]  当中很特别的
[00:06:28.000 --> 00:06:29.800]  它是关于什么呢
[00:06:29.800 --> 00:06:33.200]  它也是关于造命的
[00:06:33.200 --> 00:06:35.800]  也是关于这个海上的
[00:06:35.800 --> 00:06:38.800]  也是关于约纳的成长的
[00:06:38.800 --> 00:06:40.400]  那其实对于约纳书
[00:06:40.400 --> 00:06:42.800]  我相信大家都非常的熟悉
[00:06:42.800 --> 00:06:46.800]  尤其是约纳被大鱼所吞的这样的故事
[00:06:46.800 --> 00:06:50.200]  但是我们基督徒常常会犯一个毛病
[00:06:50.200 --> 00:06:52.200]  就是越熟悉的经文呢
[00:06:52.200 --> 00:06:55.200]  越是不会太认真去研读
[00:06:55.200 --> 00:06:56.400]  越是熟悉的经文
[00:06:56.400 --> 00:07:00.400]  我们越容易忽略当中的一个细节
[00:07:00.400 --> 00:07:02.200]  对经文好像知道
[00:07:02.200 --> 00:07:05.000]  但是又好像不知道
[00:07:05.000 --> 00:07:09.800]  有一天我记得接到我的一个表妹的电话
[00:07:09.800 --> 00:07:11.400]  那这个表妹呢
[00:07:11.400 --> 00:07:12.400]  她就突然
[00:07:12.400 --> 00:07:14.600]  那天她崇拜所听的信息
[00:07:14.600 --> 00:07:16.000]  就是约纳书
[00:07:16.000 --> 00:07:19.600]  她第一次呢把约纳书的第四章呢
[00:07:19.600 --> 00:07:21.200]  完整地看下来
[00:07:21.200 --> 00:07:22.600]  她打电话来问
[00:07:22.600 --> 00:07:23.800]  表姐
[00:07:23.800 --> 00:07:26.000]  我觉得约纳书印象当中
[00:07:26.000 --> 00:07:27.600]  不是这样结束的
[00:07:27.600 --> 00:07:30.000]  就像刚才所读的那段经文
[00:07:30.000 --> 00:07:32.600]  就是约纳书的全部结局了
[00:07:32.600 --> 00:07:35.000]  就刚才我们读的那段
[00:07:35.000 --> 00:07:36.200]  好像没有读完
[00:07:36.200 --> 00:07:37.600]  好像没有讲完
[00:07:37.600 --> 00:07:40.800]  那么这个约纳最后怎么反应呢
[00:07:40.800 --> 00:07:43.600]  我不知道大家刚刚读完那个约纳书
[00:07:43.600 --> 00:07:46.600]  有没有一样的感觉
[00:07:46.600 --> 00:07:49.000]  今天我们就回到这个圣经当中
[00:07:49.000 --> 00:07:50.800]  去仔细地看一看
[00:07:50.800 --> 00:07:54.200]  我们今天要透过约纳书的第四章
[00:07:54.200 --> 00:07:55.800]  去看整卷的约纳书
[00:07:55.800 --> 00:07:59.000]  其实整卷好像有1 2 3 4 4章
[00:07:59.000 --> 00:08:01.600]  但整卷的约纳书的经节呢
[00:08:01.600 --> 00:08:02.800]  只有48节
[00:08:02.800 --> 00:08:05.600]  可以说有比一般的福音书
[00:08:05.600 --> 00:08:08.400]  一章的内容可能还要少一点
[00:08:08.400 --> 00:08:11.800]  那么我们一起来看这个约纳书
[00:08:11.800 --> 00:08:15.800]  是一个非常丰富的叙事的故事
[00:08:15.800 --> 00:08:19.400]  当然也是一个神对约纳的拣选
[00:08:19.400 --> 00:08:21.800]  我们透过三个简单的问题
[00:08:21.800 --> 00:08:23.800]  来看这卷书
[00:08:23.800 --> 00:08:27.200]  第一个问题就是谁是神
[00:08:27.200 --> 00:08:29.800]  从第一章第二章当中去看
[00:08:29.800 --> 00:08:32.800]  到底谁是神
