
[00:00:00.000 --> 00:00:03.320]  但是在熟人的經歷裏面
[00:00:03.320 --> 00:00:06.840]  總是要先將你自己的一些懷疑
[00:00:06.840 --> 00:00:10.120]  理性的分析 旁觀者的心態放開
[00:00:10.120 --> 00:00:11.880]  放膽地投入去
[00:00:11.880 --> 00:00:14.160]  投入到一個地步 你想哭的時候你就哭
[00:00:14.160 --> 00:00:15.680]  你想笑的時候你就笑
[00:00:15.680 --> 00:00:17.160]  所以最好找到沒有人的地方
[00:00:17.160 --> 00:00:20.320]  你不會有這樣的心理障礙
[00:00:20.320 --> 00:00:24.360]  這樣的時候 你就可以做到真正的麻將
[00:00:24.360 --> 00:00:26.120]  這樣就
[00:00:26.120 --> 00:00:27.800]  好了
[00:00:27.800 --> 00:00:30.040]  那個重點是什麼呢 我給大家看
[00:00:30.040 --> 00:00:31.800]  比如第一個三角形
[00:00:31.800 --> 00:00:34.000]  第一個三角形那裏
[00:00:34.000 --> 00:00:38.600]  它說 在幻想中間重溫一幕你經歷過的
[00:00:38.600 --> 00:00:42.960]  主的那個美好和祂如何愛你的那一幕
[00:00:42.960 --> 00:00:44.840]  這一幕是你自己才知道
[00:00:44.840 --> 00:00:46.640]  慢慢地去經驗這一幕
[00:00:46.640 --> 00:00:48.920]  靜留期間 我覺得這個詞很好
[00:00:48.920 --> 00:00:51.040]  再一次接受祂的愛
[00:00:51.040 --> 00:00:53.360]  然後它說 現在回到現實中
[00:00:53.360 --> 00:00:55.800]  向主說話
[00:00:55.800 --> 00:00:57.360]  這裏很重要的
[00:00:57.360 --> 00:01:01.720]  這是這種的默想其中一個很重要的做法
[00:01:01.720 --> 00:01:04.920]  就是將回憶
[00:01:04.920 --> 00:01:09.280]  想像的回憶和現實的交接裏面
[00:01:09.280 --> 00:01:13.080]  帶向你一種新的層次和新的溝通
[00:01:13.080 --> 00:01:14.640]  我再解釋一次
[00:01:14.640 --> 00:01:16.520]  就是說 你這個默想
[00:01:16.520 --> 00:01:18.920]  很重要的就是你要將自己
[00:01:18.920 --> 00:01:21.640]  放進去那個回憶當中
[00:01:21.640 --> 00:01:25.080]  那個回憶通常可以分為兩個三個階段
[00:01:25.080 --> 00:01:26.760]  一個就是你讀了那一段經文
[00:01:26.760 --> 00:01:28.880]  或者另一個階段
[00:01:28.880 --> 00:01:31.720]  可能那一段經文帶給你那種心境
[00:01:31.720 --> 00:01:33.800]  之後你那個禱告之類的
[00:01:33.800 --> 00:01:35.160]  不過每一樣你自己知道
[00:01:35.160 --> 00:01:37.080]  那個階段是什麼
[00:01:37.080 --> 00:01:39.440]  將它分開一兩個階段的時候
[00:01:39.440 --> 00:01:41.160]  在一個階段的完結的時候
[00:01:41.160 --> 00:01:44.360]  你做一件很重要的事情
[00:01:44.360 --> 00:01:47.960]  就是你將你自己
[00:01:47.960 --> 00:01:51.800]  完全扔進去那個層面去經歷
[00:01:51.800 --> 00:01:55.120]  去重回的重新經歷的那個時刻
[00:01:55.120 --> 00:01:57.520]  然後你就重回現實
[00:01:57.520 --> 00:01:59.280]  就是說你張開眼
[00:01:59.280 --> 00:02:00.600]  這個感覺很特別的
[00:02:00.600 --> 00:02:02.760]  因為你已經將你整個人投入在那裏了
[00:02:02.760 --> 00:02:04.000]  突然間張開眼發現
[00:02:04.000 --> 00:02:05.960]  前面有一張椅子在那裏
[00:02:05.960 --> 00:02:07.480]  一幢牆在那裏
[00:02:07.480 --> 00:02:08.880]  你自己坐在那裏
[00:02:08.880 --> 00:02:12.280]  有一種現實和回憶
[00:02:12.280 --> 00:02:16.120]  真實和想像之間的一種交接的感覺
[00:02:16.120 --> 00:02:17.960]  在這個交接裏面
[00:02:17.960 --> 00:02:19.400]  如果經歷過的話你會知道
[00:02:19.400 --> 00:02:23.160]  你會突然間從心底裡湧出一些很多的感觸
[00:02:23.160 --> 00:02:23.920]  那些感觸
[00:02:23.920 --> 00:02:26.640]  我很相信是聖靈藉助這個時刻
[00:02:26.640 --> 00:02:27.960]  對你說的那些話
[00:02:27.960 --> 00:02:31.440]  你可能因為你投入那種很美麗的
[00:02:31.440 --> 00:02:34.800]  和神一種曾經有過的感覺在裏面
[00:02:34.800 --> 00:02:36.000]  重新感受愛的時候
[00:02:36.000 --> 00:02:37.760]  張開眼突然間覺得我坐在那裏
[00:02:37.760 --> 00:02:39.400]  咦 我坐在那裏
[00:02:39.400 --> 00:02:41.360]  那時候你會有一個很愕然的感覺
[00:02:41.360 --> 00:02:43.120]  咦 為什麼現在我沒有了
[00:02:43.120 --> 00:02:44.640]  為什麼我沒有了那種感覺呢
[00:02:44.640 --> 00:02:46.040]  這麼多年了
[00:02:46.040 --> 00:02:46.960]  一年多兩年了
[00:02:46.960 --> 00:02:50.320]  為什麼我這種這麼愛的沉醉的感覺
[00:02:50.320 --> 00:02:53.400]  和神在一起的那種甜蜜失去了呢
[00:02:53.400 --> 00:02:55.560]  在我突然間會感覺到一種心底裏
[00:02:55.560 --> 00:02:58.120]  很渴望的心境
[00:02:58.120 --> 00:03:00.360]  如果那時候在你心裏面聖靈感動
[00:03:00.360 --> 00:03:02.200]  你想和神說幾句話
[00:03:02.200 --> 00:03:03.320]  你就說吧
[00:03:03.320 --> 00:03:07.840]  在這個現實和回憶的交接裏面
[00:03:07.840 --> 00:03:10.560]  沖突了心底裡湧出來的幾句話
[00:03:10.560 --> 00:03:11.600]  那你就想說
[00:03:11.600 --> 00:03:12.040]  你就說
[00:03:12.040 --> 00:03:13.240]  和神說
[00:03:13.240 --> 00:03:14.520]  那些話可能是說
[00:03:14.520 --> 00:03:16.160]  神啊 為什麼現在我沒有了這些感覺
[00:03:16.160 --> 00:03:18.160]  或者說我很想有這些感覺
[00:03:18.160 --> 00:03:19.480]  但是為什麼我得不到
[00:03:19.480 --> 00:03:22.240]  總之就是信著聖靈給你的帶領
[00:03:22.240 --> 00:03:25.000]  就在這個交接裏面和神說幾句話
[00:03:25.000 --> 00:03:26.040]  如果有神感動你
[00:03:26.040 --> 00:03:27.520]  你繼續說下去就說下去
[00:03:27.520 --> 00:03:29.400]  如果神感動你想哭你就哭
[00:03:29.400 --> 00:03:30.360]  如果感動你
[00:03:30.360 --> 00:03:32.960]  對神說一些不是很憤氣的話
[00:03:32.960 --> 00:03:34.800]  你就說一些不憤氣的話
[00:03:34.800 --> 00:03:36.880]  最重要是坦白
[00:03:36.880 --> 00:03:38.640]  祈禱最重要是坦白
[00:03:38.640 --> 00:03:40.480]  你不坦白是不行的
[00:03:40.480 --> 00:03:42.000]  因為你不坦白神都知道的
[00:03:42.000 --> 00:03:43.360]  還多一條罪
[00:03:43.360 --> 00:03:45.400]  不如說真話
[00:03:45.400 --> 00:03:46.080]  是不是
[00:03:46.080 --> 00:03:47.480]  你不斷生祂的氣
[00:03:47.480 --> 00:03:48.080]  你不斷生祂的氣
[00:03:48.080 --> 00:03:48.880]  你告訴神
[00:03:48.880 --> 00:03:49.680]  神啊 我真的生你的氣
[00:03:49.680 --> 00:03:51.040]  但是我不知道怎麼辦
[00:03:51.040 --> 00:03:52.280]  比你說神啊 我不生你的氣
[00:03:52.280 --> 00:03:53.320]  其實你當然生祂的氣
[00:03:53.320 --> 00:03:55.240]  還多一個虛偽的罪
[00:03:55.240 --> 00:03:56.320]  所以
[00:03:56.320 --> 00:03:59.120]  祈禱最重要就是一個坦誠
[00:03:59.120 --> 00:04:02.080]  心裏面想說什麼就向神說
[00:04:02.080 --> 00:04:02.640]  好了
[00:04:02.640 --> 00:04:06.400]  說到這裏我覺得已經差不多了
[00:04:06.400 --> 00:04:08.040]  那你再閉上眼
[00:04:08.040 --> 00:04:11.800]  再進入第二個心境的階段裏面
[00:04:11.800 --> 00:04:13.000]  再進去這裏
[00:04:13.000 --> 00:04:13.600]  你明白嗎
[00:04:13.600 --> 00:04:17.600]  就是在這樣的回憶
[00:04:17.600 --> 00:04:18.440]  感受
[00:04:18.440 --> 00:04:19.240]  然後
[00:04:19.240 --> 00:04:19.920]  睜開眼
[00:04:19.920 --> 00:04:20.720]  現實
[00:04:20.720 --> 00:04:21.440]  交接裏面
[00:04:21.440 --> 00:04:22.200]  祈禱
[00:04:22.200 --> 00:04:23.080]  再進去
[00:04:23.080 --> 00:04:24.280]  再祈禱
[00:04:24.280 --> 00:04:26.320]  那種幾個過程當中
[00:04:26.320 --> 00:04:31.280]  你就會發覺你和神突然重回了整個關係
[00:04:31.280 --> 00:04:33.760]  是可能你已經很久沒有了
[00:04:33.760 --> 00:04:35.440]  失落了
[00:04:35.440 --> 00:04:42.080]  所以我想用這裏的第三個三角形
[00:04:42.080 --> 00:04:43.640]  所提到的話
[00:04:43.640 --> 00:04:46.640]  我很想再一次重新強調
[00:04:46.640 --> 00:04:47.680]  重點一
[00:04:47.680 --> 00:04:48.400]  重要一點
[00:04:48.400 --> 00:04:50.520]  你在幻想當中再生活
[00:04:50.520 --> 00:04:52.320]  再體驗這件事
[00:04:52.320 --> 00:04:54.840]  不僅是回憶的原意
[00:04:54.840 --> 00:04:56.840]  緩慢的
[00:04:56.840 --> 00:04:59.400]  不要怕花時間
[00:04:59.400 --> 00:05:01.760]  要這樣再去生活
[00:05:01.760 --> 00:05:06.080]  就會激發你昔日經驗過的感覺
[00:05:06.080 --> 00:05:06.640]  喜樂
[00:05:06.640 --> 00:05:07.600]  親切
[00:05:07.600 --> 00:05:08.280]  感受
[00:05:08.280 --> 00:05:09.400]  和愛
[00:05:09.400 --> 00:05:11.240]  不要衝速地
[00:05:11.240 --> 00:05:14.160]  在這些感受當中奔跑
[00:05:14.160 --> 00:05:17.520]  而是要越長久越好的
[00:05:17.520 --> 00:05:19.960]  「住留於其間」
[00:05:19.960 --> 00:05:22.000]  停住到你感到平安
[00:05:22.000 --> 00:05:22.920]  滿足
[00:05:22.920 --> 00:05:24.520]  然後才回到現實
[00:05:24.520 --> 00:05:26.360]  和主人交談片刻
[00:05:26.360 --> 00:05:28.120]  結束這個實習
[00:05:28.120 --> 00:05:29.920]  然後再三聽到
[00:05:29.920 --> 00:05:33.360]  要住留在使人心悅神怡的感覺裏面
[00:05:33.360 --> 00:05:35.360]  是一件很重要的事
[00:05:35.360 --> 00:05:36.200]  因為
[00:05:36.200 --> 00:05:37.840]  說起來好像令人很詫異
[00:05:37.840 --> 00:05:42.160]  但多數人對積極感受的耐力很少
[00:05:42.160 --> 00:05:43.440]  這個是真的
[00:05:43.440 --> 00:05:44.680]  經驗過你就知道
[00:05:44.680 --> 00:05:47.080]  多數有一個很強的傾向
