
[00:00:00.000 --> 00:00:11.000]  如果有人要對付我,我一定心裏很不快樂。
[00:00:11.000 --> 00:00:20.000]  但是,如果主的話來對付我,我就很快樂。
[00:00:20.000 --> 00:00:30.000]  讓我們每一個人,讓主的話來對付我們。
[00:00:30.000 --> 00:00:40.000]  我們傳一個順服的謙卑的心來領受主的話。
[00:00:40.000 --> 00:00:55.000]  有人說,在過去,港九大多數的基督徒,只歡喜聽憤興會的講道。
[00:00:55.000 --> 00:01:03.000]  因為有很多故事可聽,也有不少的比喻可聽。
[00:01:03.000 --> 00:01:21.000]  因此有人就擔心,他們對主的話的本身容量不夠,也缺少深度。
[00:01:21.000 --> 00:01:32.000]  但是這幾年來,我相信這個情形已經改變了很多。
[00:01:32.000 --> 00:01:46.000]  在這次的培靈會來看,三位講員,都是差不多用一樣的方式來講,
[00:01:46.000 --> 00:01:53.000]  就是查經的方式。多少都是這樣。
[00:01:53.000 --> 00:02:02.000]  就我自己來說,在過去的七個晚上,在過去的七個晚上,我沒有講過一個故事,
[00:02:02.000 --> 00:02:09.000]  我未曾講過一個故事,也幾乎沒有用過比喻,也幾乎沒有用過比喻,
[00:02:09.000 --> 00:02:20.000]  就是跟爸爸講聖經,就是單單的講聖經,但是各位仍然一晚一晚一晚來聽到。
[00:02:20.000 --> 00:02:23.000]  但是各位仍然一晚一晚一晚來聽到。
[00:02:23.000 --> 00:02:29.000]  這就證明一件事,這個就證明一件事,大家愛慕主的道。
[00:02:29.000 --> 00:02:35.000]  大家愛慕主的道,也表示了各位有愛主的心,
[00:02:35.000 --> 00:02:41.000]  也表示各位有愛主的心,用愛主的心來聽主的話,
[00:02:41.000 --> 00:02:48.000]  用愛主的心來聽主的話,這樣無論用什麼方式講,都是有味道。
[00:02:48.000 --> 00:02:52.000]  這樣無論用什麼方式講,都是有味道的。
[00:02:52.000 --> 00:02:59.000]  今天晚上,今晚我們要講第九和第十兩座山,
[00:02:59.000 --> 00:03:03.000]  我們今晚要講第九和第十兩座山,
[00:03:03.000 --> 00:03:08.000]  我大膽的這樣宣佈了,我大膽的這樣宣佈了,無論如何要做到,
[00:03:08.000 --> 00:03:13.000]  無論如何都要做到,時間夠也好,不夠也好,一定要做到。
[00:03:13.000 --> 00:03:16.000]  時間夠也好,不夠也好,一定要做到。
[00:03:16.000 --> 00:03:20.000]  所以請大家準備,所以請大家準備,
[00:03:20.000 --> 00:03:24.000]  今天晚上我要用七十分鐘來講,
[00:03:24.000 --> 00:03:26.000]  今晚我們用七十分鐘來講,
[00:03:26.000 --> 00:03:29.000]  現在八點十分,現在八點十分,
[00:03:29.000 --> 00:03:32.000]  所以不到九點二十分,你們就不要想走,
[00:03:32.000 --> 00:03:35.000]  如果未到九點二十分,請大家不要想走,
[00:03:35.000 --> 00:03:40.000]  請大家在心理上準備,請大家在心理上有些準備,
[00:03:40.000 --> 00:03:43.000]  但是,但是,如果有人住在心界,
[00:03:43.000 --> 00:03:48.000]  如果有人住在心界,或者住在很遠的地方,
[00:03:48.000 --> 00:03:52.000]  你必須要早點走,我不怪你,
[00:03:52.000 --> 00:03:55.000]  我都不會怪你,相信大家也會原諒你,
[00:03:55.000 --> 00:03:58.000]  相信大家也會原諒你,如果可能,
[00:03:58.000 --> 00:04:01.000]  希望你們一直聽完,
[00:04:01.000 --> 00:04:04.000]  如果可能請大家一直聽完它,
[00:04:04.000 --> 00:04:07.000]  請大家再翻回《路加福音》第九章,
[00:04:07.000 --> 00:04:11.000]  請大家再看《路加福音》第九章,
[00:04:11.000 --> 00:04:18.000]  在這裡我們看見主耶穌基督在高山上改變形象,
[00:04:18.000 --> 00:04:23.000]  這裡給我們看見主耶穌基督在高山上改變形象,
[00:04:23.000 --> 00:04:26.000]  這裡沒有告訴我們山是什麼名字,
[00:04:26.000 --> 00:04:29.000]  這裡沒有告訴我們山是什麼名字,
[00:04:29.000 --> 00:04:32.000]  就教會歷史的傳統來說,
[00:04:32.000 --> 00:04:35.000]  就教會歷史的傳統來說,
[00:04:35.000 --> 00:04:38.000]  這座山被認為是「他坡山」,
[00:04:38.000 --> 00:04:41.000]  這座山被認為是「他坡山」,
[00:04:41.000 --> 00:04:44.000]  但是有不少的《春經》學者,
[00:04:44.000 --> 00:04:47.000]  但是有不少的《春經》學者,
[00:04:47.000 --> 00:04:49.000]  認為這座山不是「他坡山」,
[00:04:49.000 --> 00:04:52.000]  他們認為這座山不是「他坡山」,
[00:04:52.000 --> 00:04:53.000]  乃是「黑門山」,
[00:04:53.000 --> 00:04:55.000]  乃是「黑門山」,
[00:04:55.000 --> 00:04:57.000]  比「他坡山」更高,
[00:04:57.000 --> 00:04:59.000]  因為「黑門山」比「他坡山」更高,
[00:04:59.000 --> 00:05:01.000]  還有許多其他的理由,
[00:05:01.000 --> 00:05:05.000]  讓他們這樣相信,
[00:05:05.000 --> 00:05:07.000]  使他們這樣相信的,
[00:05:07.000 --> 00:05:08.000]  但是對我們來說,
[00:05:08.000 --> 00:05:10.000]  但是對我們來說,
[00:05:10.000 --> 00:05:11.000]  這是「他坡山」也好,
[00:05:11.000 --> 00:05:12.000]  「黑門山」也好,
[00:05:12.000 --> 00:05:14.000]  無論它是「他坡山」也好,
[00:05:14.000 --> 00:05:15.000]  「黑門山」也好,
[00:05:15.000 --> 00:05:17.000]  總之是在一座山上,
[00:05:17.000 --> 00:05:19.000]  總之是在一座高山上,
[00:05:19.000 --> 00:05:23.000]  我們把這座山叫做「變相山」,
[00:05:23.000 --> 00:05:25.000]  我們叫這座山「變相山」,
[00:05:25.000 --> 00:05:27.000]  這樣就永遠沒有錯,
[00:05:27.000 --> 00:05:29.000]  這樣就永遠不會錯了,
[00:05:29.000 --> 00:05:30.000]  永遠沒有爭論,
[00:05:30.000 --> 00:05:32.000]  永遠都不會有爭論了,
[00:05:32.000 --> 00:05:34.000]  所以今天晚上的題目,
[00:05:34.000 --> 00:05:36.000]  所以今晚的題目第一部分,
[00:05:36.000 --> 00:05:38.000]  第一部分呢,
[00:05:38.000 --> 00:05:40.000]  「變相山上的經歷」,
[00:05:40.000 --> 00:05:42.000]  是「變相山上的經歷」,
[00:05:42.000 --> 00:05:44.000]  我們把這個經歷給它起一個名字,
[00:05:44.000 --> 00:05:47.000]  我們將這個經歷起一個名,
[00:05:47.000 --> 00:05:50.000]  叫做「看見基督的榮耀」,
[00:05:50.000 --> 00:05:53.000]  就說看見基督的榮耀,
