
[00:00:00.000 --> 00:00:03.120]  我都很鼓勵大家如果你在家中崇拜的時候
[00:00:03.120 --> 00:00:04.920]  都可以拿回自己的聖經
[00:00:04.920 --> 00:00:08.520]  我們一起讀聖經 一起看有關的經文
[00:00:08.520 --> 00:00:12.360]  我今天很想和大家集中兩方面思想這段經文
[00:00:12.360 --> 00:00:17.120]  首先我想和大家重溫《雅各書》一個很重點的訊息
[00:00:17.120 --> 00:00:21.200]  這也是在第一章已經開始講述的一件事情
[00:00:21.200 --> 00:00:24.200]  就是在困難當中
[00:00:24.200 --> 00:00:29.320]  是否仍然可以捍衛喜樂的事呢?
[00:00:29.320 --> 00:00:32.320]  當我們回顧我們所身處的香港
[00:00:32.320 --> 00:00:35.040]  大家都很體會 我都不需要多講
[00:00:35.040 --> 00:00:40.000]  香港過去這一年真的經歷了很多很多的艱難
[00:00:40.000 --> 00:00:42.680]  無論是社會運動 或者是社區的健康
[00:00:42.680 --> 00:00:46.440]  所帶給我們很多很多的不安
[00:00:46.440 --> 00:00:49.840]  我們自己的家人 我們的個人
[00:00:49.840 --> 00:00:52.560]  都受到不同方面的衝擊
[00:00:52.560 --> 00:00:55.680]  這段日子更加體會到各種經濟的生活
[00:00:55.680 --> 00:00:58.000]  受到很多方面的影響
[00:00:58.000 --> 00:01:01.560]  我回來的時候看到很多商鋪關門
[00:01:01.560 --> 00:01:05.800]  很多餐廳當然現在不能做正式的生意
[00:01:05.800 --> 00:01:10.120]  也聽到很多頂尖的說他們沒有了工作
[00:01:10.120 --> 00:01:15.520]  因為弟兄他本來是自己做足球教練的
[00:01:15.520 --> 00:01:19.520]  但是因為這段時間所有的運動設施球場關閉
[00:01:19.520 --> 00:01:22.000]  所以他突然間沒有了工作
[00:01:22.000 --> 00:01:24.360]  他就一直要找方法
[00:01:24.360 --> 00:01:28.960]  所以後來就在網上做賣水果
[00:01:28.960 --> 00:01:32.920]  當然有少許收入 但是很大適應
[00:01:32.920 --> 00:01:37.960]  生活上有很多方面的重新的要調整
[00:01:37.960 --> 00:01:40.560]  我們的確面對著很多不同的困難
[00:01:40.560 --> 00:01:44.800]  但是想回到當時亞國書的一班頂尖姐妹
[00:01:44.800 --> 00:01:47.240]  他們都有很多他們的困難
[00:01:47.240 --> 00:01:49.560]  大家知道亞國書是寫給當時
[00:01:49.560 --> 00:01:54.480]  散居在巴勒斯坦地區以外的很多猶太的信徒
[00:01:54.480 --> 00:01:57.440]  他們都面對著很多不同的患難
[00:01:57.440 --> 00:02:00.560]  他們都在很多的貧困當中
[00:02:00.560 --> 00:02:02.560]  你讀聖經的時候留意到
[00:02:02.560 --> 00:02:05.880]  有很多當時的權貴是欺壓
[00:02:05.880 --> 00:02:10.440]  是迫害很多屬神的子民
[00:02:10.440 --> 00:02:13.080]  當我們在這些患難的處境當中
[00:02:13.080 --> 00:02:16.840]  特別亞國書當時所提及的這些情況
[00:02:16.840 --> 00:02:19.200]  我們都會想起一件事情
[00:02:19.200 --> 00:02:22.240]  就是當主耶穌快要離開世界的時候
[00:02:22.240 --> 00:02:26.240]  很清楚地跟當時的門徒說
[00:02:26.240 --> 00:02:31.640]  祂說「在世上你們有苦難」
[00:02:31.640 --> 00:02:34.480]  的確 這是我們所面對的事實
[00:02:34.480 --> 00:02:38.480]  我們在世上生活是會有苦難的
[00:02:38.480 --> 00:02:41.040]  但當我們讀亞國書第一章的時候
[00:02:41.040 --> 00:02:43.440]  我們就發現聖經告訴我們
[00:02:43.440 --> 00:02:46.600]  神容許很多苦難、患難
[00:02:46.600 --> 00:02:50.480]  臨到我們身上有一個目的
[00:02:50.480 --> 00:02:52.240]  這個目的很清楚
[00:02:52.240 --> 00:02:56.680]  在聖經的亞國書第一章第二節
[00:02:56.680 --> 00:02:58.400]  就清楚地告訴我們
[00:02:58.400 --> 00:03:00.360]  「我的弟兄們
[00:03:00.360 --> 00:03:04.080]  你們遭遇各種試煉的時候
[00:03:04.080 --> 00:03:07.360]  都要捍衛喜樂」
[00:03:07.360 --> 00:03:11.200]  所以描述這件事情不是說他是患難
[00:03:11.200 --> 00:03:14.480]  是說他是試煉
[00:03:14.480 --> 00:03:18.720]  是神對人 特別是對他的子民的試煉
[00:03:18.720 --> 00:03:19.880]  當想起試煉的時候
[00:03:19.880 --> 00:03:23.160]  你會想起彼得前書第一章第七節
[00:03:23.160 --> 00:03:24.560]  聖經就說到
[00:03:24.560 --> 00:03:28.960]  有些金子經歷過一些試煉之後
[00:03:28.960 --> 00:03:31.480]  就能夠成為精金
[00:03:31.480 --> 00:03:32.640]  為什麼?
[00:03:32.640 --> 00:03:33.840]  因為試煉的過程
[00:03:33.840 --> 00:03:37.360]  將金子裡面的很多雜質
[00:03:37.360 --> 00:03:40.480]  很多其他不純粹的東西
[00:03:40.480 --> 00:03:42.720]  是煉成了
[00:03:42.720 --> 00:03:47.120]  因此成為了更加純正的精金
[00:03:47.120 --> 00:03:48.400]  聖經提到
[00:03:48.400 --> 00:03:52.000]  上帝容許很多這些患難臨到我們
[00:03:52.000 --> 00:03:56.280]  是為了試煉我們
[00:03:56.280 --> 00:03:59.120]  我在美國有一個夏令會
[00:03:59.120 --> 00:04:01.160]  遇到一對夫婦
[00:04:01.160 --> 00:04:03.920]  這對夫婦跟他們聊天的時候
[00:04:03.920 --> 00:04:05.680]  起初印象很深刻
[00:04:05.680 --> 00:04:08.040]  因為他們是一些很平易近人
[00:04:08.040 --> 00:04:13.080]  很談得來 很寬顏的一對夫婦
[00:04:13.080 --> 00:04:15.120]  但慢慢跟他們交往多一點
[00:04:15.120 --> 00:04:19.280]  才發覺原來他們經歷很多辛酸
[00:04:19.280 --> 00:04:21.920]  因為弟兄過去在馬來西亞那邊
[00:04:21.920 --> 00:04:23.800]  有很大的生意
[00:04:23.800 --> 00:04:26.120]  生意做得很好 很成功
[00:04:26.120 --> 00:04:28.400]  因此他們生活很豐裕
[00:04:28.400 --> 00:04:31.920]  很多工人照顧他們
[00:04:31.920 --> 00:04:33.480]  但就在那個時候
[00:04:33.480 --> 00:04:36.720]  突然間一個合夥人
[00:04:36.720 --> 00:04:39.320]  騙了他們的錢財
[00:04:39.320 --> 00:04:43.720]  將公司很多的資源騙走了
[00:04:43.720 --> 00:04:45.800]  因此他有很大的損失
[00:04:45.800 --> 00:04:46.720]  但不單止這樣
[00:04:46.720 --> 00:04:48.640]  後來這個合夥人
[00:04:48.640 --> 00:04:52.520]  他更加去法庭告他
[00:04:52.520 --> 00:04:54.120]  欺騙了他們
[00:04:54.120 --> 00:04:57.040]  反過來告他們
[00:04:57.040 --> 00:05:01.520]  因此進入了一個很繁複的訴訟程序
[00:05:01.520 --> 00:05:03.520]  在整個過程裡面
[00:05:03.520 --> 00:05:06.520]  慢慢他拿到很多所謂的證據
[00:05:06.520 --> 00:05:09.320]  因此開始有一個結論
[00:05:09.320 --> 00:05:14.120]  就是證明了這位弟兄真的欺騙別人
[00:05:14.120 --> 00:05:15.320]  但在整個過程裡面
[00:05:15.320 --> 00:05:16.760]  不單止這樣
[00:05:16.760 --> 00:05:20.920]  他的太太染了癌症
[00:05:20.920 --> 00:05:26.520]  一直要面對一個很痛楚的治療過程
[00:05:26.520 --> 00:05:27.320]  就在這段時間
[00:05:27.320 --> 00:05:28.560]  有幾年的時間
[00:05:28.560 --> 00:05:29.600]  這位弟兄就說
[00:05:29.600 --> 00:05:33.320]  他以前是一個掛名的焦土
[00:05:33.320 --> 00:05:37.120]  但突然間他這個時候他無所依靠
[00:05:37.120 --> 00:05:41.320]  他開始更加警覺地去依靠神
[00:05:41.320 --> 00:05:44.320]  面對著這一切的艱難
[00:05:44.320 --> 00:05:48.320]  最終他是被判輸訴
[00:05:48.320 --> 00:05:52.720]  他全部的公司的資源要充公
[00:05:52.720 --> 00:05:55.120]  給了其他的合夥人
[00:05:55.120 --> 00:05:56.920]  因此他一無所有
[00:05:56.920 --> 00:05:59.920]  一個很大的改變
[00:05:59.920 --> 00:06:02.720]  在這段時間他們很艱難
[00:06:02.720 --> 00:06:06.320]  但神幫助他們一步一步經過
[00:06:06.320 --> 00:06:07.920]  當我見到他們的時候
[00:06:07.920 --> 00:06:10.520]  他們已經經過了這個過程
[00:06:10.520 --> 00:06:11.920]  太太康復了
[00:06:11.920 --> 00:06:15.320]  他們開始重新再做生意
[00:06:15.320 --> 00:06:16.520]  我一邊聽他們說的時候
[00:06:16.520 --> 00:06:18.520]  一邊問
[00:06:18.520 --> 00:06:21.520]  你覺得怎樣
[00:06:21.520 --> 00:06:24.720]  是不是神很殘忍
[00:06:24.720 --> 00:06:25.520]  我沒有這樣說
[00:06:25.520 --> 00:06:28.520]  不過我心裡面真的想這樣問他
[00:06:28.520 --> 00:06:32.520]  但我也很深刻記得他跟我說
[00:06:32.520 --> 00:06:35.520]  他說一件事情發生
[00:06:35.520 --> 00:06:39.920]  我突然間覺得自己成長了
[00:06:39.920 --> 00:06:45.320]  我開始知道哪一個是我真正的依靠
[00:06:45.320 --> 00:06:51.720]  也都開始明白生活上面什麼是最重要
[00:06:51.720 --> 00:06:53.720]  當我聽他這樣說的時候
[00:06:53.720 --> 00:06:56.920]  我體會到這個弟兄這位姐妹
[00:06:56.920 --> 00:07:01.720]  他們生命很美麗
[00:07:01.720 --> 00:07:03.320]  他們經過患難
[00:07:03.320 --> 00:07:10.720]  但領受到神給他們生命很重要的磨練
[00:07:10.720 --> 00:07:14.120]  很多人在困難當中覺得沒有盼望
[00:07:14.120 --> 00:07:15.920]  Hopeless
[00:07:15.920 --> 00:07:16.920]  有些時候我聽別人說
[00:07:16.920 --> 00:07:19.920]  Hopeless 沒有盼望 沒有希望
[00:07:19.920 --> 00:07:21.520]  但對基督徒來說
[00:07:21.520 --> 00:07:23.720]  最沒有盼望的時候
[00:07:23.720 --> 00:07:27.920]  就是得到盼望的時刻
[00:07:27.920 --> 00:07:30.320]  你以為是最困難的時刻
[00:07:30.320 --> 00:07:33.520]  反而是你得到盼望的日子
[00:07:33.520 --> 00:07:34.720]  你一定記得的
[00:07:34.720 --> 00:07:36.920]  《聖經羅莫書》第五章第三第四節
[00:07:36.920 --> 00:07:38.320]  我們順序說
[00:07:38.320 --> 00:07:41.720]  患難生忍耐
[00:07:41.720 --> 00:07:44.120]  忍耐生什麼?
[00:07:44.120 --> 00:07:47.920]  老年生盼望
[00:07:47.920 --> 00:07:50.720]  大家都知道老年這個字是指品格
[00:07:50.720 --> 00:07:53.320]  或者是一種成熟的品格
[00:07:53.320 --> 00:07:55.920]  如果沒有了患難
[00:07:55.920 --> 00:08:00.320]  是不會有成熟的品格
