
[00:00:00.000 --> 00:00:04.080]  大家會知道在第二章聖經提到五旬節
[00:00:04.080 --> 00:00:06.560]  聖靈降臨的事情
[00:00:06.560 --> 00:00:09.760]  在當時聖經一開始第二章就提到
[00:00:09.760 --> 00:00:15.240]  當時一群門徒聚集一起祈禱等候
[00:00:15.240 --> 00:00:16.800]  聖靈臨到他們當中
[00:00:16.800 --> 00:00:20.920]  好像火焰分別臨到他們頭上
[00:00:20.920 --> 00:00:22.960]  他們就被聖靈充滿
[00:00:22.960 --> 00:00:26.840]  他們就說起其他國家的謊言
[00:00:26.840 --> 00:00:30.960]  當時很多人聽見聲音來看的情況
[00:00:30.960 --> 00:00:32.280]  就覺得很驚訝
[00:00:32.280 --> 00:00:34.280]  究竟發生了什麼事情呢?
[00:00:34.280 --> 00:00:35.880]  他們不明白
[00:00:35.880 --> 00:00:39.920]  在那時候聖經提到使徒彼得站起來
[00:00:39.920 --> 00:00:42.320]  解說整件事情
[00:00:42.320 --> 00:00:47.440]  讓我們明白聖靈臨在信靠他們的人身上
[00:00:47.440 --> 00:00:51.960]  我們看回聖經第十四節
[00:00:51.960 --> 00:00:54.880]  當時使徒彼得和十一個站起來
[00:00:54.880 --> 00:00:57.400]  高聲向他們說
[00:00:57.400 --> 00:01:01.520]  彼得就說你們不要以為他們喝醉了
[00:01:01.520 --> 00:01:03.960]  現在所見到的事情
[00:01:03.960 --> 00:01:07.640]  是若兒先知一早講述的
[00:01:07.640 --> 00:01:09.000]  第十六節
[00:01:09.000 --> 00:01:12.160]  「這正是若兒先知所說的
[00:01:12.160 --> 00:01:13.960]  神說在末後的日子
[00:01:13.960 --> 00:01:17.080]  我要把我的靈囂冠所有的人
[00:01:17.080 --> 00:01:19.320]  你們的兒女要說預言
[00:01:19.320 --> 00:01:21.640]  你們的青年人要見異象
[00:01:21.640 --> 00:01:24.640]  老年人要作夷夢」
[00:01:24.640 --> 00:01:28.480]  聖經提到彼得解釋
[00:01:28.480 --> 00:01:30.120]  其實在很久之前
[00:01:30.120 --> 00:01:32.440]  上帝已經計劃
[00:01:32.440 --> 00:01:34.280]  他已經預定了
[00:01:34.280 --> 00:01:38.520]  要賜下他自己的靈給所有的人
[00:01:38.520 --> 00:01:40.120]  這裡所說的所有的人
[00:01:40.120 --> 00:01:41.760]  從下文你也知道是說
[00:01:41.760 --> 00:01:43.800]  所有願意信主
[00:01:43.800 --> 00:01:46.360]  悔改歸向上帝的人
[00:01:46.360 --> 00:01:50.520]  神是樂意將他自己的靈賜給我們
[00:01:50.520 --> 00:01:53.200]  而上帝賜給我們的聖靈
[00:01:53.200 --> 00:01:56.040]  他是樂意讓一切相信的
[00:01:56.040 --> 00:01:58.680]  無論是男或女
[00:01:58.680 --> 00:02:00.040]  聖經所說
[00:02:00.040 --> 00:02:04.000]  你們的兒子或女兒要說預言
[00:02:04.000 --> 00:02:07.360]  又或者是青年的老年的
[00:02:07.360 --> 00:02:09.720]  又或者是不同社會階層的
[00:02:09.720 --> 00:02:11.240]  第十八節所說
[00:02:11.240 --> 00:02:15.080]  將我的靈囂冠僕人和士女
[00:02:15.080 --> 00:02:18.280]  當時這裡所提及的一些
[00:02:18.280 --> 00:02:22.480]  社會上卑微的一些階層的人
[00:02:22.480 --> 00:02:23.480]  不分階層
[00:02:23.480 --> 00:02:25.160]  不分男女老幼
[00:02:25.160 --> 00:02:27.280]  神樂意賜下他的靈
[00:02:27.280 --> 00:02:29.600]  在人的生命當中
[00:02:29.600 --> 00:02:32.080]  如果你再看下第39節
[00:02:32.080 --> 00:02:33.800]  你會看到聖經所說
[00:02:33.800 --> 00:02:37.160]  不單單給你們這個時代的人
[00:02:37.160 --> 00:02:40.560]  是更加給你們和你們的兒女
[00:02:40.560 --> 00:02:43.640]  你們將來很多的年代
[00:02:43.640 --> 00:02:45.440]  和遠處的人
[00:02:45.440 --> 00:02:48.960]  以及所有在遠方的人
[00:02:48.960 --> 00:02:51.760]  無論近處或遠處
[00:02:51.760 --> 00:02:52.640]  當你這樣看的時候
[00:02:52.640 --> 00:02:53.800]  你就會明白
[00:02:53.800 --> 00:02:58.400]  上帝所要賜給人的恩惠是平等的
[00:02:58.400 --> 00:03:00.280]  凡是願意信靠神的人
[00:03:00.280 --> 00:03:03.600]  無論他的社會地位高或低
[00:03:03.600 --> 00:03:07.360]  無論他是被人尊重或輕視的身份
[00:03:07.360 --> 00:03:11.480]  神都樂意將他自己的靈賜給人
[00:03:11.480 --> 00:03:15.080]  這是極大的恩典
[00:03:15.080 --> 00:03:15.800]  聖經說
[00:03:15.800 --> 00:03:18.440]  「述到這位上帝願意這樣來賜下」
[00:03:18.440 --> 00:03:19.120]  但你說
[00:03:19.120 --> 00:03:21.840]  這樣是否將來才會發生的事呢?
[00:03:21.840 --> 00:03:24.680]  這裡所說的預言是否將來的事呢?
[00:03:24.680 --> 00:03:25.960]  聖經在第17節
[00:03:25.960 --> 00:03:27.760]  你回看再說
[00:03:27.760 --> 00:03:31.080]  「神說在末後的日子」
[00:03:31.080 --> 00:03:32.920]  這裡的「末後」並不是說
[00:03:32.920 --> 00:03:37.960]  在耶穌回來之前的短暫時間
[00:03:37.960 --> 00:03:42.040]  而是說當聖靈降臨之後
[00:03:42.040 --> 00:03:45.880]  直至到主耶穌再回來之間的時間
[00:03:45.880 --> 00:03:49.440]  聖經稱為「末後的日子」
[00:03:49.440 --> 00:03:50.520]  在短時間
[00:03:50.520 --> 00:03:52.600]  聖靈已經降臨
[00:03:52.600 --> 00:03:54.720]  所以你所見到的說預言
[00:03:54.720 --> 00:03:56.560]  見異象作異夢
[00:03:56.560 --> 00:03:59.400]  不是將來的事情
[00:03:59.400 --> 00:04:04.800]  是今天神已經賜下的工作
[00:04:04.800 --> 00:04:05.800]  當你再看的時候
[00:04:05.800 --> 00:04:07.800]  甚麼是說預言呢?
[00:04:07.800 --> 00:04:09.520]  這裡不單單是說
[00:04:09.520 --> 00:04:14.520]  只是知道將來會發生的事情
[00:04:14.520 --> 00:04:15.800]  聖經所說的
[00:04:15.800 --> 00:04:20.160]  更加直接是說人能夠認識神
[00:04:20.160 --> 00:04:23.600]  有對神的知識
[00:04:23.600 --> 00:04:25.000]  大家知道馬丁路德
[00:04:25.000 --> 00:04:28.320]  是一位宗教改革的重要先賢
[00:04:28.320 --> 00:04:30.880]  當他來讀這段聖經的時候
[00:04:30.880 --> 00:04:33.880]  他向很多人解釋
[00:04:33.880 --> 00:04:35.600]  當小心看聖經的時候
[00:04:35.600 --> 00:04:37.720]  就知道這裡所說的預言
[00:04:37.720 --> 00:04:39.240]  異象、異夢
[00:04:39.240 --> 00:04:42.240]  其實都是在說一件事情
[00:04:42.240 --> 00:04:47.400]  都是在說人領受了對神的認識
[00:04:47.400 --> 00:04:51.440]  這裡的預言是一個講義的講述
[00:04:51.440 --> 00:04:54.280]  是人能夠認識上帝
[00:04:54.280 --> 00:04:56.440]  當然不單只是頭腦上的認識
[00:04:56.440 --> 00:05:00.040]  而是一種生命的認知的關係
[00:05:00.040 --> 00:05:04.240]  與主建立了一種生命的聯合
[00:05:04.240 --> 00:05:05.720]  這種認識
[00:05:05.720 --> 00:05:07.840]  不是人可以憑著自己的聰明
[00:05:07.840 --> 00:05:09.720]  去認識上帝
[00:05:09.720 --> 00:05:14.680]  是神透過聖靈賜給人
[00:05:14.680 --> 00:05:15.560]  因此你會發覺
[00:05:15.560 --> 00:05:18.080]  聖經裡面說到這些事情的時候
[00:05:18.080 --> 00:05:19.600]  舊的聖經就說
[00:05:19.600 --> 00:05:22.200]  認識耶和華的知識
[00:05:22.200 --> 00:05:24.160]  要充滿全地
[00:05:24.160 --> 00:05:26.520]  而且我們在書第十一章所說
[00:05:26.520 --> 00:05:29.800]  好像水充滿了洋海一般
[00:05:29.800 --> 00:05:32.920]  這種廣泛對上帝的認知
[00:05:32.920 --> 00:05:34.600]  和生命的關係
[00:05:34.600 --> 00:05:37.120]  是因為神賜下聖靈
[00:05:37.120 --> 00:05:40.720]  讓我們能夠認識神
[00:05:40.720 --> 00:05:41.840]  如果你留心聖經
[00:05:41.840 --> 00:05:43.880]  《約翰一書》第二章
[00:05:43.880 --> 00:05:47.360]  你會記得當時有一段經文說到
[00:05:47.360 --> 00:05:48.520]  聖經就說
[00:05:48.520 --> 00:05:51.600]  「不用人去教導你們
[00:05:51.600 --> 00:05:53.400]  自有主的恩高
[00:05:53.400 --> 00:05:56.600]  在凡事上指教你們
[00:05:56.600 --> 00:05:59.560]  你們要按照所領受的教訓
[00:05:59.560 --> 00:06:02.720]  住在主的裡面」
[00:06:02.720 --> 00:06:03.880]  當然這樣說
[00:06:03.880 --> 00:06:05.680]  不是說我們不需要人的指教
[00:06:05.680 --> 00:06:07.320]  不需要學習
[00:06:07.320 --> 00:06:08.200]  不是
[00:06:08.200 --> 00:06:09.800]  聖經是說
[00:06:09.800 --> 00:06:12.680]  當你去認識神的時候
[00:06:12.680 --> 00:06:14.240]  最重要的
[00:06:14.240 --> 00:06:16.280]  也最關鍵的
[00:06:16.280 --> 00:06:17.520]  是聖靈
[00:06:17.520 --> 00:06:18.120]  恩高
[00:06:18.120 --> 00:06:19.840]  恩高是說聖靈
[00:06:19.840 --> 00:06:22.160]  或者是說聖靈
[00:06:22.160 --> 00:06:23.880]  藉由神的道
[00:06:23.880 --> 00:06:26.120]  給我們的指示
[00:06:26.120 --> 00:06:27.440]  是神的聖靈
[00:06:27.440 --> 00:06:29.720]  神的恩高在我們生命當中
[00:06:29.720 --> 00:06:32.680]  讓我們明白認識上帝
[00:06:32.680 --> 00:06:36.160]  從而建立和神的生命關係
[00:06:36.160 --> 00:06:38.360]  因此當你明白之後
[00:06:38.360 --> 00:06:41.640]  你要按照所領受的教導
[00:06:41.640 --> 00:06:45.360]  住在主的裡面
[00:06:45.360 --> 00:06:47.680]  大家一定聽過很多不同弟兄姊妹
[00:06:47.680 --> 00:06:49.280]  他們信耶穌的經過
[00:06:49.280 --> 00:06:51.640]  我試過好幾次聽他們分享
[00:06:51.640 --> 00:06:54.280]  都很深體會是聖靈
[00:06:54.280 --> 00:06:57.000]  幫助人去信主
[00:06:57.000 --> 00:06:58.240]  一位姐妹說
[00:06:58.240 --> 00:07:00.160]  當她自己信耶穌的時候
[00:07:00.160 --> 00:07:02.760]  她之前回教會很多次
[00:07:02.760 --> 00:07:03.920]  聽過很多次報道會
[00:07:03.920 --> 00:07:05.640]  但她還是不肯相信
[00:07:05.640 --> 00:07:08.520]  她的心還是不想信耶穌
[00:07:08.520 --> 00:07:10.560]  有弟兄姊妹為她祈禱
[00:07:10.560 --> 00:07:13.000]  有一次自己在家裡
[00:07:13.000 --> 00:07:15.440]  她突然有一種感動
[00:07:15.440 --> 00:07:17.680]  不如看看聖經
[00:07:17.680 --> 00:07:19.240]  沒試過自己一個人
[00:07:19.240 --> 00:07:22.320]  拿一本聖經自己讀
[00:07:22.320 --> 00:07:23.600]  讀的時候
[00:07:23.600 --> 00:07:25.440]  她的心很感動
[00:07:25.440 --> 00:07:26.640]  這麼好的真理
[00:07:26.640 --> 00:07:29.440]  為什麼我不相信呢?
[00:07:29.440 --> 00:07:30.520]  就是這樣
[00:07:30.520 --> 00:07:32.560]  自己一個人在家裡
[00:07:32.560 --> 00:07:35.560]  自己決志信耶穌
[00:07:35.560 --> 00:07:38.040]  我不知道有沒有多少位弟兄姊妹
[00:07:38.040 --> 00:07:39.680]  你是自己決志的
[00:07:39.680 --> 00:07:42.800]  很多都是有朋友或者弟兄姊妹幫助你
[00:07:42.800 --> 00:07:45.480]  在那個時候她就很深刻感受到
[00:07:45.480 --> 00:07:47.360]  這位是真神
[00:07:47.360 --> 00:07:50.360]  然後她就自己決志信耶穌
[00:07:50.360 --> 00:07:52.760]  我認識她在她後來的人生
[00:07:52.760 --> 00:07:56.360]  有一個很明顯生命的改變
[00:07:56.360 --> 00:08:00.040]  聖靈是不斷在我們的心裡面工作
[00:08:00.040 --> 00:08:01.640]  當你信了耶穌之後
[00:08:01.640 --> 00:08:06.800]  你會領受祂不斷來幫助你去認識神
[00:08:06.800 --> 00:08:09.920]  我想說一件最近自己經歷的事情
[00:08:09.920 --> 00:08:12.760]  我最近自己一段時間一直讀聖經
[00:08:12.760 --> 00:08:15.120]  其中一次讀聖經的時候
[00:08:15.120 --> 00:08:17.720]  很感受到神給我的提醒
[00:08:17.720 --> 00:08:19.720]  詩篇127篇
[00:08:19.720 --> 00:08:21.520]  大家記不記得
[00:08:21.520 --> 00:08:23.320]  一節你會熟悉的經文
[00:08:23.320 --> 00:08:27.240]  聖經說道:若不是耶和華建造房屋
[00:08:27.240 --> 00:08:30.320]  建造的人就枉然勞力
[00:08:30.320 --> 00:08:32.560]  一直說到這一節經文
[00:08:32.560 --> 00:08:34.880]  到了我一直看第二節的時候
[00:08:34.880 --> 00:08:38.080]  聖經就說:清晨起來
[00:08:38.080 --> 00:08:40.200]  夜晚安歇
[00:08:40.200 --> 00:08:42.520]  吃勞碌得來的飯
[00:08:42.520 --> 00:08:45.200]  本是徒然
[00:08:45.200 --> 00:08:47.640]  我說:徒然?
[00:08:47.640 --> 00:08:48.680]  這麼早起床
[00:08:48.680 --> 00:08:50.920]  晚上做好事才睡
[00:08:50.920 --> 00:08:52.280]  很勞力地做工
[00:08:52.280 --> 00:08:54.560]  為什麼會徒然呢?
[00:08:54.560 --> 00:08:56.200]  然後聖經再說
[00:08:56.200 --> 00:09:00.000]  唯有耶和華所喜愛的
[00:09:00.000 --> 00:09:03.640]  他必安然睡覺
[00:09:03.640 --> 00:09:04.800]  我心裏面
[00:09:04.800 --> 00:09:08.840]  好像聖靈在心裏面一直提醒
[00:09:08.840 --> 00:09:12.080]  不要以為你拼命地做工
[00:09:12.080 --> 00:09:16.480]  或者你很勤力地去侍奉上帝
[00:09:16.480 --> 00:09:21.360]  但是你不會因此可以有一份安息
[00:09:21.360 --> 00:09:23.000]  或者好像第一節所說
[00:09:23.000 --> 00:09:26.480]  你不會因此產生什麼實質工作的果效
[00:09:26.480 --> 00:09:28.320]  真實的果效
[00:09:28.320 --> 00:09:32.560]  唯有你真的知道去愛神
[00:09:32.560 --> 00:09:34.880]  你在主的愛裏面
[00:09:34.880 --> 00:09:38.280]  在神的應許的愛當中
[00:09:38.280 --> 00:09:42.320]  你會領受神給你的生命的平安
[00:09:42.320 --> 00:09:48.120]  又見到神賜福你所作的功
[00:09:48.120 --> 00:09:51.080]  這句話在那段日子
[00:09:51.080 --> 00:09:53.440]  帶給我很重要的提醒
[00:09:53.440 --> 00:09:55.080]  也很體會到上帝
[00:09:55.080 --> 00:09:58.560]  藉著聖靈來幫助我認識
[00:09:58.560 --> 00:10:01.640]  這位上帝是一位怎樣的上帝
[00:10:01.640 --> 00:10:03.040]  各位弟兄姊妹留意
[00:10:03.040 --> 00:10:05.360]  在你裏面有聖靈
[00:10:05.360 --> 00:10:08.680]  聖靈會一路引導你明白真理
[00:10:08.680 --> 00:10:13.400]  而進入和神的生命盡心的關係裏面
[00:10:13.400 --> 00:10:15.080]  而聖經就是這樣說述
[00:10:15.080 --> 00:10:19.960]  這位上帝賜下聖靈在我們心中
[00:10:19.960 --> 00:10:22.120]  你再看的時候
[00:10:22.120 --> 00:10:24.240]  接著會再說到
[00:10:24.240 --> 00:10:28.440]  當約爾的預言講述之後
[00:10:28.440 --> 00:10:31.560]  彼得就再繼續說第二方面
[00:10:31.560 --> 00:10:32.960]  就是說到主耶穌
[00:10:32.960 --> 00:10:36.560]  祂被人釘死在十字架上
[00:10:36.560 --> 00:10:40.640]  但是神卻將祂從死亡中復活過來
[00:10:40.640 --> 00:10:44.720]  你看聖經的二十四節
[00:10:44.720 --> 00:10:45.920]  二十四節
[00:10:45.920 --> 00:10:48.800]  「神卻把他的痛苦解除
[00:10:48.800 --> 00:10:50.480]  使他復活了
[00:10:50.480 --> 00:10:54.800]  因為他不能被死亡拘禁」
[00:10:54.800 --> 00:10:57.240]  把死的痛苦解除
[00:10:57.240 --> 00:10:58.960]  聖經所說的痛苦
[00:10:58.960 --> 00:11:02.920]  其實是在說一些生產之苦
[00:11:02.920 --> 00:11:05.600]  一位太太生產的過程當中
[00:11:05.600 --> 00:11:07.360]  經歷的那種痛苦
[00:11:07.360 --> 00:11:09.080]  但是看到痛苦之餘
[00:11:09.080 --> 00:11:11.640]  有新生命出現
[00:11:11.640 --> 00:11:13.360]  也在表達一件事情
[00:11:13.360 --> 00:11:14.400]  主耶穌沒有錯
[00:11:14.400 --> 00:11:17.160]  他經歷了一種死亡的痛苦
[00:11:17.160 --> 00:11:20.440]  但是上帝由這種痛苦解除了
[00:11:20.440 --> 00:11:25.000]  讓他的死亡產生生命
[00:11:25.000 --> 00:11:30.680]  因此將新生命帶進了世界
[00:11:30.680 --> 00:11:31.440]  聖經就說
[00:11:31.440 --> 00:11:32.760]  「他復活了
[00:11:32.760 --> 00:11:36.360]  因為他不能被死亡拘禁」
[00:11:36.360 --> 00:11:39.640]  生命的主不會被死亡拘禁
[00:11:39.640 --> 00:11:41.400]  接著你跳下去再看
[00:11:41.400 --> 00:11:44.440]  當彼得在透過一些舊約經文
[00:11:44.440 --> 00:11:46.400]  講述主的復活的時候
[00:11:46.400 --> 00:11:50.000]  在三十二節
[00:11:50.000 --> 00:11:51.280]  「這位耶穌
[00:11:51.280 --> 00:11:55.280]  神已經使他復活了
[00:11:55.280 --> 00:11:58.760]  我們都是這時的見證人」
[00:11:58.760 --> 00:12:01.840]  然後你再一起讀三十三節
[00:12:01.840 --> 00:12:05.920]  「他既然被高舉到神的右邊
[00:12:05.920 --> 00:12:09.640]  從父領受了所應許的聖命
[00:12:09.640 --> 00:12:12.360]  就把他挑冠下來
[00:12:12.360 --> 00:12:17.120]  這就是你們所看見所聽見的」
[00:12:17.120 --> 00:12:18.520]  聖經裏面講述
[00:12:18.520 --> 00:12:20.560]  當主復活了的時候
[00:12:20.560 --> 00:12:23.000]  上帝將他升為至高
[00:12:23.000 --> 00:12:24.920]  大家記得菲勒比書所說
[00:12:24.920 --> 00:12:27.800]  他的名超乎萬名之上
[00:12:27.800 --> 00:12:33.440]  因為主耶穌願意為我們承擔死亡的代價
[00:12:33.440 --> 00:12:35.040]  但是他得勝了死亡
[00:12:35.040 --> 00:12:38.200]  他被神高舉到他的右邊
[00:12:38.200 --> 00:12:44.480]  也意味著回到他原本有的極尊榮的位置
[00:12:44.480 --> 00:12:45.560]  在那時候
[00:12:45.560 --> 00:12:49.320]  主耶穌就從父領受了聖靈
[00:12:49.320 --> 00:12:52.560]  而將聖靈持下
[00:12:52.560 --> 00:12:54.240]  你留心看聖經所說
[00:12:54.240 --> 00:12:56.080]  是挑冠
[00:12:56.080 --> 00:12:58.120]  不單止你口乾
[00:12:58.120 --> 00:13:01.560]  給你滴水滋潤一下
[00:13:01.560 --> 00:13:05.200]  而是傾注在你的生命中
[00:13:05.200 --> 00:13:10.120]  讓聖靈傾注在信靠他的人的生命裏面
[00:13:10.120 --> 00:13:13.040]  讓他們可以領受神的靈
[00:13:13.040 --> 00:13:14.200]  主耶穌離世的時候
[00:13:14.200 --> 00:13:15.680]  你記得
[00:13:15.680 --> 00:13:17.560]  他說「我要離開
[00:13:17.560 --> 00:13:20.000]  但我不會撇下你們
[00:13:20.000 --> 00:13:21.040]  我要求父
[00:13:21.040 --> 00:13:24.760]  父就差遣另一位保衛師」
[00:13:24.760 --> 00:13:26.120]  另一位意味著
[00:13:26.120 --> 00:13:29.840]  是像主耶穌一樣的一位保衛師
