
[00:00:00.000 --> 00:00:03.000]  剛才大家眼前一班師班員
[00:00:03.000 --> 00:00:05.000]  他們唱出很美妙的詩歌
[00:00:05.000 --> 00:00:07.000]  這七八十位弟兄姊妹
[00:00:07.000 --> 00:00:10.000]  他們有小朋友,有不同年紀的
[00:00:10.000 --> 00:00:13.000]  有來自不同背景的基督徒
[00:00:13.000 --> 00:00:15.000]  他們有共同的信仰
[00:00:15.000 --> 00:00:17.000]  相信耶穌基督是他們的救主
[00:00:17.000 --> 00:00:19.000]  在他們人生當中的其中一個階段
[00:00:19.000 --> 00:00:21.000]  他們接觸到耶穌
[00:00:21.000 --> 00:00:23.000]  他們知道耶穌是他們生命的盼望
[00:00:23.000 --> 00:00:26.000]  他們就相信主,成為一個基督徒
[00:00:26.000 --> 00:00:28.000]  他們付出了很長的時間代價
[00:00:28.000 --> 00:00:31.000]  來排練今晚或昨晚的詩歌
[00:00:31.000 --> 00:00:33.000]  很想有一個目的
[00:00:33.000 --> 00:00:34.000]  就是透過他們的詩歌
[00:00:34.000 --> 00:00:35.000]  他們同心合意的
[00:00:35.000 --> 00:00:37.000]  雖然來自不同背景的人
[00:00:37.000 --> 00:00:38.000]  但同心合意的
[00:00:38.000 --> 00:00:42.000]  將讚美、感恩獻給這位耶穌基督
[00:00:42.000 --> 00:00:45.000]  就是復活節的主人翁
[00:00:45.000 --> 00:00:46.000]  當你問他們的時候
[00:00:46.000 --> 00:00:48.000]  他們沒有一個人會承認
[00:00:48.000 --> 00:00:50.000]  他們自己是主角
[00:00:50.000 --> 00:00:51.000]  沒有人會告訴你
[00:00:51.000 --> 00:00:55.000]  他們是這次讚美會當中的重要人物
[00:00:55.000 --> 00:00:56.000]  我更加不是
[00:00:56.000 --> 00:00:57.000]  師班長不是
[00:00:57.000 --> 00:00:58.000]  指揮員不是
[00:00:58.000 --> 00:01:00.000]  我們沒有一個人覺得自己是主角
[00:01:00.000 --> 00:01:02.000]  我們清清楚楚知道
[00:01:02.000 --> 00:01:03.000]  今晚我們聚集在一起
[00:01:03.000 --> 00:01:06.000]  我們讚美的是耶穌基督自己
[00:01:06.000 --> 00:01:10.000]  耶穌基督是真正我們今晚讚美的主角
[00:01:10.000 --> 00:01:13.000]  是我們今晚的焦點
[00:01:13.000 --> 00:01:14.000]  但大家要留意到
[00:01:14.000 --> 00:01:16.000]  在耶穌再生的時間
[00:01:16.000 --> 00:01:20.000]  你會發覺他永遠不會以主角來自居
[00:01:20.000 --> 00:01:21.000]  意思是說
[00:01:21.000 --> 00:01:25.000]  他永遠不會去爭取別人對他的注意
[00:01:25.000 --> 00:01:28.000]  他不會要求別人去重視他
[00:01:28.000 --> 00:01:29.000]  去高舉他
[00:01:29.000 --> 00:01:32.000]  他永遠不會將自己放在舞台上
[00:01:32.000 --> 00:01:34.000]  他一生由始到終
[00:01:34.000 --> 00:01:37.000]  都是保持一個謙卑的品格
[00:01:37.000 --> 00:01:38.000]  謙卑的態度
[00:01:38.000 --> 00:01:40.000]  用謙卑的一生
[00:01:40.000 --> 00:01:43.000]  來面對他所遇到的各樣的事情
[00:01:43.000 --> 00:01:45.000]  或者我們今晚就用少許時間
[00:01:45.000 --> 00:01:46.000]  思想一下耶穌基督
[00:01:46.000 --> 00:01:48.000]  這個今晚的主角
[00:01:48.000 --> 00:01:51.000]  他怎樣謙卑過他一生的生活
[00:01:51.000 --> 00:01:52.000]  大家會留意到
[00:01:52.000 --> 00:01:54.000]  在聖經不斷講到
[00:01:54.000 --> 00:01:56.000]  耶穌基督在哪裡降生
[00:01:56.000 --> 00:01:59.000]  他在一個地方叫做伯利恆
[00:01:59.000 --> 00:02:02.000]  這個地方是當時猶大的眾城邑裡
[00:02:02.000 --> 00:02:04.000]  最小的一個城市
[00:02:04.000 --> 00:02:06.000]  是一個很微不足道的地方
[00:02:06.000 --> 00:02:08.000]  他在一個馬槽裡出生
[00:02:08.000 --> 00:02:10.000]  沒有人會想像到
[00:02:10.000 --> 00:02:11.000]  一個這麼卑微的地方
[00:02:11.000 --> 00:02:13.000]  耶穌會選擇那個地方
[00:02:13.000 --> 00:02:16.000]  來作為他出生的地點
[00:02:16.000 --> 00:02:18.000]  也在當他成長的階段
[00:02:18.000 --> 00:02:20.000]  他在拿撒勒的地方成長
[00:02:20.000 --> 00:02:21.000]  拿撒勒是什麼呢?
[00:02:21.000 --> 00:02:24.000]  拿撒勒是當時的一個不見經傳
[00:02:24.000 --> 00:02:27.000]  寂寂無名的小城鎮
[00:02:27.000 --> 00:02:28.000]  大多人都知道
[00:02:28.000 --> 00:02:29.000]  當時的人都知道
[00:02:29.000 --> 00:02:31.000]  從來沒有一個偉大人物
[00:02:31.000 --> 00:02:32.000]  在那個城鎮出現
[00:02:32.000 --> 00:02:34.000]  在一個被人輕視
[00:02:34.000 --> 00:02:37.000]  被人小看的一個城鎮
[00:02:37.000 --> 00:02:40.000]  耶穌在一個這樣的地方成長
[00:02:40.000 --> 00:02:44.000]  我們發覺他在一個很貧寒的狀況下長大
[00:02:44.000 --> 00:02:47.000]  我們又看到當他成長的過程當中
[00:02:47.000 --> 00:02:49.000]  他和哪些人相處呢?
[00:02:49.000 --> 00:02:53.000]  他和一些被認為是低下階層的人相處
[00:02:53.000 --> 00:02:55.000]  他和一群漁夫
[00:02:55.000 --> 00:02:58.000]  和一群販夫走卒經常來往
[00:02:58.000 --> 00:03:02.000]  他所相處的人都是一些貧寒的人
[00:03:02.000 --> 00:03:04.000]  當他在世上工作的時候
[00:03:04.000 --> 00:03:07.000]  他接觸很多我們現在不肯接觸的人
[00:03:07.000 --> 00:03:09.000]  一些盲眼的
[00:03:09.000 --> 00:03:10.000]  一些黑蓋
[00:03:10.000 --> 00:03:12.000]  一些患了麻風的人
[00:03:12.000 --> 00:03:16.000]  耶穌基督就很樂意地和他們相處
[00:03:16.000 --> 00:03:17.000]  或者大家都有經驗
[00:03:17.000 --> 00:03:20.000]  如果你平時接觸到一些低下的人
[00:03:20.000 --> 00:03:22.000]  或者你心裡有一種很不同的反應
[00:03:22.000 --> 00:03:26.000]  或者你自己有時候不意識不察覺
[00:03:26.000 --> 00:03:29.000]  但如果突然有人告訴你他住在哪裡
[00:03:29.000 --> 00:03:32.000]  他住在沙溪灣母屋區裡面
[00:03:32.000 --> 00:03:34.000]  或者你馬上產生一種態度
[00:03:34.000 --> 00:03:36.000]  他住在那裡
[00:03:36.000 --> 00:03:39.000]  又或者有人告訴你他是賣魚的
[00:03:39.000 --> 00:03:41.000]  你心中馬上的反應就是
[00:03:41.000 --> 00:03:43.000]  賣魚佬來的
[00:03:43.000 --> 00:03:45.000]  可能你內心有一種很自然的反應
[00:03:45.000 --> 00:03:48.000]  覺得你有一點對這些人有一種輕視的感覺
[00:03:48.000 --> 00:03:49.000]  或者你自己不察覺
[00:03:49.000 --> 00:03:52.000]  但內心是這樣的看法
[00:03:52.000 --> 00:03:55.000]  如果耶穌今天來到我們中間
[00:03:55.000 --> 00:03:57.000]  他帶著他的一群朋友來到
[00:03:57.000 --> 00:04:00.000]  可能我們會拒絕他
[00:04:00.000 --> 00:04:01.000]  排斥他
[00:04:01.000 --> 00:04:02.000]  不喜歡和他一起
[00:04:02.000 --> 00:04:04.000]  因為他在世上的時候
[00:04:04.000 --> 00:04:07.000]  正正是和一些貧寒的人相處
[00:04:07.000 --> 00:04:11.000]  而他本身的出身也是貧寒
[00:04:11.000 --> 00:04:13.000]  當他在世上的時候
[00:04:13.000 --> 00:04:15.000]  雖然他有一個貧寒的狀況
[00:04:15.000 --> 00:04:17.000]  但他不斷宣告一件事情
[00:04:17.000 --> 00:04:18.000]  一個事實
[00:04:18.000 --> 00:04:20.000]  就是他自己是神
[00:04:20.000 --> 00:04:22.000]  耶穌基督宣告他自己是神
