
[00:00:00.000 --> 00:00:05.000]  今天跟大家一起思想的是關於啟示錄的訊息
[00:00:05.000 --> 00:00:08.000]  在訊息之前我想分享一件事情
[00:00:08.000 --> 00:00:12.000]  就是我自己剛剛有機會在大概三個星期之前
[00:00:12.000 --> 00:00:17.000]  去到首爾參加洛桑的世界福音的會議
[00:00:17.000 --> 00:00:21.000]  我從未去過一個這麼大的場所
[00:00:21.000 --> 00:00:24.000]  五千人一起同時參與聚會
[00:00:24.000 --> 00:00:30.000]  來自世界222個國家不同地區的弟兄姊妹
[00:00:30.000 --> 00:00:32.000]  一起敬拜學習
[00:00:32.000 --> 00:00:36.000]  另外有五千人在網上參與
[00:00:36.000 --> 00:00:38.000]  當我接觸到這些弟兄姊妹的時候
[00:00:38.000 --> 00:00:41.000]  感受到一種團契
[00:00:41.000 --> 00:00:43.000]  或者說再準確一點說
[00:00:43.000 --> 00:00:46.000]  感受到什麼是教會
[00:00:46.000 --> 00:00:50.000]  世界各處地方有很多不同的弟兄姊妹
[00:00:50.000 --> 00:00:52.000]  他們帶著一份敬虔
[00:00:52.000 --> 00:00:55.000]  很想知道如何去傳福音
[00:00:55.000 --> 00:00:59.000]  因此齊集一起探索很多福音的方向
[00:00:59.000 --> 00:01:02.000]  很多福音要關注的事情
[00:01:02.000 --> 00:01:04.000]  過程中我想提及
[00:01:04.000 --> 00:01:09.000]  其中有一天特別談到關於教會和逼白
[00:01:09.000 --> 00:01:11.000]  很多地區的教會代表
[00:01:11.000 --> 00:01:15.000]  他們出來就講述他們所身處的地區
[00:01:15.000 --> 00:01:17.000]  面對非法的教會
[00:01:17.000 --> 00:01:20.000]  就講述他們所身處的地區
[00:01:20.000 --> 00:01:23.000]  面對各種的逼白的情況
[00:01:23.000 --> 00:01:26.000]  我一路聽很難受
[00:01:26.000 --> 00:01:29.000]  很嚴重的各種的逼白
[00:01:29.000 --> 00:01:31.000]  其中有提到一件事情
[00:01:31.000 --> 00:01:35.000]  印度在一個叫做曼尼普爾邦
[00:01:35.000 --> 00:01:39.000]  這個地方有很多對教會的逼白
[00:01:39.000 --> 00:01:42.000]  在2023年去年的5月開始
[00:01:42.000 --> 00:01:46.000]  到現在超過有600間教會
[00:01:46.000 --> 00:01:51.000]  和基督教的機構被焚燒被摧毀
[00:01:51.000 --> 00:01:55.000]  當中超過100人1000人死亡
[00:01:55.000 --> 00:01:58.000]  到今天仍有很多搶劫教會
[00:01:58.000 --> 00:02:01.000]  焚燒教會的事情繼續發生
[00:02:01.000 --> 00:02:05.000]  一路聽到鄧英哲的講述他們的情況的時候
[00:02:05.000 --> 00:02:07.000]  很難過
[00:02:07.000 --> 00:02:11.000]  在我們一組人一起分享的時候
[00:02:11.000 --> 00:02:13.000]  我就想起一件事情
[00:02:13.000 --> 00:02:15.000]  很多年前在香港
[00:02:15.000 --> 00:02:20.000]  我從東歐國家來的一位目者分享
[00:02:20.000 --> 00:02:24.000]  他就說在我們所身處的地方
[00:02:24.000 --> 00:02:29.000]  很多的逼白是很正面的
[00:02:29.000 --> 00:02:32.000]  是很公開的
[00:02:32.000 --> 00:02:38.000]  而且我們是真實地受到很多皮肉的殘害傷害
[00:02:38.000 --> 00:02:39.000]  但是他接著說
[00:02:39.000 --> 00:02:42.000]  你們這些在東方地區西方
[00:02:42.000 --> 00:02:46.000]  一些富裕的社會的基督徒
[00:02:46.000 --> 00:02:50.000]  沒錯你們沒有這些公開的逼白
[00:02:50.000 --> 00:02:53.000]  但你們受到物質主義
[00:02:53.000 --> 00:02:59.000]  受到自由的情慾的主義所逼白
[00:02:59.000 --> 00:03:03.000]  這些逼白是隱藏的
[00:03:03.000 --> 00:03:08.000]  但卻是殺人於無形
[00:03:08.000 --> 00:03:11.000]  我不會忘記這位目者所講述
[00:03:11.000 --> 00:03:16.000]  沒錯有不同形式的逼白在世界各地出現
[00:03:16.000 --> 00:03:22.000]  我們中間未必有很多很明顯或公開的逼白
[00:03:22.000 --> 00:03:25.000]  但面對著各種試探誘惑
[00:03:25.000 --> 00:03:30.000]  我們都同樣受到一種生命的逼白
[00:03:30.000 --> 00:03:31.000]  但當聖經裏面提到
[00:03:31.000 --> 00:03:36.000]  我們基督徒是會面對著各種有形無形的逼白
[00:03:36.000 --> 00:03:39.000]  但主耶穌很清楚地宣告
[00:03:39.000 --> 00:03:44.000]  我將我的教會建立在這盆石上
[00:03:44.000 --> 00:03:46.000]  說的是自己
[00:03:46.000 --> 00:03:50.000]  陰間的權勢不能勝過他
[00:03:50.000 --> 00:03:55.000]  很多同工他們分享到自己地區的逼白情況時
[00:03:55.000 --> 00:03:58.000]  多數都會以這句說話作結束
[00:03:58.000 --> 00:04:00.000]  無論有多少逼白
[00:04:00.000 --> 00:04:04.000]  但陰間的權勢不能勝過教會
[00:04:04.000 --> 00:04:08.000]  因為教會裏面有基督
[00:04:08.000 --> 00:04:11.000]  今日當我們讀到啟示錄經文時
[00:04:11.000 --> 00:04:16.000]  你會知道啟示錄一路講述在末世會發生的各樣事情
[00:04:16.000 --> 00:04:18.000]  但講到這些事情時
[00:04:18.000 --> 00:04:22.000]  同時很清楚主耶穌向教會說話
[00:04:22.000 --> 00:04:26.000]  要我們留心去聽祂給我們的安慰
[00:04:26.000 --> 00:04:28.000]  祂對我們的勸勉
[00:04:28.000 --> 00:04:30.000]  所以大家知道今次的季題
[00:04:30.000 --> 00:04:33.000]  教會在崇拜當中特別講的
[00:04:33.000 --> 00:04:36.000]  就是提到聽基督
[00:04:36.000 --> 00:04:40.000]  面對各樣挑戰逼白處境的教會
[00:04:40.000 --> 00:04:44.000]  要聽基督行主言
[00:04:44.000 --> 00:04:46.000]  去遵行主的吩咐
[00:04:46.000 --> 00:04:48.000]  而今次特別提到的
[00:04:48.000 --> 00:04:50.000]  就是與宗教會同德角度
[00:04:50.000 --> 00:04:54.000]  亦表示與我們整群
[00:04:54.000 --> 00:04:58.000]  包括世界不同地方的屬神的人
[00:04:58.000 --> 00:05:02.000]  我們去經歷神給我們角度的恩典
[00:05:02.000 --> 00:05:07.000]  在其中一切堅韌的地方跟隨著
[00:05:07.000 --> 00:05:09.000]  我們看聖經
[00:05:09.000 --> 00:05:12.000]  在聖經裏面開始在啟示錄第一章講到
[00:05:12.000 --> 00:05:14.000]  沒錯面對很多患難
[00:05:14.000 --> 00:05:18.000]  但在患難當中你會見到基督
[00:05:18.000 --> 00:05:22.000]  你會見到神真實的同在
[00:05:22.000 --> 00:05:24.000]  啟示錄第一章第九節
[00:05:24.000 --> 00:05:25.000]  剛才我們都讀過的
[00:05:25.000 --> 00:05:31.000]  提到使徒約翰受當時羅馬政權的一種抓捕
[00:05:31.000 --> 00:05:35.000]  把他抓去拔摩海島這個地方
[00:05:35.000 --> 00:05:39.000]  拔摩海島大家有些人可能去聖地猶中會去過
[00:05:39.000 --> 00:05:44.000]  這個地方是在當時的小亞細亞半島的西面
[00:05:44.000 --> 00:05:49.000]  亦在愛琴海中的一個荒蕪的小島
[00:05:49.000 --> 00:05:53.000]  裏面有火山是一個很凶險的地方
[00:05:53.000 --> 00:05:57.000]  但約翰被抓捕去到這個拔摩海島
[00:05:57.000 --> 00:05:59.000]  甚麼原因呢?
[00:05:59.000 --> 00:06:01.000]  他清楚地說
[00:06:01.000 --> 00:06:09.000]  聖經說:是為了神的道和耶穌的見證
[00:06:09.000 --> 00:06:11.000]  是為了神的真道
[00:06:11.000 --> 00:06:13.000]  為了耶穌基督的見證
[00:06:13.000 --> 00:06:16.000]  所以他被抓捕去到這個地方
[00:06:16.000 --> 00:06:18.000]  聖經提到耶穌基督的見證
[00:06:18.000 --> 00:06:21.000]  啟示錄有多次這樣說
[00:06:21.000 --> 00:06:24.000]  亦在其他經文前面一章四節提到
[00:06:24.000 --> 00:06:29.000]  耶穌基督的忠信見證人
[00:06:29.000 --> 00:06:31.000]  當說到見證的時候
[00:06:31.000 --> 00:06:36.000]  上上指向到主他在世上的致死忠心
[00:06:36.000 --> 00:06:38.000]  面對很多不同的迫不得已
[00:06:38.000 --> 00:06:40.000]  很多不同的苦難的時候
[00:06:40.000 --> 00:06:44.000]  他仍然堅定地見證神的道
[00:06:44.000 --> 00:06:47.000]  所以當時提及到耶穌的見證的時候
[00:06:47.000 --> 00:06:52.000]  上上提及到當人面對著苦難迫不得已的時候
[00:06:52.000 --> 00:06:55.000]  他堅守神的道
[00:06:55.000 --> 00:06:58.000]  仍然忠信作見證
[00:06:58.000 --> 00:07:03.000]  而約翰至於他被抓到拔波河島
[00:07:03.000 --> 00:07:05.000]  都是因為這個緣故
[00:07:05.000 --> 00:07:08.000]  都是因為他堅守神的道
[00:07:08.000 --> 00:07:12.000]  他堅持地見證主而被抓捕
[00:07:12.000 --> 00:07:14.000]  當他這樣說的時候
[00:07:14.000 --> 00:07:17.000]  他提及到他所面對的困難不單是他自己
[00:07:17.000 --> 00:07:21.000]  或者用一句話來說
[00:07:21.000 --> 00:07:26.000]  這一群為耶穌的見證所受的苦難
[00:07:26.000 --> 00:07:32.000]  是我們這一群屬神的人所共同擁有的
[00:07:32.000 --> 00:07:36.000]  他說:在耶穌裡同受患難
[00:07:36.000 --> 00:07:38.000]  同得國道
[00:07:38.000 --> 00:07:40.000]  一同忍耐
[00:07:40.000 --> 00:07:46.000]  這三種情況同時被一同連繫著
[00:07:46.000 --> 00:07:49.000]  沒錯!我們同學都知道我們同得國道
[00:07:49.000 --> 00:07:51.000]  因為基督耶穌的救贖
[00:07:51.000 --> 00:07:55.000]  你和我成為了神國道的子民
[00:07:55.000 --> 00:07:57.000]  《國樓西書》一章所說
[00:07:57.000 --> 00:07:59.000]  我們這一群人
[00:07:59.000 --> 00:08:03.000]  神救我們脫離黑暗的權勢
[00:08:03.000 --> 00:08:07.000]  將我們遷到愛子的國度
[00:08:07.000 --> 00:08:09.000]  我們成為了神屬神的子民
[00:08:09.000 --> 00:08:11.000]  神國道的子民
[00:08:11.000 --> 00:08:13.000]  是因為神自己的救恩
[00:08:13.000 --> 00:08:19.000]  帶我們進入了不同的生命地位
[00:08:19.000 --> 00:08:21.000]  但當講到國道的時候
[00:08:21.000 --> 00:08:25.000]  同時他在說同受患難
[00:08:25.000 --> 00:08:27.000]  進入神的國度裡
[00:08:27.000 --> 00:08:31.000]  亦是分擔耶穌基督會有的患難
[00:08:31.000 --> 00:08:32.000]  在過程當中
[00:08:32.000 --> 00:08:34.000]  學習耶穌基督的忍耐
[00:08:34.000 --> 00:08:36.000]  一同忍耐
[00:08:36.000 --> 00:08:39.000]  忍耐亦意味著在一切情況之下
[00:08:39.000 --> 00:08:40.000]  堅守主道
[00:08:40.000 --> 00:08:42.000]  好像剛才我們所說
[00:08:42.000 --> 00:08:48.000]  當使徒保羅去到不同地方
[00:08:48.000 --> 00:08:50.000]  傳揚福音的時候
[00:08:50.000 --> 00:08:53.000]  他常常說出一個訊息
[00:08:53.000 --> 00:08:59.000]  就是經文在《士童傳》所提及
[00:08:59.000 --> 00:09:00.000]  這裡提到
[00:09:00.000 --> 00:09:03.000]  「堅固信徒們徒的心
[00:09:03.000 --> 00:09:05.000]  勸他們持守信仰說
[00:09:05.000 --> 00:09:07.000]  我們進入神的國
[00:09:07.000 --> 00:09:10.000]  必須經歷許多患難」
[00:09:10.000 --> 00:09:12.000]  他不斷傳達一個訊息
[00:09:12.000 --> 00:09:15.000]  沒錯 神將我們帶到他的國度
[00:09:15.000 --> 00:09:18.000]  但進入神的國度過程中
[00:09:18.000 --> 00:09:22.000]  我們必須經歷許多患難
[00:09:22.000 --> 00:09:23.000]  有形的
[00:09:23.000 --> 00:09:26.000]  無形的患難會臨到我們
[00:09:26.000 --> 00:09:29.000]  但聖經同時在提摩太后書中說
[00:09:29.000 --> 00:09:31.000]  而將十二節提到
[00:09:31.000 --> 00:09:34.000]  「我們若能忍耐到底
[00:09:34.000 --> 00:09:41.000]  也必與他一同掌王權」
[00:09:41.000 --> 00:09:42.000]  而法經講述到
[00:09:42.000 --> 00:09:45.000]  神將我們遷到他的國度
[00:09:45.000 --> 00:09:48.000]  不單讓我們成為他的子民
[00:09:48.000 --> 00:09:49.000]  聖經多處提及
[00:09:49.000 --> 00:09:53.000]  我們分享他的王權
[00:09:53.000 --> 00:09:55.000]  但這種王權是表示
[00:09:55.000 --> 00:09:58.000]  當他們忍耐到底
[00:09:58.000 --> 00:10:02.000]  是願意堅守所承認的道
[00:10:02.000 --> 00:10:08.000]  然後神就應許我們與他一同掌王權
[00:10:08.000 --> 00:10:11.000]  弟兄姊妹 你去想一想
[00:10:11.000 --> 00:10:14.000]  你將來會經歷新天新地
[00:10:14.000 --> 00:10:19.000]  將來會經歷神帶領我們進入他永恆的國度
[00:10:19.000 --> 00:10:22.000]  而且你是作王
[00:10:22.000 --> 00:10:26.000]  你說我們這麼多人一起作王
[00:10:26.000 --> 00:10:30.000]  是 我們一同作王
[00:10:30.000 --> 00:10:35.000]  在過程中你會經歷到神給我們的榮耀
[00:10:35.000 --> 00:10:38.000]  是一種怎樣的榮耀
[00:10:38.000 --> 00:10:40.000]  當我們讀到這段經文時
[00:10:40.000 --> 00:10:43.000]  你會發覺在下面的經文繼續提及一件事
[00:10:43.000 --> 00:10:46.000]  就是在患難的過程中
[00:10:46.000 --> 00:10:50.000]  我們會見到耶穌基督
[00:10:50.000 --> 00:10:52.000]  而在過程中
[00:10:52.000 --> 00:10:54.000]  你會見到約翰提及
[00:10:54.000 --> 00:10:57.000]  他看見耶穌基督的威榮
[00:10:57.000 --> 00:11:00.000]  之後他有一個很特別的反應
[00:11:00.000 --> 00:11:02.000]  剛才讀的第一章第十七節
[00:11:02.000 --> 00:11:06.000]  就說到他見到一位榮耀的基督時
[00:11:06.000 --> 00:11:08.000]  就撲倒在他腳前
[00:11:08.000 --> 00:11:10.000]  好像死了一樣
[00:11:10.000 --> 00:11:13.000]  他用右手按在我身上說
[00:11:13.000 --> 00:11:17.000]  「不要怕 我是首先的 是末後的」
[00:11:17.000 --> 00:11:19.000]  下面大家一起讀
[00:11:19.000 --> 00:11:21.000]  也是永活的
[00:11:21.000 --> 00:11:22.000]  我曾死過
[00:11:22.000 --> 00:11:24.000]  漢人 我現在活著
[00:11:24.000 --> 00:11:26.000]  直到永永遠遠
[00:11:26.000 --> 00:11:31.000]  我拿著死亡和陰間的物事
[00:11:31.000 --> 00:11:34.000]  基督對約翰說
[00:11:34.000 --> 00:11:36.000]  「不要怕」
[00:11:36.000 --> 00:11:37.000]  當然不單單說
[00:11:37.000 --> 00:11:43.000]  你不要怕見到一個這樣的形狀的基督
[00:11:43.000 --> 00:11:45.000]  更加告訴他
[00:11:45.000 --> 00:11:46.000]  在患難當中
[00:11:46.000 --> 00:11:48.000]  在北魔海島裏面
[00:11:48.000 --> 00:11:49.000]  不需要怕
[00:11:49.000 --> 00:11:53.000]  因為「我是首先的 是末後的」
[00:11:53.000 --> 00:11:55.000]  清楚表達出一位上帝
[00:11:55.000 --> 00:11:57.000]  是掌管永恆
[00:11:57.000 --> 00:12:00.000]  掌管天地的一位主
[00:12:00.000 --> 00:12:04.000]  一切在祂慈愛的掌權當中
[00:12:04.000 --> 00:12:08.000]  也就是祂拿著死亡和陰間的弱勢
[00:12:08.000 --> 00:12:12.000]  大家明白拿著弱勢的意思
[00:12:12.000 --> 00:12:14.000]  不是那些地上的權勢
[00:12:14.000 --> 00:12:17.000]  他們決定你的生死
[00:12:17.000 --> 00:12:20.000]  真正決定生死的
[00:12:20.000 --> 00:12:24.000]  是那位曾經死而復活的基督
[00:12:24.000 --> 00:12:28.000]  祂拿著生命的事
[00:12:28.000 --> 00:12:31.000]  也拿著死亡和陰間的弱勢
[00:12:31.000 --> 00:12:35.000]  正是主耶穌很清楚的宣告
[00:12:35.000 --> 00:12:39.000]  我講一句
[00:12:39.000 --> 00:12:41.000]  剛才我提到
