
[00:00:00.000 --> 00:00:02.520]  今天是猜拳主日
[00:00:02.520 --> 00:00:08.680]  希望藉著保羅的經歷和心智
[00:00:08.680 --> 00:00:13.640]  提醒我們如何看待猜拳的使命
[00:00:13.640 --> 00:00:15.840]  從基督教開始
[00:00:15.840 --> 00:00:23.840]  我們可以看到很明顯的猜拳心智、意象和實踐的人
[00:00:23.840 --> 00:00:25.360]  就是保羅
[00:00:25.360 --> 00:00:28.120]  保羅在傳福音的過程中
[00:00:28.120 --> 00:00:31.080]  他向外邦人傳福音
[00:00:31.080 --> 00:00:33.080]  向猶太人傳福音
[00:00:33.080 --> 00:00:34.480]  在過程中
[00:00:34.480 --> 00:00:38.800]  猶太人聽見他講福音的訊息
[00:00:38.800 --> 00:00:40.120]  就用不同的理由
[00:00:40.120 --> 00:00:43.680]  就說他違反了羅馬的律法
[00:00:43.680 --> 00:00:46.320]  亦違反了猶太人的律法
[00:00:46.320 --> 00:00:47.640]  所以就捉了他
[00:00:47.640 --> 00:00:49.640]  等待他一個審訊
[00:00:49.640 --> 00:00:51.920]  現在在這個情景裏
[00:00:51.920 --> 00:00:52.880]  在這個背景裏
[00:00:52.880 --> 00:00:59.000]  保羅就在阿基帕王一個地區的管治的統治者
[00:00:59.000 --> 00:01:00.920]  一個巡撫
[00:01:00.920 --> 00:01:04.040]  菲斯都的官員
[00:01:04.040 --> 00:01:08.200]  和其他一些保羅說是尊貴的人
[00:01:08.200 --> 00:01:09.120]  即是有身份的人
[00:01:09.120 --> 00:01:12.120]  一起去聽這個審訊
[00:01:12.120 --> 00:01:14.200]  接著保羅一開始的時候
[00:01:14.200 --> 00:01:21.400]  他就去講出他自己人生一個很重要的經歷
[00:01:21.400 --> 00:01:24.080]  就是他往大馬式的路上
[00:01:24.080 --> 00:01:27.960]  復活的耶穌向他顯現
[00:01:27.960 --> 00:01:33.320]  這個在《哲學傳》裏面可以說講了三次
[00:01:33.320 --> 00:01:35.880]  保羅在不同的場合都講這個經歷
[00:01:35.880 --> 00:01:38.920]  所以這個經歷對他來說是相當相當的重要
[00:01:38.920 --> 00:01:40.440]  影響他的一生
[00:01:40.440 --> 00:01:42.640]  在這裏保羅怎樣再講呢?
[00:01:42.640 --> 00:01:44.880]  其實在不同的情況裏面
[00:01:44.880 --> 00:01:46.800]  保羅講這個經歷
[00:01:46.800 --> 00:01:48.960]  重點都有少少的不同
[00:01:48.960 --> 00:01:51.520]  在這裏保羅說:我說主呀
[00:01:51.520 --> 00:01:54.000]  當耶穌向他顯現的時候
[00:01:54.000 --> 00:02:00.720]  耶穌跟他說:我就是你所逼迫的拿撒勒人
[00:02:00.720 --> 00:02:03.120]  耶穌的時候
[00:02:03.120 --> 00:02:06.280]  保羅在這裏去引述耶穌這樣講
[00:02:06.280 --> 00:02:07.320]  我說主呀
[00:02:07.320 --> 00:02:08.960]  你是誰?主說
[00:02:08.960 --> 00:02:11.480]  我就是你所逼迫的耶穌
[00:02:11.480 --> 00:02:13.280]  你起來站著
[00:02:13.280 --> 00:02:14.840]  我特意向你顯現
[00:02:14.840 --> 00:02:16.400]  要拜你作則事
[00:02:16.400 --> 00:02:17.400]  作見證
[00:02:17.400 --> 00:02:19.160]  將你所看見的事
[00:02:19.160 --> 00:02:23.480]  和我將要指示你的事證明出來
[00:02:23.480 --> 00:02:25.480]  在這裏保羅沒有講到
[00:02:25.480 --> 00:02:28.720]  他那時候的眼睛瞎了
[00:02:28.720 --> 00:02:29.880]  看不到東西
[00:02:29.880 --> 00:02:34.040]  他眼睛怎樣從看不到東西裏面得到醫治
[00:02:34.040 --> 00:02:37.680]  在過程裏面他怎樣被人帶到大馬式
[00:02:37.680 --> 00:02:40.960]  然後見到阿拿尼亞
[00:02:40.960 --> 00:02:44.400]  然後他的眼睛被醫治的過程
[00:02:44.400 --> 00:02:45.560]  保羅沒有講
[00:02:45.560 --> 00:02:47.840]  因為這不是他的重點
[00:02:47.840 --> 00:02:49.960]  反而保羅要凸顯的是甚麼呢?
[00:02:49.960 --> 00:02:53.240]  就是復活的耶穌在他身上
[00:02:53.240 --> 00:02:56.160]  可以說是掌管他生命的主權
[00:02:56.160 --> 00:02:59.480]  和他怎樣領受這個福音的使命
[00:02:59.480 --> 00:03:00.880]  他在這裏再講
[00:03:00.880 --> 00:03:04.200]  他自己去傳講這個福音
[00:03:04.200 --> 00:03:08.600]  是因為蒙受耶穌這個呼召
[00:03:08.600 --> 00:03:13.400]  和這個復活的耶穌的委任和差遣
[00:03:13.400 --> 00:03:16.600]  在往大馬式的路上
[00:03:16.600 --> 00:03:19.360]  發生了這麼重要的一件事
[00:03:19.360 --> 00:03:23.640]  在這裏保羅將他之後在聖殿裏面
[00:03:23.640 --> 00:03:25.880]  可以說是見到的異象
[00:03:25.880 --> 00:03:28.600]  兩個的經驗在一起
[00:03:28.600 --> 00:03:34.920]  在這裏同時講出兩個異象當中的一個重點
[00:03:34.920 --> 00:03:36.600]  在這裏希望保羅
[00:03:36.600 --> 00:03:38.920]  希望聽眾可以說
[00:03:38.920 --> 00:03:46.280]  聚焦在復活的耶穌怎樣向保羅顯現
[00:03:46.280 --> 00:03:47.560]  跟著猜派他
[00:03:47.560 --> 00:03:50.320]  委派他成為一個愛邦人的使徒
[00:03:50.320 --> 00:03:51.720]  這件事上
[00:03:51.720 --> 00:03:54.400]  保羅希望當時在場每一個人
[00:03:54.400 --> 00:03:56.800]  都將焦點放在這裏
[00:03:56.800 --> 00:03:59.440]  然後在這裏繼續講
[00:03:59.440 --> 00:04:00.560]  在17節裏說
[00:04:00.560 --> 00:04:04.040]  我也要救你脫離百姓和愛邦人的手
[00:04:04.040 --> 00:04:05.360]  在這裏其實一開始
[00:04:05.360 --> 00:04:09.000]  耶穌將使命交託給保羅的時候
[00:04:09.000 --> 00:04:09.800]  也告訴他
[00:04:09.800 --> 00:04:11.720]  你要面對很多很多的困難
[00:04:11.720 --> 00:04:13.320]  很多很多的挑戰
[00:04:13.320 --> 00:04:14.840]  但是耶穌說
[00:04:14.840 --> 00:04:19.760]  我要救你脫離百姓和愛邦人的手
[00:04:19.760 --> 00:04:21.880]  耶穌對保羅的呼召
[00:04:21.880 --> 00:04:26.200]  可以說再加上對保羅的應許和保守
[00:04:26.200 --> 00:04:27.560]  讓保羅知道
[00:04:27.560 --> 00:04:29.440]  你前的路是不容易走的
[00:04:29.440 --> 00:04:30.640]  不過你放心
[00:04:30.640 --> 00:04:32.160]  我會保守你
[00:04:32.160 --> 00:04:34.920]  我會救你脫離危難
[00:04:34.920 --> 00:04:36.240]  然後在18節裏說
[00:04:36.240 --> 00:04:39.200]  我差你到他們那裏去
[00:04:39.200 --> 00:04:41.160]  要叫他們的眼睛得開
[00:04:41.160 --> 00:04:43.200]  從黑暗中歸向光明
[00:04:43.200 --> 00:04:45.560]  從撒旦的權下歸向神
[00:04:45.560 --> 00:04:46.400]  有因我
