
[00:00:00.000 --> 00:00:01.660]  請節哀平安
[00:00:01.660 --> 00:00:04.900]  我講過我希望用三次的時限
[00:00:04.900 --> 00:00:10.260]  和大家一起在聖經裏面來看
[00:00:10.260 --> 00:00:16.140]  重新得力展翅上騰這個信息
[00:00:16.140 --> 00:00:20.280]  我也講過為什麼我有這樣的負擔要講這個信息
[00:00:20.280 --> 00:00:22.700]  因為實在在過去這一年裏面
[00:00:22.700 --> 00:00:24.780]  我們發覺越來越多我們
[00:00:24.780 --> 00:00:30.220]  普遍是有一種很沉重甚至很疲倦
[00:00:30.220 --> 00:00:36.180]  甚至有人會好像我們所看見的情況很抑鬱
[00:00:36.180 --> 00:00:39.540]  我也看到不同的文章
[00:00:39.540 --> 00:00:43.220]  甚至我們聽到很多的廣告都是在這個題目裏面
[00:00:43.220 --> 00:00:46.420]  我甚至有種感覺好像用一種新淫
[00:00:46.420 --> 00:00:50.660]  去表達那種無奈
[00:00:50.660 --> 00:00:52.260]  來自很多的原因的
[00:00:52.260 --> 00:00:57.580]  有時是因為來自這個疫症一直拖下去
[00:00:57.580 --> 00:01:01.660]  好像永遠沒完沒了只有更差
[00:01:01.660 --> 00:01:06.100]  我也看見或者是經濟上的蕭條
[00:01:06.100 --> 00:01:09.820]  我們周圍的環境或者我們政治上的環境
[00:01:09.820 --> 00:01:15.780]  也有我們看見甚至在過去的日子裏面所發生的事情
[00:01:15.780 --> 00:01:17.780]  影響到我們的家庭
[00:01:17.780 --> 00:01:20.060]  影響到我們周圍的人
[00:01:20.060 --> 00:01:24.740]  對於我來說也是最近這段日子裏面
[00:01:24.740 --> 00:01:26.780]  不斷開始在我身邊的
[00:01:26.780 --> 00:01:31.620]  我認識的也有很多人都要離開香港
[00:01:31.620 --> 00:01:34.060]  增加了一份難過
[00:01:34.060 --> 00:01:37.420]  離開的時候可能他是無意的
[00:01:37.420 --> 00:01:41.060]  不過多多少少或者是會覺得
[00:01:41.060 --> 00:01:42.580]  為什麼他要離開
[00:01:42.580 --> 00:01:46.420]  所以要強調他離開的正當性
[00:01:46.420 --> 00:01:48.660]  離開之前和他聊天的時候
[00:01:48.660 --> 00:01:50.860]  再將香港加多兩腳
[00:01:50.860 --> 00:01:56.380]  在一個已經痛苦的難過的日子裏面還要去鑽研
[00:01:56.380 --> 00:01:58.500]  我不怪他們
[00:01:58.500 --> 00:02:01.060]  但是我心裏面是難過
[00:02:01.060 --> 00:02:03.420]  有時我自己也覺得
[00:02:03.420 --> 00:02:07.500]  用幾個字眼在聖經裏面也會出現的
[00:02:07.500 --> 00:02:10.460]  感覺到周圍好像很黑暗
[00:02:10.460 --> 00:02:13.700]  看不到前面要繼續有些什麼可以
[00:02:13.700 --> 00:02:16.220]  再期待有光明出來
[00:02:16.220 --> 00:02:19.300]  或者好像聖經裏面所說的
[00:02:19.300 --> 00:02:21.340]  描述我的心情的
[00:02:21.340 --> 00:02:25.540]  很疲乏、很疲倦、很累
[00:02:25.540 --> 00:02:28.420]  很累 什麼時候完又不完
[00:02:28.420 --> 00:02:32.060]  一直都很累 甚至有些憤怒
[00:02:32.060 --> 00:02:35.100]  憤怒的時候沒有什麼結果
[00:02:35.100 --> 00:02:38.140]  這個時候產生很多有時候
[00:02:38.140 --> 00:02:41.620]  自己忍不住這個負面的情緒
[00:02:41.620 --> 00:02:44.180]  負面的想法
[00:02:44.180 --> 00:02:46.860]  所以有時候也很生氣
[00:02:46.860 --> 00:02:49.940]  我自己有這樣的體會 我就很想
[00:02:49.940 --> 00:02:52.540]  我的負擔很想在聖經裏面
[00:02:52.540 --> 00:02:54.820]  就是神怎麼說的?
[00:02:54.820 --> 00:02:55.940]  神說些什麼呢?
[00:02:55.940 --> 00:02:58.740]  我相信神有東西要跟我們說的
[00:02:58.740 --> 00:03:04.420]  於是我上一次就和大家看這個以利亞的一個個案
[00:03:04.420 --> 00:03:07.180]  這次我是做了一些功課
[00:03:07.180 --> 00:03:13.100]  在整個聖經裏面看這種這樣的狀態的信徒
[00:03:13.100 --> 00:03:16.100]  神透過他們有些什麼跟我們說
[00:03:16.100 --> 00:03:18.740]  他自己有什麼要說 他自己怎麼看
[00:03:18.740 --> 00:03:22.500]  不如我試一下不只是看這個現象
[00:03:22.500 --> 00:03:26.340]  我們看看神怎麼樣去處理
[00:03:26.340 --> 00:03:28.420]  他有些什麼想跟我們說
[00:03:28.420 --> 00:03:31.660]  然後我想和大家一起來分享
[00:03:31.660 --> 00:03:35.260]  當我看的時候當然也看到聖經裏面
[00:03:35.260 --> 00:03:38.500]  有很多同樣的描述的
[00:03:38.500 --> 00:03:42.380]  共鳴的 譬如很多的詩篇
[00:03:42.380 --> 00:03:44.620]  甚至耶利米愛歌
[00:03:44.620 --> 00:03:46.820]  我發覺很多詩篇我列了出來
[00:03:46.820 --> 00:03:48.260]  我不會和大家慢慢讀
[00:03:48.260 --> 00:03:50.980]  詩篇69篇、102篇、143篇
[00:03:50.980 --> 00:03:55.140]  有很多篇的 有些是來自以色列人他亡國的時候
[00:03:55.140 --> 00:03:58.660]  所寫的 有些是來自大衛自己寫的
[00:03:58.660 --> 00:04:01.700]  來自先知耶利米寫的愛歌
[00:04:01.700 --> 00:04:04.100]  這些都有很多 我讀的時候
[00:04:04.100 --> 00:04:06.860]  我相信你和我都很共鳴的
[00:04:06.860 --> 00:04:08.820]  有時候我聽見一些的講道
[00:04:08.820 --> 00:04:09.980]  都是由這些開始
[00:04:09.980 --> 00:04:13.180]  譬如詩篇說我的心受創傷
[00:04:13.180 --> 00:04:16.620]  心裏面的說話很講正
[00:04:16.620 --> 00:04:22.620]  或者我的仇敵終日辱罵我、嘲弄我
[00:04:22.620 --> 00:04:25.860]  我所受到的打擊好像大水一樣
[00:04:25.860 --> 00:04:30.460]  是湧過我的身、漫過我的身的時候
[00:04:30.460 --> 00:04:33.300]  掩蓋我、淹沒了我
[00:04:33.300 --> 00:04:35.820]  以至我要呼求到的地步
[00:04:35.820 --> 00:04:38.940]  我覺得很疲倦、我的喉嚨乾旱
[00:04:38.940 --> 00:04:40.820]  這些全部來自聖經的說話
[00:04:40.820 --> 00:04:42.460]  就好像我們剛才所形容
[00:04:42.460 --> 00:04:45.500]  我在看的時候有很多的共鳴
[00:04:45.500 --> 00:04:49.340]  在這個時間我想和大家看看
[00:04:49.340 --> 00:04:52.780]  究竟在過去的日子裏面有多少段的聖經
[00:04:52.780 --> 00:04:55.820]  我發覺它給了我一個震撼
[00:04:55.820 --> 00:04:59.500]  我想在當中我看到的不同的地方
[00:04:59.500 --> 00:05:04.020]  給我看到的一些提議、提醒和真理
[00:05:04.020 --> 00:05:05.620]  和大家一起分享 好不好?
[00:05:05.620 --> 00:05:08.580]  我就按照聖經這樣說
[00:05:08.580 --> 00:05:11.540]  那些聖經曾經提醒過我
[00:05:11.540 --> 00:05:13.540]  我想和大家一起分享
[00:05:13.540 --> 00:05:17.500]  首先就是由剛才我們所讀這些詩篇開始
[00:05:17.500 --> 00:05:19.060]  我一直看這些詩篇的時候
[00:05:19.060 --> 00:05:21.180]  很多的共鳴一開始的時候
[00:05:21.180 --> 00:05:24.020]  它所描述的那個正是我自己的感受
[00:05:24.020 --> 00:05:29.620]  不過我想告訴你們我有一個發現
[00:05:29.620 --> 00:05:32.260]  所有這些詩篇加上剛才說的
[00:05:32.260 --> 00:05:34.940]  先知耶利米也好
[00:05:34.940 --> 00:05:36.380]  除了其中一篇
[00:05:36.380 --> 00:05:39.500]  我自己個人的研究覺得它還沒有寫完
[00:05:39.500 --> 00:05:41.980]  它就停在中間之外
[00:05:41.980 --> 00:05:50.060]  所有這些詩篇它開始雖然是這麼低沉、這麼疲倦
[00:05:50.060 --> 00:05:54.180]  但是它結束的時候很奇怪的
[00:05:54.180 --> 00:05:56.980]  差不多無獨有偶的全部都是
[00:05:56.980 --> 00:06:00.940]  有一種很向上的那種讚美
[00:06:00.940 --> 00:06:02.860]  就是說我在這裡讀給大家聽
[00:06:02.860 --> 00:06:04.460]  其中一些詩篇就說
[00:06:04.460 --> 00:06:07.740]  到最後差不多讀一半之後
[00:06:07.740 --> 00:06:10.780]  詩人就開始不同的語調
[00:06:10.780 --> 00:06:14.540]  他說: 神啊 我仍然要讚美你
[00:06:14.540 --> 00:06:16.540]  因為你是豐盛的
