
[00:00:00.000 --> 00:00:02.000]  我們一起思想一個題目
[00:00:02.000 --> 00:00:06.000]  就是「不傳自己 只傳基督」
[00:00:06.000 --> 00:00:09.000]  我記得在我自己中學的時候
[00:00:09.000 --> 00:00:11.000]  我曾經參加學校的一個學會
[00:00:11.000 --> 00:00:13.000]  我偶爾也會提及
[00:00:13.000 --> 00:00:15.000]  就是一個叫做天文學會
[00:00:15.000 --> 00:00:17.000]  我記得當我中一的時候
[00:00:17.000 --> 00:00:19.000]  一進到這間學校
[00:00:19.000 --> 00:00:22.000]  我就很開心有一個這樣的學會
[00:00:22.000 --> 00:00:25.000]  當時我很喜歡看天上的星星
[00:00:25.000 --> 00:00:27.000]  但是不太懂得怎樣看
[00:00:27.000 --> 00:00:30.000]  我記得很多晚上在學校的天台
[00:00:30.000 --> 00:00:33.000]  用那個六吋直徑的望遠鏡
[00:00:33.000 --> 00:00:35.000]  來看星星的時候
[00:00:35.000 --> 00:00:38.000]  那種開心和興奮的情緒
[00:00:38.000 --> 00:00:43.000]  我記得有同學教我怎樣看那顆金星
[00:00:43.000 --> 00:00:45.000]  在天上很多的繁星裡面
[00:00:45.000 --> 00:00:47.000]  突然間有一顆比較光亮的
[00:00:47.000 --> 00:00:50.000]  後來我才知道是九大行星
[00:00:50.000 --> 00:00:51.000]  現在是八大行星了
[00:00:51.000 --> 00:00:53.000]  其中的金星
[00:00:53.000 --> 00:00:54.000]  看到的時候很開心
[00:00:54.000 --> 00:00:57.000]  原來這顆就是金星了
[00:00:57.000 --> 00:01:00.000]  但是更開心的就是後來用望遠鏡
[00:01:00.000 --> 00:01:04.000]  看到土星和土星的光環
[00:01:04.000 --> 00:01:06.000]  那個心裡面是很快樂的
[00:01:06.000 --> 00:01:08.000]  後來再看到木星
[00:01:08.000 --> 00:01:12.000]  木星的體積比較大 是更加的光亮
[00:01:12.000 --> 00:01:14.000]  在看這些行星的時候
[00:01:14.000 --> 00:01:17.000]  心裡面想有些星大一點 有些星小一點
[00:01:17.000 --> 00:01:19.000]  它有不同的光度
[00:01:19.000 --> 00:01:20.000]  但後來我知道
[00:01:20.000 --> 00:01:25.000]  所有的行星都不是它們自己發光
[00:01:25.000 --> 00:01:28.000]  怎樣能夠發光呢
[00:01:28.000 --> 00:01:31.000]  是因為反照太陽的光
[00:01:31.000 --> 00:01:32.000]  如果這些行星
[00:01:32.000 --> 00:01:34.000]  它們自己本身說我不轉向太陽
[00:01:34.000 --> 00:01:38.000]  或者我有些東西阻擋在中間
[00:01:38.000 --> 00:01:42.000]  這些星星無論有大 無論是小
[00:01:42.000 --> 00:01:45.000]  都是黯然無光
[00:01:45.000 --> 00:01:48.000]  重要的就是太陽的光照耀它們
[00:01:48.000 --> 00:01:53.000]  它們反照出一種榮美的光彩
[00:01:53.000 --> 00:01:55.000]  當我思想一些事情的時候
[00:01:55.000 --> 00:01:57.000]  我就心念了一次領受提醒
[00:01:57.000 --> 00:01:59.000]  不是我們基督徒
[00:01:59.000 --> 00:02:02.000]  我們自己能夠發光
[00:02:02.000 --> 00:02:04.000]  唯獨我們去高舉主耶穌
[00:02:04.000 --> 00:02:08.000]  我們的心轉向神 轉向基督
[00:02:08.000 --> 00:02:11.000]  在這個時候我們領受神的光照
[00:02:11.000 --> 00:02:13.000]  我們的生命也可以反照出
[00:02:13.000 --> 00:02:16.000]  那種榮美 那種光彩
[00:02:16.000 --> 00:02:18.000]  不是我們的光彩我們再說
[00:02:18.000 --> 00:02:20.000]  而是神的光彩
[00:02:20.000 --> 00:02:23.000]  在我們生命當中也照耀出來
[00:02:23.000 --> 00:02:26.000]  這個世界有太多黑暗的地方
[00:02:26.000 --> 00:02:28.000]  而作為你 作為我
[00:02:28.000 --> 00:02:30.000]  基督徒的身份
[00:02:30.000 --> 00:02:33.000]  求神讓我們的光可以照耀出來
[00:02:33.000 --> 00:02:35.000]  一點一點在不同的地方
[00:02:35.000 --> 00:02:38.000]  能夠反照耶穌基督的真光
[00:02:38.000 --> 00:02:41.000]  因此今天的哥林多後書也提醒我們
[00:02:41.000 --> 00:02:45.000]  怎樣去成為基督的一個反照
[00:02:45.000 --> 00:02:47.000]  一個反照的光
[00:02:47.000 --> 00:02:52.000]  大家先看第四章第一節
[00:02:52.000 --> 00:02:54.000]  我們首先思想的就是
[00:02:54.000 --> 00:02:56.000]  聖經提到侍奉者的生命
[00:02:56.000 --> 00:02:58.000]  侍奉者的人 侍奉主的人
[00:02:58.000 --> 00:03:01.000]  不需要灰心喪膽
[00:03:01.000 --> 00:03:03.000]  第四章第一節
[00:03:03.000 --> 00:03:06.000]  我們既然蒙憐憫受了者積焚
[00:03:06.000 --> 00:03:09.000]  就不喪膽
[00:03:09.000 --> 00:03:12.000]  聖經提到積焚 是甚麼積焚呢?
[00:03:12.000 --> 00:03:14.000]  如果我們看過第三章
[00:03:14.000 --> 00:03:16.000]  就知道本來提到
[00:03:16.000 --> 00:03:21.000]  就是作新約的福音使者的積焚
[00:03:21.000 --> 00:03:24.000]  新約所強調的是恩典
[00:03:24.000 --> 00:03:27.000]  是主耶穌的救恩
[00:03:27.000 --> 00:03:29.000]  是因為信心而領受
[00:03:29.000 --> 00:03:33.000]  我們每一個基督徒都成為了福音的使者
[00:03:33.000 --> 00:03:36.000]  可以將恩典帶給其他的人
[00:03:36.000 --> 00:03:40.000]  聖經提到這個積焚是一個寶貴的積焚
[00:03:40.000 --> 00:03:44.000]  我們再看後面的第五章第十七十八節
[00:03:44.000 --> 00:03:48.000]  大家都熟悉的經文
[00:03:48.000 --> 00:03:53.000]  第五章第十七節
[00:03:53.000 --> 00:03:57.000]  若有人在基督裡 他就是新造的人
[00:03:57.000 --> 00:04:00.000]  舊時已過 都變成新的了
[00:04:00.000 --> 00:04:03.000]  一切都是出於神
[00:04:03.000 --> 00:04:07.000]  他藉著基督使我們與他和好
[00:04:07.000 --> 00:04:13.000]  又將勸人與他和好的積焚賜給我們
[00:04:13.000 --> 00:04:15.000]  是甚麼積焚呢?
[00:04:15.000 --> 00:04:19.000]  是勸人與他和好的積焚
[00:04:19.000 --> 00:04:24.000]  這位上帝他藉著耶穌基督使我們與神和好
[00:04:24.000 --> 00:04:28.000]  不需要面對著神的震怒 神的審判
[00:04:28.000 --> 00:04:33.000]  而將這個美好的積焚賜給我們
[00:04:33.000 --> 00:04:36.000]  因此你記得保羅剛才在四章第一節所說
[00:04:36.000 --> 00:04:39.000]  我們不是在說他自己
[00:04:39.000 --> 00:04:43.000]  而是在說所有領受這份積焚的人
[00:04:43.000 --> 00:04:45.000]  是蒙了憐憫
[00:04:45.000 --> 00:04:49.000]  不是將責任強加在你身上
[00:04:49.000 --> 00:04:51.000]  而是神拯救你
[00:04:51.000 --> 00:04:55.000]  又將勸人與他和好的積焚賜給你
[00:04:55.000 --> 00:04:58.000]  都是基於憐憫
[00:04:58.000 --> 00:05:02.000]  是神的憐憫將這些恩惠積焚賜給我們
[00:05:02.000 --> 00:05:04.000]  而他賜積焚的時候
[00:05:04.000 --> 00:05:07.000]  也會將相應的力量賜給我們
[00:05:07.000 --> 00:05:10.000]  能夠完成一個積焚
[00:05:10.000 --> 00:05:14.000]  因此聖經就很清楚地作出一個小的總結
[00:05:14.000 --> 00:05:17.000]  「就不喪膽」
[00:05:17.000 --> 00:05:20.000]  我們既蒙憐憫受了這積焚
[00:05:20.000 --> 00:05:22.000]  就不喪膽
[00:05:22.000 --> 00:05:26.000]  不要害怕 不要喪膽
[00:05:26.000 --> 00:05:27.000]  當我自己路讀聖經的時候
[00:05:27.000 --> 00:05:29.000]  我發覺聖經在舊約 在新約
[00:05:29.000 --> 00:05:34.000]  常常強調「不要害怕」
[00:05:34.000 --> 00:05:37.000]  應當剛強 什麼呢?
[00:05:37.000 --> 00:05:39.000]  壯膽
[00:05:39.000 --> 00:05:41.000]  多次重複提醒我們
[00:05:41.000 --> 00:05:45.000]  可以見得人是容易害怕的
[00:05:45.000 --> 00:05:49.000]  而神上告訴我們不要害怕
[00:05:49.000 --> 00:05:51.000]  總是提出一個原因
[00:05:51.000 --> 00:05:54.000]  為什麼我們可以不害怕
[00:05:54.000 --> 00:06:00.000]  因為我常與你們同在
[00:06:00.000 --> 00:06:03.000]  神的同在成為了一個最重要的原因
[00:06:03.000 --> 00:06:05.000]  我們可以不害怕
[00:06:05.000 --> 00:06:07.000]  在我們的生活上面
[00:06:07.000 --> 00:06:09.000]  有時候我們見證主的時候
[00:06:09.000 --> 00:06:11.000]  都會遇到不同的挑戰
[00:06:11.000 --> 00:06:15.000]  但聖經的鼓勵就是不要喪膽
[00:06:15.000 --> 00:06:18.000]  或者說「灰心不要害怕」
[00:06:18.000 --> 00:06:21.000]  這個正是主對我們的鼓勵
[00:06:21.000 --> 00:06:23.000]  我記得有一次我自己坐過去
[00:06:23.000 --> 00:06:25.000]  我兒子的房間
[00:06:25.000 --> 00:06:27.000]  他有一張桌子
[00:06:27.000 --> 00:06:28.000]  當我坐下來的時候
[00:06:28.000 --> 00:06:30.000]  我很少坐他的桌子
[00:06:30.000 --> 00:06:31.000]  那次我坐下來的時候
[00:06:31.000 --> 00:06:35.000]  心裡就想起一些自己掛心的事情
[00:06:35.000 --> 00:06:37.000]  突然間我見到他桌子的旁邊
[00:06:37.000 --> 00:06:39.000]  有一個金句牌
[00:06:39.000 --> 00:06:43.000]  這句金句牌就是約書亞記裡面所說
[00:06:43.000 --> 00:06:46.000]  應當剛強壯膽
[00:06:46.000 --> 00:06:48.000]  不要害怕
[00:06:48.000 --> 00:06:50.000]  因為我常與你們同在
