
[00:00:00.000 --> 00:00:01.920]  今天講這段經文
[00:00:01.920 --> 00:00:05.640]  其實在新約聖經或者整個聖經來說
[00:00:05.640 --> 00:00:08.040]  都是相當重要的一段經文
[00:00:08.040 --> 00:00:09.440]  這段經文是講到
[00:00:09.440 --> 00:00:15.280]  究竟什麼人才有資格跟從上帝
[00:00:15.280 --> 00:00:19.720]  保羅是一個猶太人
[00:00:19.720 --> 00:00:23.400]  他是一個讀了很多律法的人
[00:00:23.400 --> 00:00:26.800]  當時應該有人問他
[00:00:26.800 --> 00:00:30.760]  保羅你是一個傳統的猶太人
[00:00:30.760 --> 00:00:32.560]  純種的猶太人
[00:00:32.560 --> 00:00:34.600]  你也熟讀律法
[00:00:34.600 --> 00:00:38.120]  為什麼現在離棄你過去這麼多年
[00:00:38.120 --> 00:00:42.360]  所跟隨的那些律法呢
[00:00:42.360 --> 00:00:44.520]  在初期教會也有一個問題
[00:00:44.520 --> 00:00:47.600]  就算在初期教會裡也有些人覺得
[00:00:47.600 --> 00:00:52.560]  人是要靠著遵守律法才可以得救的
[00:00:52.560 --> 00:00:58.560]  所以保羅在這裡處理一個很重要的問題
[00:00:58.560 --> 00:01:02.000]  在第九章第30至33節
[00:01:02.000 --> 00:01:05.960]  其實在這裡一段小的經文
[00:01:05.960 --> 00:01:07.720]  是講到一群猶太人
[00:01:07.720 --> 00:01:11.600]  如何靠著遵守這些律法而稱為義
[00:01:11.600 --> 00:01:12.840]  但是保羅在這裡說
[00:01:12.840 --> 00:01:15.160]  其實一個真正相信耶穌的人
[00:01:15.160 --> 00:01:19.560]  是以相信耶穌為我們的罪而死
[00:01:19.560 --> 00:01:22.640]  以致我們能夠得稱為義
[00:01:22.640 --> 00:01:25.840]  能夠有這個資格去跟從上帝
[00:01:25.840 --> 00:01:27.440]  在第十章第一節
[00:01:27.440 --> 00:01:31.360]  保羅就開始去說出這麼重要的真理
[00:01:31.360 --> 00:01:33.520]  第十章第一第二節是這麼說
[00:01:33.520 --> 00:01:35.400]  弟兄們 我心裡所願的
[00:01:35.400 --> 00:01:39.040]  並且為他們向神祈求
[00:01:39.040 --> 00:01:40.640]  是要他們得救
[00:01:40.640 --> 00:01:42.800]  我可以為他們作見證
[00:01:42.800 --> 00:01:44.840]  他們向神有熱心
[00:01:44.840 --> 00:01:47.680]  但不是按著真知識
[00:01:47.680 --> 00:01:49.680]  在這裡可以說第一第二句
[00:01:49.680 --> 00:01:51.680]  基本上保羅是很有資格說的
[00:01:51.680 --> 00:01:53.160]  保羅是一個很有熱心的人
[00:01:53.160 --> 00:01:54.200]  大家要認識保羅
[00:01:54.200 --> 00:01:57.760]  他之前是拿了政府的文書
[00:01:57.760 --> 00:02:00.360]  去捉拿那些相信耶穌的人
[00:02:00.360 --> 00:02:02.360]  但是往大馬式的路上
[00:02:02.360 --> 00:02:03.880]  耶穌向他顯現
[00:02:03.880 --> 00:02:05.960]  跟著他整個生命有一個改變
[00:02:05.960 --> 00:02:10.400]  以致之前他是一個敵黨耶穌的人
[00:02:10.400 --> 00:02:13.280]  變成一個跟從耶穌的人
[00:02:13.280 --> 00:02:15.280]  所以他是很有資格說
[00:02:15.280 --> 00:02:19.400]  就是說這一群以色列人對上帝有熱心
[00:02:19.400 --> 00:02:20.800]  但不是按照真知識
[00:02:20.800 --> 00:02:22.560]  正如自己一樣
[00:02:22.560 --> 00:02:24.160]  我以前也是拒絕耶穌的
[00:02:24.160 --> 00:02:25.280]  保羅在這裡說
[00:02:25.280 --> 00:02:26.520]  我以前也是很有熱心的
[00:02:26.520 --> 00:02:28.280]  正如一群以色列人一樣
[00:02:28.280 --> 00:02:29.120]  很有熱心
[00:02:29.120 --> 00:02:31.400]  但他們拒絕耶穌
[00:02:31.400 --> 00:02:32.960]  但是保羅在這裡說
[00:02:32.960 --> 00:02:37.600]  他們的熱心不是按照真正的知識
[00:02:37.600 --> 00:02:39.040]  保羅不是在這裡說
[00:02:39.040 --> 00:02:41.040]  以色列人不知道有上帝
[00:02:41.040 --> 00:02:43.520]  或者不知道哪一個才是上帝
[00:02:43.520 --> 00:02:44.520]  保羅在這裡說
[00:02:44.520 --> 00:02:51.000]  他們是不認識上帝對正義的要求
[00:02:51.000 --> 00:02:54.120]  不認識上帝工作的方法
[00:02:54.120 --> 00:02:56.760]  他們有上帝的啟示
[00:02:56.760 --> 00:03:01.560]  很早上帝已經直接摩西頒下這個律法書給他們
[00:03:01.560 --> 00:03:03.320]  他們有舊約的律法
[00:03:03.320 --> 00:03:04.600]  但是不明白
[00:03:04.600 --> 00:03:09.720]  他們誤解了這些律法的正義究竟是什麼
[00:03:09.720 --> 00:03:11.120]  他們一直以為
[00:03:11.120 --> 00:03:13.200]  上帝給了我們這些律法
[00:03:13.200 --> 00:03:14.400]  我們遵守
[00:03:14.400 --> 00:03:15.320]  遵守了
[00:03:15.320 --> 00:03:16.960]  或者遵守大部分
[00:03:16.960 --> 00:03:19.480]  我們就可以得到上帝的拯救
[00:03:19.480 --> 00:03:23.200]  我們就有資格成為上帝的選民
[00:03:23.200 --> 00:03:26.000]  或者我有資格去跟從上帝
[00:03:26.000 --> 00:03:29.240]  保羅在第三至第五節說出
[00:03:29.240 --> 00:03:31.760]  律法的正義究竟是什麼
[00:03:31.760 --> 00:03:34.280]  因為他們既不明白神的義
[00:03:34.280 --> 00:03:36.520]  又想要建立自己的義
[00:03:36.520 --> 00:03:38.560]  就不順從神的義了
[00:03:38.560 --> 00:03:41.840]  因為基督就是律法的總結
[00:03:41.840 --> 00:03:44.720]  使所有相信的人能得著義
[00:03:44.720 --> 00:03:46.120]  摩西寫著說
[00:03:46.120 --> 00:03:51.720]  「人若行那出於律法的義,就必因此活著。」
[00:03:51.720 --> 00:03:56.640]  其實上帝去設立這個律法的原義是什麼呢?
[00:03:56.640 --> 00:03:58.600]  是要讓人知罪
[00:03:58.600 --> 00:04:01.040]  讓人知道自己的罪
[00:04:01.040 --> 00:04:03.440]  所以保羅說
[00:04:03.440 --> 00:04:04.600]  在猶太人當中
[00:04:04.600 --> 00:04:07.280]  他知道有律法的標準
