
[00:00:00.000 --> 00:00:04.800]  今日和大家思想的是「戴著恩福的侍奉」
[00:00:04.800 --> 00:00:06.400]  我相信在堂慶的時候
[00:00:06.400 --> 00:00:10.000]  去談到「服侍」是很合適的
[00:00:10.000 --> 00:00:10.800]  在教會裏面
[00:00:10.800 --> 00:00:14.000]  你來到不單單是聽道參加崇拜
[00:00:14.000 --> 00:00:18.000]  你更加學習去彼此的服侍
[00:00:18.000 --> 00:00:19.400]  剛剛過去兩個晚上
[00:00:19.400 --> 00:00:20.800]  由堂慶報道會
[00:00:20.800 --> 00:00:24.200]  將路加牧師帶給我們很寶貴的訊息
[00:00:24.200 --> 00:00:25.200]  很多人信主
[00:00:25.200 --> 00:00:27.800]  亦都是我自己心中都很感動
[00:00:27.800 --> 00:00:31.200]  他曾經提過一個好像是開玩笑的說話
[00:00:31.200 --> 00:00:35.200]  他說現在很多人都說為人民服務
[00:00:35.200 --> 00:00:38.600]  在國慶的時候聽過很多
[00:00:38.600 --> 00:00:40.800]  他說究竟是為人民服務
[00:00:40.800 --> 00:00:45.800]  還是為人民幣服務呢?
[00:00:45.800 --> 00:00:49.600]  究竟是為錢服務還是為人民服務
[00:00:49.600 --> 00:00:53.000]  為自己還是為人呢?
[00:00:53.000 --> 00:00:54.200]  這個都值得很多時候
[00:00:54.200 --> 00:00:56.400]  我們在服侍的時候思想
[00:00:56.400 --> 00:00:57.800]  但來到教會的時候
[00:00:57.800 --> 00:01:03.000]  你知道教會是一個彼此服侍的群體
[00:01:03.000 --> 00:01:05.200]  如果你來到只是想得到一些東西
[00:01:05.200 --> 00:01:06.600]  只是想領受
[00:01:06.600 --> 00:01:08.800]  而你不打算去服侍
[00:01:08.800 --> 00:01:11.400]  你就是最大的損失
[00:01:11.400 --> 00:01:12.800]  因為主耶穌來的時候
[00:01:12.800 --> 00:01:13.800]  祂清楚說
[00:01:13.800 --> 00:01:16.800]  我來到不是接受人的服侍
[00:01:16.800 --> 00:01:19.200]  而是去服侍人
[00:01:19.200 --> 00:01:21.200]  因此耶穌基督的教會
[00:01:21.200 --> 00:01:22.800]  學習耶穌基督的榜樣
[00:01:22.800 --> 00:01:25.400]  你必須去服侍人
[00:01:25.400 --> 00:01:26.600]  因此你記得
[00:01:26.600 --> 00:01:31.800]  教會是彼此服侍的群體
[00:01:31.800 --> 00:01:32.600]  說一次
[00:01:32.600 --> 00:01:36.600]  教會是彼此服侍的群體
[00:01:36.600 --> 00:01:39.800]  因此你鼓勵你自己在當中學習服侍
[00:01:39.800 --> 00:01:42.800]  讓你的生命可以不斷地成長
[00:01:42.800 --> 00:01:45.600]  羅馬書十二章正是講到這一方面的信息
[00:01:45.600 --> 00:01:50.600]  我們一起揭開羅馬書十二章的經文
[00:01:55.000 --> 00:01:56.800]  我們會看新譯本
[00:01:56.800 --> 00:02:02.800]  其中我們先看的第十二章的第四、第五節
[00:02:02.800 --> 00:02:05.400]  就算一個身體有許多肢體
[00:02:05.400 --> 00:02:08.400]  各肢體都有不同的功用
[00:02:08.400 --> 00:02:12.000]  照樣我們大家在基督裡成為一個身體
[00:02:12.000 --> 00:02:15.000]  也是互相作肢體
[00:02:15.000 --> 00:02:16.600]  保羅用一個特別的比喻
[00:02:16.600 --> 00:02:17.800]  就是身體
[00:02:17.800 --> 00:02:19.600]  就是教會
[00:02:19.600 --> 00:02:21.400]  在身體裡面有不同的器官
[00:02:21.400 --> 00:02:22.600]  不同的肢體
[00:02:22.600 --> 00:02:25.400]  但都是一個身體
[00:02:25.400 --> 00:02:28.000]  同樣在教會裡面有不同的弟兄姊妹
[00:02:28.000 --> 00:02:29.000]  不同的功能
[00:02:29.000 --> 00:02:30.200]  不同的恩賜
[00:02:30.200 --> 00:02:33.600]  但我們都知道我們是一個身體
[00:02:33.600 --> 00:02:35.200]  正因為是一個身體
[00:02:35.200 --> 00:02:38.000]  我們是互相為肢體
[00:02:38.000 --> 00:02:39.400]  你是他的一部分
[00:02:39.400 --> 00:02:41.200]  他也是你的一部分
[00:02:41.200 --> 00:02:43.600]  從屬靈的角度去講
[00:02:43.600 --> 00:02:47.200]  我們會發覺我們是彼此需要的
[00:02:47.200 --> 00:02:50.000]  我很需要一些弟兄姊妹為我祈禱
[00:02:50.000 --> 00:02:53.600]  否則我今天不會健康地站在大家面前
[00:02:53.600 --> 00:02:56.000]  很多弟兄姊妹需要你的輔助
[00:02:56.000 --> 00:02:57.400]  你的幫助
[00:02:57.400 --> 00:02:59.200]  在很多洗禮班裡面
[00:02:59.200 --> 00:03:00.600]  看到弟兄姊妹說
[00:03:00.600 --> 00:03:04.200]  他們在尼北村受洗過程當中
[00:03:04.200 --> 00:03:06.600]  很多人曾經幫助他們
[00:03:06.600 --> 00:03:09.200]  因此是彼此需要的
[00:03:09.200 --> 00:03:10.800]  有時候你會很詫異
[00:03:10.800 --> 00:03:12.200]  你會幫助一個人
[00:03:12.200 --> 00:03:15.200]  但想不到將來他會幫助你
[00:03:15.200 --> 00:03:16.800]  我之前曾經說過
[00:03:16.800 --> 00:03:20.800]  很多年前我帶領一些婚前輔導小組
[00:03:20.800 --> 00:03:22.800]  後來他們都結婚了
[00:03:22.800 --> 00:03:24.600]  但後來當我們弟弟哥
[00:03:24.600 --> 00:03:26.400]  他們在成長過程當中
[00:03:26.400 --> 00:03:27.800]  他們參加了主學
[00:03:27.800 --> 00:03:29.800]  我就發覺原來有些導師
[00:03:29.800 --> 00:03:34.000]  是我以前的婚前輔導班成員
[00:03:34.000 --> 00:03:35.400]  我當時一留意到
[00:03:35.400 --> 00:03:37.400]  我就告訴自己
[00:03:37.400 --> 00:03:41.200]  幸好當時我好好地待他們
[00:03:41.200 --> 00:03:44.200]  幸好我當時小心地教導他們
[00:03:44.200 --> 00:03:47.800]  今天他們幫了我的孩子
[00:03:47.800 --> 00:03:49.400]  有時候你會想不到
[00:03:49.400 --> 00:03:52.200]  在很多不同的處境之下
[00:03:52.200 --> 00:03:54.400]  你去善待別人
[00:03:54.400 --> 00:03:57.200]  始終是善待自己
[00:03:57.200 --> 00:04:00.800]  因為我們是一個的身體
[00:04:00.800 --> 00:04:01.800]  當聖經裡面說到
[00:04:01.800 --> 00:04:04.200]  夫妻二人成為一體的時候
[00:04:04.200 --> 00:04:05.400]  聖經就會說
[00:04:05.400 --> 00:04:08.600]  沒有人會恨惡自己的身體
[00:04:08.600 --> 00:04:10.400]  總是會保養固息
[00:04:10.400 --> 00:04:12.000]  因為他是我的一部分
[00:04:12.000 --> 00:04:14.600]  我愛護他就是愛護自己
[00:04:14.600 --> 00:04:17.200]  這是聖經裡面很重要的真理
[00:04:17.200 --> 00:04:18.600]  同樣在教會裡面
[00:04:18.600 --> 00:04:21.000]  我們雖然或未必認識對方
[00:04:21.000 --> 00:04:23.200]  但你知道他是你的
[00:04:23.200 --> 00:04:25.600]  屬靈身體的一部分
[00:04:25.600 --> 00:04:28.000]  你才留心去愛護他們
[00:04:28.000 --> 00:04:31.600]  而始終是你自己蒙福
[00:04:31.600 --> 00:04:32.800]  這個世界裡面
[00:04:32.800 --> 00:04:34.600]  一些世俗的思想認為
[00:04:34.600 --> 00:04:37.600]  通常都會說人不為己
[00:04:37.600 --> 00:04:40.400]  下一句不要說了
[00:04:40.400 --> 00:04:42.400]  永遠都覺得要為自己
[00:04:42.400 --> 00:04:44.400]  有什麼好處
[00:04:44.400 --> 00:04:45.800]  但屬靈的真理是說
[00:04:45.800 --> 00:04:48.000]  當你去服侍人的時候
[00:04:48.000 --> 00:04:50.800]  你就得到真正的好處
[00:04:50.800 --> 00:04:52.600]  所以你看到聖經所說的
[00:04:52.600 --> 00:04:54.600]  一個身體有許多肢體
[00:04:54.600 --> 00:04:56.200]  有不同的功用
[00:04:56.200 --> 00:04:58.000]  我們大家在基督裡面
[00:04:58.000 --> 00:05:00.000]  成為一個身體
[00:05:00.000 --> 00:05:03.400]  也是互相作肢體
[00:05:03.400 --> 00:05:05.000]  這是第一方面
[00:05:05.000 --> 00:05:08.000]  我們再看第六節
[00:05:08.000 --> 00:05:11.000]  「照著所賜給我們的恩典
[00:05:11.000 --> 00:05:14.000]  我們各有不同的恩賜」
[00:05:14.000 --> 00:05:16.000]  聖經特別強調
[00:05:16.000 --> 00:05:20.400]  是按照恩典而領受恩賜的
[00:05:20.400 --> 00:05:22.400]  如果你小心看第三節
[00:05:22.400 --> 00:05:24.400]  保羅當勸告人的時候
[00:05:24.400 --> 00:05:26.400]  同樣有一個憑據
[00:05:26.400 --> 00:05:27.800]  是什麼呢?
[00:05:27.800 --> 00:05:31.000]  「我憑著所賜給我的恩典
[00:05:31.000 --> 00:05:32.800]  對你們各人說」
