
[00:00:00.000 --> 00:00:04.000]  父神,我們真是感謝祢
[00:00:04.000 --> 00:00:07.000]  我們在祢的大恩大愛裡面
[00:00:07.000 --> 00:00:10.000]  享受父分
[00:00:10.000 --> 00:00:13.000]  天上各樣贖靈的福氣
[00:00:13.000 --> 00:00:15.000]  我們這些蒙恩的人
[00:00:15.000 --> 00:00:18.000]  能夠同屬一家
[00:00:18.000 --> 00:00:20.000]  都是天父的兒女
[00:00:20.000 --> 00:00:23.000]  我們能夠不分彼此的
[00:00:23.000 --> 00:00:25.000]  合而為一
[00:00:25.000 --> 00:00:27.000]  聯合在一起
[00:00:27.000 --> 00:00:29.000]  一同領受祢的話語
[00:00:29.000 --> 00:00:33.000]  藉著祢的話語與祢面對面
[00:00:33.000 --> 00:00:36.000]  藉著祢的話語摸到祢的心
[00:00:36.000 --> 00:00:39.000]  知道祢對我們的執意
[00:00:39.000 --> 00:00:43.000]  也給我們一條追求的路線
[00:00:43.000 --> 00:00:47.000]  我們感謝祢給我們永遠的生命
[00:00:47.000 --> 00:00:49.000]  祢拯救了我們
[00:00:49.000 --> 00:00:51.000]  使我們從死入生
[00:00:51.000 --> 00:00:55.000]  祢更將豐盛的生命給我們
[00:00:55.000 --> 00:00:58.000]  祢要我們在生命中學習
[00:00:58.000 --> 00:01:00.000]  一路的長進
[00:01:00.000 --> 00:01:03.000]  更能夠滿足祢的心意
[00:01:03.000 --> 00:01:05.000]  求保護師聖靈
[00:01:05.000 --> 00:01:08.000]  在這個安靜的時間裡面
[00:01:08.000 --> 00:01:11.000]  向我們每一個人心裡講話
[00:01:11.000 --> 00:01:13.000]  按照我們每一個人的需要
[00:01:13.000 --> 00:01:15.000]  來供應我們
[00:01:15.000 --> 00:01:17.000]  讓我們每一個人
[00:01:17.000 --> 00:01:21.000]  是白白的空空的過這個時間
[00:01:21.000 --> 00:01:24.000]  我們願聽見了微小而清楚
[00:01:24.000 --> 00:01:27.000]  而明確的聲音
[00:01:27.000 --> 00:01:30.000]  傳遍到我們的心中
[00:01:30.000 --> 00:01:32.000]  請祢幫助你的孩子
[00:01:32.000 --> 00:01:34.000]  把你的話語傳達的清楚
[00:01:34.000 --> 00:01:36.000]  我們一同領受
[00:01:36.000 --> 00:01:39.000]  我們這樣的仰望教託
[00:01:39.000 --> 00:01:41.000]  奉主耶穌基督的聖靈
[00:01:41.000 --> 00:01:43.000]  阿們
[00:01:43.000 --> 00:01:50.000]  我們看關於生命的第一方面的信息
[00:01:50.000 --> 00:01:54.000]  就是人生的醒悟
[00:01:54.000 --> 00:01:57.000]  人生的醒悟
[00:01:57.000 --> 00:02:01.000]  我們看第一章第十一節
[00:02:01.000 --> 00:02:05.000]  第一章第十一節
[00:02:05.000 --> 00:02:09.000]  太陽出來熱風刮提
[00:02:09.000 --> 00:02:11.000]  草就枯乾
[00:02:11.000 --> 00:02:13.000]  花也凋謝
[00:02:13.000 --> 00:02:15.000]  梅蓉就消磨了
[00:02:15.000 --> 00:02:19.000]  那富足的人在他所行的事上
[00:02:19.000 --> 00:02:22.000]  也要這樣摔殘
[00:02:22.000 --> 00:02:27.000]  在這裡用一個大自然的比喻
[00:02:27.000 --> 00:02:31.000]  來形容人生的短處
[00:02:31.000 --> 00:02:36.000]  野子裡的花草開放
[00:02:36.000 --> 00:02:41.000]  生長很快就消滅
[00:02:41.000 --> 00:02:44.000]  枯乾了它的梅蓉消失了
[00:02:44.000 --> 00:02:48.000]  枯黃的顏色出現了凋零了
[00:02:48.000 --> 00:02:53.000]  一切再不見了
[00:02:53.000 --> 00:02:56.000]  人生也是這樣
[00:02:56.000 --> 00:03:00.000]  在這裡用富足的人做代表
[00:03:00.000 --> 00:03:04.000]  富足的人尚且如此
[00:03:04.000 --> 00:03:07.000]  那麼一般的人更加如此
[00:03:07.000 --> 00:03:11.000]  人生就是這麼短暫
[00:03:11.000 --> 00:03:14.000]  一會兒就過去了
[00:03:14.000 --> 00:03:20.000]  一切的一切轉眼就消失了
[00:03:20.000 --> 00:03:23.000]  我記得我自己在小的時候
[00:03:23.000 --> 00:03:26.000]  看見一個年長的人
[00:03:26.000 --> 00:03:27.000]  我心裡想
[00:03:27.000 --> 00:03:31.000]  一個人怎麼可能老到六十多歲
[00:03:31.000 --> 00:03:33.000]  很難思議
[00:03:33.000 --> 00:03:37.000]  但現在我自己就到了那個年齡了
[00:03:37.000 --> 00:03:40.000]  我就明白了
[00:03:40.000 --> 00:03:41.000]  我們每一個人
[00:03:41.000 --> 00:03:44.000]  在我們的人生的路途上
[00:03:44.000 --> 00:03:47.000]  不斷地向前去
[00:03:47.000 --> 00:03:49.000]  後浪推前浪
[00:03:49.000 --> 00:03:53.000]  我們都經過兒童時期
[00:03:53.000 --> 00:03:54.000]  少年時期
[00:03:54.000 --> 00:03:56.000]  青年時期
[00:03:56.000 --> 00:03:57.000]  壯年時期
[00:03:57.000 --> 00:03:58.000]  中年時期
[00:03:58.000 --> 00:04:01.000]  老年時期
[00:04:01.000 --> 00:04:03.000]  我們中間我想
[00:04:03.000 --> 00:04:06.000]  大概每一個時期的弟兄姊妹都有
[00:04:06.000 --> 00:04:08.000]  所以我們對於人生的體驗
[00:04:08.000 --> 00:04:11.000]  可以說是很完全的
[00:04:11.000 --> 00:04:12.000]  我們在這每一個人
[00:04:12.000 --> 00:04:20.000]  度於某一個階段的人生的體驗
[00:04:20.000 --> 00:04:25.000]  摩西他在詩篇第九十篇
[00:04:25.000 --> 00:04:29.000]  用些比喻來形容人生的短暫
[00:04:29.000 --> 00:04:31.000]  他用的比喻
[00:04:31.000 --> 00:04:36.000]  一個比一個形容人生更短促
[00:04:36.000 --> 00:04:38.000]  我們看他用的五個比喻
[00:04:38.000 --> 00:04:40.000]  那個時間越來越短
[00:04:40.000 --> 00:04:42.000]  我們來看一看
[00:04:42.000 --> 00:04:47.000]  詩篇第九十篇
[00:04:47.000 --> 00:04:49.000]  先看第四節
[00:04:49.000 --> 00:04:54.000]  他說在你看來千年如一過的昨日
[00:04:54.000 --> 00:04:58.000]  一千年好像過去的一天
[00:04:58.000 --> 00:05:00.000]  我們的人生也是這樣
[00:05:00.000 --> 00:05:04.000]  好像一天一樣
[00:05:04.000 --> 00:05:07.000]  我們童年時的情景
[00:05:07.000 --> 00:05:11.000]  就好像昨天發生的一樣
[00:05:11.000 --> 00:05:14.000]  那麼這是一天二十四小時
[00:05:14.000 --> 00:05:16.000]  然後呢
[00:05:16.000 --> 00:05:20.000]  就來到了第六節
[00:05:20.000 --> 00:05:23.000]  早晨發芽生長
[00:05:23.000 --> 00:05:25.000]  晚上葛下枯幹
[00:05:25.000 --> 00:05:29.000]  這也是形容人生的短促
[00:05:29.000 --> 00:05:32.000]  早上到晚上十二個小時
[00:05:32.000 --> 00:05:34.000]  現在已經減半了
[00:05:34.000 --> 00:05:36.000]  原來是一天
[00:05:36.000 --> 00:05:39.000]  現在成為十二個小時了
[00:05:39.000 --> 00:05:41.000]  那麼再看第五節
[00:05:41.000 --> 00:05:44.000]  你叫他們如水沖去
[00:05:44.000 --> 00:05:48.000]  他們入睡如睡一覺
[00:05:48.000 --> 00:05:50.000]  睡一覺幾個鐘頭
[00:05:50.000 --> 00:05:52.000]  平常說八個鐘頭
[00:05:52.000 --> 00:05:54.000]  那麼現在從十二個鐘頭
[00:05:54.000 --> 00:05:56.000]  又減到八個鐘頭了
[00:05:56.000 --> 00:06:00.000]  我們再看第四節的第二句
[00:06:00.000 --> 00:06:04.000]  又如夜間的一更
[00:06:04.000 --> 00:06:07.000]  人生好像夜間的一更
[00:06:07.000 --> 00:06:09.000]  請問一更有多長
[00:06:09.000 --> 00:06:12.000]  我現在年輕的人都不曉得了
[00:06:12.000 --> 00:06:14.000]  那我們年紀大一點的人還知道
[00:06:14.000 --> 00:06:16.000]  一更呢是兩小時
[00:06:16.000 --> 00:06:18.000]  兩小時是一更
[00:06:18.000 --> 00:06:20.000]  那麼現在從八小時
[00:06:20.000 --> 00:06:22.000]  又減到兩小時了
[00:06:22.000 --> 00:06:28.000]  我們再看第九節
[00:06:28.000 --> 00:06:32.000]  第九節末了一起
[00:06:32.000 --> 00:06:38.000]  我們度過的年歲好像一生嘆息
[00:06:38.000 --> 00:06:42.000]  請問嘆一口氣用多少時間
[00:06:42.000 --> 00:06:46.000]  你嘆氣嘆得最長會多久
[00:06:46.000 --> 00:06:48.000]  我想如果三秒鐘
[00:06:48.000 --> 00:06:51.000]  我想很長了吧
[00:06:51.000 --> 00:06:54.000]  滴答滴答滴答
[00:06:54.000 --> 00:06:56.000]  那麼這樣一口嘆氣呢
[00:06:56.000 --> 00:06:58.000]  也算相當長了
[00:06:58.000 --> 00:07:00.000]  好又減到了三秒鐘了
[00:07:00.000 --> 00:07:06.000]  我們再看第十節末了一句
[00:07:06.000 --> 00:07:10.000]  轉眼成空
[00:07:10.000 --> 00:07:12.000]  轉眼成空
[00:07:12.000 --> 00:07:14.000]  轉眼要多少時間呢
[00:07:14.000 --> 00:07:18.000]  你眨一眨眼要多少時間
[00:07:18.000 --> 00:07:20.000]  十分之一秒
[00:07:20.000 --> 00:07:22.000]  如果一個人他眨眼呢
[00:07:22.000 --> 00:07:24.000]  慢過十分之一秒
[00:07:24.000 --> 00:07:28.000]  就露出倦態
[00:07:28.000 --> 00:07:30.000]  一個疲倦的人呢
[00:07:30.000 --> 00:07:34.000]  眨眼呢才超過十分之一秒
[00:07:34.000 --> 00:07:36.000]  平常的人
[00:07:36.000 --> 00:07:38.000]  就短過十分之一秒
[00:07:38.000 --> 00:07:40.000]  眨眨眼眨眨眼
[00:07:40.000 --> 00:07:44.000]  眨眼就過去了
[00:07:44.000 --> 00:07:50.000]  你看這個人生的描寫很真實
[00:07:50.000 --> 00:07:53.000]  人生就是這樣
