
[00:00:00.000 --> 00:00:05.000]  這個靈修解凍的講座
[00:00:05.000 --> 00:00:08.000]  其實不是這一年或者過去這一兩年
[00:00:08.000 --> 00:00:11.000]  我所預備的一個聚會
[00:00:11.000 --> 00:00:14.000]  可以說是我自己已經想了幾年
[00:00:14.000 --> 00:00:19.000]  也都在很希望有一天能夠跟弟兄姊妹開始講
[00:00:19.000 --> 00:00:22.000]  我更加希望這個不是一個
[00:00:22.000 --> 00:00:25.000]  只是香港的弟兄姊妹的需要
[00:00:25.000 --> 00:00:29.000]  因為在過去差不多十年裏面
[00:00:29.000 --> 00:00:32.000]  我在世界很多不同的地方的華人教會
[00:00:32.000 --> 00:00:34.000]  都碰見一個問題
[00:00:34.000 --> 00:00:37.000]  就是靈修的問題
[00:00:37.000 --> 00:00:40.000]  大家都知道靈修的需要
[00:00:40.000 --> 00:00:44.000]  大家都知道每天能夠跟主親近
[00:00:44.000 --> 00:00:47.000]  是我們信徒裏面一個必須要的生命的一部份
[00:00:47.000 --> 00:00:51.000]  但是大家很多人心底裏面
[00:00:51.000 --> 00:00:53.000]  都有一種很大的罪疚感
[00:00:53.000 --> 00:00:56.000]  就是我們總是在靈修的生活裏面
[00:00:56.000 --> 00:01:00.000]  很糟糕、很差、很難、很冷淡
[00:01:00.000 --> 00:01:01.000]  我們不是不想
[00:01:01.000 --> 00:01:03.000]  我聽過無數人跟我說
[00:01:03.000 --> 00:01:05.000]  我不是不想靈修
[00:01:05.000 --> 00:01:08.000]  不過第一我不知道怎樣
[00:01:08.000 --> 00:01:11.000]  第二都有很多很好的靈修的材料給我
[00:01:11.000 --> 00:01:13.000]  但是我看得幾看
[00:01:13.000 --> 00:01:16.000]  或者是打開的時候
[00:01:16.000 --> 00:01:18.000]  我又睏了
[00:01:18.000 --> 00:01:20.000]  我又懦弱
[00:01:20.000 --> 00:01:23.000]  抓來抓去抓不到領袖出來
[00:01:23.000 --> 00:01:26.000]  於是嘗試過又失敗
[00:01:26.000 --> 00:01:28.000]  有些人說我靈修的時候很難
[00:01:28.000 --> 00:01:31.000]  因為我很難找到一個定的時間
[00:01:31.000 --> 00:01:33.000]  有時好像香港這樣的生活
[00:01:33.000 --> 00:01:35.000]  這樣的地方
[00:01:35.000 --> 00:01:37.000]  我有一個朋友
[00:01:37.000 --> 00:01:41.000]  真的是靠在辦公時間的休息
[00:01:41.000 --> 00:01:43.000]  下午吃飯的時候
[00:01:43.000 --> 00:01:45.000]  走去廁所
[00:01:45.000 --> 00:01:46.000]  不是開玩笑的
[00:01:46.000 --> 00:01:48.000]  走去廁所才是唯一一天
[00:01:48.000 --> 00:01:51.000]  他說我一天裏面可以沒有人在我身邊吵我的
[00:01:51.000 --> 00:01:53.000]  就是辦公室那個廁所
[00:01:53.000 --> 00:01:55.000]  下午吃下午的那段時間
[00:01:55.000 --> 00:01:56.000]  在那裏靈修
[00:01:56.000 --> 00:01:58.000]  我覺得真的很苦心
[00:01:58.000 --> 00:01:59.000]  苦心成這樣
[00:01:59.000 --> 00:02:02.000]  我相信大家心裏有一個需要在裏
[00:02:02.000 --> 00:02:05.000]  但是為甚麼我們這麼困難呢
[00:02:05.000 --> 00:02:07.000]  我一直都想回答這個問題
[00:02:07.000 --> 00:02:09.000]  一直都想摸索一條出路
[00:02:09.000 --> 00:02:10.000]  我不敢隨便這樣說
[00:02:10.000 --> 00:02:15.000]  不然又給大家一個錯誤的夢想
[00:02:15.000 --> 00:02:17.000]  說得很好聽
[00:02:17.000 --> 00:02:19.000]  然後回到家裏發覺又不行
[00:02:19.000 --> 00:02:23.000]  這幾年裏我嘗試了很多不同的靈修方式
[00:02:23.000 --> 00:02:25.000]  然後也將其中一些
[00:02:25.000 --> 00:02:27.000]  與不同教會的弟兄姊妹
[00:02:27.000 --> 00:02:29.000]  小組小組地推廣
[00:02:29.000 --> 00:02:31.000]  我開始發現
[00:02:31.000 --> 00:02:33.000]  有一個方式真的可以
[00:02:33.000 --> 00:02:35.000]  希望可以帶來
[00:02:35.000 --> 00:02:36.000]  華人教會
[00:02:36.000 --> 00:02:37.000]  尤其是我們基督徒
[00:02:37.000 --> 00:02:38.000]  很忙碌的
[00:02:38.000 --> 00:02:39.000]  很困惑的
[00:02:39.000 --> 00:02:40.000]  基督徒
[00:02:40.000 --> 00:02:41.000]  我們一種的
[00:02:41.000 --> 00:02:43.000]  屬靈生命的出路
[00:02:43.000 --> 00:02:44.000]  不過今天呢
[00:02:44.000 --> 00:02:46.000]  我和大家有一個思想
[00:02:46.000 --> 00:02:48.000]  靈修解凍
[00:02:48.000 --> 00:02:51.000]  是有兩個的部分的
[00:02:51.000 --> 00:02:52.000]  第一個部分
[00:02:52.000 --> 00:02:54.000]  上半節呢
[00:02:54.000 --> 00:02:56.000]  我會和大家其實
[00:02:56.000 --> 00:02:59.000]  可以說是延續
[00:02:59.000 --> 00:03:01.000]  在大半年前
[00:03:01.000 --> 00:03:04.000]  一個的講座裏面所提出的問題
[00:03:04.000 --> 00:03:07.000]  當日我說我會回答的
[00:03:07.000 --> 00:03:08.000]  但我沒有回答
[00:03:08.000 --> 00:03:09.000]  今天呢
[00:03:09.000 --> 00:03:11.000]  我就會和大家真是
[00:03:11.000 --> 00:03:12.000]  很誠實的
[00:03:12.000 --> 00:03:14.000]  很正面的回答這個問題
[00:03:14.000 --> 00:03:16.000]  我想看看我們有多少人呢
[00:03:16.000 --> 00:03:18.000]  是今年年頭
[00:03:18.000 --> 00:03:20.000]  上一年年尾
[00:03:20.000 --> 00:03:21.000]  曾經參加過
[00:03:21.000 --> 00:03:22.000]  在九龍城浸信會
[00:03:22.000 --> 00:03:24.000]  卓越所舉辦的
[00:03:24.000 --> 00:03:26.000]  那個工作的心靈空間
[00:03:26.000 --> 00:03:28.000]  有多少個人
[00:03:28.000 --> 00:03:31.000]  不是很多而已
[00:03:31.000 --> 00:03:32.000]  (沒有那麼多)
[00:03:32.000 --> 00:03:33.000]  吓?
[00:03:33.000 --> 00:03:34.000]  (沒有得入)
[00:03:34.000 --> 00:03:35.000]  哦!沒有得入
[00:03:35.000 --> 00:03:37.000]  哦
[00:03:37.000 --> 00:03:38.000]  對不起
[00:03:38.000 --> 00:03:39.000]  真是
[00:03:39.000 --> 00:03:40.000]  這個真是
[00:03:40.000 --> 00:03:41.000]  很抱歉
[00:03:41.000 --> 00:03:42.000]  (有帶)
[00:03:42.000 --> 00:03:43.000]  吓?
[00:03:43.000 --> 00:03:44.000]  有帶賣
[00:03:44.000 --> 00:03:46.000]  是呀
[00:03:46.000 --> 00:03:48.000]  我們卓越的董事說有帶賣
[00:03:48.000 --> 00:03:49.000]  如果你看回
[00:03:49.000 --> 00:03:50.000]  我想大家剛剛
[00:03:50.000 --> 00:03:53.000]  這個月我們出了這個工作的心靈空間
[00:03:53.000 --> 00:03:55.000]  在那次亦都是非常之
[00:03:55.000 --> 00:03:57.000]  多人
[00:03:57.000 --> 00:03:59.000]  所以呢
[00:03:59.000 --> 00:04:00.000]  可能
[00:04:00.000 --> 00:04:01.000]  剛才我看
[00:04:01.000 --> 00:04:03.000]  納下去都不夠五十人
[00:04:03.000 --> 00:04:04.000]  是那天去過的
[00:04:04.000 --> 00:04:05.000]  值得呢
[00:04:05.000 --> 00:04:06.000]  我和大家呢
[00:04:06.000 --> 00:04:07.000]  再稍為提一提
[00:04:07.000 --> 00:04:08.000]  如果不是呢
[00:04:08.000 --> 00:04:10.000]  你都不知道我在說什麼
[00:04:10.000 --> 00:04:12.000]  在那天
[00:04:12.000 --> 00:04:13.000]  我和大家說
[00:04:13.000 --> 00:04:15.000]  工作
[00:04:15.000 --> 00:04:17.000]  事業
[00:04:17.000 --> 00:04:18.000]  我發覺
[00:04:18.000 --> 00:04:20.000]  我就說在現代的社會
[00:04:20.000 --> 00:04:21.000]  尤其是香港
[00:04:21.000 --> 00:04:22.000]  到處都是
[00:04:22.000 --> 00:04:25.000]  工作進入一個很轉型的
[00:04:25.000 --> 00:04:26.000]  一個地方
[00:04:26.000 --> 00:04:28.000]  轉型的意思就是
[00:04:28.000 --> 00:04:29.000]  我們傳統
[00:04:29.000 --> 00:04:30.000]  過去
[00:04:30.000 --> 00:04:31.000]  我們爸爸那一代
[00:04:31.000 --> 00:04:34.000]  我們媽媽那一代的工作的方式
[00:04:34.000 --> 00:04:36.000]  到現在已經完全行不通
[00:04:36.000 --> 00:04:38.000]  不理你喜歡不喜歡
[00:04:38.000 --> 00:04:40.000]  這個是一個事實
[00:04:41.000 --> 00:04:43.000]  我在這裡列出幾樣東西
[00:04:43.000 --> 00:04:44.000]  大家都可以
[00:04:44.000 --> 00:04:46.000]  作為一個簡單的總結
[00:04:46.000 --> 00:04:51.000]  有一本書
[00:04:51.000 --> 00:04:53.000]  其實寫得相當好的
[00:04:53.000 --> 00:04:55.000]  就叫做呢
[00:04:55.000 --> 00:04:57.000]  是《Inside the Sky to the Future》
[00:04:57.000 --> 00:04:59.000]  是上一年才出的
[00:04:59.000 --> 00:05:01.000]  就是講到
[00:05:01.000 --> 00:05:04.000]  究竟現在在二十世紀末
[00:05:04.000 --> 00:05:05.000]  這個
[00:05:05.000 --> 00:05:06.000]  現代的社會裏面
[00:05:06.000 --> 00:05:08.000]  工作的轉變
[00:05:08.000 --> 00:05:10.000]  那個轉型究竟是怎樣
[00:05:10.000 --> 00:05:12.000]  在這本書裏面
[00:05:12.000 --> 00:05:14.000]  他提到一個字眼
[00:05:14.000 --> 00:05:15.000]  就叫做
[00:05:15.000 --> 00:05:17.000]  Emotai Era
[00:05:17.000 --> 00:05:19.000]  Emotai的意思呢
[00:05:19.000 --> 00:05:20.000]  其實呢
[00:05:20.000 --> 00:05:21.000]  就是他自己作的
[00:05:21.000 --> 00:05:23.000]  這兩個作者
[00:05:23.000 --> 00:05:24.000]  如果你查字典
[00:05:24.000 --> 00:05:25.000]  一定沒有的
[00:05:25.000 --> 00:05:27.000]  因為他自己作出來的
[00:05:27.000 --> 00:05:29.000]  Emotai來自兩個字的組合
[00:05:29.000 --> 00:05:31.000]  第一個是Emotion
[00:05:31.000 --> 00:05:32.000]  是講呢
[00:05:32.000 --> 00:05:34.000]  是情緒
[00:05:34.000 --> 00:05:35.000]  感受
[00:05:35.000 --> 00:05:36.000]  或者用我們廣東話
[00:05:36.000 --> 00:05:37.000]  更加傳神
[00:05:37.000 --> 00:05:38.000]  叫做講Feel
[00:05:38.000 --> 00:05:39.000]  明白了嗎?
[00:05:39.000 --> 00:05:40.000]  講Feel
[00:05:40.000 --> 00:05:42.000]  這個就是最新的一個感覺
[00:05:42.000 --> 00:05:44.000]  對不對Feel
[00:05:44.000 --> 00:05:45.000]  Emotai呢
[00:05:45.000 --> 00:05:46.000]  是講
[00:05:46.000 --> 00:05:47.000]  是
[00:05:47.000 --> 00:05:49.000]  Mobility
[00:05:49.000 --> 00:05:50.000]  是講呢
[00:05:50.000 --> 00:05:52.000]  是Motility這個字呢
[00:05:52.000 --> 00:05:53.000]  就是講到
[00:05:53.000 --> 00:05:55.000]  那個不斷的變動
[00:05:55.000 --> 00:05:56.000]  多元化
[00:05:56.000 --> 00:05:57.000]  不停的下來
[00:05:57.000 --> 00:05:59.000]  這種的變化
[00:05:59.000 --> 00:06:01.000]  究竟這兩個字
