
[00:00:00.000 --> 00:00:06.000]  宣读《马太福音》第十八章十五到二十节
[00:00:06.000 --> 00:00:08.000]  若是你的弟兄得罪你
[00:00:08.000 --> 00:00:12.000]  你要去趁着只有他和你在一起的时候
[00:00:12.000 --> 00:00:14.000]  指出他的错来
[00:00:14.000 --> 00:00:15.000]  他若听你
[00:00:15.000 --> 00:00:17.000]  你就赢得了你的弟兄
[00:00:17.000 --> 00:00:19.000]  他若不听
[00:00:19.000 --> 00:00:22.000]  你就另外带一个或两个人同去
[00:00:22.000 --> 00:00:29.000]  因为任何指控都要凭两个或三个证人的口述才能成立
[00:00:29.000 --> 00:00:32.000]  他若是不听他们就去告诉教会
[00:00:32.000 --> 00:00:37.000]  若是不听教会就把他看作外邦人和税吏
[00:00:37.000 --> 00:00:39.000]  我实在告诉你们
[00:00:39.000 --> 00:00:42.000]  凡你们在地上所捆绑的
[00:00:42.000 --> 00:00:44.000]  在天上也要捆绑
[00:00:44.000 --> 00:00:46.000]  凡你们在地上所释放的
[00:00:46.000 --> 00:00:49.000]  在天上也要释放
[00:00:49.000 --> 00:00:51.000]  我又实在告诉你们
[00:00:51.000 --> 00:00:56.000]  若是你们中间有两个人在地上同心合意地求什么事
[00:00:56.000 --> 00:00:59.000]  我在天上的父必为他们成全
[00:00:59.000 --> 00:01:03.000]  因为哪里有两三个人奉我的名聚会
[00:01:03.000 --> 00:01:06.000]  哪里就有我在他们中间
[00:01:06.000 --> 00:01:08.000]  这是上主的话
[00:01:08.000 --> 00:01:11.000]  亲爱的天父
[00:01:11.000 --> 00:01:15.000]  感谢你赐我们稳定的天气
[00:01:15.000 --> 00:01:18.000]  也赐我们的健康
[00:01:18.000 --> 00:01:19.000]  可以来到这里的话
[00:01:19.000 --> 00:01:27.000]  一起来享受你赐给我们鼠邻的平安喜乐与福气
[00:01:27.000 --> 00:01:33.000]  求你祝福我们即将要受洗和转会的弟兄姊妹
[00:01:33.000 --> 00:01:38.000]  他们成为第一届恩桥的member
[00:01:38.000 --> 00:01:40.000]  是个美好的事情
[00:01:40.000 --> 00:01:43.000]  求你使用他们在这个地基上面
[00:01:43.000 --> 00:01:48.000]  看着你的身体一点一点被建立起来
[00:01:48.000 --> 00:01:51.000]  真的是有莫大的喜乐在当中
[00:01:51.000 --> 00:01:53.000]  神啊求你使用恩桥
[00:01:53.000 --> 00:01:55.000]  让祂祝福更多的人
[00:01:55.000 --> 00:01:57.000]  可以接待更多的人
[00:01:57.000 --> 00:02:00.000]  成为你这个地上的灯台
[00:02:00.000 --> 00:02:02.000]  我们这样仰望交托
[00:02:02.000 --> 00:02:05.000]  奉主耶稣得圣的名求
[00:02:05.000 --> 00:02:07.000]  Amen
[00:02:07.000 --> 00:02:09.000]  今天我觉得很巧合
[00:02:09.000 --> 00:02:14.000]  因为我们的师班选了重新合一
[00:02:14.000 --> 00:02:17.000]  是配合我这个讲道
[00:02:17.000 --> 00:02:22.000]  然后母堂那边的话也选的是重新合一
[00:02:22.000 --> 00:02:26.000]  所以我是觉得非常有圣灵的感动
[00:02:26.000 --> 00:02:28.000]  今天要讲这段经文的话
[00:02:28.000 --> 00:02:31.000]  这也是大家非常熟悉的经文
[00:02:31.000 --> 00:02:32.000]  我们来一起来看一看
[00:02:32.000 --> 00:02:36.000]  神给我们怎么样的一些提醒
[00:02:36.000 --> 00:02:40.000]  最近香港有成立了一个国际组织
[00:02:40.000 --> 00:02:42.000]  它不是香港成立的
[00:02:42.000 --> 00:02:43.000]  它是一个国际组织
[00:02:43.000 --> 00:02:46.000]  但是把总部设在香港
[00:02:46.000 --> 00:02:52.000]  大家知不知道是哪一个组织
[00:02:52.000 --> 00:02:53.000]  不错不错
[00:02:53.000 --> 00:02:54.000]  大家都知道
[00:02:54.000 --> 00:02:56.000]  国际调解院
[00:02:56.000 --> 00:02:59.000]  一听这个名字就知道
[00:02:59.000 --> 00:03:02.000]  国际的争端太多了
[00:03:02.000 --> 00:03:05.000]  需要有调解
[00:03:05.000 --> 00:03:07.000]  如果不是国际争端太多的话
[00:03:07.000 --> 00:03:11.000]  干嘛要成立国际调解院呢
[00:03:11.000 --> 00:03:15.000]  我讲了不要提国际那么大的地方
[00:03:15.000 --> 00:03:18.000]  哪怕就在我们身边
[00:03:18.000 --> 00:03:20.000]  我们也会发现
[00:03:20.000 --> 00:03:26.000]  生活中的矛盾并不少
[00:03:26.000 --> 00:03:28.000]  我们坚持说
[00:03:28.000 --> 00:03:31.000]  我的生活我做主
[00:03:31.000 --> 00:03:33.000]  我做什么是我的权利
[00:03:33.000 --> 00:03:36.000]  我只要不伤害别人就好了
[00:03:36.000 --> 00:03:39.000]  我会尊重他人的
[00:03:39.000 --> 00:03:44.000]  很多人会强调和坚持这一点
[00:03:44.000 --> 00:03:49.000]  但实际上我们过分强调个人的权利
[00:03:49.000 --> 00:03:55.000]  又让我们的矛盾的摩擦越来越多
[00:03:55.000 --> 00:03:57.000]  因为很简单
[00:03:57.000 --> 00:03:59.000]  人是有个性的
[00:03:59.000 --> 00:04:02.000]  资源是有限的
[00:04:02.000 --> 00:04:03.000]  你有权利
[00:04:03.000 --> 00:04:06.000]  他有权利
[00:04:06.000 --> 00:04:08.000]  那谁来分配呢
[00:04:08.000 --> 00:04:11.000]  那谁来做裁判呢
[00:04:11.000 --> 00:04:14.000]  是不是很难搞定
[00:04:14.000 --> 00:04:17.000]  所以这就是当下投诉文化
[00:04:17.000 --> 00:04:21.000]  越来越流行的原因
[00:04:21.000 --> 00:04:25.000]  前一段时间我去宣道会区联会
[00:04:25.000 --> 00:04:27.000]  参加了一个工作坊
[00:04:27.000 --> 00:04:29.000]  这个工作坊的名字叫
[00:04:29.000 --> 00:04:37.000]  怎样处理教会投诉
[00:04:37.000 --> 00:04:39.000]  争端和愤怒
[00:04:39.000 --> 00:04:41.000]  不会因为我们是基督徒
[00:04:41.000 --> 00:04:44.000]  就那么轻易放过我们
[00:04:44.000 --> 00:04:49.000]  他会利用我们的人性去放大很多事情
[00:04:49.000 --> 00:04:55.000]  让我们教会遭受破坏
[00:04:55.000 --> 00:04:59.000]  我常常想我们不能太浪漫了
[00:04:59.000 --> 00:05:03.000]  认为回教会就一定风和日丽
[00:05:03.000 --> 00:05:07.000]  人情温暖
[00:05:07.000 --> 00:05:12.000]  是 教会本应该是风和日丽
[00:05:12.000 --> 00:05:15.000]  人情温暖的
[00:05:15.000 --> 00:05:20.000]  但前提是教会要懂得怎样预防矛盾
