
[00:00:00.000 --> 00:00:03.000]  好在自己的經驗裏面
[00:00:03.000 --> 00:00:05.500]  為了呼音的緣故
[00:00:05.500 --> 00:00:08.000]  他有時面對苦
[00:00:08.000 --> 00:00:10.000]  有時面對難
[00:00:10.000 --> 00:00:12.000]  有難的事
[00:00:12.000 --> 00:00:14.000]  有苦的事
[00:00:14.000 --> 00:00:16.000]  他的經歷裏面
[00:00:16.000 --> 00:00:19.000]  多次是有這樣的過程
[00:00:19.000 --> 00:00:22.000]  但是他有一種很強的
[00:00:22.000 --> 00:00:24.000]  屬靈的心智
[00:00:24.000 --> 00:00:28.000]  用普通話講是一種鬥志
[00:00:28.000 --> 00:00:30.000]  無屈服
[00:00:30.000 --> 00:00:33.000]  他不輕言放棄
[00:00:33.000 --> 00:00:36.000]  至於在他裏面
[00:00:36.000 --> 00:00:39.000]  他的信心令到他堅固
[00:00:39.000 --> 00:00:42.000]  令到他再接再厲
[00:00:42.000 --> 00:00:46.000]  至於對他的幫助
[00:00:46.000 --> 00:00:47.000]  與他同工
[00:00:47.000 --> 00:00:51.000]  令到他心安中得到希望
[00:00:51.000 --> 00:00:53.000]  軟弱中得到力量
[00:00:53.000 --> 00:00:57.000]  他不是一個從來沒有軟弱過的人
[00:00:57.000 --> 00:00:58.000]  不是
[00:00:58.000 --> 00:01:00.000]  他講過一個話
[00:01:00.000 --> 00:01:02.000]  臨頭的神
[00:01:02.000 --> 00:01:06.000]  即是提多來安慰他
[00:01:06.000 --> 00:01:09.000]  他在那一句裏面
[00:01:09.000 --> 00:01:11.000]  用一句應用神的話語
[00:01:11.000 --> 00:01:16.000]  那安慰喪氣之人的神
[00:01:16.000 --> 00:01:21.000]  表示他當時是有點喪氣
[00:01:21.000 --> 00:01:24.000]  他很堅強的保羅
[00:01:24.000 --> 00:01:26.000]  有時會喪氣
[00:01:26.000 --> 00:01:33.000]  所以他不是一個從來沒有挫折感的人
[00:01:33.000 --> 00:01:36.000]  但是他有一句話
[00:01:36.000 --> 00:01:38.000]  是他被決
[00:01:38.000 --> 00:01:39.000]  他什麼時候軟弱
[00:01:39.000 --> 00:01:42.000]  什麼時候就強強了
[00:01:42.000 --> 00:01:43.000]  是主的恩典
[00:01:43.000 --> 00:01:47.000]  主說我的恩典夠你用的
[00:01:47.000 --> 00:01:50.000]  所以一個侍奉主的人
[00:01:50.000 --> 00:01:55.000]  你不要求主令到你永遠不灰心
[00:01:55.000 --> 00:02:01.000]  這是絕對沒有這回事的
[00:02:01.000 --> 00:02:04.000]  有時你絕對會灰心
[00:02:04.000 --> 00:02:06.000]  絕對會感覺軟弱的
[00:02:06.000 --> 00:02:11.000]  但是你要學習經歷保羅所經歷的
[00:02:11.000 --> 00:02:14.000]  能夠說因為主的恩典
[00:02:14.000 --> 00:02:18.000]  從軟弱中再轉為強強
[00:02:18.000 --> 00:02:21.000]  他再站起來
[00:02:21.000 --> 00:02:25.000]  站起來依靠主奔跑前程
[00:02:25.000 --> 00:02:30.000]  保羅就是這樣一程一程向前去
[00:02:30.000 --> 00:02:35.000]  每一程就好像接力賽跑一樣
[00:02:35.000 --> 00:02:42.000]  到了要下一棒的人接棒的時候
[00:02:42.000 --> 00:02:46.000]  要重新用新鮮的力量奔跑下去
[00:02:46.000 --> 00:02:49.000]  接力是四個人
[00:02:49.000 --> 00:02:51.000]  接力是四個人
[00:02:51.000 --> 00:02:57.000]  是四個人不同的人來繼續跑
[00:02:57.000 --> 00:02:59.000]  但是保羅是一個人
[00:02:59.000 --> 00:03:01.000]  雖然一個人也是有接力的
[00:03:01.000 --> 00:03:04.000]  一個人接力是什麼意思呢?
[00:03:04.000 --> 00:03:09.000]  就是他自己到了跑完一段路程的時候
[00:03:09.000 --> 00:03:12.000]  從主重新得力
[00:03:12.000 --> 00:03:17.000]  再用新鮮的力量向前跑
[00:03:17.000 --> 00:03:20.000]  一個人的接力賽是很有意思的
[00:03:20.000 --> 00:03:24.000]  保羅是留給我們這樣的榜樣
[00:03:24.000 --> 00:03:26.000]  這樣的鼓勵
[00:03:26.000 --> 00:03:30.000]  這個熟練的鬥志很重要
[00:03:30.000 --> 00:03:33.000]  我們不是熟練血氣的鬥志
[00:03:33.000 --> 00:03:36.000]  你是有信心
[00:03:36.000 --> 00:03:38.000]  有奉獻的鬥志
[00:03:38.000 --> 00:03:42.000]  讓主透過一切的環境
[00:03:42.000 --> 00:03:44.000]  一切的問題
[00:03:44.000 --> 00:03:45.000]  一切的軟弱
[00:03:45.000 --> 00:03:47.000]  來令到侍奉的人
[00:03:47.000 --> 00:03:49.000]  不斷地重新得力
[00:03:49.000 --> 00:03:50.000]  重新得力
[00:03:50.000 --> 00:03:53.000]  如鷹輾翅上騰
[00:03:53.000 --> 00:03:57.000]  就好像那個鷹在高空中飛的時候
[00:03:57.000 --> 00:03:59.000]  它飛一會兒
[00:03:59.000 --> 00:04:02.000]  它就將翅膀放平
[00:04:02.000 --> 00:04:05.000]  滑翔一會兒
[00:04:05.000 --> 00:04:07.000]  滑翔的時候
[00:04:07.000 --> 00:04:10.000]  就是它重新得力的時候
[00:04:10.000 --> 00:04:12.000]  恢復力量的時候
[00:04:12.000 --> 00:04:16.000]  所以我們在神面前重新得力
[00:04:16.000 --> 00:04:18.000]  就是如鷹輾翅上騰
[00:04:18.000 --> 00:04:20.000]  飛一會兒
[00:04:20.000 --> 00:04:21.000]  滑翔一會兒
[00:04:21.000 --> 00:04:22.000]  飛一會兒
[00:04:22.000 --> 00:04:23.000]  滑翔一會兒
[00:04:23.000 --> 00:04:26.000]  就可以保持很長的時間
[00:04:26.000 --> 00:04:31.000]  在高空中繼續飛翔
[00:04:31.000 --> 00:04:34.000]  我們都是飛一會兒
[00:04:34.000 --> 00:04:35.000]  累了
[00:04:35.000 --> 00:04:36.000]  約了
[00:04:36.000 --> 00:04:40.000]  等候主再重新眺望我們
[00:04:40.000 --> 00:04:42.000]  加力量給我們
[00:04:42.000 --> 00:04:43.000]  鼓勵我們
[00:04:43.000 --> 00:04:45.000]  保護我們
[00:04:45.000 --> 00:04:47.000]  我相信每一個侍奉主人
[00:04:47.000 --> 00:04:54.000]  都是需要這樣的一段一段一段時間的重新得力
[00:04:54.000 --> 00:04:57.000]  特別是面對難處的時候
[00:04:57.000 --> 00:04:59.000]  我們需要這樣
[00:04:59.000 --> 00:05:02.000]  你看一般的青少年
[00:05:02.000 --> 00:05:05.000]  在開始學習的時候
[00:05:05.000 --> 00:05:09.000]  先生給他看偉人傳奇
[00:05:09.000 --> 00:05:11.000]  對青少年來說
[00:05:11.000 --> 00:05:15.000]  讀偉人的傳奇是絕對需要的
[00:05:15.000 --> 00:05:19.000]  給他一個新的天地
[00:05:19.000 --> 00:05:21.000]  新的眼光
[00:05:21.000 --> 00:05:23.000]  新的心智
[00:05:23.000 --> 00:05:24.000]  新的目標
[00:05:24.000 --> 00:05:26.000]  新的鬥志
[00:05:26.000 --> 00:05:31.000]  那些偉人沒有一個沒有奮鬥過的
[00:05:31.000 --> 00:05:34.000]  要找到一個沒有曾經過奮鬥
[00:05:34.000 --> 00:05:36.000]  而成為偉人的人
[00:05:36.000 --> 00:05:37.000]  沒有的
[00:05:37.000 --> 00:05:38.000]  絕對沒有的
[00:05:38.000 --> 00:05:41.000]  如果普通人有這樣的精神
[00:05:41.000 --> 00:05:48.000]  我們為主都是追求有這樣的堅強的侍奉的精神
[00:05:48.000 --> 00:05:51.000]  繼續再戰再厲
[00:05:51.000 --> 00:05:54.000]  在這條路上奔走
[00:05:54.000 --> 00:05:56.000]  與主同功
[00:05:56.000 --> 00:05:59.000]  一直到見主面的時候
[00:05:59.000 --> 00:06:02.000]  那時候就是大功告成
[00:06:02.000 --> 00:06:05.000]  我們去得到主的賞賜
[00:06:05.000 --> 00:06:07.000]  意思是說
[00:06:07.000 --> 00:06:11.000]  你這有良善有忠心的那一個人
[00:06:11.000 --> 00:06:17.000]  可以來領受你的主人為你所預備的賞賜
[00:06:17.000 --> 00:06:19.000]  苦難兩個字
[00:06:19.000 --> 00:06:23.000]  在前後書裏面出現了七次
[00:06:23.000 --> 00:06:25.000]  悲不兩個字
[00:06:25.000 --> 00:06:27.000]  出現了三次
[00:06:27.000 --> 00:06:28.000]  忍耐兩個字
[00:06:28.000 --> 00:06:31.000]  出現了六次
[00:06:31.000 --> 00:06:36.000]  都是表示侍奉的路不是容易的
[00:06:36.000 --> 00:06:37.000]  不是容易
[00:06:37.000 --> 00:06:38.000]  所以保祿很坦白
[00:06:38.000 --> 00:06:41.000]  他對太母太說
[00:06:41.000 --> 00:06:42.000]  不用怕
[00:06:42.000 --> 00:06:43.000]  沒有難處
[00:06:43.000 --> 00:06:45.000]  一份封信
[00:06:45.000 --> 00:06:46.000]  你做下去吧
[00:06:46.000 --> 00:06:48.000]  這樣就欺騙他了
[00:06:48.000 --> 00:06:52.000]  主耶穌都沒有對要跟從他的人說
[00:06:52.000 --> 00:06:58.000]  前面都是粉紅色的前景
[00:06:58.000 --> 00:06:59.000]  一切都順利
[00:06:59.000 --> 00:07:01.000]  一切都美好
[00:07:01.000 --> 00:07:02.000]  光明都是春天
[00:07:02.000 --> 00:07:03.000]  沒有冬天
[00:07:03.000 --> 00:07:05.000]  沒有風雨的
[00:07:05.000 --> 00:07:06.000]  如果主這樣說
[00:07:06.000 --> 00:07:08.000]  就是欺騙跟從他的人
[00:07:08.000 --> 00:07:11.000]  主說得很清楚
[00:07:11.000 --> 00:07:14.000]  若有人要跟從我
[00:07:14.000 --> 00:07:21.000]  就當是背起他自己的十字架來跟從我
[00:07:21.000 --> 00:07:23.000]  主說得很清楚
[00:07:23.000 --> 00:07:26.000]  他自己是背十字架的主
[00:07:26.000 --> 00:07:28.000]  所以跟從他的人
[00:07:28.000 --> 00:07:31.000]  不可能不背十字架
[00:07:31.000 --> 00:07:34.000]  只背著十字架在前面後面的人
[00:07:34.000 --> 00:07:36.000]  都很輕鬆地
[00:07:36.000 --> 00:07:40.000]  又再又再地跟著主走
[00:07:40.000 --> 00:07:44.000]  我相信是很詳情的一幅圖畫
[00:07:44.000 --> 00:07:46.000]  只背十字架
[00:07:46.000 --> 00:07:48.000]  面對挑戰
[00:07:48.000 --> 00:07:50.000]  面對難處
[00:07:50.000 --> 00:07:52.000]  面對壓力
[00:07:52.000 --> 00:07:57.000]  有時候跟從他的人都是一樣
[00:07:57.000 --> 00:07:58.000]  很久了
[00:07:58.000 --> 00:08:02.000]  他向主學習
[00:08:02.000 --> 00:08:07.000]  得到同樣的心態、精神
[00:08:07.000 --> 00:08:11.000]  有一支聖經不是提前後詩裡面
[00:08:11.000 --> 00:08:16.000]  都是同樣的精神的表達
[00:08:16.000 --> 00:08:19.000]  就是《士道行傳》二十章
[00:08:19.000 --> 00:08:22.000]  二十二至二十四節
