
[00:00:00.000 --> 00:00:02.680]  我們再一次有機會一齊到神的殿中
[00:00:02.680 --> 00:00:04.080]  我們敬拜祂
[00:00:04.080 --> 00:00:06.080]  也會再思想我們一齊
[00:00:06.080 --> 00:00:09.520]  這個季度會讀到的哥林多前書
[00:00:09.520 --> 00:00:11.040]  而我們今天思想一個
[00:00:11.040 --> 00:00:13.200]  我們要面對的問題
[00:00:13.200 --> 00:00:15.360]  就是面對紛爭
[00:00:15.360 --> 00:00:16.720]  大家同我再一起祈禱
[00:00:16.720 --> 00:00:18.360]  我們仰望著
[00:00:18.360 --> 00:00:21.640]  我們今天想要面對的問題
[00:00:21.640 --> 00:00:23.280]  就是面對紛爭
[00:00:23.280 --> 00:00:24.760]  大家同我再一起祈禱
[00:00:24.760 --> 00:00:26.240]  我們仰望著
[00:00:26.240 --> 00:00:30.080]  大家同我再一起祈禱,我們仰望著
[00:00:30.080 --> 00:00:36.720]  主耶穌,我們感謝祢
[00:00:36.720 --> 00:00:38.600]  因為祢愛我們
[00:00:38.600 --> 00:00:40.160]  祢愛教會
[00:00:40.160 --> 00:00:43.920]  甚至為教會社稷
[00:00:43.920 --> 00:00:46.520]  主耶穌,祢的愛是何等的真實
[00:00:46.520 --> 00:00:48.440]  是何等的徹底
[00:00:48.440 --> 00:00:52.000]  臨到祢的教會身上
[00:00:52.000 --> 00:00:55.040]  主耶穌,我們今天也同心禱告祢
[00:00:55.040 --> 00:00:57.680]  求祢讓我們在教會中間
[00:00:57.680 --> 00:01:02.000]  主耶穌,我們能夠成為造就別人的人
[00:01:02.000 --> 00:01:05.440]  主耶穌,祢能夠救我們脫離很多的紛爭
[00:01:05.440 --> 00:01:07.360]  很多的不和
[00:01:07.360 --> 00:01:09.200]  在一個彎曲的世代
[00:01:09.200 --> 00:01:10.600]  我們靠著祢
[00:01:10.600 --> 00:01:14.480]  讓教會繼續成為祢地上的
[00:01:14.480 --> 00:01:17.160]  榮光照耀的燈台
[00:01:17.160 --> 00:01:20.120]  能夠可以見證祢的微善
[00:01:20.120 --> 00:01:21.800]  主耶穌,今天我們到祢面前
[00:01:21.800 --> 00:01:25.120]  仰望祢的靈,引導我們的心思
[00:01:25.120 --> 00:01:27.520]  賜下祢的恩言
[00:01:27.520 --> 00:01:29.120]  我們仰望祈禱
[00:01:29.120 --> 00:01:31.760]  奉主耶穌,誠名祈求
[00:01:31.760 --> 00:01:34.800]  阿們
[00:01:34.800 --> 00:01:36.240]  當我們思想到
[00:01:36.240 --> 00:01:39.760]  教會裡面有的紛爭的事情
[00:01:39.760 --> 00:01:41.200]  我們都要承認
[00:01:41.200 --> 00:01:43.200]  在歷代的教會
[00:01:43.200 --> 00:01:44.760]  各地區的教會
[00:01:44.760 --> 00:01:46.480]  都曾經出現了
[00:01:46.480 --> 00:01:49.520]  頂智慧之間紛爭的事
[00:01:49.520 --> 00:01:52.080]  我記得我看了一本書,這本書的書名
[00:01:52.080 --> 00:01:54.520]  很特別,也很簡單
[00:01:54.520 --> 00:01:56.080]  這個書名就說
[00:01:56.080 --> 00:01:58.720]  「愛教會到底」
[00:01:58.720 --> 00:02:00.720]  原來有一個問號
[00:02:00.720 --> 00:02:03.280]  是不是「愛教會到底」呢?
[00:02:03.280 --> 00:02:05.680]  這本書是新加坡神學院的院長
[00:02:05.680 --> 00:02:09.200]  謝木水院長所寫的一本書
[00:02:09.200 --> 00:02:11.200]  我最初不知道他在說什麼
[00:02:11.200 --> 00:02:13.000]  但一看的時候才知道
[00:02:13.000 --> 00:02:17.520]  原來他在說教會的醜聞
[00:02:17.520 --> 00:02:20.440]  是講到在不同教會裡面所發生的
[00:02:20.440 --> 00:02:23.640]  一些領袖跌倒、失德的事
[00:02:23.640 --> 00:02:27.200]  一些教會信徒之間的紛爭的事
[00:02:27.200 --> 00:02:30.720]  很少看到這本書專門講這方面
[00:02:30.720 --> 00:02:33.560]  一看的時候心裡面都很沉重
[00:02:33.560 --> 00:02:35.680]  但同時留意到
[00:02:35.680 --> 00:02:38.480]  這位作者用這個標題
[00:02:38.480 --> 00:02:40.680]  有一個很特別的意思
[00:02:40.680 --> 00:02:43.640]  因為「愛教會到底」這句話
[00:02:43.640 --> 00:02:48.280]  你記不記得在哪裡出現過?
[00:02:48.280 --> 00:02:51.600]  聖經當主耶穌為門徒洗腳之前
[00:02:51.600 --> 00:02:57.280]  聖經就說「他愛他們到底」
[00:02:57.280 --> 00:03:00.000]  主耶穌為門徒洗腳
[00:03:00.000 --> 00:03:03.520]  很快他就會面對很多的挑戰
[00:03:03.520 --> 00:03:05.560]  其實他預早知道
[00:03:05.560 --> 00:03:06.960]  當他為門徒洗腳
[00:03:06.960 --> 00:03:11.600]  洗腳正是象徵著他將會被釘十字架
[00:03:11.600 --> 00:03:15.040]  但是在他為門徒洗腳之前
[00:03:15.040 --> 00:03:19.880]  他已經知道有門徒將會出賣他
[00:03:19.880 --> 00:03:21.920]  將會不承認他
[00:03:21.920 --> 00:03:25.560]  將會四散、不理會他
[00:03:25.560 --> 00:03:27.560]  但是雖然是這樣
[00:03:27.560 --> 00:03:31.560]  聖經說他愛世間屬他的人
[00:03:31.560 --> 00:03:34.880]  就愛他們到底
[00:03:34.880 --> 00:03:37.160]  因此為他們洗腳
[00:03:37.160 --> 00:03:40.120]  為他們釘十字架
[00:03:40.120 --> 00:03:42.000]  想起這句話的時候
[00:03:42.000 --> 00:03:44.680]  就給我們一個很大的提醒
[00:03:44.680 --> 00:03:47.120]  不是你和我有這份愛心
[00:03:47.120 --> 00:03:51.880]  可以能夠去包容、去面對紛爭
[00:03:51.880 --> 00:03:55.000]  而是在主耶穌的榜樣裡面
[00:03:55.000 --> 00:03:57.400]  他曾經這樣待我們
[00:03:57.400 --> 00:03:59.520]  我們都可以靠著他
[00:03:59.520 --> 00:04:05.000]  去如此的待我們其他的弟兄姊妹
[00:04:05.000 --> 00:04:06.680]  所以你發覺我們今天
[00:04:06.680 --> 00:04:08.920]  一開始讀這段經文的時候
[00:04:08.920 --> 00:04:10.440]  你知道這段經文
[00:04:10.440 --> 00:04:14.200]  就是講到關於面對紛爭的事情
[00:04:14.200 --> 00:04:14.880]  開始的時候
[00:04:14.880 --> 00:04:16.840]  保羅馬上用一句話說
[00:04:16.840 --> 00:04:18.240]  就是我們會讀到的
[00:04:18.240 --> 00:04:21.520]  第一章第十節的經文
[00:04:21.520 --> 00:04:22.320]  他說弟兄們
[00:04:22.320 --> 00:04:26.320]  我奉我們主耶穌基督的名
[00:04:26.320 --> 00:04:30.400]  勸你們大家要同心
[00:04:30.400 --> 00:04:32.880]  你們中間不可以有分裂
[00:04:32.880 --> 00:04:35.160]  都要團結起來
[00:04:35.160 --> 00:04:39.120]  心思一致 意向相同
[00:04:39.120 --> 00:04:41.360]  保羅的規勸很清楚
[00:04:41.360 --> 00:04:43.760]  不是他自己個人的規勸
[00:04:43.760 --> 00:04:44.560]  而是很清楚
[00:04:44.560 --> 00:04:48.320]  他是奉主耶穌的名字
[00:04:48.320 --> 00:04:49.000]  上個星期
[00:04:49.000 --> 00:04:51.240]  我們讀到一章一至九節的時候
[00:04:51.240 --> 00:04:52.680]  你記得
[00:04:52.680 --> 00:04:54.320]  在已經九節的經文裡面
[00:04:54.320 --> 00:04:56.920]  重複出現了十次
[00:04:56.920 --> 00:04:59.840]  耶穌基督的描述
[00:04:59.840 --> 00:05:01.000]  不斷講出
[00:05:01.000 --> 00:05:04.200]  耶穌基督是一切的核心
[00:05:04.200 --> 00:05:06.400]  唯有靠著祂
[00:05:06.400 --> 00:05:07.520]  奉主名的意思
[00:05:07.520 --> 00:05:09.040]  也是表示
[00:05:09.040 --> 00:05:11.360]  是為了祂的緣故
[00:05:11.360 --> 00:05:13.680]  靠著祂的能力
[00:05:13.680 --> 00:05:16.200]  來表達出來
[00:05:16.200 --> 00:05:18.880]  因此我們是有一種盼望
[00:05:18.880 --> 00:05:20.120]  在耶穌基督裡面
[00:05:20.120 --> 00:05:21.720]  我們有這種力量
[00:05:21.720 --> 00:05:24.760]  可以面對這些挑戰
[00:05:24.760 --> 00:05:27.240]  但是也是因為主耶穌
[00:05:27.240 --> 00:05:29.360]  祂自己吩咐我們
[00:05:29.360 --> 00:05:31.480]  所以我們要留心
[00:05:31.480 --> 00:05:34.800]  祂勸我們要同心
[00:05:34.800 --> 00:05:36.240]  在經文的上下文
[00:05:36.240 --> 00:05:37.960]  這個同心是在說
[00:05:37.960 --> 00:05:40.800]  不可以有分裂的意思
[00:05:40.800 --> 00:05:42.160]  這裡也在說
[00:05:42.160 --> 00:05:44.040]  要來到去留心
[00:05:44.040 --> 00:05:46.280]  不要分黨分派
[00:05:46.280 --> 00:05:49.120]  要同心合二
[00:05:49.120 --> 00:05:50.360]  聖經有提醒我們
[00:05:50.360 --> 00:05:52.840]  要團結起來
[00:05:52.840 --> 00:05:54.000]  這個團結很特別
[00:05:54.000 --> 00:05:55.240]  這個字眼本身有一個
[00:05:55.240 --> 00:05:57.080]  很特別的含義
[00:05:57.080 --> 00:05:59.720]  就是積望
[00:05:59.720 --> 00:06:00.760]  什麼是積望呢?
[00:06:00.760 --> 00:06:02.400]  一個慾望
[00:06:02.400 --> 00:06:04.120]  穿了的時候
[00:06:04.120 --> 00:06:07.400]  很容易會去妄語
[00:06:07.400 --> 00:06:09.560]  但是一無修成
[00:06:09.560 --> 00:06:10.880]  但是留心將那個望
[00:06:10.880 --> 00:06:12.800]  修織好
[00:06:12.800 --> 00:06:15.040]  讓原本破損的地方
[00:06:15.040 --> 00:06:18.240]  重新可以連結起來
[00:06:18.240 --> 00:06:20.360]  這個是團結
[00:06:20.360 --> 00:06:22.920]  沒錯我們都會經歷人的軟弱
[00:06:22.920 --> 00:06:24.040]  但是過程當中
[00:06:24.040 --> 00:06:25.800]  聖經不斷鼓勵我們
[00:06:25.800 --> 00:06:28.600]  要重新恢復原本的
[00:06:28.600 --> 00:06:30.960]  美善的關係
[00:06:30.960 --> 00:06:33.440]  是主耶穌這樣去吩咐我們
[00:06:33.440 --> 00:06:35.000]  以致我們在基督裡面
[00:06:35.000 --> 00:06:37.480]  我們可以心思一致
[00:06:37.480 --> 00:06:39.040]  意向相同
[00:06:39.040 --> 00:06:42.720]  彼此同心地去侍奉祂
[00:06:42.720 --> 00:06:44.120]  所以當我們讀到
[00:06:44.120 --> 00:06:45.200]  下帝的經文的時候
[00:06:45.200 --> 00:06:46.520]  首先要記得
[00:06:46.520 --> 00:06:50.480]  這些一切是主吩咐我們的
[00:06:50.480 --> 00:06:53.000]  也都靠著祂的名字
[00:06:53.000 --> 00:06:55.200]  祂的名象正在代表著
[00:06:55.200 --> 00:06:57.160]  祂自己的權能
[00:06:57.160 --> 00:06:58.880]  我們可以得成
[00:06:58.880 --> 00:07:00.600]  也都可以在其中
[00:07:00.600 --> 00:07:03.640]  去重新恢復原本的
[00:07:03.640 --> 00:07:06.360]  美善的關係
[00:07:06.360 --> 00:07:07.280]  再讀下去的時候
[00:07:07.280 --> 00:07:08.240]  你會發覺開始的時候
[00:07:08.240 --> 00:07:09.320]  很清楚帶出一個
[00:07:09.320 --> 00:07:11.800]  很重要的訊息就是
[00:07:11.800 --> 00:07:14.480]  為什麼紛爭會出現呢
[00:07:14.480 --> 00:07:16.600]  是因為人憑著自己
[00:07:16.600 --> 00:07:19.520]  來誇口誇自己
[00:07:19.520 --> 00:07:21.880]  而引發了紛爭
[00:07:21.880 --> 00:07:23.800]  在十一節至十二節
[00:07:23.800 --> 00:07:25.000]  聖經當時提到
[00:07:25.000 --> 00:07:25.920]  在他們中間
[00:07:25.920 --> 00:07:27.120]  哥倫多教會中間
[00:07:27.120 --> 00:07:29.880]  有紛爭的事情
[00:07:29.880 --> 00:07:30.840]  當時有人說
[00:07:30.840 --> 00:07:32.760]  我是屬保羅的
[00:07:32.760 --> 00:07:34.880]  我是屬阿波羅的
[00:07:34.880 --> 00:07:36.240]  我是屬基法的
[00:07:36.240 --> 00:07:38.320]  我是屬基督的
[00:07:38.320 --> 00:07:40.520]  有些人覺得
[00:07:40.520 --> 00:07:42.200]  保羅應該是最應該
[00:07:42.200 --> 00:07:43.760]  我們去尊重他的
[00:07:43.760 --> 00:07:44.640]  因為他是我們
[00:07:44.640 --> 00:07:47.200]  哥倫多教會的創辦人
[00:07:47.200 --> 00:07:48.560]  他最有恩賜
[00:07:48.560 --> 00:07:51.120]  最有能力的宣教士
[00:07:51.120 --> 00:07:52.480]  有人說不是
[00:07:52.480 --> 00:07:55.840]  阿波羅他的口才更好
[00:07:55.840 --> 00:07:58.720]  他的知識和學問最高
[00:07:58.720 --> 00:08:00.360]  大家看《士郎傳經文》
[00:08:00.360 --> 00:08:01.520]  就會知道
[00:08:01.520 --> 00:08:03.960]  這種的描述是真的
[00:08:03.960 --> 00:08:05.280]  但是他們覺得
[00:08:05.280 --> 00:08:07.080]  既然他是那麼有口才
[00:08:07.080 --> 00:08:08.280]  知識學問
[00:08:08.280 --> 00:08:11.040]  就應該我們大家要屬於他
[00:08:11.040 --> 00:08:14.320]  我們歸屬於一個領袖
[00:08:14.320 --> 00:08:16.520]  然後有人就說不是
[00:08:16.520 --> 00:08:19.200]  彼得他在耶路撒冷
[00:08:19.200 --> 00:08:22.200]  他是主耶穌的大門徒
[00:08:22.200 --> 00:08:24.160]  親身跟過耶穌
[00:08:24.160 --> 00:08:28.680]  所以他更加是名門正宗
[00:08:28.680 --> 00:08:30.960]  我們要跟他
[00:08:30.960 --> 00:08:33.000]  但有些人說我三個都不跟
[00:08:33.000 --> 00:08:35.040]  我是跟基督而已
[00:08:35.040 --> 00:08:37.120]  沒錯 基督是我們的元帥
[00:08:37.120 --> 00:08:38.600]  應該跟隨他
[00:08:38.600 --> 00:08:39.880]  但當人這樣說的時候
[00:08:39.880 --> 00:08:42.040]  其實他們的意思是說
[00:08:42.040 --> 00:08:43.440]  我們這幫人
[00:08:43.440 --> 00:08:48.400]  我們的信念最符合基督的信仰
[00:08:48.400 --> 00:08:52.840]  我們是一幫真真基督徒
[00:08:52.840 --> 00:08:56.880]  所以其他人就不是了
[00:08:56.880 --> 00:08:59.000]  當你聽到這些描述的時候
[00:08:59.000 --> 00:09:00.120]  你會發覺
[00:09:00.120 --> 00:09:04.200]  在這些分門別類的背後
[00:09:04.200 --> 00:09:06.040]  其實是什麼
[00:09:06.040 --> 00:09:08.240]  其實是人要表明自己
[00:09:08.240 --> 00:09:10.600]  是比人強
[00:09:10.600 --> 00:09:12.800]  要去抬高自己
[00:09:12.800 --> 00:09:14.320]  去認同某個領袖
[00:09:14.320 --> 00:09:16.480]  以致自己都屬於某一些
[00:09:16.480 --> 00:09:18.080]  他認為最崇高
[00:09:18.080 --> 00:09:21.360]  最值得尊重的對象
[00:09:21.360 --> 00:09:23.960]  這個過程其實就自然產生了
[00:09:23.960 --> 00:09:27.400]  很多排斥其他人的後果
[00:09:27.400 --> 00:09:31.240]  也產生了紛爭
[00:09:31.240 --> 00:09:33.440]  當你去留心很多紛爭
[00:09:33.440 --> 00:09:34.880]  怎樣出現的時候
