
[00:00:00.000 --> 00:00:02.000]  12章第一節
[00:00:02.000 --> 00:00:04.000]  因著神的憐憫
[00:00:04.000 --> 00:00:06.000]  我們已經不得夢拯救
[00:00:06.000 --> 00:00:08.000]  拯救之後
[00:00:08.000 --> 00:00:10.000]  神賜給我們一個新的生命
[00:00:10.000 --> 00:00:12.000]  心意更生而變化
[00:00:12.000 --> 00:00:14.000]  這個新的生命
[00:00:14.000 --> 00:00:16.000]  在寶牛第12章
[00:00:16.000 --> 00:00:18.000]  由第3節到第21節
[00:00:18.000 --> 00:00:20.000]  展現出來一個怎樣的新生命
[00:00:20.000 --> 00:00:22.000]  可以在
[00:00:22.000 --> 00:00:24.000]  透過教會有不同的
[00:00:24.000 --> 00:00:26.000]  恩賜財綱
[00:00:26.000 --> 00:00:28.000]  彼此的福事建立生命
[00:00:28.000 --> 00:00:30.000]  更加在相愛當中
[00:00:30.000 --> 00:00:32.000]  去愛那些
[00:00:32.000 --> 00:00:34.000]  受敵
[00:00:34.000 --> 00:00:36.000]  上一課上個禮拜Candle傳道也說了
[00:00:36.000 --> 00:00:38.000]  堂會
[00:00:38.000 --> 00:00:40.000]  我們怎樣去活出
[00:00:40.000 --> 00:00:42.000]  新的生命 神的義
[00:00:42.000 --> 00:00:44.000]  神的公義的生命
[00:00:44.000 --> 00:00:46.000]  同樣的 寶牛不單只顧及
[00:00:46.000 --> 00:00:48.000]  在堂會內部
[00:00:48.000 --> 00:00:50.000]  他也知道第一世紀的
[00:00:50.000 --> 00:00:52.000]  羅馬信徒也要面對當權者
[00:00:52.000 --> 00:00:54.000]  所以他在第13章一開始
[00:00:54.000 --> 00:00:56.000]  用七節經文
[00:00:56.000 --> 00:00:58.000]  去思考怎樣去到
[00:00:58.000 --> 00:01:00.000]  面對在位者
[00:01:00.000 --> 00:01:02.000]  我們作為信徒的
[00:01:02.000 --> 00:01:04.000]  去應對
[00:01:04.000 --> 00:01:06.000]  這段經文
[00:01:06.000 --> 00:01:08.000]  如果上網YouTube
[00:01:08.000 --> 00:01:10.000]  羅馬書13章一至七節
[00:01:10.000 --> 00:01:12.000]  多得不得了
[00:01:12.000 --> 00:01:14.000]  是很富爭議性的經文
[00:01:14.000 --> 00:01:18.000]  有不同的解讀方法
[00:01:18.000 --> 00:01:22.000]  我今天就
[00:01:22.000 --> 00:01:24.000]  透過兩個向導
[00:01:24.000 --> 00:01:26.000]  透過七節經文
[00:01:26.000 --> 00:01:28.000]  跟大家去思考
[00:01:28.000 --> 00:01:30.000]  寶羅所寫的是怎樣的向導
[00:01:30.000 --> 00:01:32.000]  然後從整本聖經
[00:01:32.000 --> 00:01:34.000]  看信徒
[00:01:34.000 --> 00:01:36.000]  和在位者
[00:01:36.000 --> 00:01:38.000]  之間的張力
[00:01:38.000 --> 00:01:40.000]  和關係
[00:01:40.000 --> 00:01:42.000]  怎樣去應對
[00:01:42.000 --> 00:01:44.000]  從本身的經文
[00:01:44.000 --> 00:01:46.000]  然後到整本聖經
[00:01:46.000 --> 00:01:48.000]  怎樣去對待這個政權
[00:01:48.000 --> 00:01:50.000]  我們先看今天的經文
[00:01:50.000 --> 00:01:52.000]  一開始第一節
[00:01:52.000 --> 00:01:54.000]  就是核心思想
[00:01:54.000 --> 00:01:56.000]  寶羅開宗明義
[00:01:56.000 --> 00:01:58.000]  在上有權柄的
[00:01:58.000 --> 00:02:00.000]  人人當馴服
[00:02:00.000 --> 00:02:02.000]  馴服在上有權柄的
[00:02:02.000 --> 00:02:04.000]  這就是今天的主題
[00:02:04.000 --> 00:02:08.000]  也是寶羅想
[00:02:08.000 --> 00:02:10.000]  所有的讀者
[00:02:10.000 --> 00:02:12.000]  信徒去明白的
[00:02:12.000 --> 00:02:14.000]  馴服在位者
[00:02:14.000 --> 00:02:16.000]  在第五節也重覆
[00:02:16.000 --> 00:02:18.000]  你們必須馴服
[00:02:18.000 --> 00:02:20.000]  寶羅提出了
[00:02:20.000 --> 00:02:22.000]  兩個爭論點
[00:02:22.000 --> 00:02:24.000]  他的爭論點
[00:02:24.000 --> 00:02:26.000]  他自己立足的
[00:02:26.000 --> 00:02:28.000]  為什麼我們作為信徒
[00:02:28.000 --> 00:02:30.000]  要馴服在位
[00:02:30.000 --> 00:02:32.000]  有兩個原因
[00:02:32.000 --> 00:02:34.000]  一個是神學性
[00:02:34.000 --> 00:02:36.000]  一個是實用性
[00:02:36.000 --> 00:02:38.000]  我先看神學性
[00:02:38.000 --> 00:02:40.000]  為什麼我們要馴服在位
[00:02:40.000 --> 00:02:42.000]  因為什麼
[00:02:42.000 --> 00:02:44.000]  第一節的下半節
[00:02:44.000 --> 00:02:46.000]  因為沒有權
[00:02:46.000 --> 00:02:48.000]  並不是出於神的
[00:02:48.000 --> 00:02:50.000]  凡掌權的
[00:02:50.000 --> 00:02:52.000]  都是神所命的
[00:02:52.000 --> 00:02:54.000]  地上所有的政權
[00:02:54.000 --> 00:02:56.000]  所有的君王
[00:02:56.000 --> 00:02:58.000]  所有的制度
[00:02:58.000 --> 00:03:00.000]  都是神設立的
[00:03:00.000 --> 00:03:02.000]  神所賦予的
[00:03:02.000 --> 00:03:04.000]  所有的政權
[00:03:04.000 --> 00:03:06.000]  神是最高的
[00:03:06.000 --> 00:03:08.000]  所有的政權
[00:03:08.000 --> 00:03:10.000]  是他之下的
[00:03:10.000 --> 00:03:12.000]  因為所有的政權
[00:03:12.000 --> 00:03:14.000]  在他之下的緣故
[00:03:14.000 --> 00:03:16.000]  寶羅就說
[00:03:16.000 --> 00:03:18.000]  我們要馴服在位
[00:03:18.000 --> 00:03:20.000]  有一段經文
[00:03:20.000 --> 00:03:22.000]  讓我們知道
[00:03:22.000 --> 00:03:24.000]  如何解讀13章第一節
[00:03:24.000 --> 00:03:26.000]  就是比拉多的故事
[00:03:26.000 --> 00:03:28.000]  當耶穌
[00:03:28.000 --> 00:03:30.000]  被帶到比拉多的根前
[00:03:30.000 --> 00:03:32.000]  的時候
[00:03:32.000 --> 00:03:34.000]  比拉多說
[00:03:34.000 --> 00:03:36.000]  你快點回答我問題
[00:03:36.000 --> 00:03:38.000]  你知不知道我有權釘你十字架
[00:03:38.000 --> 00:03:40.000]  我有權釋放你
[00:03:40.000 --> 00:03:42.000]  你還不說話
[00:03:42.000 --> 00:03:44.000]  耶穌怎麼說
[00:03:44.000 --> 00:03:46.000]  如果比拉多的權柄
[00:03:46.000 --> 00:03:48.000]  不是從上頭而來的時候
[00:03:48.000 --> 00:03:50.000]  你不可能坐在這個位置
[00:03:50.000 --> 00:03:54.000]  比拉多只能夠去審
[00:03:54.000 --> 00:03:56.000]  耶穌是因為
[00:03:56.000 --> 00:03:58.000]  上帝自己將比拉多放在這個位置
[00:03:58.000 --> 00:04:00.000]  所以我們就使徒信經
[00:04:00.000 --> 00:04:02.000]  就這樣說
[00:04:02.000 --> 00:04:04.000]  為什麼耶穌就要被交在比拉多手下受難
[00:04:04.000 --> 00:04:06.000]  被釘於十字架
