
[00:00:00.000 --> 00:00:02.000]  我們看看有什麼問題
[00:00:02.000 --> 00:00:06.000]  這個問題就問
[00:00:06.000 --> 00:00:09.000]  我已經沒有什麼初戀的感覺
[00:00:09.000 --> 00:00:12.000]  是不是到了分手的時間呢?
[00:00:12.000 --> 00:00:16.000]  我想說初戀感覺是那種很浪漫很激情
[00:00:16.000 --> 00:00:20.000]  又或者我半天不見她就覺得
[00:00:20.000 --> 00:00:23.000]  很不舒服很想見她那種感覺
[00:00:23.000 --> 00:00:25.000]  我想這些初戀的感覺
[00:00:25.000 --> 00:00:27.000]  其實我們都很享受
[00:00:27.000 --> 00:00:29.000]  即是拍拖過了一段時間
[00:00:29.000 --> 00:00:33.000]  慢慢慢慢都會沒有了這種熱情
[00:00:33.000 --> 00:00:37.000]  可能又會覺得未必會一兩天不見她
[00:00:37.000 --> 00:00:39.000]  就有那種掛念的感覺
[00:00:39.000 --> 00:00:41.000]  沒有了這種初戀感覺
[00:00:41.000 --> 00:00:43.000]  是不是告訴她
[00:00:43.000 --> 00:00:45.000]  我們應該要去到分手呢?
[00:00:45.000 --> 00:00:49.000]  我想回到為什麼我們拍拖呢?
[00:00:49.000 --> 00:00:51.000]  拍拖的目的是什麼?
[00:00:51.000 --> 00:00:55.000]  我想我會說拍拖的目的就是專一
[00:00:55.000 --> 00:00:59.000]  即是和一個男朋友或者女朋友
[00:00:59.000 --> 00:01:01.000]  一起專一地相處
[00:01:01.000 --> 00:01:04.000]  去考慮將來大家是不是適合結婚
[00:01:04.000 --> 00:01:08.000]  當我們去想這個是拍拖的目標的時候
[00:01:08.000 --> 00:01:09.000]  我們就想一想
[00:01:09.000 --> 00:01:11.000]  大家覺得仍然有這個目標
[00:01:11.000 --> 00:01:13.000]  那就不應該分手
[00:01:13.000 --> 00:01:15.000]  我想我們會這樣問
[00:01:15.000 --> 00:01:17.000]  即是想一想究竟這個對象
[00:01:17.000 --> 00:01:21.000]  會不會將來和自己結婚
[00:01:21.000 --> 00:01:24.000]  行完一生的旅程的時候
[00:01:24.000 --> 00:01:26.000]  第一我就會問一個問題
[00:01:26.000 --> 00:01:29.000]  即使今天我未必有那個熱戀的感覺
[00:01:29.000 --> 00:01:31.000]  但是我會問
[00:01:31.000 --> 00:01:33.000]  當我心情不好不開心
[00:01:33.000 --> 00:01:36.000]  我會不會想找她傾訴一下
[00:01:36.000 --> 00:01:38.000]  即是和她傾完的時候
[00:01:38.000 --> 00:01:41.000]  我覺得我可以很舒服地
[00:01:41.000 --> 00:01:43.000]  和她說我自己的狀況
[00:01:43.000 --> 00:01:47.000]  說完之後我覺得是舒服了
[00:01:47.000 --> 00:01:48.000]  會不會是這樣呢?
[00:01:48.000 --> 00:01:49.000]  或者反過來
[00:01:49.000 --> 00:01:51.000]  我會不會都關心她呢?
[00:01:51.000 --> 00:01:53.000]  即是她開心嗎?
[00:01:53.000 --> 00:01:54.000]  她工作成不成功?
[00:01:54.000 --> 00:01:56.000]  或者順不順利?
[00:01:56.000 --> 00:01:58.000]  我都想關心她呢?
[00:01:58.000 --> 00:02:01.000]  如果我們仍然渴望這樣
[00:02:01.000 --> 00:02:04.000]  我想就不是一個分手的時間
[00:02:04.000 --> 00:02:07.000]  又或者我又會說
[00:02:07.000 --> 00:02:09.000]  兩個人的關係裡面
[00:02:09.000 --> 00:02:13.000]  我想不想還有些空間可以認識更多
[00:02:13.000 --> 00:02:15.000]  有些東西我還想認識她
[00:02:15.000 --> 00:02:18.000]  或者我有些東西都想讓她認識
[00:02:18.000 --> 00:02:20.000]  再加深關係
[00:02:20.000 --> 00:02:23.000]  我想如果你說這個答案是
[00:02:23.000 --> 00:02:25.000]  我覺得你們都不是分手
[00:02:25.000 --> 00:02:28.000]  雖然可能那個熱戀感覺沒有之前那麼像
[00:02:28.000 --> 00:02:30.000]  不過話說回來
[00:02:30.000 --> 00:02:34.000]  如果你覺得其實那個關係淡到
[00:02:34.000 --> 00:02:36.000]  其實我有事都未必想找她
[00:02:36.000 --> 00:02:41.000]  或者我覺得彼此的關係已經去到很僵的地步
[00:02:41.000 --> 00:02:44.000]  我已經不是對她很有興趣
[00:02:44.000 --> 00:02:46.000]  說真的你又未和她結婚
[00:02:46.000 --> 00:02:48.000]  去到這樣的狀況
[00:02:48.000 --> 00:02:53.000]  說她你都真的要考慮和她分手
[00:02:53.000 --> 00:02:57.000]  如果我們覺得拍拖是一直要維持
[00:02:57.000 --> 00:03:00.000]  起初初戀那種激情
[00:03:00.000 --> 00:03:02.000]  或者這個都不是我們
[00:03:02.000 --> 00:03:06.000]  應該的拍檔反而會不會在拍拖的過程裡面
[00:03:06.000 --> 00:03:09.000]  由當初那種激情浪漫
[00:03:09.000 --> 00:03:14.000]  慢慢慢慢演化成一種深厚的關係
[00:03:14.000 --> 00:03:16.000]  和對方的信任更加多
[00:03:16.000 --> 00:03:18.000]  認識更加多
[00:03:18.000 --> 00:03:21.000]  成為一個我可以切實很關心你
[00:03:21.000 --> 00:03:25.000]  又很期望對方關心自己這樣的狀況
[00:03:25.000 --> 00:03:29.000]  可能這個是我們拍拖的一個目標
[00:03:29.000 --> 00:03:32.000]  我想我會這樣去回答這個問題
[00:03:32.000 --> 00:03:35.000]  我們看看下一個問題
[00:03:35.000 --> 00:03:37.000]  這個問題就問
[00:03:37.000 --> 00:03:39.000]  基督徒是否一定要饒恕
[00:03:39.000 --> 00:03:41.000]  我生她的氣
[00:03:41.000 --> 00:03:43.000]  是否即是我不屬靈
[00:03:43.000 --> 00:03:45.000]  我想問這個問題
[00:03:45.000 --> 00:03:48.000]  因為我們知道耶穌在聖經裡面有教
[00:03:48.000 --> 00:03:49.000]  有人得罪我們
[00:03:49.000 --> 00:03:53.000]  我們就要饒恕對方七十個七次
[00:03:53.000 --> 00:03:57.000]  所以如果來到拍拖的過程
[00:03:57.000 --> 00:03:59.000]  如果女朋友生氣
[00:03:59.000 --> 00:04:01.000]  如果男朋友說你生氣不對
[00:04:01.000 --> 00:04:03.000]  你要饒恕我
[00:04:03.000 --> 00:04:05.000]  是否真的應該這樣
[00:04:05.000 --> 00:04:06.000]  回答這個問題
[00:04:06.000 --> 00:04:08.000]  我們首先看看聖經
[00:04:08.000 --> 00:04:11.000]  其實聖經裡面有說神發怒
[00:04:11.000 --> 00:04:13.000]  神會生氣
