
[00:00:00.000 --> 00:00:06.000]  今日和大家一起思想的是聖經裏面提到的歷代至上
[00:00:06.000 --> 00:00:11.000]  是他們怎樣一齊重建對神的敬拜
[00:00:11.000 --> 00:00:14.000]  亦都是怎樣大家和人人一起侍奉
[00:00:14.000 --> 00:00:19.000]  一起將侍奉的生命傳承下去
[00:00:19.000 --> 00:00:27.000]  我想提就是我剛剛昨日去買一些蓮花
[00:00:27.000 --> 00:00:30.000]  很快新年了 大家都要有些準備
[00:00:30.000 --> 00:00:34.000]  我突然發現原來蓮花當中有一種花
[00:00:34.000 --> 00:00:37.000]  是我很少見到的 就是向日葵
[00:00:37.000 --> 00:00:40.000]  我買了兩枝回家
[00:00:40.000 --> 00:00:47.000]  發覺向日葵花的花的框是非常粗壯
[00:00:47.000 --> 00:00:50.000]  我拿起上手的時候發覺很沉重
[00:00:50.000 --> 00:00:53.000]  應該不是沉重 是很重
[00:00:53.000 --> 00:00:58.000]  而且發覺是很茁壯粗壯的一種花
[00:00:58.000 --> 00:01:01.000]  我想起一件往事
[00:01:01.000 --> 00:01:04.000]  一件事是很久以前在中國內地的時候
[00:01:04.000 --> 00:01:07.000]  有機會去到一些農村的地方
[00:01:07.000 --> 00:01:13.000]  走著走著突然間見到一大片向日葵的花圃
[00:01:13.000 --> 00:01:15.000]  很多向日葵
[00:01:15.000 --> 00:01:20.000]  但令我驚訝的是這些向日葵花是非常之大高
[00:01:20.000 --> 00:01:22.000]  差不多像我這麼高
[00:01:22.000 --> 00:01:29.000]  而且向日葵的花面是一尺直徑有多
[00:01:29.000 --> 00:01:34.000]  我一直看的時候發覺無數的向日葵花在我面前
[00:01:34.000 --> 00:01:38.000]  我很欣賞這些栽種
[00:01:38.000 --> 00:01:42.000]  我發覺不是一些現代化的農莊設施
[00:01:42.000 --> 00:01:46.000]  即是一個很原野的一片田地在栽種這些花
[00:01:46.000 --> 00:01:50.000]  但每一朵花都是很茁壯地成長
[00:01:50.000 --> 00:01:53.000]  但他們都有一個很明顯的共通點
[00:01:53.000 --> 00:01:58.000]  就是這些向日葵都是向著太陽生長
[00:01:58.000 --> 00:02:03.000]  每一個花朵的方向都真的向著太陽
[00:02:03.000 --> 00:02:06.000]  當時太陽我都看到那種情況
[00:02:06.000 --> 00:02:09.000]  我心裏面一個很深刻的印象就是
[00:02:09.000 --> 00:02:12.000]  向日葵能夠茁壯成長
[00:02:12.000 --> 00:02:18.000]  因為它向著太陽 向著陽光
[00:02:18.000 --> 00:02:22.000]  我想在很多我們基督徒的人生生命裏面
[00:02:22.000 --> 00:02:25.000]  我們都很盼望我們的生命能夠成長
[00:02:25.000 --> 00:02:27.000]  但要能夠成長
[00:02:27.000 --> 00:02:33.000]  基督徒的生命必定持定向準神的心
[00:02:33.000 --> 00:02:38.000]  單單是敬拜神 單單是侍奉神
[00:02:38.000 --> 00:02:41.000]  這是你和我人生的方向
[00:02:41.000 --> 00:02:46.000]  讓你人生每一天所做的事情成為對主的敬拜
[00:02:46.000 --> 00:02:48.000]  對祂的侍奉
[00:02:48.000 --> 00:02:51.000]  亦都在你和頂尖一同敬拜上帝的時候
[00:02:51.000 --> 00:02:55.000]  你的心就好像向日葵那樣向準主
[00:02:55.000 --> 00:02:58.000]  而你領受祂給你的生命的恩惠
[00:02:58.000 --> 00:03:01.000]  可以茁壯地成長
[00:03:01.000 --> 00:03:04.000]  我想我們教會很多年都一直說
[00:03:04.000 --> 00:03:08.000]  我們的教會首要的使命
[00:03:08.000 --> 00:03:11.000]  就是要去敬拜神
[00:03:11.000 --> 00:03:17.000]  和見證傳道 見證報道
[00:03:17.000 --> 00:03:19.000]  在過程當中我們都同時說
[00:03:19.000 --> 00:03:24.000]  兩者之間仍然是敬拜神是我們首要的使命
[00:03:24.000 --> 00:03:28.000]  在一切之上我們仍然以敬拜我們的主
[00:03:28.000 --> 00:03:32.000]  為我們生命的首要關注
[00:03:32.000 --> 00:03:34.000]  我們想在一件事情
[00:03:34.000 --> 00:03:38.000]  在關於復興和關於敬拜的事情上
[00:03:38.000 --> 00:03:39.000]  我想回到一件事情
[00:03:39.000 --> 00:03:41.000]  大家都一定會記得
[00:03:41.000 --> 00:03:44.000]  當主耶穌在抗日裡面
[00:03:44.000 --> 00:03:47.000]  面對著撒旦的試探的時候
[00:03:47.000 --> 00:03:50.000]  當時撒旦用很多方式來試探主
[00:03:50.000 --> 00:03:53.000]  去到最後一個終極的試探
[00:03:53.000 --> 00:03:56.000]  撒旦將主帶到高山
[00:03:56.000 --> 00:04:00.000]  然後將萬國和萬國的榮華指給他看
[00:04:00.000 --> 00:04:02.000]  然後你記得
[00:04:02.000 --> 00:04:04.000]  撒旦就說如果你拜我
[00:04:04.000 --> 00:04:06.000]  你俯伏並拜我
[00:04:06.000 --> 00:04:11.000]  我將這一切都賜給你
[00:04:11.000 --> 00:04:14.000]  在當時聖經很清楚地說了一句話
[00:04:14.000 --> 00:04:16.000]  主耶穌回答撒旦
[00:04:16.000 --> 00:04:19.000]  他說撒旦你退去吧
[00:04:19.000 --> 00:04:24.000]  完全不要接受這些要求
[00:04:24.000 --> 00:04:26.000]  然後接著主就說了一句話
[00:04:26.000 --> 00:04:28.000]  經上繼續說
[00:04:28.000 --> 00:04:33.000]  當拜主你的神 丹瑤侍奉他
[00:04:33.000 --> 00:04:35.000]  當拜主你的神
[00:04:35.000 --> 00:04:39.000]  不是敬拜偶像 不是敬拜成功
[00:04:39.000 --> 00:04:41.000]  不是侍奉這個世界
[00:04:41.000 --> 00:04:44.000]  而是丹瑤侍奉主
[00:04:44.000 --> 00:04:45.000]  這正正是你和我
[00:04:45.000 --> 00:04:49.000]  經歷生命復興的關鍵
[00:04:49.000 --> 00:04:51.000]  人能夠領受生命的復興
[00:04:51.000 --> 00:04:55.000]  是在乎丹瑤的敬拜主
[00:04:55.000 --> 00:04:59.000]  我們這段時間讀的聖經歷代至上
[00:04:59.000 --> 00:05:03.000]  在裡面有很多地方提及到敬拜
[00:05:03.000 --> 00:05:05.000]  歷代至上十五章當時已經提及到
[00:05:05.000 --> 00:05:09.000]  當大衛成為了全個以色列國的國君之後
[00:05:09.000 --> 00:05:11.000]  他第一件事情做的
