
[00:00:00.000 --> 00:00:01.860]  在這個主日開始
[00:00:01.860 --> 00:00:04.260]  我們會講哥羅西書
[00:00:04.260 --> 00:00:07.540]  在《新約聖經》裏面有四封書信
[00:00:07.540 --> 00:00:09.140]  我們叫做監獄書信
[00:00:09.140 --> 00:00:11.140]  就是保羅在坐牢的時候
[00:00:11.140 --> 00:00:14.780]  寫給不同教會一些家書
[00:00:14.780 --> 00:00:17.500]  哥羅西書是其中一卷
[00:00:17.500 --> 00:00:19.500]  就是監獄的書信
[00:00:19.500 --> 00:00:22.220]  從哥羅西書的內容去看
[00:00:22.220 --> 00:00:25.580]  我們看到在哥羅西的教會
[00:00:25.580 --> 00:00:28.340]  其實有很多外邦的信徒
[00:00:28.340 --> 00:00:32.780]  是保羅在大約主後63年的時候
[00:00:32.780 --> 00:00:36.420]  在羅馬坐牢的時候寫的一封書信
[00:00:36.420 --> 00:00:39.060]  寫作的背景或者動機是什麼呢?
[00:00:39.060 --> 00:00:41.700]  就是哥羅西教會基本上
[00:00:41.700 --> 00:00:44.580]  不是保羅直接去建立的一個教會
[00:00:44.580 --> 00:00:47.500]  極有可能是保羅可能猜猜
[00:00:47.500 --> 00:00:51.300]  以百分之二到當中去建立的一個信仰群體
[00:00:51.300 --> 00:00:53.500]  這間教會大約都已經
[00:00:53.500 --> 00:00:55.740]  開始了有五六年的時間
[00:00:55.740 --> 00:00:59.380]  但是當中開始有很多錯誤的教訓
[00:00:59.380 --> 00:01:00.900]  出來了
[00:01:00.900 --> 00:01:03.940]  有很多的不是正確的道理
[00:01:03.940 --> 00:01:06.220]  在教會當中去流傳
[00:01:06.220 --> 00:01:08.540]  有很多的異端的思想
[00:01:08.540 --> 00:01:14.340]  從這些哥羅西書裏面的內容可以看到
[00:01:14.340 --> 00:01:16.740]  保羅有些人的哲學
[00:01:16.740 --> 00:01:18.020]  就是人的理學
[00:01:18.020 --> 00:01:20.140]  世間的遺傳
[00:01:20.140 --> 00:01:21.420]  世上的小學
[00:01:21.420 --> 00:01:24.340]  這些形容詞去形容一些錯誤的教訓
[00:01:24.340 --> 00:01:28.540]  也有些關係到國禮、飲食、節旗、月朔
[00:01:28.540 --> 00:01:29.940]  安息日的規矩
[00:01:29.940 --> 00:01:33.540]  也許就好像加泰教會一樣
[00:01:33.540 --> 00:01:36.060]  就是有一些猶太教的信徒認為
[00:01:36.060 --> 00:01:37.140]  信耶穌
[00:01:37.140 --> 00:01:38.860]  單是信耶穌是不行的
[00:01:38.860 --> 00:01:41.660]  要去遵守猶太人的規矩
[00:01:41.660 --> 00:01:43.860]  你才可以得到上帝的拯救
[00:01:43.860 --> 00:01:45.140]  用另一個說法去講
[00:01:45.140 --> 00:01:46.820]  先做一個猶太人
[00:01:46.820 --> 00:01:49.380]  才可以成為一個基督徒
[00:01:49.380 --> 00:01:53.620]  也在哥羅西的書信裏面
[00:01:53.620 --> 00:01:55.820]  我們看到有些人去敬拜天使
[00:01:55.820 --> 00:01:57.020]  不是敬拜上帝
[00:01:57.020 --> 00:02:01.020]  是敬拜服侍上帝的那些天使
[00:02:01.020 --> 00:02:04.420]  也有一些人認為
[00:02:04.420 --> 00:02:07.220]  人越刻苦
[00:02:07.220 --> 00:02:10.220]  就能夠越顯出
[00:02:10.220 --> 00:02:12.620]  才能夠得到上帝的拯救
[00:02:12.620 --> 00:02:13.420]  意思是甚麼呢
[00:02:13.420 --> 00:02:14.620]  用我們今天說的去講
[00:02:14.620 --> 00:02:16.220]  如果有人禁食兩天
[00:02:16.220 --> 00:02:16.820]  你就說不是
[00:02:16.820 --> 00:02:17.620]  我禁食四天
[00:02:17.620 --> 00:02:18.420]  比你厲害
[00:02:18.420 --> 00:02:19.820]  然後我禁食六天
[00:02:19.820 --> 00:02:21.020]  然後禁食八天
[00:02:21.020 --> 00:02:22.620]  然後你禁食四十天
[00:02:22.620 --> 00:02:24.820]  我禁食八十天
[00:02:24.820 --> 00:02:26.220]  一個越來越刻苦
[00:02:26.220 --> 00:02:28.220]  越來越做得越刻苦的人
[00:02:28.220 --> 00:02:29.420]  才能夠顯明
[00:02:29.420 --> 00:02:33.020]  我是一個值得
[00:02:33.020 --> 00:02:35.020]  或者我是被拯救的一個人
[00:02:35.020 --> 00:02:38.420]  也有些人去追求一種很神秘的經驗
[00:02:38.420 --> 00:02:40.620]  越神秘的經歷當中
[00:02:40.620 --> 00:02:44.620]  才能夠去見到上帝的真實
[00:02:44.620 --> 00:02:47.420]  很多很多不同錯誤的思想
[00:02:47.420 --> 00:02:50.820]  在這個信仰群體當中去流行
[00:02:50.820 --> 00:02:56.020]  以巴忽在當中可能都面對這樣的情況
[00:02:56.020 --> 00:02:58.220]  很多時候都不知道怎樣去處理
[00:02:58.220 --> 00:03:01.620]  所以他千里迢迢去到羅馬
[00:03:01.620 --> 00:03:03.620]  去求教於保羅
[00:03:03.620 --> 00:03:05.420]  或者求救於保羅
[00:03:05.420 --> 00:03:08.620]  應該怎樣去處理這個情況呢
[00:03:08.620 --> 00:03:10.820]  教會群體這樣的情況
[00:03:10.820 --> 00:03:14.420]  所以保羅就寫了這個《哥羅西書》
[00:03:14.420 --> 00:03:16.820]  《哥羅西書》的第一第二節這樣說
[00:03:16.820 --> 00:03:19.420]  奉神旨意作基督耶穌使徒的保羅
[00:03:19.420 --> 00:03:20.820]  和兄弟提摩泰
[00:03:20.820 --> 00:03:23.620]  寫信給哥羅西的聖徒
[00:03:23.620 --> 00:03:27.220]  在基督裡有忠心的弟兄
[00:03:27.220 --> 00:03:28.620]  願因為平安
[00:03:28.620 --> 00:03:30.020]  重申我們的父
[00:03:30.020 --> 00:03:31.820]  歸於你們
[00:03:31.820 --> 00:03:35.620]  保羅一開始去說自己這個使徒的身份
[00:03:35.620 --> 00:03:37.020]  我是使徒
[00:03:37.020 --> 00:03:39.620]  保羅最少在兩個情況當中
[00:03:39.620 --> 00:03:41.020]  他會強調自己是使徒
[00:03:41.020 --> 00:03:43.820]  第一就是收信的教會
[00:03:43.820 --> 00:03:46.220]  懷疑或者不承認他的身份
[00:03:46.220 --> 00:03:47.420]  他們都會再一次強調
[00:03:47.420 --> 00:03:49.420]  我是耶穌基督的使徒
[00:03:49.420 --> 00:03:52.220]  第二就是沒有見過面的教會
[00:03:52.220 --> 00:03:53.820]  他都會這樣去叫自己的
[00:03:53.820 --> 00:03:56.620]  就是使徒這個身份
[00:03:56.620 --> 00:04:00.020]  在這裡保羅特別提到提摩泰的名字
[00:04:00.020 --> 00:04:03.020]  可能是讓一班讀者
[00:04:03.020 --> 00:04:05.420]  去知道保羅不是孤身一人
[00:04:05.420 --> 00:04:06.620]  在羅馬坐監
[00:04:06.620 --> 00:04:09.220]  他仍然有同心的人
[00:04:09.220 --> 00:04:13.020]  在這個地方繼續去將福音傳開
[00:04:13.020 --> 00:04:15.020]  接著保羅去形容
[00:04:15.020 --> 00:04:16.220]  哥羅西的信徒是什麼
[00:04:16.220 --> 00:04:17.620]  是聖徒
[00:04:17.620 --> 00:04:21.020]  這個可能也都去回應
[00:04:21.020 --> 00:04:23.420]  或者在之後第一章十三節
[00:04:23.420 --> 00:04:25.020]  保羅去形容這班信徒
[00:04:25.020 --> 00:04:26.820]  這班信耶穌的人
[00:04:26.820 --> 00:04:29.820]  是遷入他愛子國度裏面的人
[00:04:29.820 --> 00:04:34.020]  作一個可以說的準備
[00:04:34.020 --> 00:04:35.220]  保羅在這裡強調
[00:04:35.220 --> 00:04:38.220]  不是因為我們做了多麼刻苦的事情
[00:04:38.220 --> 00:04:39.420]  才成為聖徒
[00:04:39.420 --> 00:04:41.020]  證明我們這個身份
[00:04:41.020 --> 00:04:44.420]  而是因為在耶穌裏面
[00:04:44.420 --> 00:04:47.020]  我們是有這個身份
[00:04:47.020 --> 00:04:49.220]  保羅稱他們為一個忠心的人
[00:04:49.220 --> 00:04:51.220]  是一個忠心的弟兄
[00:04:51.220 --> 00:04:52.620]  其實都是一個提醒
[00:04:52.620 --> 00:04:54.020]  提醒他們
[00:04:54.020 --> 00:04:58.020]  我們要繼續忠於所領受的福音
[00:04:58.020 --> 00:04:59.820]  你們之前領受了福音
[00:04:59.820 --> 00:05:00.820]  我們繼續忠心
[00:05:00.820 --> 00:05:03.620]  仍然留在福音裏面
[00:05:03.620 --> 00:05:04.820]  保羅在這裡強調
[00:05:04.820 --> 00:05:08.020]  他們的身份不是按照人的血緣關係
[00:05:08.020 --> 00:05:09.620]  不是因為你爸爸是信耶穌
[00:05:09.620 --> 00:05:11.020]  所以你是基督徒
[00:05:11.020 --> 00:05:12.420]  不是因為你媽媽得救
[00:05:12.420 --> 00:05:13.620]  所以你得救
[00:05:13.620 --> 00:05:15.620]  不是,不是一個血緣的關係
[00:05:15.620 --> 00:05:17.820]  是在耶穌裏面去定義
[00:05:17.820 --> 00:05:21.020]  你是否一個聖徒
[00:05:21.020 --> 00:05:23.820]  保羅在這裡再去說
[00:05:23.820 --> 00:05:25.420]  恩惠和平安
[00:05:25.420 --> 00:05:28.820]  通常都是表達人和上帝之間的關係
[00:05:28.820 --> 00:05:31.620]  強調上帝救贖了一班人
[00:05:31.620 --> 00:05:34.420]  現在你們在上帝的恩惠裏面
[00:05:34.420 --> 00:05:39.620]  能夠和上帝繼續有跟從上帝的福分
[00:05:39.620 --> 00:05:42.420]  能夠有認識上帝的福分
[00:05:42.420 --> 00:05:46.220]  這個是因為上帝所賜的平安
[00:05:46.220 --> 00:05:47.820]  保羅在這裡再次提醒
[00:05:47.820 --> 00:05:49.420]  他在短短兩節的經文
[00:05:49.420 --> 00:05:51.020]  一個開始的問候的時候
[00:05:51.020 --> 00:05:53.620]  就強調了什麼是一個福音
[00:05:53.620 --> 00:05:56.620]  福音最基本的意義是什麼
[00:05:56.620 --> 00:05:58.220]  接著第三第五節
[00:05:58.220 --> 00:05:59.220]  保羅繼續說
[00:05:59.220 --> 00:06:01.820]  我們感謝神
[00:06:01.820 --> 00:06:05.020]  我們的主耶穌基督的父
[00:06:05.020 --> 00:06:06.820]  上上為你們禱告
[00:06:06.820 --> 00:06:10.420]  因聽見你們在基督耶穌裏的信心
[00:06:10.420 --> 00:06:12.620]  並向眾聖徒的愛心
[00:06:12.620 --> 00:06:15.620]  是為那給你們存在天上的盼望
[00:06:15.620 --> 00:06:20.620]  這盼望就是你們從前在福音真理的道上所聽見的
[00:06:20.620 --> 00:06:22.620]  在這裡
[00:06:22.620 --> 00:06:26.220]  保羅開始說他上上的感謝神
[00:06:26.220 --> 00:06:29.020]  保羅其實在這裡去說
[00:06:29.020 --> 00:06:32.020]  所有的事情都是奉耶穌的命
[00:06:32.020 --> 00:06:34.820]  去借著耶穌去感謝
[00:06:34.820 --> 00:06:37.020]  拯救我們的天父
[00:06:37.020 --> 00:06:38.220]  如果我們留心去看
[00:06:38.220 --> 00:06:40.620]  保羅這個感謝的內容
[00:06:40.620 --> 00:06:43.020]  和我們感恩的內容很不同
[00:06:43.020 --> 00:06:44.020]  大家有沒有留意
[00:06:44.020 --> 00:06:46.420]  我們說感謝神通常是怎樣的
[00:06:46.420 --> 00:06:51.220]  就是我們有些困難或是問題
[00:06:51.220 --> 00:06:51.820]  我們祈禱
[00:06:51.820 --> 00:06:54.420]  接著上帝應運了我的祈禱
[00:06:54.420 --> 00:06:55.620]  所謂感恩
[00:06:55.620 --> 00:06:57.420]  我們說感恩通常是這樣的
[00:06:57.420 --> 00:07:01.020]  從個人的角度去發出這個內容
[00:07:01.020 --> 00:07:02.820]  但是保羅在這裡你留意
[00:07:02.820 --> 00:07:04.420]  他的感恩是什麼呢
[00:07:04.420 --> 00:07:08.420]  他是為了上帝的作為
[00:07:08.420 --> 00:07:14.220]  上帝讓一群哥羅西教的信徒有信心
[00:07:14.220 --> 00:07:18.420]  接著讓他們有一個愛心的表現
[00:07:18.420 --> 00:07:20.420]  而去感謝神
[00:07:20.420 --> 00:07:23.220]  所以從另一個角度去說
[00:07:23.220 --> 00:07:25.420]  保羅的重點很快就將到
[00:07:25.420 --> 00:07:28.820]  福音在你們生命當中的大能
[00:07:28.820 --> 00:07:30.420]  我感謝神
[00:07:30.420 --> 00:07:32.420]  福音在你們生命當中
[00:07:32.420 --> 00:07:35.020]  結果增長,我感謝神
[00:07:35.020 --> 00:07:38.020]  所以可以說在哥羅西書裡面
[00:07:38.020 --> 00:07:39.820]  去重新確定
[00:07:39.820 --> 00:07:42.020]  去確立耶穌是主
[00:07:42.020 --> 00:07:44.220]  在我們身上這個事實
[00:07:44.220 --> 00:07:46.420]  也可以說去確定
[00:07:46.420 --> 00:07:49.220]  耶穌和父上帝之間的關係
[00:07:49.220 --> 00:07:51.220]  是密不可分的
[00:07:51.220 --> 00:07:53.420]  當我們承認耶穌是主的時候
[00:07:53.420 --> 00:07:55.620]  也承認上帝在我們生命當中
[00:07:55.620 --> 00:07:57.020]  這一種的主權
[00:07:57.020 --> 00:07:58.220]  這一種的大能
[00:07:58.220 --> 00:07:59.620]  可以說這個就是
[00:07:59.620 --> 00:08:03.420]  確認了,繼續去提醒信徒
[00:08:03.420 --> 00:08:06.220]  你們有沒有留在福音裡面
[00:08:06.220 --> 00:08:10.020]  福音在你們生命當中的能力的彰顯
[00:08:10.020 --> 00:08:13.220]  這個正正就是保羅寫哥羅西書的
[00:08:13.220 --> 00:08:15.820]  一個很重要的目的
[00:08:15.820 --> 00:08:18.220]  保羅感謝神的原因就是
[00:08:18.220 --> 00:08:21.420]  哥羅西人在耶穌基督裡面的信心
[00:08:21.420 --> 00:08:24.620]  和在眾聖徒的愛心
[00:08:24.620 --> 00:08:26.220]  是建立在什麼呢?
[00:08:26.220 --> 00:08:29.020]  就是建立在存在天上的盼望
[00:08:29.020 --> 00:08:30.620]  和一個基礎
[00:08:30.620 --> 00:08:32.420]  信心和愛心
[00:08:32.420 --> 00:08:34.220]  基本上是一個果子
[00:08:34.220 --> 00:08:35.420]  根基是什麼呢?
[00:08:35.420 --> 00:08:36.420]  樹的根
[00:08:36.420 --> 00:08:39.820]  就是存在天上的盼望
[00:08:39.820 --> 00:08:41.220]  信心是指導人
[00:08:41.220 --> 00:08:42.620]  相信了耶穌
