
[00:00:00.000 --> 00:00:03.080]  今天這段經文好像有兩個故事
[00:00:03.080 --> 00:00:05.880]  就是西冕和阿拿的故事
[00:00:05.880 --> 00:00:13.240]  但其實這兩個故事是同一個故事
[00:00:13.240 --> 00:00:14.680]  為什麼是同一個故事呢?
[00:00:14.680 --> 00:00:16.680]  因為他們有四個共通點
[00:00:16.680 --> 00:00:22.880]  第25節和第37節都會提到
[00:00:22.880 --> 00:00:26.240]  西冕和阿拿都是敬虔的人
[00:00:26.240 --> 00:00:29.480]  敬拜神的人
[00:00:29.480 --> 00:00:34.360]  第二個重點就是在第26、29和37節
[00:00:34.360 --> 00:00:37.360]  都會提到這兩個人物的年紀老邁
[00:00:37.360 --> 00:00:42.160]  特別是阿拿的日本翻譯是
[00:00:42.160 --> 00:00:44.160]  首寡84年
[00:00:44.160 --> 00:00:48.160]  如果推論猶太人15歲結婚
[00:00:48.160 --> 00:00:50.160]  結婚7年
[00:00:50.160 --> 00:00:53.160]  再首寡84年已經超過100歲了
[00:00:53.160 --> 00:00:57.880]  第三他們都是讚美和感恩
[00:00:57.880 --> 00:00:59.880]  稱頌神
[00:00:59.880 --> 00:01:01.880]  第28節和第38節
[00:01:01.880 --> 00:01:03.880]  不過最重要的是第四個重點
[00:01:03.880 --> 00:01:05.880]  他們有一個共通點
[00:01:05.880 --> 00:01:07.880]  就是在今天的
[00:01:07.880 --> 00:01:11.880]  麻煩把cursor放在螢光幕上
[00:01:11.880 --> 00:01:13.880]  讓我可以控制powerpoint
[00:01:13.880 --> 00:01:15.880]  好
[00:01:15.880 --> 00:01:17.880]  可以嗎?
[00:01:17.880 --> 00:01:19.880]  按多一下
[00:01:19.880 --> 00:01:21.880]  還不行
[00:01:21.880 --> 00:01:23.880]  是的,麻煩
[00:01:23.880 --> 00:01:25.880]  第四個重點就是
[00:01:25.880 --> 00:01:27.880]  在第25和第38節
[00:01:27.880 --> 00:01:29.880]  一大段經文
[00:01:29.880 --> 00:01:31.880]  頭和尾都會提到
[00:01:31.880 --> 00:01:35.880]  兩個人期待著一件事
[00:01:35.880 --> 00:01:37.880]  盼望
[00:01:37.880 --> 00:01:39.880]  期待
[00:01:39.880 --> 00:01:43.880]  Post-trauma這個字
[00:01:43.880 --> 00:01:45.880]  希臘文出現了14次
[00:01:45.880 --> 00:01:47.880]  在胡家方出現了5次
[00:01:47.880 --> 00:01:50.880]  除了這段經文出現了兩次之外
[00:01:50.880 --> 00:01:54.880]  還在第12、36、15、2
[00:01:54.880 --> 00:01:56.880]  還有第23、51節
[00:01:56.880 --> 00:02:00.880]  這個字有很多的譯法
[00:02:00.880 --> 00:02:04.880]  例如期待、歡迎、接受
[00:02:04.880 --> 00:02:06.880]  不過最貼切的就是
[00:02:06.880 --> 00:02:08.880]  一個imagery
[00:02:08.880 --> 00:02:10.880]  有些國家領導人
[00:02:10.880 --> 00:02:12.880]  坐飛機
[00:02:12.880 --> 00:02:14.880]  到外國
[00:02:14.880 --> 00:02:16.880]  停在機場的時候
[00:02:16.880 --> 00:02:18.880]  有一大批的華僑
[00:02:18.880 --> 00:02:22.880]  或者屬於自己國家的人
[00:02:22.880 --> 00:02:24.880]  在機場熱烈歡迎
[00:02:24.880 --> 00:02:26.880]  期待了很久
[00:02:26.880 --> 00:02:28.880]  是國家元首
[00:02:28.880 --> 00:02:30.880]  熱烈歡迎元首來到
[00:02:30.880 --> 00:02:33.880]  義邦作國事訪問
[00:02:33.880 --> 00:02:35.880]  這就是這個字的意思
[00:02:35.880 --> 00:02:37.880]  西緬和阿拿
[00:02:37.880 --> 00:02:39.880]  他們期待了很久
[00:02:39.880 --> 00:02:41.880]  知道會來
[00:02:41.880 --> 00:02:43.880]  會發生
[00:02:43.880 --> 00:02:45.880]  但他們就在等待
[00:02:45.880 --> 00:02:47.880]  等到有一天
[00:02:47.880 --> 00:02:49.880]  就發生在他們眼前
[00:02:49.880 --> 00:02:51.880]  這對他們來說是非常寶貴
[00:02:51.880 --> 00:02:53.880]  他們期待了很久
[00:02:53.880 --> 00:02:55.880]  年紀老邁
[00:02:55.880 --> 00:02:57.880]  期待了很久
[00:02:57.880 --> 00:02:59.880]  很重要的
[00:02:59.880 --> 00:03:01.880]  很寶貴的
[00:03:01.880 --> 00:03:03.880]  發生了的
[00:03:03.880 --> 00:03:05.880]  第25、30、38節說了
[00:03:05.880 --> 00:03:07.880]  以色列的安慰者
[00:03:07.880 --> 00:03:09.880]  救恩和耶路撒冷的救贖
[00:03:09.880 --> 00:03:11.880]  神的救贖
[00:03:11.880 --> 00:03:13.880]  神的救恩
[00:03:13.880 --> 00:03:15.880]  我從三個向度跟大家思想
[00:03:15.880 --> 00:03:17.880]  從這段經文
[00:03:17.880 --> 00:03:19.880]  救贖的三個向度
[00:03:19.880 --> 00:03:23.880]  第一是救贖的本質是什麼
[00:03:23.880 --> 00:03:25.880]  救贖是什麼一回事
[00:03:25.880 --> 00:03:29.880]  第二是救贖的範疇或對象
[00:03:29.880 --> 00:03:32.880]  第三是救贖帶來的能力
[00:03:32.880 --> 00:03:34.880]  我們從三個向度去看
[00:03:34.880 --> 00:03:36.880]  我們先看救贖的本質
[00:03:36.880 --> 00:03:41.880]  是不是我控制不到炮棍
[00:03:41.880 --> 00:03:47.880]  可以嗎?
[00:03:47.880 --> 00:03:49.880]  如果不可以
[00:03:49.880 --> 00:03:51.880]  我叫Jessica幫我按
[00:03:51.880 --> 00:03:53.880]  第25和26節
[00:03:53.880 --> 00:03:55.880]  西面說到
[00:03:55.880 --> 00:03:57.880]  掃上帕望以色列的安慰者
[00:03:57.880 --> 00:03:59.880]  得到聖靈的啟示
[00:03:59.880 --> 00:04:01.880]  啟示什麼呢?
[00:04:01.880 --> 00:04:03.880]  他會看到主所立的基督
[00:04:03.880 --> 00:04:05.880]  主所立的基督
[00:04:05.880 --> 00:04:07.880]  我們知道
[00:04:07.880 --> 00:04:09.880]  因為我們在這裡上了教會很久
[00:04:09.880 --> 00:04:11.880]  大部分是第一姐妹
[00:04:11.880 --> 00:04:13.880]  聽到不少聖經的故事
[00:04:13.880 --> 00:04:15.880]  在舊約當中
[00:04:15.880 --> 00:04:17.880]  北國的以色列國
[00:04:17.880 --> 00:04:19.880]  南國的猶太
[00:04:19.880 --> 00:04:22.880]  都被主前722年亞述國
[00:04:22.880 --> 00:04:26.880]  和主前586年的巴比倫所毀滅
[00:04:26.880 --> 00:04:29.880]  現在說的是第一世紀
[00:04:29.880 --> 00:04:31.880]  作者胡家峰第一世紀
[00:04:31.880 --> 00:04:33.880]  其實說的是
[00:04:33.880 --> 00:04:35.880]  以色列人猶太人沒有了自己的國土
[00:04:35.880 --> 00:04:37.880]  超過了多少年呢?
[00:04:37.880 --> 00:04:39.880]  已經500年了
[00:04:39.880 --> 00:04:41.880]  500年沒有了自己的國家
[00:04:41.880 --> 00:04:43.880]  歷史歷代
[00:04:43.880 --> 00:04:45.880]  巴比倫、馬代波斯、希臘
[00:04:45.880 --> 00:04:47.880]  到現在的羅馬帝國
[00:04:47.880 --> 00:04:50.880]  在管治他們的地圖
[00:04:50.880 --> 00:04:53.880]  所以很多以色列子民
[00:04:53.880 --> 00:04:55.880]  都期待一件事
[00:04:55.880 --> 00:04:57.880]  就是復國
[00:04:57.880 --> 00:04:59.880]  為什麼呢?
[00:04:59.880 --> 00:05:01.880]  在史達林傳的一章六節
[00:05:01.880 --> 00:05:03.880]  當復國的主
[00:05:03.880 --> 00:05:05.880]  和門徒
[00:05:05.880 --> 00:05:07.880]  在對話的時候
[00:05:07.880 --> 00:05:09.880]  他快要升天了
[00:05:09.880 --> 00:05:11.880]  門徒問了一句話
[00:05:11.880 --> 00:05:13.880]  在六節
[00:05:13.880 --> 00:05:15.880]  你現在是不是復興以色列國的時候呢?
[00:05:15.880 --> 00:05:17.880]  你帶領著我們
[00:05:17.880 --> 00:05:19.880]  你從死去復活
[00:05:19.880 --> 00:05:21.880]  你不是帶領著我們
[00:05:21.880 --> 00:05:23.880]  得回自己的國土
[00:05:23.880 --> 00:05:25.880]  讓我們從羅馬帝國當中
[00:05:25.880 --> 00:05:27.880]  被釋放出來
[00:05:27.880 --> 00:05:29.880]  得到自由
[00:05:29.880 --> 00:05:31.880]  在這個時候
[00:05:31.880 --> 00:05:33.880]  很多猶太子民期待著
[00:05:33.880 --> 00:05:35.880]  復國的救贖
[00:05:35.880 --> 00:05:37.880]  不過
[00:05:37.880 --> 00:05:39.880]  對西緬和亞納來說
[00:05:39.880 --> 00:05:41.880]  這個救贖
[00:05:41.880 --> 00:05:43.880]  是有另一番意義的
[00:05:43.880 --> 00:05:45.880]  因為他們深信
[00:05:45.880 --> 00:05:47.880]  神在舊約的英雄
[00:05:47.880 --> 00:05:49.880]  將會對現
[00:05:49.880 --> 00:05:51.880]  一定會對現
[00:05:51.880 --> 00:05:53.880]  是什麼對現呢?
[00:05:53.880 --> 00:05:55.880]  就是尼塞亞的來臨
[00:05:55.880 --> 00:05:57.880]  我們知道尼塞亞的意思
[00:05:57.880 --> 00:05:59.880]  就是受高的君王
[00:05:59.880 --> 00:06:01.880]  以色列的君王
[00:06:01.880 --> 00:06:03.880]  這個君王會來臨
[00:06:03.880 --> 00:06:05.880]  但是這個舊約
[00:06:05.880 --> 00:06:07.880]  尼塞亞的來臨
[00:06:07.880 --> 00:06:09.880]  就不是
[00:06:09.880 --> 00:06:11.880]  和一般猶太人
[00:06:11.880 --> 00:06:13.880]  復國的君王
[00:06:13.880 --> 00:06:15.880]  有相似的意思
[00:06:15.880 --> 00:06:17.880]  尼塞亞的君王
[00:06:17.880 --> 00:06:19.880]  對西緬和亞納
[00:06:19.880 --> 00:06:21.880]  有什麼意義呢?
[00:06:21.880 --> 00:06:23.880]  我們知道
[00:06:23.880 --> 00:06:25.880]  從整本聖經就知道
[00:06:25.880 --> 00:06:27.880]  特別是舊約
[00:06:27.880 --> 00:06:29.880]  我們知道舊約的頭兩章
[00:06:29.880 --> 00:06:31.880]  就是神的創造
[00:06:31.880 --> 00:06:33.880]  第三章就是
[00:06:33.880 --> 00:06:35.880]  看到人的墮落
[00:06:35.880 --> 00:06:37.880]  所以在墮落之後
[00:06:37.880 --> 00:06:39.880]  神有一個救贖計劃
[00:06:39.880 --> 00:06:41.880]  這個救贖計劃
[00:06:41.880 --> 00:06:43.880]  是要修補神與人的關係
[00:06:43.880 --> 00:06:45.880]  或者人與大地
[00:06:45.880 --> 00:06:47.880]  人與自己的關係
[00:06:47.880 --> 00:06:49.880]  人與人的關係
[00:06:49.880 --> 00:06:51.880]  怎樣修補呢?
[00:06:51.880 --> 00:06:53.880]  在下面的地方
[00:06:53.880 --> 00:06:55.880]  在舊約當中
[00:06:55.880 --> 00:06:57.880]  有五個文約
[00:06:57.880 --> 00:06:59.880]  耶和華神
