
[00:00:00.000 --> 00:00:01.720]  請節目平安
[00:00:01.720 --> 00:00:07.680]  如果你是一直在全福堂有參與這個敬拜
[00:00:07.680 --> 00:00:11.520]  你可能會記得我曾經和大家說過
[00:00:11.520 --> 00:00:16.300]  我希望用三次的時間、三次的聚會
[00:00:16.300 --> 00:00:18.880]  和大家一起思想我們怎樣可以
[00:00:18.880 --> 00:00:22.880]  跟隨我們主耶穌基督的腳踪
[00:00:22.880 --> 00:00:26.320]  當然在耶穌基督所做的事、所說的說話裏面
[00:00:26.320 --> 00:00:29.280]  有相當相當豐富的記載
[00:00:29.280 --> 00:00:31.280]  尤其是在四福音裏面
[00:00:31.280 --> 00:00:38.000]  但是我們特別抽出很重要的核心課題
[00:00:38.000 --> 00:00:42.400]  我曾經和大家說過耶穌基督所說的比喻裏面
[00:00:42.400 --> 00:00:44.400]  天國的奧秘
[00:00:44.400 --> 00:00:47.200]  你還有些印象
[00:00:47.200 --> 00:00:49.200]  跟著我們用一次
[00:00:49.200 --> 00:00:53.600]  上一次我們說到我們主耶穌的祈禱
[00:00:53.600 --> 00:00:56.160]  祂的禱告的生活
[00:00:56.160 --> 00:00:58.480]  今天我們來到第三次
[00:00:58.480 --> 00:01:00.800]  也是我選擇的最後一次
[00:01:00.800 --> 00:01:05.520]  我想和大家說主耶穌所行的神蹟
[00:01:05.520 --> 00:01:09.520]  主耶穌所行的神蹟
[00:01:09.520 --> 00:01:12.160]  剛才我們讀那幾節聖經
[00:01:12.160 --> 00:01:15.200]  可以說是一個總結性在四福音裏面
[00:01:15.200 --> 00:01:20.240]  說到耶穌基督在公開祂的侍奉那幾年
[00:01:20.240 --> 00:01:25.600]  祂所描述的究竟是主要哪些部份呢?
[00:01:25.600 --> 00:01:27.440]  聖經通常都會說
[00:01:27.440 --> 00:01:32.640]  耶穌基督主要的活動就是祂全福音
[00:01:32.640 --> 00:01:34.640]  全天國的道理
[00:01:34.640 --> 00:01:40.240]  但是祂也是醫病、趕鬼、行神蹟
[00:01:40.240 --> 00:01:43.680]  這個可以說是耶穌基督的標誌
[00:01:43.680 --> 00:01:46.640]  我和大家在一個講義裏面
[00:01:46.640 --> 00:01:49.360]  如果你們手上有我們的網頁
[00:01:49.360 --> 00:01:50.560]  你都可以看到的
[00:01:50.560 --> 00:01:54.160]  是今天有一個講道的大綱
[00:01:54.160 --> 00:01:57.840]  已經在周刊裏面發給大家
[00:01:57.840 --> 00:01:58.560]  大家可以看著
[00:01:58.560 --> 00:02:00.960]  因為有些經文我可以省下
[00:02:00.960 --> 00:02:03.680]  就不用讀完所有的
[00:02:03.680 --> 00:02:04.800]  不過無論如何
[00:02:04.800 --> 00:02:09.920]  我和大家也是很簡略的做了一個總結
[00:02:09.920 --> 00:02:14.080]  究竟耶穌基督在祂在公開活動的時候
[00:02:14.080 --> 00:02:17.040]  祂做過些什麼神蹟呢?
[00:02:17.040 --> 00:02:19.680]  大大概概的主要集中在四方面
[00:02:19.680 --> 00:02:20.880]  我寫了出來
[00:02:20.880 --> 00:02:21.920]  很簡單的說
[00:02:21.920 --> 00:02:23.040]  如果你是基督徒的話
[00:02:23.040 --> 00:02:25.120]  你就會很容易記得的
[00:02:25.120 --> 00:02:27.440]  做得最多的就是醫病
[00:02:27.440 --> 00:02:31.760]  祂是用超自然的神蹟的方法醫病
[00:02:31.760 --> 00:02:34.800]  比如天生盲眼的
[00:02:34.800 --> 00:02:36.800]  絕症的麻瘋病
[00:02:36.800 --> 00:02:38.960]  枯瘦的
[00:02:38.960 --> 00:02:40.720]  癱瘓的
[00:02:40.720 --> 00:02:46.000]  都是耶穌所行的神蹟其中一個很重要的部份
[00:02:46.000 --> 00:02:47.040]  第二
[00:02:47.040 --> 00:02:48.560]  祂是趕鬼
[00:02:48.560 --> 00:02:51.280]  趕鬼就是將人心裡面
[00:02:51.280 --> 00:02:53.280]  尤其是魔鬼、撒旦
[00:02:53.280 --> 00:03:00.480]  在控制了人心靈的捆綁的狀態裡面釋放出來
[00:03:00.480 --> 00:03:04.400]  這是第二個超自然能力的表現
[00:03:04.400 --> 00:03:05.840]  第三
[00:03:05.840 --> 00:03:10.320]  祂甚至是扭轉了一些自然界的定律
[00:03:10.320 --> 00:03:13.760]  比如祂將水變為酒
[00:03:13.760 --> 00:03:16.320]  祂在水面上行走
[00:03:16.320 --> 00:03:18.560]  祂斥責風浪
[00:03:18.560 --> 00:03:21.440]  風和海都停止了
[00:03:21.440 --> 00:03:23.280]  這也是超自然律
[00:03:23.280 --> 00:03:27.360]  耶穌扭轉祂產生的神蹟
[00:03:27.360 --> 00:03:29.200]  第四種的神蹟
[00:03:29.200 --> 00:03:31.680]  甚至有死了的人
[00:03:31.680 --> 00:03:36.320]  可以因為神蹟的緣故而復活
[00:03:36.320 --> 00:03:39.920]  最出名的當然就是拉薩路復活
[00:03:39.920 --> 00:03:41.200]  但是還有呢
[00:03:41.200 --> 00:03:42.240]  聖經裡面記載
[00:03:42.240 --> 00:03:47.360]  譬如有一個管堂主管的女兒叫艾魯
[00:03:47.360 --> 00:03:50.720]  他的女兒死了之後可以復活
[00:03:50.720 --> 00:03:55.040]  甚至是那恩城寡婦的兒子復活
[00:03:55.040 --> 00:04:01.280]  這四方面可以說是總結了耶穌所行的神蹟的幾個方面
[00:04:01.280 --> 00:04:03.280]  今天我們可以直接說
[00:04:03.280 --> 00:04:05.680]  耶穌基督所行的神蹟裡面
[00:04:05.680 --> 00:04:08.720]  究竟想帶給我們什麼樣的真理和意義
[00:04:08.720 --> 00:04:10.240]  這個我一定會說的
[00:04:10.240 --> 00:04:13.040]  在我大部分的講道裡面都會說的
[00:04:13.040 --> 00:04:14.800]  不過之前我想了一會兒
[00:04:14.800 --> 00:04:17.600]  我也覺得應該簡單交代一下
[00:04:17.600 --> 00:04:23.120]  或者我在我們的螢光幕牆前面的一些朋友
[00:04:23.120 --> 00:04:25.360]  你未必是一個基督教徒
[00:04:25.360 --> 00:04:26.320]  或者你是基督徒
[00:04:26.320 --> 00:04:28.240]  但是心裡面總有一些
