
[00:00:00.000 --> 00:00:03.000]  在成績裏面提及重生
[00:00:03.000 --> 00:00:08.000]  一個人的生命是否可以再次再生呢?
[00:00:08.000 --> 00:00:10.000]  在過去一段時間
[00:00:10.000 --> 00:00:13.000]  電影節目都常常問及我的健康情況
[00:00:13.000 --> 00:00:14.000]  我很感謝神
[00:00:14.000 --> 00:00:16.000]  當我做完心臟手術後
[00:00:16.000 --> 00:00:19.000]  到現在已經差不多九個多月
[00:00:19.000 --> 00:00:22.000]  我的情況好像比手術前更加好
[00:00:22.000 --> 00:00:24.000]  我很感謝神
[00:00:24.000 --> 00:00:27.000]  在我記得我做手術的同期
[00:00:27.000 --> 00:00:30.000]  有一個小孩接受心臟移植手術
[00:00:30.000 --> 00:00:32.000]  後來我看報紙才知道
[00:00:32.000 --> 00:00:37.000]  是香港第一個兒童成功接受心臟移植手術
[00:00:37.000 --> 00:00:39.000]  這個小孩很開心
[00:00:39.000 --> 00:00:41.000]  他能夠從身很活潑地生活
[00:00:41.000 --> 00:00:45.000]  我記得之前曾經有一次看到一個報道
[00:00:45.000 --> 00:00:48.000]  香港曾經有不少的心臟移植
[00:00:48.000 --> 00:00:53.000]  其中一個病人講述他在手術前的狀況
[00:00:53.000 --> 00:00:57.000]  他說自己好像是久延殘喘
[00:00:57.000 --> 00:01:00.000]  因為走兩步路、走兩級樓梯
[00:01:00.000 --> 00:01:02.000]  已經氣喘如牛
[00:01:02.000 --> 00:01:04.000]  一直很辛苦
[00:01:04.000 --> 00:01:07.000]  醫生說他的心臟衰竭很嚴重
[00:01:07.000 --> 00:01:10.000]  如果沒有一個新的心移植進去
[00:01:10.000 --> 00:01:11.000]  是會死亡的
[00:01:11.000 --> 00:01:15.000]  因此經過一連串的報道
[00:01:15.000 --> 00:01:16.000]  做完手術後
[00:01:16.000 --> 00:01:20.000]  鏡頭一轉就去到一個網球場
[00:01:20.000 --> 00:01:23.000]  這個網球場竟然有一個病人
[00:01:23.000 --> 00:01:26.000]  拿著一個網球拍打網球
[00:01:26.000 --> 00:01:28.000]  我看清楚是不是他
[00:01:28.000 --> 00:01:31.000]  真的是之前報道的他
[00:01:31.000 --> 00:01:33.000]  因此記者訪問他時
[00:01:33.000 --> 00:01:35.000]  問他現在覺得怎樣
[00:01:35.000 --> 00:01:37.000]  他說有很大的分別
[00:01:37.000 --> 00:01:39.000]  以前走兩步路都不行
[00:01:39.000 --> 00:01:41.000]  現在可以打網球
[00:01:41.000 --> 00:01:44.000]  因為有一個新的心
[00:01:44.000 --> 00:01:48.000]  一個全新的心臟移植在他內
[00:01:48.000 --> 00:01:50.000]  各位弟兄姊妹、各位朋友
[00:01:50.000 --> 00:01:52.000]  如果醫生能夠幫助我們
[00:01:52.000 --> 00:01:55.000]  移植一個新的心臟
[00:01:55.000 --> 00:01:58.000]  何況這位創造生命的上帝
[00:01:58.000 --> 00:02:01.000]  是否可以將一個新的生命
[00:02:01.000 --> 00:02:03.000]  放在我們內
[00:02:03.000 --> 00:02:07.000]  將一個新生賜給人呢?
[00:02:07.000 --> 00:02:10.000]  因此聖經提到重生
[00:02:10.000 --> 00:02:13.000]  人的舊生命敗壞了
[00:02:13.000 --> 00:02:17.000]  人的舊生命已經衰殘了
[00:02:17.000 --> 00:02:20.000]  但神能夠在其中讓生命重生
[00:02:20.000 --> 00:02:23.000]  而重生這個字在聖經裏表達了
[00:02:23.000 --> 00:02:25.000]  一種再生的含義
[00:02:25.000 --> 00:02:28.000]  和從天上生的含義
[00:02:28.000 --> 00:02:29.000]  因此我們一起思想
[00:02:29.000 --> 00:02:32.000]  所講的重生是甚麼意思呢?
[00:02:32.000 --> 00:02:34.000]  我們一起看剛才讀的
[00:02:34.000 --> 00:02:37.000]  約翰福音第三章
[00:02:37.000 --> 00:02:45.000]  約翰福音第三章第一節提到一個人物
[00:02:45.000 --> 00:02:47.000]  叫做尼戈德奧
[00:02:47.000 --> 00:02:50.000]  聖經提及他是猶太人的官
[00:02:50.000 --> 00:02:52.000]  他晚上來找耶穌就問
[00:02:52.000 --> 00:02:54.000]  第二節
[00:02:54.000 --> 00:03:06.000]  聖經提到這個人物
[00:03:06.000 --> 00:03:08.000]  他是法利賽人
[00:03:08.000 --> 00:03:10.000]  是當時的宗教領袖
[00:03:10.000 --> 00:03:12.000]  很熟悉律法
[00:03:12.000 --> 00:03:14.000]  而且他是有地位的
[00:03:14.000 --> 00:03:17.000]  是當時的猶太人的官長
[00:03:17.000 --> 00:03:19.000]  因此這個有地位的人
[00:03:19.000 --> 00:03:21.000]  他來找耶穌
[00:03:21.000 --> 00:03:23.000]  有些事情要請教
[00:03:23.000 --> 00:03:24.000]  當然大家留心
[00:03:24.000 --> 00:03:26.000]  下面第十節有提及
[00:03:26.000 --> 00:03:28.000]  其實他本身也是教師
[00:03:28.000 --> 00:03:30.000]  是猶太人的教師
[00:03:30.000 --> 00:03:32.000]  基本上的意思是
[00:03:32.000 --> 00:03:33.000]  他是一個傑出的
[00:03:33.000 --> 00:03:36.000]  受尊重的大師
[00:03:36.000 --> 00:03:37.000]  這位人物
[00:03:37.000 --> 00:03:40.000]  他其實不像一般的法利賽人
[00:03:40.000 --> 00:03:41.000]  一般的法利賽人
[00:03:41.000 --> 00:03:42.000]  因為妒忌耶穌
[00:03:42.000 --> 00:03:44.000]  得到群眾的擁戴
[00:03:44.000 --> 00:03:47.000]  因此要批評他
[00:03:47.000 --> 00:03:48.000]  但這位法利賽人
[00:03:48.000 --> 00:03:50.000]  他的心靈很清醒
[00:03:50.000 --> 00:03:52.000]  他告訴耶穌
[00:03:52.000 --> 00:03:54.000]  如果你不是從神來
[00:03:54.000 --> 00:03:57.000]  你不可能做這麼多的神蹟
[00:03:57.000 --> 00:03:59.000]  因此虛心地請教
[00:03:59.000 --> 00:04:02.000]  但可能他心裡也有些怕
[00:04:02.000 --> 00:04:04.000]  別人如何批評他
[00:04:04.000 --> 00:04:07.000]  因此他晚上才來找耶穌
[00:04:07.000 --> 00:04:08.000]  很多人
[00:04:08.000 --> 00:04:11.000]  他們內心有一種尋問的心
[00:04:11.000 --> 00:04:14.000]  但不敢公開地尋問
[00:04:14.000 --> 00:04:15.000]  但這位法利賽人
[00:04:15.000 --> 00:04:19.000]  他也踏出一步來找耶穌
[00:04:19.000 --> 00:04:21.000]  在耶穌聽見他所說的話之後
[00:04:21.000 --> 00:04:23.000]  他如何回答他呢?
[00:04:23.000 --> 00:04:26.000]  大家看回第三節
[00:04:26.000 --> 00:04:27.000]  耶穌回答
[00:04:27.000 --> 00:04:29.000]  我實實在在告訴你
[00:04:29.000 --> 00:04:30.000]  人若不從生
[00:04:30.000 --> 00:04:33.000]  則不能見神的王
[00:04:33.000 --> 00:04:35.000]  耶穌很清楚地說
[00:04:35.000 --> 00:04:38.000]  而且是開宗明義剔透了說
[00:04:38.000 --> 00:04:40.000]  如果不能夠從生
[00:04:40.000 --> 00:04:45.000]  就不能領受神給人永恆的天國
[00:04:45.000 --> 00:04:48.000]  意思是永恆的生命
[00:04:48.000 --> 00:04:51.000]  當時對於這位法利賽人來說
[00:04:51.000 --> 00:04:52.000]  他不能夠接受
[00:04:52.000 --> 00:04:54.000]  因為他所了解
[00:04:54.000 --> 00:04:57.000]  一個人有宗教的知識
[00:04:57.000 --> 00:04:59.000]  有敬虔的生活
[00:04:59.000 --> 00:05:01.000]  而且是有地位的人
[00:05:01.000 --> 00:05:05.000]  怎可能不能得到神的喜悅呢?
[00:05:05.000 --> 00:05:07.000]  怎可能一定要從生
[00:05:07.000 --> 00:05:10.000]  才能得到神的國呢?
[00:05:10.000 --> 00:05:11.000]  因此很多今天的人
[00:05:11.000 --> 00:05:13.000]  都會有這樣的感覺
[00:05:13.000 --> 00:05:15.000]  就是不可能的
[00:05:15.000 --> 00:05:17.000]  我熟讀群書
[00:05:17.000 --> 00:05:19.000]  我廣行善事
[00:05:19.000 --> 00:05:21.000]  做很多慈善的事業
[00:05:21.000 --> 00:05:24.000]  而且我對宗教的問題很有研究
[00:05:24.000 --> 00:05:28.000]  我應該能夠得到永遠的神的祝福
[00:05:28.000 --> 00:05:30.000]  但耶穌很清楚地告訴他
[00:05:30.000 --> 00:05:32.000]  耶穌說:我實實在在
[00:05:32.000 --> 00:05:34.000]  我沒有說假話
[00:05:34.000 --> 00:05:36.000]  如果不經歷從生
[00:05:36.000 --> 00:05:39.000]  沒有人能夠去到神那裡
[00:05:39.000 --> 00:05:42.000]  沒有人能夠靠自己能夠從生
[00:05:42.000 --> 00:05:43.000]  正如剛才我們所說
[00:05:43.000 --> 00:05:46.000]  一個心臟衰竭嚴重衰竭的人
[00:05:46.000 --> 00:05:49.000]  他不可能改變自己的心臟
[00:05:49.000 --> 00:05:52.000]  他必須有人將一個新的心
[00:05:52.000 --> 00:05:54.000]  放在他裡面
[00:05:54.000 --> 00:05:57.000]  他才可以再有生存的機會
[00:05:57.000 --> 00:05:59.000]  人不能夠幫自己
[00:05:59.000 --> 00:06:02.000]  唯有神能夠重生我們的生命
[00:06:02.000 --> 00:06:06.000]  我們才能夠進入永遠的生命裡面
[00:06:06.000 --> 00:06:09.000]  或者你說:其實我們都不錯
[00:06:09.000 --> 00:06:12.000]  為什麼神好像不欣賞我們呢?
[00:06:12.000 --> 00:06:15.000]  各位電影節目的各位朋友
[00:06:15.000 --> 00:06:16.000]  當你小心想一想的時候
[00:06:16.000 --> 00:06:17.000]  你會發覺其實
[00:06:17.000 --> 00:06:19.000]  你小心想這個世界
[00:06:19.000 --> 00:06:21.000]  你所認識的很多人
[00:06:21.000 --> 00:06:22.000]  或者你在報紙當中
[00:06:22.000 --> 00:06:24.000]  接觸的不同的生命
[00:06:24.000 --> 00:06:26.000]  其實真的很多時候
[00:06:26.000 --> 00:06:28.000]  令到我們很失望
[00:06:28.000 --> 00:06:30.000]  我最近看報紙看到一個報道
[00:06:30.000 --> 00:06:31.000]  大家都看到的
[00:06:31.000 --> 00:06:34.000]  一對夫婦太太很關心丈夫
[00:06:34.000 --> 00:06:36.000]  因為他有一個神病
[00:06:36.000 --> 00:06:37.000]  不能夠工作
[00:06:37.000 --> 00:06:39.000]  失去工作的能力
[00:06:39.000 --> 00:06:40.000]  太太自己工作
[00:06:40.000 --> 00:06:42.000]  回家做家務
[00:06:42.000 --> 00:06:44.000]  又照顧女兒
[00:06:44.000 --> 00:06:47.000]  很辛苦維持整個家庭
[00:06:47.000 --> 00:06:50.000]  經過差不多五六年的時間
[00:06:50.000 --> 00:06:52.000]  這個太太後來她忍耐不了
[00:06:52.000 --> 00:06:55.000]  她就要求和丈夫離婚
[00:06:55.000 --> 00:06:57.000]  當丈夫聽到這個情況的時候
[00:06:57.000 --> 00:06:59.000]  他就很憤怒
[00:06:59.000 --> 00:07:01.000]  因此有一次的夜晚
[00:07:01.000 --> 00:07:03.000]  當太太睡著的時候
[00:07:03.000 --> 00:07:06.000]  大家記不記得那段報道?
[00:07:06.000 --> 00:07:08.000]  有沒有看到?
[00:07:08.000 --> 00:07:12.000]  就說到他夜晚拿了一些通渠水
[00:07:12.000 --> 00:07:15.000]  大家最近很熟悉通渠水
[00:07:15.000 --> 00:07:18.000]  在上面突然掉下來的那些
[00:07:18.000 --> 00:07:21.000]  拿著通渠水去到他的床邊
[00:07:21.000 --> 00:07:24.000]  就倒在他的臉上
[00:07:24.000 --> 00:07:26.000]  他認為太太一定是有外遇
[00:07:26.000 --> 00:07:28.000]  所以才放棄他們
[00:07:28.000 --> 00:07:31.000]  他不知道太太那種艱難
[00:07:31.000 --> 00:07:34.000]  但令我最難受的地方
[00:07:34.000 --> 00:07:38.000]  就是他不但想毀太太的容貌
[00:07:38.000 --> 00:07:40.000]  當太太起床的時候
[00:07:40.000 --> 00:07:43.000]  他立即想沖去用水沖乾淨
[00:07:43.000 --> 00:07:45.000]  但他按著她
[00:07:45.000 --> 00:07:47.000]  不讓她用水沖洗
[00:07:47.000 --> 00:07:51.000]  臉上那些硝酸的液體
[00:07:51.000 --> 00:07:53.000]  因此後來送到醫院的時候
[00:07:53.000 --> 00:07:55.000]  她是嚴重燒毀的
[00:07:55.000 --> 00:07:58.000]  整個面容嚴重燒毀
[00:07:58.000 --> 00:08:01.000]  當我看到這段報道的時候
[00:08:01.000 --> 00:08:02.000]  我就想
[00:08:02.000 --> 00:08:06.000]  為什麼人的心這麼狠毒?
[00:08:06.000 --> 00:08:09.000]  為什麼會做這樣的事情?
[00:08:09.000 --> 00:08:12.000]  或者你和我也有些感受
[00:08:12.000 --> 00:08:14.000]  是他而已
[00:08:14.000 --> 00:08:17.000]  我應該不會做這樣的事情
[00:08:17.000 --> 00:08:20.000]  我們會不會做一些邪惡的事情?
[00:08:20.000 --> 00:08:22.000]  可能某一些處境
[00:08:22.000 --> 00:08:24.000]  我們可以很安穩
[00:08:24.000 --> 00:08:25.000]  我們生活充足
[00:08:25.000 --> 00:08:26.000]  各方面平穩
[00:08:26.000 --> 00:08:29.000]  或者不會做什麼特別的壞事
[00:08:29.000 --> 00:08:31.000]  但去到某些處境的時候
[00:08:31.000 --> 00:08:34.000]  我們都不知道我們會做什麼
[00:08:34.000 --> 00:08:36.000]  大家知道最近很多地震
[00:08:36.000 --> 00:08:38.000]  最近哪裡地震?
[00:08:38.000 --> 00:08:39.000]  智利大地震
[00:08:39.000 --> 00:08:40.000]  大家看到
[00:08:40.000 --> 00:08:42.000]  之前有海地的大地震
[00:08:42.000 --> 00:08:44.000]  你看新聞報道的時候
[00:08:44.000 --> 00:08:48.000]  當人沒有食物的時候會怎麼做?
[00:08:48.000 --> 00:08:50.000]  你想不到他們會去
[00:08:50.000 --> 00:08:53.000]  打爛那些超級市場的窗門
[00:08:53.000 --> 00:08:55.000]  進去搶食物
[00:08:55.000 --> 00:08:56.000]  或者你說
[00:08:56.000 --> 00:08:58.000]  哦,也可以理解的
[00:08:58.000 --> 00:08:59.000]  沒得吃真的要搶
[00:08:59.000 --> 00:09:01.000]  但我看到最近的報道
[00:09:01.000 --> 00:09:02.000]  在智利
[00:09:02.000 --> 00:09:04.000]  人們進去超級市場搶什麼呢?
[00:09:04.000 --> 00:09:07.000]  幾個人幫忙進去搶雪櫃
[00:09:07.000 --> 00:09:09.000]  那個時候沒有電沒有水
[00:09:09.000 --> 00:09:14.000]  要雪櫃做什麼呢?
[00:09:14.000 --> 00:09:16.000]  在沒有人監管的情況下
[00:09:16.000 --> 00:09:19.000]  貪婪就出來了
[00:09:19.000 --> 00:09:20.000]  在海地
[00:09:20.000 --> 00:09:22.000]  一個報道一個男孩
[00:09:22.000 --> 00:09:25.000]  很辛苦地在地上伸淫
[00:09:25.000 --> 00:09:28.000]  因為他剛剛跟別人搶食物的時候
[00:09:28.000 --> 00:09:31.000]  被別人斬傷了
[00:09:31.000 --> 00:09:32.000]  有些時候
[00:09:32.000 --> 00:09:34.000]  你會想不到人在一些處境
[00:09:34.000 --> 00:09:36.000]  為了保護自己
[00:09:36.000 --> 00:09:38.000]  而顧不得去傷害
[00:09:38.000 --> 00:09:41.000]  甚至殺害別人
[00:09:41.000 --> 00:09:44.000]  人心那種醜陋
[00:09:44.000 --> 00:09:47.000]  有些時候我們都自己不察覺
[00:09:47.000 --> 00:09:49.000]  但聖經一早已經很清楚說明
[00:09:49.000 --> 00:09:52.000]  世人都犯了罪
[00:09:52.000 --> 00:09:54.000]  規缺了神的榮耀
[00:09:54.000 --> 00:09:56.000]  神創造人的那種美善
[00:09:56.000 --> 00:09:59.000]  人的罪已經虧損了
[00:09:59.000 --> 00:10:02.000]  這種原有的美善
[00:10:02.000 --> 00:10:04.000]  因此聖經提及
[00:10:04.000 --> 00:10:05.000]  人要重生
[00:10:05.000 --> 00:10:07.000]  必須是神的工作
[00:10:07.000 --> 00:10:10.000]  但尼哥底姆他不明白
[00:10:10.000 --> 00:10:12.000]  他就問主耶穌
[00:10:12.000 --> 00:10:14.000]  在聖經裏面大家再看第五
[00:10:14.000 --> 00:10:17.000]  第四節
[00:10:17.000 --> 00:10:19.000]  耶穌回答
