
[00:00:00.000 --> 00:00:02.000]  我們一起同心祈禱
[00:00:02.000 --> 00:00:05.000]  我們親愛的天父上帝
[00:00:05.000 --> 00:00:09.000]  願祢親自在我們的心靈裡面工作
[00:00:09.000 --> 00:00:11.000]  祢的靈去感化我們
[00:00:11.000 --> 00:00:12.000]  感動我們
[00:00:12.000 --> 00:00:15.000]  明白你自己在聖經的教導
[00:00:15.000 --> 00:00:20.000]  讓我們透過聖經的真理走近你自己
[00:00:20.000 --> 00:00:22.000]  我們人的智慧很有限
[00:00:22.000 --> 00:00:24.000]  我們的眼光也很有限
[00:00:24.000 --> 00:00:28.000]  求祢將真理的道賜給我們
[00:00:28.000 --> 00:00:30.000]  祈禱奉耶穌基督的名
[00:00:30.000 --> 00:00:31.000]  阿門
[00:00:31.000 --> 00:00:35.000]  感謝神的恩典讓我和弟兄姊妹分享聖經的信息
[00:00:35.000 --> 00:00:39.000]  經過祈禱和對經文的思考之後
[00:00:39.000 --> 00:00:43.000]  我就選擇了啟示錄第二章一到七節
[00:00:43.000 --> 00:00:46.000]  題目我定為「無忘初心」
[00:00:46.000 --> 00:00:50.000]  我細心讀聖經的經文
[00:00:50.000 --> 00:00:54.000]  我還是對照希臘文的原文
[00:00:54.000 --> 00:01:00.000]  也很感恩神賜給我的信息
[00:01:00.000 --> 00:01:05.000]  也很感謝同工幫忙做這些powerpoint
[00:01:05.000 --> 00:01:08.000]  在這次的講道裡我會集中三點
[00:01:08.000 --> 00:01:10.000]  其實這段經文有很多東西可以講
[00:01:10.000 --> 00:01:12.000]  但我特意選三點
[00:01:12.000 --> 00:01:16.000]  第一點是裡面提到「七個金燈台」
[00:01:16.000 --> 00:01:20.000]  究竟「七個金燈台」是什麼意思呢?
[00:01:20.000 --> 00:01:23.000]  第二點經文也提到「生命樹」
[00:01:23.000 --> 00:01:26.000]  生命樹是什麼意思呢?
[00:01:26.000 --> 00:01:32.000]  第三點當中也提到「聖靈向宗教會說話」
[00:01:32.000 --> 00:01:34.000]  我將這一點推遠一點
[00:01:34.000 --> 00:01:39.000]  我們如何去分辨「聖靈向我們說話」呢?
[00:01:39.000 --> 00:01:41.000]  這三方面
[00:01:41.000 --> 00:01:45.000]  第一方面我們看看「七個金燈台」是什麼意思
[00:01:45.000 --> 00:01:49.000]  剛才啟示錄第二章第一節就提到
[00:01:49.000 --> 00:01:53.000]  你要寫信給已不鎖教會的使者
[00:01:53.000 --> 00:02:00.000]  「說那右手拿著七星,在七個金燈台中行走的說」
[00:02:00.000 --> 00:02:04.000]  這段經文令我想起
[00:02:04.000 --> 00:02:08.000]  舊約聖經《撒加利亞書》第四章一到十四節
[00:02:08.000 --> 00:02:13.000]  裡面這段《撒加利亞書》第四章一到十四節
[00:02:13.000 --> 00:02:16.000]  特別提到金燈台
[00:02:16.000 --> 00:02:19.000]  你可以打開聖經跟我一起看
[00:02:19.000 --> 00:02:21.000]  《撒加利亞書》第四章第二節說
[00:02:21.000 --> 00:02:24.000]  「他問我說,你看見了什麼?」
[00:02:24.000 --> 00:02:29.000]  我說:我看見了一個純金的燈台
[00:02:29.000 --> 00:02:34.000]  頂上有盞燈,燈台上有七盞燈
[00:02:34.000 --> 00:02:37.000]  每盞有七個管子
[00:02:37.000 --> 00:02:40.000]  《撒加利亞書》第四章說得很特別
[00:02:40.000 --> 00:02:47.000]  燈台裡有七盞燈,每盞燈有七條管
[00:02:47.000 --> 00:02:50.000]  按照猶太拉比的解釋
[00:02:50.000 --> 00:02:54.000]  七盞燈中間那一座代表神
[00:02:54.000 --> 00:02:58.000]  加上左邊和右邊各有三盞燈
