
[00:00:00.000 --> 00:00:09.000]  我們今天繼續思想聖經七一及記裡面的經文
[00:00:09.000 --> 00:00:13.000]  提到就像上主所說的
[00:00:13.000 --> 00:00:17.000]  整個說話是一定承傳的
[00:00:17.000 --> 00:00:21.000]  大家可能都會想起
[00:00:21.000 --> 00:00:23.000]  我們上次也在說一件事情
[00:00:23.000 --> 00:00:26.000]  就是聖經裡面有一個很特別的地方
[00:00:26.000 --> 00:00:29.000]  就是聖經裡面含有寓言
[00:00:29.000 --> 00:00:34.000]  在世界裡面很多不同的宗教經典
[00:00:34.000 --> 00:00:37.000]  當你看的時候你會發覺
[00:00:37.000 --> 00:00:40.000]  他們不會有寓言
[00:00:40.000 --> 00:00:42.000]  大家知道寓言就是
[00:00:42.000 --> 00:00:46.000]  未曾發生的事情已經預告將會發生
[00:00:46.000 --> 00:00:49.000]  怎樣發生何時發生等等
[00:00:49.000 --> 00:00:53.000]  你說為什麼其他經典不會有寓言呢
[00:00:53.000 --> 00:00:56.000]  你可以想像就是如果一個經典
[00:00:56.000 --> 00:01:02.000]  它是到時之前有的寓言不能夠發生
[00:01:02.000 --> 00:01:04.000]  不能夠應驗的時候
[00:01:04.000 --> 00:01:07.000]  馬上有一個結論
[00:01:07.000 --> 00:01:11.000]  就是這一本經典是錯謀的
[00:01:11.000 --> 00:01:15.000]  但是唯有聖經是有很多
[00:01:15.000 --> 00:01:19.000]  有些人統計一千八百多個獨立的寓言
[00:01:19.000 --> 00:01:25.000]  每四節聖經就有一節是有寓言的成分
[00:01:25.000 --> 00:01:29.000]  有四百多個獨立的寓言的元素
[00:01:29.000 --> 00:01:32.000]  裡面充滿著各種的寓言
[00:01:32.000 --> 00:01:35.000]  是神在事情未曾發生之前
[00:01:35.000 --> 00:01:39.000]  已經清楚地告訴我們
[00:01:39.000 --> 00:01:46.000]  而今天聖經裡面超過百分之九十六的寓言已經應驗
[00:01:46.000 --> 00:01:48.000]  但是你說剩下的那些呢
[00:01:48.000 --> 00:01:52.000]  剩下大概三四個百分比的寓言
[00:01:52.000 --> 00:01:55.000]  是耶穌基督在內的事情
[00:01:55.000 --> 00:01:57.000]  是未曾應驗
[00:01:57.000 --> 00:02:00.000]  但是必然要應驗
[00:02:00.000 --> 00:02:02.000]  當你看回聖經的時候
[00:02:02.000 --> 00:02:03.000]  聖經就清楚說
[00:02:03.000 --> 00:02:08.000]  神的話是必然會成全的
[00:02:08.000 --> 00:02:12.000]  神所說的話不單止創造天地
[00:02:12.000 --> 00:02:15.000]  也會帶來你的救贖
[00:02:15.000 --> 00:02:20.000]  帶來整個世界的終極的平安
[00:02:20.000 --> 00:02:21.000]  當我們讀聖經的時候
[00:02:21.000 --> 00:02:24.000]  你可能會留意到在聖經其中一處經文
[00:02:24.000 --> 00:02:26.000]  在二創學書裡面
[00:02:26.000 --> 00:02:31.000]  就說到神的話好像是天上的雨雪來到
[00:02:31.000 --> 00:02:35.000]  來到產生效果是一定的
[00:02:35.000 --> 00:02:37.000]  所以聖經這樣說
[00:02:37.000 --> 00:02:39.000]  他說雨雪怎樣從天上降下來
[00:02:39.000 --> 00:02:43.000]  不再返回天上灌溉大地
[00:02:43.000 --> 00:02:45.000]  地上的植物發芽結實
[00:02:45.000 --> 00:02:50.000]  使殺種的有種子吃的人有糧食
[00:02:50.000 --> 00:02:54.000]  這些一切產生出美好的效果
[00:02:54.000 --> 00:02:55.000]  然後就說
[00:02:55.000 --> 00:02:59.000]  從我的口所出的話必這樣
[00:02:59.000 --> 00:03:00.000]  也是這樣
[00:03:00.000 --> 00:03:04.000]  必不徒然返回
[00:03:04.000 --> 00:03:07.000]  不會沒有作用的
[00:03:07.000 --> 00:03:10.000]  卻要作成我所喜悅的
[00:03:10.000 --> 00:03:16.000]  使他在我擦肩他去作的事上必然亨通
[00:03:16.000 --> 00:03:19.000]  聖經講述到救恩的時候
[00:03:19.000 --> 00:03:21.000]  同時講到神自己的說話
[00:03:21.000 --> 00:03:26.000]  是必然會成全會成就的
[00:03:26.000 --> 00:03:28.000]  然後提到你們必歡歡喜喜
[00:03:28.000 --> 00:03:31.000]  出來平平安安蒙人道
[00:03:31.000 --> 00:03:34.000]  這裡講到救贖的大恩
[00:03:34.000 --> 00:03:37.000]  神自己的拯救也都會必然成全
[00:03:37.000 --> 00:03:39.000]  他所應許的
[00:03:39.000 --> 00:03:43.000]  凡是靠著基督耶穌進到神面前來的
[00:03:43.000 --> 00:03:47.000]  他都能夠拯救到底
[00:03:47.000 --> 00:03:50.000]  確實神自己所應運的事情
[00:03:50.000 --> 00:03:53.000]  是一定會成全
[00:03:53.000 --> 00:03:56.000]  當你這樣來到去思想聖經的時候
[00:03:56.000 --> 00:03:59.000]  你就明白當聖經提到出埃及的時候
[00:03:59.000 --> 00:04:03.000]  曾提到很多很多的預言預告
[00:04:03.000 --> 00:04:06.000]  始終都成全
[00:04:06.000 --> 00:04:10.000]  我們一起看回聖經的出埃及記
[00:04:10.000 --> 00:04:14.000]  今天我們讀的是新日本的經文
[00:04:14.000 --> 00:04:16.000]  我猜大家很久都沒有機會
[00:04:16.000 --> 00:04:19.000]  拿開你前面的聖經
[00:04:19.000 --> 00:04:23.000]  不如今天大家一起拿回聖經一起看
[00:04:23.000 --> 00:04:27.000]  聖經出埃及記是經文第二卷的聖經
[00:04:27.000 --> 00:04:30.000]  其中的第七章
[00:04:30.000 --> 00:04:41.000]  你會留意到在第六第七章
[00:04:41.000 --> 00:04:46.000]  神再次吩咐摩西要向法老說話
[00:04:46.000 --> 00:04:48.000]  又是說話
[00:04:48.000 --> 00:04:52.000]  要求法老釋放他的百姓離開埃及
[00:04:52.000 --> 00:04:55.000]  但是神也都同時預早說明
[00:04:55.000 --> 00:04:58.000]  就是法老會拒絕的
[00:04:58.000 --> 00:05:01.000]  他不會聽神的話
[00:05:01.000 --> 00:05:03.000]  也都預早說明
[00:05:03.000 --> 00:05:06.000]  就是當摩西去見法老的時候
[00:05:06.000 --> 00:05:10.000]  法老會要求一個神蹟一個奇事
[00:05:10.000 --> 00:05:13.000]  事後的確如此發生
[00:05:13.000 --> 00:05:18.000]  當摩西見到法老這樣提出要求的時候
[00:05:18.000 --> 00:05:23.000]  神就教他拿出手掌雕在地上
[00:05:23.000 --> 00:05:26.000]  手掌變成蛇
[00:05:26.000 --> 00:05:28.000]  但是這件事情發生之後
[00:05:28.000 --> 00:05:32.000]  法老沒有因此就願意聽神的話
[00:05:32.000 --> 00:05:36.000]  他仍然覺得他自己有更大的力量
[00:05:36.000 --> 00:05:40.000]  他認為摩西所做的只不過是一個法術
[00:05:40.000 --> 00:05:43.000]  因此他讀聖經的時候
[00:05:43.000 --> 00:05:45.000]  第七章第九節後面就提到
[00:05:45.000 --> 00:05:50.000]  當時他召集了埃及裡面很多不同的智慧人術士
[00:05:50.000 --> 00:05:56.000]  因為當時在埃及地方有很多各種各樣的神廟
[00:05:56.000 --> 00:05:58.000]  神廟裡面有很多術士
[00:05:58.000 --> 00:06:00.000]  他們被召集來到
[00:06:00.000 --> 00:06:05.000]  要向摩西顯出他們有更強的法力
[00:06:05.000 --> 00:06:08.000]  而當法老這樣做的時候
