
[00:00:00.000 --> 00:00:02.000]  我想提及一件事
[00:00:02.000 --> 00:00:04.720]  我記得一件深刻的經歷
[00:00:04.720 --> 00:00:05.920]  很多年前
[00:00:05.920 --> 00:00:10.160]  有機會到非洲肯亞探山教士
[00:00:10.160 --> 00:00:12.160]  他們邀請我到一個地方
[00:00:12.160 --> 00:00:15.520]  是山頭的教會來到港島
[00:00:15.520 --> 00:00:19.760]  我初初以為是建築在山上的教會
[00:00:19.760 --> 00:00:22.480]  後來發現是露天的教會
[00:00:22.480 --> 00:00:24.480]  沒有建築物
[00:00:25.520 --> 00:00:30.080]  發現有很多其他附近的村落的教徒
[00:00:30.080 --> 00:00:32.080]  會集在那個地方敬拜
[00:00:32.080 --> 00:00:36.160]  很多人可能用兩三個小時走路
[00:00:36.160 --> 00:00:38.160]  走到那個地方
[00:00:38.160 --> 00:00:41.920]  有人開小卡車載我上去
[00:00:41.920 --> 00:00:46.880]  那個車大概坐四五人的小卡車
[00:00:46.880 --> 00:00:50.400]  我幾個人上去後就跟著上去
[00:00:50.400 --> 00:00:53.920]  想不到沿途還接載很多弟兄姊妹
[00:00:53.920 --> 00:00:57.120]  接載兩個三個四個
[00:00:57.120 --> 00:00:59.120]  我心想夠了
[00:00:59.120 --> 00:01:03.280]  一直走路發現有十七個人上車
[00:01:03.280 --> 00:01:04.800]  有些人拔著車柄
[00:01:04.800 --> 00:01:07.680]  吊著身在車外就上去
[00:01:07.680 --> 00:01:10.480]  去到斜坡時
[00:01:10.480 --> 00:01:12.480]  司機就說下車了
[00:01:12.480 --> 00:01:14.080]  我以為到了
[00:01:14.080 --> 00:01:16.080]  原來還不到
[00:01:16.080 --> 00:01:18.880]  因為那輛車不能再有那麼多人上山
[00:01:18.880 --> 00:01:21.760]  所以下車後那輛車自己上山
[00:01:21.760 --> 00:01:23.760]  我們走上去想買輛車
[00:01:23.760 --> 00:01:27.440]  這樣很危險地上去
[00:01:27.440 --> 00:01:30.160]  但弟兄姊妹在車上一直唱詩歌
[00:01:30.160 --> 00:01:32.160]  很開心地去到敬拜神
[00:01:32.160 --> 00:01:35.840]  去到山頭我以為有些樹枝是陰
[00:01:35.840 --> 00:01:37.280]  是沒有的
[00:01:37.280 --> 00:01:38.880]  是一些很乾旱
[00:01:38.880 --> 00:01:41.760]  是有沙石的一些山頭
[00:01:41.760 --> 00:01:46.480]  但我看到弟兄姊妹四方八面地來敬拜
[00:01:46.480 --> 00:01:48.480]  我心裏面都很感動
[00:01:48.480 --> 00:01:50.480]  到講道的時候
[00:01:50.480 --> 00:01:54.960]  我望下沒有音響設備
[00:01:54.960 --> 00:01:57.520]  有個小喇叭讓我在講
[00:01:57.520 --> 00:02:00.400]  但我聽到弟兄姊妹唱詩的時候
[00:02:00.400 --> 00:02:02.880]  那種很激昂
[00:02:02.880 --> 00:02:05.280]  很放開心懷
[00:02:05.280 --> 00:02:09.440]  來向神讚美的那種態度
[00:02:09.440 --> 00:02:11.440]  我心就被他們感動
[00:02:11.440 --> 00:02:12.880]  也自己放開心懷
[00:02:12.880 --> 00:02:15.680]  大聲地來跟他們分享信息
[00:02:15.680 --> 00:02:18.480]  這次敬拜給我心裏面很深刻
[00:02:18.480 --> 00:02:20.480]  亦都體會到
[00:02:20.480 --> 00:02:23.120]  有些時候環境會幫助我們敬拜
[00:02:23.120 --> 00:02:25.600]  但更重要的是人的內心
[00:02:25.600 --> 00:02:28.880]  是很誠實、很心甘情願
[00:02:28.880 --> 00:02:30.880]  是很被感動
[00:02:30.880 --> 00:02:32.080]  正如聖經所講
[00:02:32.080 --> 00:02:34.480]  心被恩感歌頌神
[00:02:34.480 --> 00:02:37.440]  那個敬拜是更寶貴
[00:02:37.440 --> 00:02:40.640]  當我們繼續到今天的聖經的時候
[00:02:40.640 --> 00:02:41.920]  你會發覺聖經裏面
[00:02:41.920 --> 00:02:43.840]  主耶穌和一個撒瑪尼亞人
[00:02:43.840 --> 00:02:45.840]  來去講道
[00:02:46.640 --> 00:02:48.640]  但這位女士
[00:02:48.640 --> 00:02:52.400]  她心裏所想到的是物質的需要
[00:02:52.400 --> 00:02:54.160]  所以耶穌跟她說「活水」
[00:02:54.160 --> 00:02:55.680]  她當是甚麼水?
[00:02:55.680 --> 00:02:57.280]  當是井水
[00:02:57.280 --> 00:02:58.880]  一直講都不明白
[00:02:58.880 --> 00:02:59.920]  你又沒有井
[00:02:59.920 --> 00:03:01.520]  你又沒有打水器具
[00:03:01.520 --> 00:03:03.520]  你怎樣給我水?
[00:03:03.520 --> 00:03:06.640]  她心裏想到的是物質的需要
[00:03:06.640 --> 00:03:08.640]  直至耶穌告訴她
[00:03:08.640 --> 00:03:10.640]  你找你的丈夫來吧
[00:03:10.640 --> 00:03:16.240]  向她道德的問題發出挑戰
[00:03:16.240 --> 00:03:18.800]  指出她生命的罪的問題
[00:03:18.800 --> 00:03:20.800]  在那時候開始有些醒覺
[00:03:20.800 --> 00:03:22.800]  突然間她說
[00:03:22.800 --> 00:03:24.800]  我知道你是先知
[00:03:24.800 --> 00:03:28.880]  但突然間她又開始將話題改變了
[00:03:28.880 --> 00:03:31.200]  可能想被重就輕
[00:03:31.200 --> 00:03:32.960]  避開自己的一些問題
[00:03:32.960 --> 00:03:34.320]  又或者突然間會覺得
[00:03:34.320 --> 00:03:34.960]  她是先知
[00:03:34.960 --> 00:03:36.960]  我問一些信仰問題
[00:03:36.960 --> 00:03:39.920]  一些身外的問題
[00:03:39.920 --> 00:03:42.960]  但主耶穌仍然將整件事情
[00:03:42.960 --> 00:03:44.720]  轉向她的內心
[00:03:44.720 --> 00:03:47.600]  就說你以為敬拜
[00:03:47.600 --> 00:03:50.240]  是要在某個地方嗎?
[00:03:50.240 --> 00:03:51.120]  不是
[00:03:51.120 --> 00:03:53.600]  是要用你的心靈
[00:03:53.600 --> 00:03:55.600]  是你的心靈
[00:03:55.600 --> 00:03:57.600]  按著真理來敬拜
[00:03:57.600 --> 00:04:00.080]  大家看回剛才讀過的聖經
[00:04:00.080 --> 00:04:02.080]  我們看看二十三節
[00:04:02.080 --> 00:04:05.920]  二十三節
[00:04:05.920 --> 00:04:07.520]  聖經當時主耶穌說
[00:04:07.520 --> 00:04:09.920]  然而事後將到
[00:04:09.920 --> 00:04:11.920]  現在就是了
[00:04:11.920 --> 00:04:15.920]  那用心靈按真理敬拜父的
[00:04:15.920 --> 00:04:18.320]  才是真正敬拜的人
[00:04:18.320 --> 00:04:20.320]  因為父在尋找
[00:04:20.320 --> 00:04:22.320]  這樣敬拜他的人
[00:04:22.320 --> 00:04:24.320]  二十四節大家一起讀
[00:04:24.320 --> 00:04:27.520]  神是靈敬拜他的
[00:04:27.520 --> 00:04:31.920]  必須用心靈按真理敬拜他
[00:04:31.920 --> 00:04:33.920]  這位女士問
[00:04:33.920 --> 00:04:37.120]  究竟在耶路撒冷來敬拜
[00:04:37.120 --> 00:04:39.120]  為什麼好像我們的先祖撒瑪利亞人
[00:04:39.120 --> 00:04:42.320]  告訴我們在山上敬拜比較適合呢?
[00:04:42.320 --> 00:04:46.320]  哪個地方才可以敬拜呢?
[00:04:46.320 --> 00:04:47.920]  但主告訴她
[00:04:47.920 --> 00:04:49.920]  不在乎哪個地方
[00:04:49.920 --> 00:04:53.120]  而是以你的心靈去敬拜
[00:04:53.120 --> 00:04:55.920]  當主耶穌說到心靈的時候
[00:04:55.920 --> 00:04:57.920]  我們會想起
[00:04:57.920 --> 00:05:00.320]  大家會記得前面第三章
[00:05:00.320 --> 00:05:02.320]  說到有尼哥德姆
[00:05:02.320 --> 00:05:03.920]  尼哥底姆
[00:05:03.920 --> 00:05:05.920]  他問耶穌重生的問題
[00:05:05.920 --> 00:05:07.920]  大家記得
[00:05:07.920 --> 00:05:09.920]  當時主耶穌告訴他
[00:05:09.920 --> 00:05:11.920]  若不是從聖靈生的
[00:05:11.920 --> 00:05:15.520]  人就不能進天國
[00:05:15.520 --> 00:05:19.520]  如果不是聖靈在我們生命裡重生了我們
[00:05:19.520 --> 00:05:23.520]  我們就只是帶著一個已死的靈
[00:05:23.520 --> 00:05:26.720]  這種情況不能夠進到神的國度
[00:05:26.720 --> 00:05:29.920]  也不能夠敬拜神
[00:05:29.920 --> 00:05:31.920]  而當主耶穌告訴他
[00:05:31.920 --> 00:05:34.720]  從肉身生的是肉身
[00:05:34.720 --> 00:05:36.720]  從聖靈生的是靈
[00:05:36.720 --> 00:05:37.920]  我們就知道
[00:05:37.920 --> 00:05:39.520]  聖經清楚告訴我們
[00:05:39.520 --> 00:05:40.720]  我們蒙恩得救
[00:05:40.720 --> 00:05:42.720]  是聖靈在我們生命中
[00:05:42.720 --> 00:05:45.120]  重生了我們
[00:05:45.120 --> 00:05:48.320]  所以我們可以以一個復生的靈
[00:05:48.320 --> 00:05:50.320]  我們自己的靈
[00:05:50.320 --> 00:05:53.120]  我們的靈來敬拜神
[00:05:53.120 --> 00:05:55.520]  你記得剛才讀二十四節
[00:05:55.520 --> 00:05:57.520]  神是靈
[00:05:57.520 --> 00:05:59.520]  要敬拜祂
[00:05:59.520 --> 00:06:02.320]  不是你自己憑著自己一番的熱誠
[00:06:02.320 --> 00:06:05.920]  而是因為神賜給你有復生的靈
[00:06:05.920 --> 00:06:08.720]  你就知道用你的心靈
[00:06:08.720 --> 00:06:11.920]  你的靈來敬拜上帝
[00:06:11.920 --> 00:06:13.120]  當時已經說到
[00:06:13.120 --> 00:06:15.120]  要以心靈敬拜的時候
[00:06:15.120 --> 00:06:16.320]  有幾個含義
[00:06:16.320 --> 00:06:18.720]  我們自己一起思想一下
[00:06:18.720 --> 00:06:19.920]  第一
[00:06:19.920 --> 00:06:22.720]  用心靈敬拜是表示一種
[00:06:22.720 --> 00:06:26.320]  在裡面真實的敬拜
[00:06:26.320 --> 00:06:29.120]  不單單有外在的表現
[00:06:29.120 --> 00:06:31.120]  外在的行為
[00:06:31.120 --> 00:06:33.120]  大家記得《詩篇》一百零三篇
[00:06:33.120 --> 00:06:35.920]  我們常常很多頂尖會背誦的
[00:06:35.920 --> 00:06:39.120]  有沒有人記得一節
[00:06:39.120 --> 00:06:43.520]  我的心你要稱頌耶和華
[00:06:43.520 --> 00:06:45.920]  凡在我裡面的
[00:06:45.920 --> 00:06:49.920]  都要稱頌他的聖名
[00:06:49.920 --> 00:06:52.720]  聖話我的心你要稱頌神
[00:06:52.720 --> 00:06:54.720]  呼喚自己
[00:06:54.720 --> 00:06:56.720]  凡在我裡面的
[00:06:56.720 --> 00:06:59.920]  或者說在我裡面最深
[00:06:59.920 --> 00:07:03.520]  最真實的一切裡面
[00:07:03.520 --> 00:07:05.120]  你的感情
[00:07:05.120 --> 00:07:06.320]  你的悟性
[00:07:06.320 --> 00:07:07.520]  你的思維
[00:07:07.520 --> 00:07:11.520]  你裡面最真實的
[00:07:11.520 --> 00:07:13.520]  因此來到敬拜神
[00:07:13.520 --> 00:07:17.920]  是很誠實地來到向神獻上敬拜
[00:07:17.920 --> 00:07:19.120]  因此當你發覺
[00:07:19.120 --> 00:07:21.920]  要你用心靈來敬拜神的時候
[00:07:21.920 --> 00:07:23.920]  亦都意味著你帶著一種
[00:07:23.920 --> 00:07:25.920]  內裡的誠實
[00:07:25.920 --> 00:07:28.320]  向神敬拜
[00:07:28.320 --> 00:07:29.920]  當然有些時候你會發覺
[00:07:29.920 --> 00:07:33.120]  人敬拜神可以是很假的
[00:07:33.120 --> 00:07:36.720]  當主耶穌摘給一些門徒的時候
[00:07:36.720 --> 00:07:38.320]  就提到聖經裡面
[00:07:38.320 --> 00:07:40.720]  以創亞書先知說到
[00:07:40.720 --> 00:07:45.120]  在《馬太福音》其中的第十五章
[00:07:45.120 --> 00:07:46.720]  主耶穌就說
[00:07:46.720 --> 00:07:48.320]  你們記得
[00:07:48.320 --> 00:07:50.320]  以創亞先知提及
[00:07:50.320 --> 00:07:54.320]  這百姓用嘴唇來尊敬我
[00:07:54.320 --> 00:07:58.720]  心呢?心卻遠離我
[00:07:58.720 --> 00:08:02.320]  因此他們的敬拜是枉然的
[00:08:02.320 --> 00:08:04.920]  他們嘴可以去尊敬上帝
[00:08:04.920 --> 00:08:06.120]  讚美上帝
[00:08:06.120 --> 00:08:10.720]  但心可以遠離神
[00:08:10.720 --> 00:08:14.720]  有弟兄姊妹有些時候都承認
[00:08:14.720 --> 00:08:16.920]  有一次有個弟兄說
