
[00:00:00.000 --> 00:00:01.200]  如果大家有印象
[00:00:01.200 --> 00:00:02.680]  我們大概兩個星期前
[00:00:02.680 --> 00:00:06.000]  曾經講及到彼得前書的信息
[00:00:06.000 --> 00:00:08.440]  我們說我們屬神的人
[00:00:08.440 --> 00:00:11.320]  是被揀選的族類
[00:00:11.320 --> 00:00:12.680]  我們這個群體
[00:00:12.680 --> 00:00:15.480]  是一群被揀選的群體
[00:00:15.480 --> 00:00:17.840]  是為叫我們能夠可以
[00:00:17.840 --> 00:00:21.680]  傳揚、宣揚那召我們出黑暗
[00:00:21.680 --> 00:00:25.400]  入奇妙光明者的美德
[00:00:25.400 --> 00:00:28.880]  是為叫我們能夠見證主耶穌
[00:00:28.880 --> 00:00:31.240]  也都能夠在不同的崗位當中
[00:00:31.240 --> 00:00:33.640]  作祂的見證
[00:00:33.640 --> 00:00:36.360]  當我們說要作見證的時候
[00:00:36.360 --> 00:00:39.240]  其實就是在說我們的生命
[00:00:39.240 --> 00:00:42.240]  在說我們聖潔的生命
[00:00:42.240 --> 00:00:44.160]  有人以為基督徒說聖潔生命
[00:00:44.160 --> 00:00:48.000]  一定是在說要躲藏在某些修道院
[00:00:48.000 --> 00:00:50.720]  要不沾染世界
[00:00:50.720 --> 00:00:53.000]  這樣就是聖潔了
[00:00:53.000 --> 00:00:54.560]  但聖經說到聖潔的時候
[00:00:54.560 --> 00:00:59.720]  上上將聖潔生命連繫在作見證
[00:00:59.720 --> 00:01:02.600]  因此作見證和聖潔的生命
[00:01:02.600 --> 00:01:06.080]  其實就是一個前輩的兩面
[00:01:06.080 --> 00:01:08.080]  要能夠真是作見證
[00:01:08.080 --> 00:01:11.760]  就讓這個聖潔生命具體地活出來
[00:01:11.760 --> 00:01:14.160]  就是你的見證
[00:01:14.160 --> 00:01:16.080]  在生活行為上
[00:01:16.080 --> 00:01:18.920]  可以具體地活出聖潔的生命
[00:01:18.920 --> 00:01:21.200]  就是你的見證
[00:01:21.200 --> 00:01:24.000]  因此你發覺當我們說到在崗位上
[00:01:24.000 --> 00:01:25.600]  無論你是工作崗位
[00:01:25.600 --> 00:01:26.440]  或者家庭
[00:01:26.440 --> 00:01:28.400]  或者其他的崗位
[00:01:28.400 --> 00:01:30.360]  要能夠可以活出那個
[00:01:30.360 --> 00:01:34.400]  被揀選的族類的見證
[00:01:34.400 --> 00:01:37.080]  就是讓你的聖潔的本質
[00:01:37.080 --> 00:01:39.080]  能夠可以具體地
[00:01:39.080 --> 00:01:42.680]  在生活上表達出來
[00:01:42.680 --> 00:01:45.600]  所以你發覺當我們讀到聖經的舊約
[00:01:45.600 --> 00:01:47.560]  你未記十九章
[00:01:47.560 --> 00:01:49.560]  其實都是近期華人教會
[00:01:49.560 --> 00:01:51.240]  在全世界不同地方
[00:01:51.240 --> 00:01:54.240]  常常談論的一章經文
[00:01:54.240 --> 00:01:55.560]  這章經文裏面
[00:01:55.560 --> 00:01:57.960]  是藏著非常之重要的
[00:01:57.960 --> 00:02:02.760]  是基督徒誠信生活的屬靈的原則
[00:02:02.760 --> 00:02:04.760]  你可以看到就是整本聖經
[00:02:04.760 --> 00:02:07.080]  有關基督徒的誠信
[00:02:07.080 --> 00:02:09.360]  生命的一個取向
[00:02:09.360 --> 00:02:11.720]  和各方面的原則
[00:02:11.720 --> 00:02:16.760]  都是大部分基於你未記十九章
[00:02:16.760 --> 00:02:19.560]  所以你有機會小心讀這篇聖經
[00:02:19.560 --> 00:02:21.560]  你就會掌握到
[00:02:21.560 --> 00:02:22.920]  明白到
[00:02:22.920 --> 00:02:25.800]  究竟基督徒在世上的聖潔生活
[00:02:25.800 --> 00:02:27.920]  是甚麼意思
[00:02:27.920 --> 00:02:31.600]  而我們今天就嘗試去看這章聖經
[00:02:31.600 --> 00:02:34.240]  去理解其中的屬靈原則
[00:02:34.240 --> 00:02:35.520]  我們未必能夠講述到
[00:02:35.520 --> 00:02:38.760]  很多我們個別的處境
[00:02:38.760 --> 00:02:41.680]  但求聖靈讓我們明白聖經之後
[00:02:41.680 --> 00:02:43.360]  就體會這些經文
[00:02:43.360 --> 00:02:45.440]  如何在我們的處境當中
[00:02:45.440 --> 00:02:48.120]  可以實踐出來
[00:02:48.120 --> 00:02:53.560]  我們首先看聖經第十九章第二節
[00:02:53.560 --> 00:02:55.040]  十九章第二節
[00:02:55.040 --> 00:02:57.840]  「你要告訴以色列全體的會眾
[00:02:57.840 --> 00:02:59.240]  對他們說
[00:02:59.240 --> 00:03:01.840]  你們要分別為聖
[00:03:01.840 --> 00:03:06.640]  因為我耶和華你們的神是聖潔的」
[00:03:06.640 --> 00:03:07.560]  聖經提到
[00:03:07.560 --> 00:03:09.720]  原來我們過聖潔的生活
[00:03:09.720 --> 00:03:12.440]  分別為聖有一個原因
[00:03:12.440 --> 00:03:14.760]  也是最核心的原因
[00:03:14.760 --> 00:03:21.280]  聖經說「因為我耶和華你們的神是聖潔的」
[00:03:21.280 --> 00:03:24.080]  是因為我們的上帝是聖潔的
[00:03:24.080 --> 00:03:27.960]  所以我們理當過聖潔的生活
[00:03:27.960 --> 00:03:29.840]  不是某些聖人
[00:03:29.840 --> 00:03:32.080]  他們有一個專責
[00:03:32.080 --> 00:03:34.120]  要去過聖潔的生活
[00:03:34.120 --> 00:03:37.680]  是所有屬神的人都應該如此
[00:03:37.680 --> 00:03:38.840]  為甚麼?
[00:03:38.840 --> 00:03:41.760]  因為聖經提到神揀選我們
[00:03:41.760 --> 00:03:45.560]  祂揀選我們讓我們成為聖潔
[00:03:45.560 --> 00:03:48.920]  不是我們憑著自己得到聖潔
[00:03:48.920 --> 00:03:50.600]  是祂揀選我們之後
[00:03:50.600 --> 00:03:51.800]  拯救我們
[00:03:51.800 --> 00:03:54.440]  就讓我們成為聖潔
[00:03:54.440 --> 00:03:57.120]  大家或者去看二十章
[00:03:57.120 --> 00:04:02.840]  旁邊的二十章第八節
[00:04:02.840 --> 00:04:05.440]  二十章第八節
[00:04:05.440 --> 00:04:08.240]  「你們要謹守遵行我的律例
[00:04:08.240 --> 00:04:11.600]  我是叫你們成聖的耶和華
[00:04:11.600 --> 00:04:13.600]  我讀了和合本
[00:04:13.600 --> 00:04:15.240]  我再看新業本
[00:04:15.240 --> 00:04:17.760]  你們要謹守遵行我的律例
[00:04:17.760 --> 00:04:22.000]  我是使你們分別為聖的耶和華」
[00:04:22.000 --> 00:04:25.240]  或者你再看二十一章第八節
[00:04:25.240 --> 00:04:28.000]  也是第八節
[00:04:28.000 --> 00:04:29.080]  新業本
[00:04:29.080 --> 00:04:32.640]  「所以你要使祂分別為聖
[00:04:32.640 --> 00:04:36.320]  因為祂把食物獻給你的神
[00:04:36.320 --> 00:04:38.520]  你要以祂為聖
[00:04:38.520 --> 00:04:43.880]  因為我耶和華使你們分別為聖的
[00:04:43.880 --> 00:04:46.240]  是聖潔的」
[00:04:46.240 --> 00:04:47.080]  聖經多次
[00:04:47.080 --> 00:04:48.520]  如果你要小心一看的時候
[00:04:48.520 --> 00:04:49.680]  也不斷說
[00:04:49.680 --> 00:04:54.800]  不是我們自己去造成自己的聖潔
[00:04:54.800 --> 00:04:57.480]  是神使我們成為聖潔
[00:04:57.480 --> 00:04:58.920]  是神的工作
[00:04:58.920 --> 00:05:01.560]  是當祂和我們建立了關係
[00:05:01.560 --> 00:05:03.680]  我們就成為聖潔
[00:05:03.680 --> 00:05:04.280]  很明顯
[00:05:04.280 --> 00:05:06.200]  這位上帝是聖潔的
[00:05:06.200 --> 00:05:10.720]  祂不可以和污穢的人建立關係
[00:05:10.720 --> 00:05:13.880]  黑暗是不可以靠近光明的
[00:05:13.880 --> 00:05:15.440]  神要與人建立關係
[00:05:15.440 --> 00:05:18.880]  所以祂首先做的是潔淨我們
[00:05:18.880 --> 00:05:22.720]  以致我們可以和祂建立關係
[00:05:22.720 --> 00:05:23.280]  但你說
[00:05:23.280 --> 00:05:25.960]  當我們繼續過聖潔的生活的時候
[00:05:25.960 --> 00:05:26.920]  是做什麼呢?
[00:05:26.920 --> 00:05:31.080]  怎麼可以能夠保持著這種聖潔呢?
[00:05:31.080 --> 00:05:32.160]  有人以為
[00:05:32.160 --> 00:05:35.480]  是按照聖經的規條遵守
[00:05:35.480 --> 00:05:37.280]  所以我們很多時候會提及
[00:05:37.280 --> 00:05:39.560]  有些非教徒認為
[00:05:39.560 --> 00:05:42.480]  教會裏面有很多Do's and Don'ts
[00:05:42.480 --> 00:05:45.600]  很多准許的、不准許的規條
[00:05:45.600 --> 00:05:46.920]  以為守住規條
[00:05:46.920 --> 00:05:49.560]  我們就會成為聖潔
[00:05:49.560 --> 00:05:52.840]  但聖經從來沒有說到
[00:05:52.840 --> 00:05:56.320]  我們靠守規條就能夠成為聖潔
[00:05:56.320 --> 00:05:58.120]  舊約清楚讓我們知道
[00:05:58.120 --> 00:06:02.200]  人不能夠靠自己守規條
[00:06:02.200 --> 00:06:05.200]  因此仍然回到它的關係
[00:06:05.200 --> 00:06:09.240]  當我們知道去信賴這位主
[00:06:09.240 --> 00:06:11.840]  我們心裏面依靠祂
[00:06:11.840 --> 00:06:12.720]  敬畏祂
[00:06:12.720 --> 00:06:14.400]  仰望祂的幫助
[00:06:14.400 --> 00:06:19.080]  就能夠繼續保持自己在聖潔當中
[00:06:19.080 --> 00:06:20.480]  當你繼續留心
[00:06:20.480 --> 00:06:22.800]  保持你與神之間的關係
[00:06:22.800 --> 00:06:26.320]  你就繼續在聖潔的生命裏面
[00:06:26.320 --> 00:06:26.960]  所以你會發覺
