
[00:00:00.000 --> 00:00:05.440]  提摩塔後宣雖然很短,但我們說是非常寶貴和精彩
[00:00:05.440 --> 00:00:08.320]  有兩個原因,我一直提到
[00:00:08.320 --> 00:00:12.320]  第一個原因是因為這是保羅的臨終遺言
[00:00:12.320 --> 00:00:15.120]  一個這麼偉大的信徒快要死了
[00:00:15.120 --> 00:00:19.600]  他留下什麼說話告訴提摩塔,當然也告訴你和我
[00:00:19.600 --> 00:00:25.040]  我覺得一定是很寶貴,所以我特別和大家一起去找找這本書裏
[00:00:25.040 --> 00:00:28.080]  保羅給我們最重要的祝福是什麼
[00:00:28.080 --> 00:00:34.960]  第二個原因是因為提摩塔後宣從當時的內容和歷史的情況
[00:00:34.960 --> 00:00:39.280]  雖然是2000年前寫的東西,但其實很現代
[00:00:39.280 --> 00:00:43.200]  因為提摩塔後宣所面對的社會
[00:00:43.200 --> 00:00:45.760]  差不多好像我們每天都看新聞一樣
[00:00:45.760 --> 00:00:51.440]  在一個什麼樣的社會呢?按照提摩塔後宣所描述的世界就是一個失控的世界
[00:00:51.440 --> 00:00:54.880]  很共鳴,失控的世界
[00:00:54.880 --> 00:01:00.960]  令人越來越失望的世界,甚至到一個地步是玻璃裏的世界
[00:01:00.960 --> 00:01:06.400]  這就是提摩塔後宣所面對的世界,亦都是今天你和我所面對的世界
[00:01:06.400 --> 00:01:10.880]  所以我們要留心看看提摩塔後宣保羅怎樣告訴我們
[00:01:10.880 --> 00:01:18.240]  神透過他怎樣提醒我們仍然可以裝備自己作為基督徒在這樣的世界裏繼續向前行
[00:01:18.240 --> 00:01:20.560]  這就是我們的心意
[00:01:20.560 --> 00:01:24.320]  今天我們來到最後一次,第三個主題的時候
[00:01:24.320 --> 00:01:32.720]  我想和大家一起思想整卷提摩塔後書一個很重要的秘訣
[00:01:32.720 --> 00:01:38.240]  保羅一路寫的時候,他表現出一種秘訣
[00:01:38.240 --> 00:01:40.800]  那是什麼呢?一種做人的秘訣
[00:01:40.800 --> 00:01:46.960]  這個做人的秘訣就是保羅看到每一個人,包括他自己在內
[00:01:46.960 --> 00:01:51.760]  都好像你和我一樣,在人世間有高有低,有得有失
[00:01:51.760 --> 00:01:56.480]  有時平順些,有時困難些,人人都會這樣
[00:01:56.480 --> 00:02:02.800]  不過作為一個基督徒,有一樣東西是那些不信的人沒有的
[00:02:02.800 --> 00:02:05.840]  就是有神,那有神有什麼特別呢?
[00:02:05.840 --> 00:02:13.360]  因為如果是這樣的話,保羅說我們就可以除了從一個人的體會和角度去理解我們人生之外
[00:02:13.360 --> 00:02:18.480]  我們就可以不斷從一個不同的角度,不同的層面去看
[00:02:18.480 --> 00:02:23.360]  就是說有神的時候,我們可以有一種不同的看法
[00:02:23.360 --> 00:02:28.560]  而保羅經常借用這種看法,雖然人生如此
[00:02:28.560 --> 00:02:34.000]  但是他可以不同看法,他可以看到不同的東西,得到不同的結果
[00:02:34.000 --> 00:02:39.200]  這個真的是一個很重要的秘訣和祝福
[00:02:39.200 --> 00:02:45.520]  如果作為一個基督徒,像保羅一樣,我們有神,我們可以這樣看人生,但是我們沒有用到
[00:02:45.520 --> 00:02:49.760]  這是一個很大的損失,你枉信耶穌
[00:02:49.760 --> 00:02:56.800]  因為神已經給了這麼大的機會,這些是世界上最聰明的人都未必能夠看到的
[00:02:56.800 --> 00:03:01.840]  因為最聰明的人如果沒有神的話,他只不過是一個在平面裡面看
[00:03:01.840 --> 00:03:06.480]  他可以看事情看得很精彩,但是他看不到另外一個層面
[00:03:06.480 --> 00:03:11.600]  保羅說我看到另外一個層面的時候,看到一幅完全不同的圖畫
[00:03:11.600 --> 00:03:14.400]  一個完全不同的人生的體會
[00:03:14.400 --> 00:03:19.920]  說完這個大的方向,我們當然要落實,看看保羅說了什麼
[00:03:19.920 --> 00:03:26.320]  所以第一個部分,我想用一個很簡單的主題和大家說,叫做看見
[00:03:26.320 --> 00:03:33.600]  保羅看到什麼呢?我們試一下從幾個角度去理解保羅告訴我們他看到什麼
[00:03:33.600 --> 00:03:41.600]  怎樣不同,首先我們說,正如每一個人一樣,我們每天的生活都被人看
[00:03:41.600 --> 00:03:47.360]  不是我們看的,是別人看我們,評價我們,他們怎麼看我們
[00:03:47.360 --> 00:03:54.800]  這當然也影響了我們怎麼看自己,這是不可逃避的,當然會這樣
[00:03:54.800 --> 00:04:00.480]  保羅一樣,保羅說,人們怎麼看我,其實都會影響的
[00:04:00.480 --> 00:04:06.240]  每一個人都是人,保羅說,人們怎麼看他呢?
[00:04:06.240 --> 00:04:12.000]  我曾經和大家提過一下,今天我想和大家再深入看一點
[00:04:12.000 --> 00:04:20.720]  保羅說,人們覺得我是羞恥的,哇,保羅也有被人看不起的時間嗎?有
[00:04:20.720 --> 00:04:26.080]  我們看過,在提摩太后書的第一章,只有一章裡面
[00:04:26.080 --> 00:04:31.840]  保羅重複了四次用羞恥這個字來描述他自己
[00:04:31.840 --> 00:04:40.640]  就是說,人們覺得我是羞恥的,一章八節,一章十二節,一章十六節,四次
[00:04:40.640 --> 00:04:44.320]  就是說保羅其實很入心的,這樣的傷害
[00:04:44.320 --> 00:04:49.200]  那你說,保羅也有人覺得他羞恥,保羅很偉大的
[00:04:49.200 --> 00:04:57.120]  你和我是基督徒,當然覺得他偉大,但我們看回2000年前保羅生活的時候
[00:04:57.120 --> 00:05:00.640]  周圍的人怎麼看他呢?周圍的猶太人怎麼看他呢?
[00:05:00.640 --> 00:05:05.200]  我們從歷史都可以知道,其實周圍的猶太人是很不喜歡他的
[00:05:05.200 --> 00:05:14.080]  從保羅的人生,保羅本來是少年得志,大家很看好他作為猶太教的領袖
[00:05:14.080 --> 00:05:23.760]  年輕人,前途無限,每個人都看著他,希望他可以帶著猶太教來吐氣揚眉
[00:05:23.760 --> 00:05:29.120]  誰知道就在大馬士革的路上,復活的主,擋不住他
[00:05:29.120 --> 00:05:33.200]  整個人改了他,180度變成要傳揚耶穌
[00:05:33.200 --> 00:05:40.480]  所以對於當時那些看好他,和很A級,能夠帶領的猶太人來說
[00:05:40.480 --> 00:05:46.720]  對於他的朋友,他的族群來說,保羅是一個羞恥
[00:05:46.720 --> 00:05:51.680]  對於他們來說,這個人本來可以很好的,為什麼這麼沒出息
[00:05:51.680 --> 00:05:55.040]  現在要傳那個,那個是很羞辱的
[00:05:55.040 --> 00:06:01.040]  對於猶太人來說,釘在十字架上的耶穌,差不多連衣服都被人脫了
[00:06:01.040 --> 00:06:07.200]  是極大的羞辱,你做不做現在,本來很好的前途,你現在轉去傳揚
[00:06:07.200 --> 00:06:11.680]  到處告訴別人,那個才是真正值得敬拜的那個
[00:06:11.680 --> 00:06:15.600]  所以對於很多猶太人來說,保羅是一個羞恥
[00:06:15.600 --> 00:06:19.920]  為什麼會搞成這樣,這個保羅很清楚說到的
[00:06:19.920 --> 00:06:24.000]  因為你看見第一章剛才說有四次提到羞恥
[00:06:24.000 --> 00:06:30.240]  四次裡面有兩次說因為我傳耶穌,因為我奉派傳道
[00:06:30.240 --> 00:06:34.080]  我為耶穌做見證的時候,都覺得我羞恥
[00:06:34.080 --> 00:06:39.200]  還有兩次更重要的,就是保羅提到我坐牢
[00:06:39.200 --> 00:06:43.040]  我相信那些人心目中說,保羅你真是折墮了
[00:06:43.040 --> 00:06:47.680]  保羅很好,現在搞到要傳耶穌,還傳到最後坐牢
[00:06:47.680 --> 00:06:50.960]  連命都沒有了,這是不是很差呢
[00:06:50.960 --> 00:06:56.320]  所以很多人因為這樣的緣故,對於他說很羞恥
[00:06:56.320 --> 00:07:00.000]  一想起你真是羞恥,保羅感覺到嗎?感覺到
[00:07:00.000 --> 00:07:01.760]  知不知道呢?當然知道
[00:07:01.760 --> 00:07:06.880]  老實說,你和我都在人生中不斷被人有不同的評價
[00:07:06.880 --> 00:07:10.720]  有時別人讚我胖,有時別人會批評你
[00:07:10.720 --> 00:07:12.960]  都不至於覺得你是羞恥
[00:07:12.960 --> 00:07:15.600]  保羅可以到這個地步
[00:07:15.600 --> 00:07:18.800]  好了,現在我們看看保羅怎麼轉
[00:07:18.800 --> 00:07:24.560]  他看到些什麼,他除了看到別人對他覺得羞恥之外
[00:07:24.560 --> 00:07:27.040]  他還看到另外一個角度
[00:07:27.760 --> 00:07:29.040]  我們怎麼知道呢?
[00:07:29.040 --> 00:07:32.720]  因為那四次保羅提到別人覺得他羞恥的時候
[00:07:32.720 --> 00:07:35.360]  都用一個否定的字眼來說
[00:07:35.360 --> 00:07:38.240]  譬如一章八字很典型,說了兩次
[00:07:38.240 --> 00:07:42.720]  他說我是不會覺得羞恥的
[00:07:42.720 --> 00:07:48.400]  別人覺得我羞恥,我為耶穌作見證的時候
[00:07:48.400 --> 00:07:50.560]  我是不會覺得羞恥的
[00:07:50.560 --> 00:07:54.400]  也不要因為我這個被囚的
[00:07:54.400 --> 00:07:58.400]  被人鎖住鎖鏈的人作為受制
[00:07:58.400 --> 00:08:00.160]  不會,不會,不會
[00:08:00.160 --> 00:08:07.200]  當保羅用一個否定的字眼來回應別人對他的評價的時候
[00:08:07.200 --> 00:08:10.960]  保羅不只是主觀,很頑固的
[00:08:10.960 --> 00:08:12.960]  你不就說關我什麼事
[00:08:12.960 --> 00:08:14.720]  你有你說,我有我做人
[00:08:14.720 --> 00:08:18.560]  不是,而是保羅有一個更加深入的力量在
[00:08:18.560 --> 00:08:19.520]  那是什麼呢?
[00:08:19.520 --> 00:08:22.720]  就是保羅說我知道我現在在做什麼
[00:08:22.720 --> 00:08:26.560]  我知道我現在走的路是怎麼樣的
[00:08:26.560 --> 00:08:30.080]  因為我是一個被呼召的人
[00:08:30.080 --> 00:08:31.200]  你見到嗎?
[00:08:31.200 --> 00:08:33.760]  那個理由就是說我為什麼不覺得羞恥
[00:08:33.760 --> 00:08:36.800]  因為我是為主作見證的
[00:08:36.800 --> 00:08:40.160]  為什麼別人覺得我羞恥,我不會覺得羞恥
[00:08:40.160 --> 00:08:44.000]  因為我是奉神派我去傳道的
[00:08:44.000 --> 00:08:44.960]  你明白嗎?
[00:08:44.960 --> 00:08:48.800]  這個就是保羅那種不同的角度
[00:08:48.800 --> 00:08:54.560]  我們剛才說保羅因為他知道自己的人生有個方向
[00:08:54.560 --> 00:08:56.560]  他知道自己要做什麼
[00:08:56.560 --> 00:08:58.960]  這是一個呼召的人生
[00:08:58.960 --> 00:09:07.040]  呼召的人生對比一般我們說應付式的人生
[00:09:07.040 --> 00:09:08.320]  Driven life
[00:09:08.320 --> 00:09:11.680]  應付式的人生就像很多人一樣
[00:09:11.680 --> 00:09:13.120]  每天起床的時候
[00:09:13.120 --> 00:09:15.680]  過的生活就是周圍的人決定他的
[00:09:15.840 --> 00:09:18.080]  回辦公室的時候怎麼看待他的人
[00:09:18.080 --> 00:09:22.080]  做什麼,成不成功,能不能做到那些生意
[00:09:22.080 --> 00:09:25.440]  或者在家裡人家怎麼對待他
[00:09:25.440 --> 00:09:28.240]  總之這個世界會變成怎樣
[00:09:28.240 --> 00:09:30.240]  每一件發生的事情
[00:09:30.240 --> 00:09:33.760]  因為他沒有另外一個角度去看待自己的時候
[00:09:33.760 --> 00:09:36.720]  每天就是這樣去應付
[00:09:36.720 --> 00:09:38.960]  你應付這個世界的時候
[00:09:38.960 --> 00:09:41.520]  這個世界對你的評價
[00:09:41.520 --> 00:09:44.240]  就是決定你快不快樂
[00:09:44.240 --> 00:09:45.920]  決定你怎麼看待自己
[00:09:45.920 --> 00:09:47.920]  決定你覺得自己有沒有價值
[00:09:47.920 --> 00:09:50.800]  但是保羅不是
[00:09:50.800 --> 00:09:53.520]  保羅是一個呼召的人生
[00:09:53.520 --> 00:09:55.120]  他呼召的時候
[00:09:55.120 --> 00:09:56.720]  他有個妄想去
[00:09:56.720 --> 00:10:00.080]  他看到原來神要求他這麼做
[00:10:00.080 --> 00:10:04.960]  他按照神的計劃走上這條路的時候
[00:10:04.960 --> 00:10:07.920]  終然最後被人鎖在監獄裡
[00:10:07.920 --> 00:10:08.960]  連命都沒了
[00:10:08.960 --> 00:10:11.120]  但是他不會覺得羞恥
[00:10:11.840 --> 00:10:14.320]  這個就是不同的角度
[00:10:14.320 --> 00:10:15.520]  大家明白了
[00:10:15.520 --> 00:10:17.360]  在不同的角度裡面
[00:10:17.360 --> 00:10:19.840]  完全得到不同的結果
[00:10:19.840 --> 00:10:24.160]  剛剛說到第八節說了兩次羞恥
[00:10:24.160 --> 00:10:27.840]  保羅都能夠從另外一個角度去看待自己的時候
[00:10:27.840 --> 00:10:28.960]  第九節
[00:10:28.960 --> 00:10:30.000]  再進一步
[00:10:30.000 --> 00:10:31.200]  我們剛才說
[00:10:31.200 --> 00:10:33.120]  人們怎麼看待你
[00:10:33.120 --> 00:10:35.520]  很多時候影響你怎麼看待自己
[00:10:35.520 --> 00:10:36.320]  是不是
[00:10:36.320 --> 00:10:39.760]  第九節就是回應這件事
[00:10:39.760 --> 00:10:41.760]  第九節說
[00:10:41.760 --> 00:10:45.520]  我神救了我
[00:10:45.520 --> 00:10:49.200]  用他的聖召去呼召我
[00:10:49.200 --> 00:10:53.600]  不是按照我的行為
[00:10:53.600 --> 00:10:55.840]  就是說我的表現
[00:10:55.840 --> 00:10:58.480]  我做得好不好
[00:10:58.480 --> 00:10:59.600]  沒錯
[00:10:59.600 --> 00:11:01.840]  我作為人有時候做得好有時候做不好
[00:11:01.840 --> 00:11:05.120]  不過保羅的眼光越過了
[00:11:05.120 --> 00:11:06.800]  又不停留在這裡
[00:11:06.800 --> 00:11:08.800]  他說我怎麼看待我自己
[00:11:09.200 --> 00:11:12.000]  好像保羅曾經在哥林多後書說過
[00:11:12.000 --> 00:11:14.320]  我連人怎麼看待我
[00:11:14.320 --> 00:11:15.280]  我不介意
[00:11:15.280 --> 00:11:17.680]  我連自己都不評價我自己
[00:11:17.680 --> 00:11:19.760]  評價我的只有一位
[00:11:19.760 --> 00:11:21.040]  就是神
[00:11:21.040 --> 00:11:22.400]  神看我怎麼樣
[00:11:22.400 --> 00:11:23.680]  這個才是最重要的
[00:11:23.680 --> 00:11:25.520]  他的價值是這樣的
[00:11:25.520 --> 00:11:26.560]  來決定
[00:11:26.560 --> 00:11:28.880]  在這裡和保羅說了一句話
[00:11:28.880 --> 00:11:33.840]  因為我自己不是憑著我能夠做到什麼
[00:11:33.840 --> 00:11:36.560]  來覺得我有沒有價值
[00:11:36.560 --> 00:11:38.080]  有沒有尊嚴
[00:11:38.080 --> 00:11:39.360]  而是因為什麼
[00:11:39.360 --> 00:11:41.920]  我是神自己
[00:11:41.920 --> 00:11:42.800]  接著下去
[00:11:42.800 --> 00:11:47.040]  神按照他自己的計劃和恩典
[00:11:47.040 --> 00:11:48.480]  來到這裡
[00:11:48.480 --> 00:11:51.920]  是神自己的計劃和恩典
[00:11:51.920 --> 00:11:53.440]  還有這個恩典
[00:11:53.440 --> 00:11:54.720]  再加上去
[00:11:54.720 --> 00:11:58.560]  在萬世以前在耶穌裡面馳名
[00:11:58.560 --> 00:12:04.320]  一切都是神自己為我準備的
[00:12:04.320 --> 00:12:05.760]  如果我們剛才說
[00:12:05.760 --> 00:12:08.320]  保羅有一個枯燥的人生
[00:12:08.320 --> 00:12:11.120]  看到不同的圖畫的話
[00:12:11.120 --> 00:12:14.720]  這裡保羅有一個恩典的人生
[00:12:14.720 --> 00:12:16.240]  他看他的生命
[00:12:16.240 --> 00:12:18.240]  純粹是神自己
[00:12:18.240 --> 00:12:20.080]  沒有保羅我都沒有出生
[00:12:20.080 --> 00:12:21.600]  萬世以前
[00:12:21.600 --> 00:12:24.000]  保羅還沒有出生
[00:12:24.000 --> 00:12:26.000]  神已經為我計劃好
[00:12:26.000 --> 00:12:26.960]  賜給我
[00:12:26.960 --> 00:12:27.840]  我現在的人生
[00:12:27.840 --> 00:12:29.440]  我應該這樣看的時候
[00:12:29.440 --> 00:12:30.720]  如果我做得好
[00:12:30.720 --> 00:12:31.360]  我叻
[00:12:31.360 --> 00:12:32.320]  牙刷什麼
[00:12:32.320 --> 00:12:33.200]  什麼牙刷
[00:12:33.200 --> 00:12:35.200]  全是恩典給我的
[00:12:35.200 --> 00:12:37.200]  如果我今天下到這個地步
[00:12:37.200 --> 00:12:38.720]  人們說你真的折墮了
[00:12:38.720 --> 00:12:40.320]  搞到這樣遭遇
[00:12:40.320 --> 00:12:42.000]  我怕什麼
