
[00:00:00.000 --> 00:00:04.020]  今天我們也思想一段相當嚴厲的經文
[00:00:04.020 --> 00:00:05.800]  對神的敬畏
[00:00:05.800 --> 00:00:08.820]  1973年、1974年這兩年
[00:00:08.820 --> 00:00:11.600]  在我生命裏面發生了兩件事
[00:00:11.600 --> 00:00:15.100]  給我很深刻的反省
[00:00:15.100 --> 00:00:18.360]  一直到現在我都很難忘記
[00:00:18.360 --> 00:00:21.480]  我想開始講到之前和大家分享
[00:00:21.480 --> 00:00:24.200]  第一件是關於我自己
[00:00:24.200 --> 00:00:28.680]  第二件是關於我身邊一個人
[00:00:28.680 --> 00:00:30.680]  先講我自己
[00:00:30.680 --> 00:00:35.960]  在1974年我自己在中文大學開始讀研究院
[00:00:35.960 --> 00:00:43.760]  也是當時的一個物理系的Tutor那些助教
[00:00:43.760 --> 00:00:48.360]  我那時候也是信了主幾年的時間
[00:00:48.360 --> 00:00:50.720]  很愛主、很熱心
[00:00:50.720 --> 00:00:52.720]  尤其是1973年
[00:00:52.720 --> 00:00:54.720]  講回歷史可能你會知道
[00:00:54.720 --> 00:00:56.720]  有我差不多的年紀
[00:00:56.720 --> 00:01:02.480]  1973年就是中文大學的團契剛剛成立的時間
[00:01:02.480 --> 00:01:07.960]  三間本來分開的新亞聯合和崇基學院的團契都取消
[00:01:07.960 --> 00:01:09.960]  合併成為中文大學
[00:01:09.960 --> 00:01:15.560]  我就是第一屆中文大學團契的其中一個籌委
[00:01:15.560 --> 00:01:17.560]  我是做零修補
[00:01:17.560 --> 00:01:28.120]  我負責第一年全香港的福音學生大專下令會的主席
[00:01:28.120 --> 00:01:30.600]  所以這些工作相當相當的多
[00:01:30.600 --> 00:01:31.840]  大家可以想像
[00:01:31.840 --> 00:01:33.840]  所以我忙到不得了
[00:01:33.840 --> 00:01:35.840]  我在教會有侍奉
[00:01:35.840 --> 00:01:37.840]  在大專團契有侍奉
[00:01:37.840 --> 00:01:41.280]  同時我在讀研究院寫我的碩士論文
[00:01:41.280 --> 00:01:43.280]  也做了Tutor
[00:01:43.280 --> 00:01:44.080]  這個是必須要的
[00:01:44.080 --> 00:01:46.080]  一定要做這個助教
[00:01:46.080 --> 00:01:51.200]  那一年我做助教
[00:01:51.200 --> 00:01:54.200]  然後我發覺原來要做助教
[00:01:54.200 --> 00:01:56.200]  有一樣東西是必須要做的
[00:01:56.200 --> 00:01:57.280]  沒有選擇的
[00:01:57.280 --> 00:02:03.080]  就是幫忙改這些考中文大學入學士的卷
[00:02:03.080 --> 00:02:07.920]  原來你們入中大那些卷是我們改的
[00:02:07.920 --> 00:02:11.080]  物理系當然是改物理學的卷
[00:02:11.080 --> 00:02:14.720]  長鷹很偉大
[00:02:14.720 --> 00:02:16.720]  流水作業的
[00:02:16.720 --> 00:02:21.720]  大家知道每年數以千萬計的學生都有考物理卷
[00:02:21.720 --> 00:02:25.160]  那些所有考中文大學的物理卷就是我們改的
[00:02:25.160 --> 00:02:28.160]  每個人負責改一條
[00:02:28.160 --> 00:02:31.640]  就是坐在整個大會堂那裡
[00:02:31.640 --> 00:02:34.480]  所有助教圍著一圈
[00:02:34.480 --> 00:02:36.040]  每個人負責一條
[00:02:36.040 --> 00:02:41.320]  於是整個卷一度拿來就好像流水作業那樣
[00:02:41.320 --> 00:02:43.880]  如果我舉例子
[00:02:43.880 --> 00:02:45.400]  我忘了改第幾條
[00:02:45.400 --> 00:02:46.400]  例如我舉第五條
[00:02:46.400 --> 00:02:47.400]  我改第五條
[00:02:47.400 --> 00:02:49.400]  一到有第五條就交給我
[00:02:49.400 --> 00:02:51.400]  我就改完就交到隔離
[00:02:51.400 --> 00:02:53.400]  沒有第五條就交到隔離
[00:02:53.400 --> 00:02:55.400]  就好像機器一樣不停地做
[00:02:55.400 --> 00:02:59.800]  數以千萬計的卷不停地改
[00:02:59.800 --> 00:03:01.800]  我就很討厭這種工作
[00:03:01.800 --> 00:03:04.800]  第一我這個人很喜歡有變化
[00:03:04.800 --> 00:03:06.800]  改卷是最沒有變化的
[00:03:06.800 --> 00:03:07.480]  沒有意思的
[00:03:07.480 --> 00:03:09.000]  當然沒有薪水給
[00:03:09.000 --> 00:03:10.480]  因為你是工作的一部分
[00:03:10.480 --> 00:03:11.480]  改又不行
[00:03:11.480 --> 00:03:13.480]  而且那時候我忙到不得了
[00:03:13.480 --> 00:03:15.480]  真的教會團契的時候
[00:03:15.480 --> 00:03:16.480]  睡都沒得睡
[00:03:16.480 --> 00:03:18.480]  那時候開會到那個地步
[00:03:18.480 --> 00:03:19.480]  花了半夜
[00:03:19.480 --> 00:03:20.480]  因為你知道將三個團契
[00:03:20.480 --> 00:03:22.480]  合併有很多人事的問題
[00:03:22.480 --> 00:03:23.480]  有很多安排的問題
[00:03:23.480 --> 00:03:24.480]  怎麼安排
[00:03:24.480 --> 00:03:25.480]  很多很多的東西
[00:03:25.480 --> 00:03:28.480]  所以我很不喜歡那段時間
[00:03:28.480 --> 00:03:31.480]  所以每次我在那裡做改卷的時候
[00:03:31.480 --> 00:03:33.480]  我就加速完成
[00:03:33.480 --> 00:03:34.480]  我想是很快的
[00:03:34.480 --> 00:03:36.480]  我一拿到卷第五條
[00:03:36.480 --> 00:03:38.480]  有的就改了
[00:03:38.480 --> 00:03:39.480]  隔離就改
[00:03:39.480 --> 00:03:40.480]  很快的
[00:03:40.480 --> 00:03:43.480]  果然我是全部人裡面
[00:03:43.480 --> 00:03:45.480]  改得最快的那個
[00:03:45.480 --> 00:03:46.480]  超速完成
[00:03:46.480 --> 00:03:47.480]  其他還沒改完
[00:03:47.480 --> 00:03:48.480]  我已經快完了
[00:03:48.480 --> 00:03:50.480]  趕快去吃兩口飯
[00:03:50.480 --> 00:03:51.480]  接著就去開會
[00:03:51.480 --> 00:03:53.480]  接著開到半夜都不用睡覺
[00:03:53.480 --> 00:03:55.480]  因為團契的工作太多
[00:03:55.480 --> 00:03:58.480]  過了兩三個星期之後
[00:03:58.480 --> 00:04:00.480]  有一天我收到一張紙
[00:04:00.480 --> 00:04:03.480]  是我系主任叫我去辦公室
[00:04:03.480 --> 00:04:05.480]  和他聊聊天
[00:04:05.480 --> 00:04:07.480]  我進去他的辦公室
[00:04:07.480 --> 00:04:09.480]  我還記得是系主任坐在那裡
[00:04:09.480 --> 00:04:10.480]  是胖子
[00:04:10.480 --> 00:04:12.480]  現在退休了
[00:04:12.480 --> 00:04:13.480]  坐在那裡
[00:04:13.480 --> 00:04:16.480]  在旁邊就等了一疊這麼高的卷
[00:04:16.480 --> 00:04:18.480]  他坐下
[00:04:18.480 --> 00:04:20.480]  他說溫偉耀
[00:04:20.480 --> 00:04:22.480]  這一疊卷
[00:04:22.480 --> 00:04:25.480]  都是有你負責改的那部分的
[00:04:25.480 --> 00:04:28.480]  他說幸運的
[00:04:28.480 --> 00:04:30.480]  我就找其他同事
[00:04:30.480 --> 00:04:32.480]  Spot check
[00:04:32.480 --> 00:04:33.480]  check一check
[00:04:33.480 --> 00:04:36.480]  改卷的質素如何
[00:04:36.480 --> 00:04:40.480]  起碼就發覺這一疊這麼多的卷
[00:04:40.480 --> 00:04:42.480]  你都是改錯的
[00:04:42.480 --> 00:04:46.480]  他說你改卷就不只是看答案
[00:04:46.480 --> 00:04:47.480]  你都知道的
[00:04:47.480 --> 00:04:49.480]  大學的他們讀
[00:04:49.480 --> 00:04:52.480]  可能這個學生他答這條題目的時候
[00:04:52.480 --> 00:04:53.480]  從頭到尾
[00:04:53.480 --> 00:04:55.480]  大部分他都對的
[00:04:55.480 --> 00:04:57.480]  不過到最後
[00:04:57.480 --> 00:04:58.480]  他可能計算
[00:04:58.480 --> 00:05:00.480]  大家知道當年沒有計算機
[00:05:00.480 --> 00:05:01.480]  用手算的
[00:05:01.480 --> 00:05:03.480]  可能最後他計算錯誤
[00:05:03.480 --> 00:05:05.480]  你不能夠看到錯誤的答案
[00:05:05.480 --> 00:05:07.480]  就打個大交叉就算了
[00:05:07.480 --> 00:05:10.480]  你要看他究竟對了多少
[00:05:10.480 --> 00:05:11.480]  觀念對多少
[00:05:11.480 --> 00:05:12.480]  錯了多少
[00:05:12.480 --> 00:05:14.480]  然後給他積當的分
[00:05:14.480 --> 00:05:17.480]  他說你知不知道這疊卷的人
[00:05:17.480 --> 00:05:20.480]  可能因為你這樣這麼零碎的工作
[00:05:20.480 --> 00:05:22.480]  他們進不了大學的
[00:05:22.480 --> 00:05:24.480]  他開始很嚴厲地看著我
[00:05:24.480 --> 00:05:27.480]  說你知不知道你害死這幫人
[00:05:27.480 --> 00:05:29.480]  如果你這樣改卷
[00:05:29.480 --> 00:05:30.480]  然後他說了一句話
[00:05:30.480 --> 00:05:32.480]  我一輩子都不能夠忘記的
[00:05:32.480 --> 00:05:34.480]  他碰著我指著我還記得
[00:05:34.480 --> 00:05:36.480]  他說你是不是人啊
[00:05:36.480 --> 00:05:41.480]  這句話真是要心要肺
[00:05:41.480 --> 00:05:43.480]  我無罪可容
[00:05:43.480 --> 00:05:45.480]  我沒有聲音出
[00:05:45.480 --> 00:05:48.480]  我自己走出去辦公室的時候
[00:05:48.480 --> 00:05:50.480]  到現在我都記得
[00:05:50.480 --> 00:05:52.480]  這句話在腦裏
[00:05:52.480 --> 00:05:56.480]  沒辦法擺脫在我腦裏的控訴
[00:05:56.480 --> 00:05:59.480]  一個不信耶穌的人
[00:05:59.480 --> 00:06:01.480]  我多熱心啊
[00:06:01.480 --> 00:06:05.480]  我做團契、團長、零修補
