
[00:00:00.000 --> 00:00:02.000]  茶宣家頂節目 早安
[00:00:02.000 --> 00:00:08.640]  今天很高興看到很多人回來關心茶宣家的事
[00:00:08.640 --> 00:00:11.640]  一會兒崇拜之後會有會員大會
[00:00:11.640 --> 00:00:15.200]  昨天也是區議會會員大會
[00:00:15.200 --> 00:00:18.120]  有400人出席
[00:00:18.120 --> 00:00:22.000]  差不多是多年來最多的一次
[00:00:22.000 --> 00:00:25.440]  所以我們很感恩
[00:00:25.440 --> 00:00:28.840]  昨天也在會中宣佈了我的消息
[00:00:28.840 --> 00:00:32.320]  我將會在10月去區議會侍奉
[00:00:32.320 --> 00:00:38.560]  所以我們也帶著平安的心
[00:00:38.560 --> 00:00:40.400]  等待的心去仰望神
[00:00:40.400 --> 00:00:46.200]  我們先把時間交給神一起仰望
[00:00:46.200 --> 00:00:47.680]  親愛的天父多謝你
[00:00:47.680 --> 00:00:51.560]  因為你從歲守到年終都是我們的神
[00:00:51.560 --> 00:00:56.160]  今天藉著一段經文讓我們反思我們的生命
[00:00:56.160 --> 00:01:04.960]  也讓我們在世代中懂得靠著祢前行
[00:01:04.960 --> 00:01:08.160]  幫助我們有熟人的視野和眼光
[00:01:08.160 --> 00:01:11.840]  不是看到近處而是看到遠處
[00:01:11.840 --> 00:01:14.240]  不是看見看到的
[00:01:14.240 --> 00:01:16.240]  是看見不能見的
[00:01:16.240 --> 00:01:18.720]  見到的是暫時的
[00:01:18.720 --> 00:01:20.720]  見不到的才是永恆的
[00:01:20.720 --> 00:01:22.720]  幫助我們眾人
[00:01:22.720 --> 00:01:24.960]  求聖令你在我們心中動功
[00:01:24.960 --> 00:01:29.640]  作鼓勵安慰和帶領的工作
[00:01:29.640 --> 00:01:31.240]  轉化我們的生命
[00:01:31.240 --> 00:01:33.240]  活得更加像耶穌基督
[00:01:33.240 --> 00:01:34.240]  奉主命求
[00:01:34.240 --> 00:01:36.240]  阿們
[00:01:36.240 --> 00:01:41.480]  大家可能每天都會打開新聞、電視、手機
[00:01:41.480 --> 00:01:42.880]  收到資訊
[00:01:42.880 --> 00:01:45.440]  這些資訊當中
[00:01:45.440 --> 00:01:47.200]  特別是新聞報導
[00:01:47.200 --> 00:01:50.640]  如果你去想一想
[00:01:50.640 --> 00:01:54.920]  多數是好的消息還是不好的消息呢?
[00:01:54.920 --> 00:01:58.680]  多數是不好的
[00:01:58.680 --> 00:02:03.040]  這個星期香港發生了很多事情
[00:02:03.040 --> 00:02:05.440]  我先講兩件事給大家聽
[00:02:05.440 --> 00:02:09.040]  第一件是中環一對夫婦77歲
[00:02:09.040 --> 00:02:12.640]  太太長期病患行動不便
[00:02:12.640 --> 00:02:17.760]  因為長期病患先生照顧她
[00:02:17.760 --> 00:02:23.200]  兒子每個星期都會去探訪這對夫婦
[00:02:23.200 --> 00:02:28.040]  上去之後發現他們在一星期前已經消炭自盡
[00:02:28.040 --> 00:02:32.040]  是一個很悲哀的結局
[00:02:32.040 --> 00:02:35.520]  這星期也發生了另一件事
[00:02:35.520 --> 00:02:43.680]  一位83歲獨居25年的長者在葵涌石梨一村居住
[00:02:43.680 --> 00:02:45.680]  因為沒有交租兩個多月
[00:02:45.680 --> 00:02:47.680]  所以房處上門
[00:02:47.680 --> 00:02:49.680]  敲門沒有人回應,破門而入
[00:02:49.680 --> 00:02:53.680]  發現他離開了兩個多月
[00:02:53.680 --> 00:02:57.680]  是一個很悲涼的故事
[00:02:57.680 --> 00:03:01.680]  這些故事可能對我們聽完之後覺得很軟
[00:03:01.680 --> 00:03:05.680]  不過有時候有些故事離我們很近
[00:03:05.680 --> 00:03:08.680]  大家知道我和師母四月的時候潛水
[00:03:08.680 --> 00:03:10.680]  其實四月初發生了一件事
[00:03:10.680 --> 00:03:16.680]  就是一位女士在宿霧潛水的時候訓練
[00:03:16.680 --> 00:03:18.680]  死亡
[00:03:18.680 --> 00:03:24.680]  這件事我和師母聽完之後覺得沒什麼特別
[00:03:24.680 --> 00:03:26.680]  因為我聽完之後
[00:03:26.680 --> 00:03:31.680]  原來這位女士是師母一個朋友的妹妹
[00:03:31.680 --> 00:03:33.680]  所以離得非常近
[00:03:33.680 --> 00:03:37.680]  師母昨天看到這位姐姐
[00:03:37.680 --> 00:03:39.680]  關心她的時候
[00:03:39.680 --> 00:03:43.680]  她仍然在一個很震驚和哀傷當中
[00:03:43.680 --> 00:03:46.680]  我們這五個星期
[00:03:46.680 --> 00:03:48.680]  我們來到第三個星期
[00:03:48.680 --> 00:03:51.680]  由復活節到猜拳越衣之間
[00:03:51.680 --> 00:03:57.680]  這五個星期我們研讀聖經的五小卷
[00:03:57.680 --> 00:04:03.680]  當中猶太人在不同節期都會贊同歌唱
[00:04:03.680 --> 00:04:09.680]  不同的聖經的譯本和書卷
[00:04:09.680 --> 00:04:11.680]  如羽節有雅歌
[00:04:11.680 --> 00:04:13.680]  五秦節有奧德記
[00:04:13.680 --> 00:04:15.680]  主棒節有傳道書
[00:04:15.680 --> 00:04:17.680]  普爾節有二師帖記
[00:04:17.680 --> 00:04:20.680]  不過他們在聖殿節就會唱今天的經文
[00:04:20.680 --> 00:04:22.680]  耶利米哀歌
[00:04:22.680 --> 00:04:25.680]  一個很特別的哀歌
[00:04:25.680 --> 00:04:29.680]  我如何處理今天的經文呢
[00:04:29.680 --> 00:04:31.680]  因為這是一本書
[00:04:31.680 --> 00:04:34.680]  所以我想從宏觀的角度
[00:04:34.680 --> 00:04:36.680]  讓大家知道發生了什麼事
[00:04:36.680 --> 00:04:38.680]  究竟發生了什麼事呢
[00:04:38.680 --> 00:04:40.680]  在耶利米哀歌這本書當中
[00:04:40.680 --> 00:04:43.680]  講述以色列人的歷史
[00:04:43.680 --> 00:04:46.680]  第二,為什麼發生這些事呢
[00:04:46.680 --> 00:04:50.680]  最後,如何回應呢
[00:04:50.680 --> 00:04:52.680]  無論是以色列子民還是我們
[00:04:52.680 --> 00:04:56.680]  用what, why和how
[00:04:56.680 --> 00:04:58.680]  發生了什麼事,為什麼發生這些事
[00:04:58.680 --> 00:05:00.680]  我們又如何回應呢
[00:05:00.680 --> 00:05:02.680]  從三個進度去看這本書
[00:05:02.680 --> 00:05:05.680]  我們先看what,發生了什麼事呢
[00:05:05.680 --> 00:05:11.680]  耶利米哀歌是一本很悲慘的書
[00:05:11.680 --> 00:05:15.680]  在三章48到50節
[00:05:15.680 --> 00:05:17.680]  耶利米先知流淚
[00:05:17.680 --> 00:05:19.680]  所以他見到流淚的先知
[00:05:19.680 --> 00:05:21.680]  這本書有五章
[00:05:21.680 --> 00:05:26.680]  五章都是和22有關的
[00:05:26.680 --> 00:05:28.680]  因為這本書的作者
[00:05:28.680 --> 00:05:30.680]  應該是耶利米先知
[00:05:30.680 --> 00:05:34.680]  他用希伯來文的22個字母
[00:05:34.680 --> 00:05:37.680]  來湊成書卷
[00:05:37.680 --> 00:05:39.680]  每一章,每一節
[00:05:39.680 --> 00:05:43.680]  頭的字就是希伯來文的A
[00:05:43.680 --> 00:05:47.680]  第一節是A,第二節是B,第三節是C
[00:05:47.680 --> 00:05:48.680]  如此類推
[00:05:48.680 --> 00:05:50.680]  第三章有66節
[00:05:50.680 --> 00:05:55.680]  所以他用三組22的希伯來文來組成
[00:05:55.680 --> 00:06:00.680]  第三章一至三節就是AAA的字母
[00:06:00.680 --> 00:06:05.680]  四至五至六節就是BBB的字母
[00:06:05.680 --> 00:06:08.680]  所以你看到這幾章
[00:06:08.680 --> 00:06:11.680]  一二四章是用這樣的字母來排列
[00:06:11.680 --> 00:06:14.680]  第三章就用三組的字母來排列
[00:06:14.680 --> 00:06:18.680]  第五章就不是這樣的格式
[00:06:18.680 --> 00:06:20.680]  在開始的時候
[00:06:20.680 --> 00:06:23.680]  今天的一章一節已經說了背景
[00:06:23.680 --> 00:06:26.680]  他用一個很舊
[00:06:26.680 --> 00:06:28.680]  過去和現在
[00:06:28.680 --> 00:06:30.680]  作為一個強烈的對比
[00:06:30.680 --> 00:06:33.680]  過去是滿滿的
[00:06:33.680 --> 00:06:35.680]  現在是孤獨的
[00:06:35.680 --> 00:06:37.680]  過去是大的
[00:06:37.680 --> 00:06:40.680]  現在是一個寡婦
[00:06:40.680 --> 00:06:41.680]  一個人的
[00:06:41.680 --> 00:06:43.680]  過去是皇后公主的
[00:06:43.680 --> 00:06:44.680]  很尊貴的
[00:06:44.680 --> 00:06:46.680]  現在要進貢的
[00:06:46.680 --> 00:06:47.680]  成為一個奴隸
[00:06:47.680 --> 00:06:49.680]  在這樣的光景
[00:06:49.680 --> 00:06:51.680]  這個強烈對比
[00:06:51.680 --> 00:06:55.680]  也反映了在不同的經文章節當中
[00:06:55.680 --> 00:06:56.680]  發生了什麼事呢?
[00:06:56.680 --> 00:07:01.680]  包括原來以色列子民被擄到異地
[00:07:01.680 --> 00:07:03.680]  遭遇大患難
[00:07:03.680 --> 00:07:04.680]  不得安寧
[00:07:04.680 --> 00:07:08.680]  在一章七節也說到他們被恥笑
[00:07:08.680 --> 00:07:09.680]  被人欺凌
[00:07:09.680 --> 00:07:13.680]  一章十六節說到他們極大的流淚
[00:07:13.680 --> 00:07:17.680]  四章十節說到他們在人道危機
[00:07:17.680 --> 00:07:21.680]  甚至用自己的兒女當作食物
[00:07:21.680 --> 00:07:24.680]  最後的五章十五節說到
[00:07:24.680 --> 00:07:29.680]  以色列子民在一個很大的哀傷當中
[00:07:29.680 --> 00:07:31.680]  這個光景
[00:07:31.680 --> 00:07:34.680]  我們大約知道發生了什麼事
[00:07:34.680 --> 00:07:38.680]  原來以色列子民在絕望當中
[00:07:38.680 --> 00:07:43.680]  我們要問為什麼發生這樣的事呢?
[00:07:43.680 --> 00:07:45.680]  經文在一章八節已經說了
[00:07:45.680 --> 00:07:49.680]  一章八節說到他們大大犯罪
[00:07:49.680 --> 00:07:51.680]  罪大約是怎樣呢?
[00:07:51.680 --> 00:07:54.680]  索多瑪和俄摩拉的罪更加大
[00:07:54.680 --> 00:07:56.680]  我們知道在創世紀當中
[00:07:56.680 --> 00:08:02.680]  第十八章和第十九章說到索多瑪和俄摩拉的罪
[00:08:02.680 --> 00:08:07.680]  當中也說到這個罪
[00:08:07.680 --> 00:08:08.680]  這個罪
[00:08:08.680 --> 00:08:10.680]  我們說是以色列人犯罪
[00:08:10.680 --> 00:08:11.680]  犯了什麼罪呢?
[00:08:11.680 --> 00:08:13.680]  主要有三樣
[00:08:13.680 --> 00:08:18.680]  第一他們聽從假先知
[00:08:18.680 --> 00:08:20.680]  而不聽從神的話
[00:08:20.680 --> 00:08:22.680]  二章十四節
[00:08:22.680 --> 00:08:24.680]  第二他們在四章十二節說到
[00:08:24.680 --> 00:08:27.680]  他們流了二人的血
[00:08:27.680 --> 00:08:29.680]  將無辜的人殺了
[00:08:29.680 --> 00:08:31.680]  四章十七節
[00:08:31.680 --> 00:08:33.680]  他們不是倚靠耶和華神
[00:08:33.680 --> 00:08:36.680]  而是倚靠周遭的列國
[00:08:36.680 --> 00:08:39.680]  我們要明白
[00:08:39.680 --> 00:08:42.680]  舊約其中一個很重要的訊息
[00:08:42.680 --> 00:08:47.680]  就是耶和華神和以色列子民納約
[00:08:47.680 --> 00:08:49.680]  不變的文約
[00:08:49.680 --> 00:08:52.680]  這個納約特別在西乃山之約說明
[00:08:52.680 --> 00:08:56.680]  我要選擇你作為我的子民
[00:08:56.680 --> 00:08:59.680]  你們要成為聖潔的子民
[00:08:59.680 --> 00:09:01.680]  一心跟從我
