
[00:00:00.000 --> 00:00:04.120]  一想到團契生活 我就想到三件事
[00:00:04.120 --> 00:00:07.800]  一想到團契生活 我們就會想到三件事
[00:00:07.800 --> 00:00:09.560]  很自然地想到的
[00:00:09.560 --> 00:00:11.400]  很自然地就會想到的
[00:00:11.400 --> 00:00:12.680]  第一件事呢
[00:00:12.680 --> 00:00:13.720]  第一件呢
[00:00:13.720 --> 00:00:18.280]  就是我自己是團契生活的產品
[00:00:18.280 --> 00:00:21.320]  我自己是團契生活的產品
[00:00:21.320 --> 00:00:23.800]  我信主以後
[00:00:23.800 --> 00:00:28.120]  一直在團契裏
[00:00:28.120 --> 00:00:34.000]  得到栽培 造就 幫助
[00:00:34.000 --> 00:00:37.000]  如果不是這樣的話
[00:00:37.000 --> 00:00:43.120]  我真是不敢講我現在怎麼樣
[00:00:43.120 --> 00:00:50.240]  我在團契裏面蒙了神很大的恩典
[00:00:50.240 --> 00:00:52.480]  所以我也要趁著今天的機會
[00:00:52.480 --> 00:00:55.520]  鼓勵大家投入在團契裏面
[00:00:55.520 --> 00:00:57.520]  所以我也趁著今天的日子
[00:00:57.520 --> 00:01:00.480]  鼓勵大家投入在團契裏面
[00:01:00.480 --> 00:01:02.480]  第二件事我想到的呢
[00:01:02.480 --> 00:01:04.400]  第二件事我想到的呢
[00:01:04.400 --> 00:01:07.520]  就是我信主以後不久的時候
[00:01:07.520 --> 00:01:09.760]  就是我信主以後不久之後
[00:01:09.760 --> 00:01:12.800]  聽見一個傳道人講了一個比喻
[00:01:12.800 --> 00:01:15.040]  聽見一個傳道人講了一個比喻
[00:01:15.040 --> 00:01:16.960]  是關於團契生活的
[00:01:16.960 --> 00:01:18.840]  是關於團契生活的
[00:01:18.840 --> 00:01:20.880]  一直到今天沒有忘記
[00:01:20.880 --> 00:01:22.880]  一直到今天我都沒有忘記
[00:01:22.880 --> 00:01:24.800]  一個很深刻的印象
[00:01:24.800 --> 00:01:27.360]  一個很深刻的印象
[00:01:27.360 --> 00:01:32.840]  他說當我們把一塊火炭
[00:01:32.840 --> 00:01:38.200]  從火爐裏面拿出來放在一邊的時候
[00:01:38.200 --> 00:01:40.280]  他說當我們把一塊火炭
[00:01:40.280 --> 00:01:44.000]  從火爐裏面拿出來放在一邊的時候
[00:01:44.000 --> 00:01:45.800]  很快它就熄滅了
[00:01:45.800 --> 00:01:47.600]  很快它就會熄滅了
[00:01:47.600 --> 00:01:49.600]  如果留在火爐裏面
[00:01:49.600 --> 00:01:51.240]  如果留在火爐裏面
[00:01:51.240 --> 00:01:53.640]  和其它的火炭在一起的話
[00:01:53.640 --> 00:01:55.840]  和其它的火炭在一起的話
[00:01:55.840 --> 00:01:57.840]  就會繼續的燃燒
[00:01:57.840 --> 00:01:59.840]  就會繼續的燃燒
[00:01:59.840 --> 00:02:03.040]  你分出來自己在一處
[00:02:03.040 --> 00:02:04.760]  很快就會熄滅
[00:02:04.760 --> 00:02:07.040]  一分出來自己在另一處
[00:02:07.040 --> 00:02:09.040]  很快就會熄滅
[00:02:09.040 --> 00:02:11.520]  我們的團契生活也是如此
[00:02:11.520 --> 00:02:13.920]  我們的團契生活也是如此
[00:02:13.920 --> 00:02:16.720]  個別的基督徒很容易跌倒
[00:02:16.720 --> 00:02:19.720]  個別的基督徒很容易跌倒
[00:02:19.720 --> 00:02:21.720]  大家在一起的時候
[00:02:21.720 --> 00:02:23.120]  大家在一起的時候
[00:02:23.120 --> 00:02:26.120]  能夠互相的支援
[00:02:26.120 --> 00:02:28.720]  能夠互相的支援
[00:02:28.720 --> 00:02:30.920]  彼此的幫助鼓勵
[00:02:30.920 --> 00:02:33.120]  彼此的幫助和鼓勵
[00:02:33.120 --> 00:02:34.520]  能夠站得住
[00:02:34.520 --> 00:02:36.520]  就能夠站得住了
[00:02:36.520 --> 00:02:38.120]  第三件事我想到
[00:02:38.120 --> 00:02:40.320]  第三件事我想到的
[00:02:40.320 --> 00:02:45.120]  就是在美國的一個教會
[00:02:45.120 --> 00:02:47.720]  就是在美國的一個教會
[00:02:47.720 --> 00:02:49.320]  在它的一個刊物裏面
[00:02:49.320 --> 00:02:50.520]  在一個刊物裏面
[00:02:50.520 --> 00:02:53.720]  把團契兩個字把它撤開
[00:02:53.720 --> 00:02:53.720]  把團契兩個字把它撤開
[00:02:53.720 --> 00:02:57.120]  另外契層的兩個字完全不同了
[00:02:57.120 --> 00:02:59.320]  把團契兩個字把它撤開
[00:02:59.320 --> 00:03:01.920]  變成另外兩個很不相同的字
[00:03:01.920 --> 00:03:05.720]  團契的團把外面的框框撤開
[00:03:05.720 --> 00:03:08.520]  單單留下一個字就是「磚」
[00:03:08.520 --> 00:03:11.520]  團契的團把外面的框拿開
[00:03:11.520 --> 00:03:12.920]  就成為一個「磚」字了
[00:03:12.920 --> 00:03:15.520]  把這個框拿到下面
[00:03:15.520 --> 00:03:17.920]  放在團契的契的旁邊
[00:03:17.920 --> 00:03:21.920]  把這個框放在團契的契字旁邊
[00:03:21.920 --> 00:03:23.920]  就變成了「吃」
[00:03:23.920 --> 00:03:25.320]  就成為了一個「吃」字了
[00:03:25.320 --> 00:03:27.120]  結果是「磚吃」
[00:03:27.120 --> 00:03:29.320]  就變成了「磚吃」
[00:03:29.320 --> 00:03:32.720]  而且那個框框是一個很大的口
[00:03:32.720 --> 00:03:32.720]  而且那個框框是一個很大的口
[00:03:32.720 --> 00:03:34.920]  而且那個框框是一個很大的口
[00:03:34.920 --> 00:03:37.120]  放在那個契的旁邊
[00:03:37.120 --> 00:03:39.320]  一個很大的口在「吃」
[00:03:39.320 --> 00:03:40.920]  在那個契字旁邊
[00:03:40.920 --> 00:03:42.920]  有一個很大的口在「吃」
[00:03:42.920 --> 00:03:45.920]  那是一個錯誤的團契的觀念
[00:03:45.920 --> 00:03:48.720]  這是一個錯誤的團契的觀念
[00:03:48.720 --> 00:03:49.720]  「磚吃」
[00:03:49.720 --> 00:03:52.720]  「團契」就是聚餐
[00:03:52.720 --> 00:03:55.520]  「團契」就是聚餐
[00:03:55.520 --> 00:03:56.920]  專門是吃東西的
[00:03:56.920 --> 00:03:58.720]  有聚餐人就來
[00:03:58.720 --> 00:04:00.520]  沒有聚餐人就不來
[00:04:00.520 --> 00:04:02.520]  有聚餐就有人來
[00:04:02.520 --> 00:04:04.120]  沒有聚餐人就不來了
[00:04:04.120 --> 00:04:06.720]  那是一個錯誤的團契的觀念
[00:04:06.720 --> 00:04:09.320]  這是一個錯誤的團契的觀念
[00:04:09.320 --> 00:04:11.320]  那麼正確的觀念是什麼?
[00:04:11.320 --> 00:04:13.320]  那麼正確的觀念是什麼?
[00:04:13.320 --> 00:04:15.720]  請翻到一幅鎖書
[00:04:15.720 --> 00:04:17.720]  請翻到一幅鎖書
[00:04:17.720 --> 00:04:22.520]  在《聖經》的272頁
[00:04:22.520 --> 00:04:24.520]  272頁
[00:04:24.520 --> 00:04:29.720]  一幅鎖書第二章第十六節
[00:04:29.720 --> 00:04:32.720]  一幅鎖書第二章第十六節
[00:04:32.720 --> 00:04:36.720]  我們可以把這一節叫做「團契節」
[00:04:36.720 --> 00:04:39.520]  我們可以把這一節叫做「團契節」
[00:04:39.520 --> 00:04:40.720]  「團契」是什麼?
[00:04:40.720 --> 00:04:43.520]  這一節給我們一個很好的定義
[00:04:43.520 --> 00:04:44.720]  「團契」是什麼呢?
[00:04:44.720 --> 00:04:46.720]  這一節給我們一個很好的定義
[00:04:46.720 --> 00:04:51.520]  而且把團契的各方面都說得很完全
[00:04:51.520 --> 00:04:54.520]  而且把團契的各方面說得很完全
[00:04:54.520 --> 00:04:55.720]  我們先讀一次
[00:04:55.720 --> 00:04:56.720]  我們先讀一次
[00:04:56.720 --> 00:04:59.720]  以忽鎖書二章第十六節
[00:04:59.720 --> 00:05:01.720]  記載十節
[00:05:01.720 --> 00:05:04.720]  第四章十六節
[00:05:04.720 --> 00:05:05.720]  我數錯了
[00:05:05.720 --> 00:05:06.720]  四章十六節
[00:05:06.720 --> 00:05:09.720]  是四章十六節
[00:05:09.720 --> 00:05:11.720]  四章十六節
[00:05:12.720 --> 00:05:15.720]  全身都靠他聯絡得合適
[00:05:15.720 --> 00:05:17.720]  百節各按各職
[00:05:17.720 --> 00:05:20.720]  照著各體的功用彼此相助
[00:05:20.720 --> 00:05:23.720]  便叫身體漸漸增長
[00:05:23.720 --> 00:05:25.720]  在愛中建立自己
[00:05:25.720 --> 00:05:28.720]  在這裡提到第一
[00:05:28.720 --> 00:05:30.720]  團契的基礎
[00:05:30.720 --> 00:05:32.720]  這裡第一就提到團契的基礎
[00:05:32.720 --> 00:05:34.720]  兩個字
[00:05:34.720 --> 00:05:36.720]  在第一句裡面
[00:05:36.720 --> 00:05:37.720]  在第一句裡面
[00:05:37.720 --> 00:05:39.720]  就是「靠他」兩個字
[00:05:39.720 --> 00:05:41.720]  就是「靠他」這兩個字
[00:05:41.720 --> 00:05:43.720]  「他」就是基督
[00:05:43.720 --> 00:05:44.720]  「他」就是基督
[00:05:44.720 --> 00:05:45.720]  靠著基督
[00:05:45.720 --> 00:05:47.720]  靠著基督
[00:05:47.720 --> 00:05:48.720]  靠著基督是什麼意思?
[00:05:48.720 --> 00:05:50.720]  靠著基督是什麼意思?
[00:05:50.720 --> 00:05:52.720]  在上一節末聊一句
[00:05:52.720 --> 00:05:54.720]  在上一節後面那句
[00:05:54.720 --> 00:05:57.720]  「聯於元首基督」
[00:05:57.720 --> 00:06:00.720]  「聯於元首基督」
[00:06:00.720 --> 00:06:01.720]  靠著基督
[00:06:01.720 --> 00:06:02.720]  靠著基督
[00:06:02.720 --> 00:06:03.720]  就是「聯」
[00:06:03.720 --> 00:06:04.720]  就是「聯」於基督
[00:06:04.720 --> 00:06:06.720]  就是「聯」於基督
[00:06:06.720 --> 00:06:07.720]  教會裡的每一個人
[00:06:07.720 --> 00:06:09.720]  教會裡的每一個人
[00:06:09.720 --> 00:06:12.720]  都和耶穌基督聯起來
[00:06:12.720 --> 00:06:14.720]  都與耶穌基督聯起來
[00:06:14.720 --> 00:06:16.720]  這是生命的聯繫
[00:06:16.720 --> 00:06:18.720]  這是生命的聯繫
[00:06:18.720 --> 00:06:20.720]  這是中面的團契
[00:06:20.720 --> 00:06:22.720]  是中面的團契
[00:06:22.720 --> 00:06:24.720]  第二
[00:06:24.720 --> 00:06:29.720]  就是這個中面的團契的延伸
[00:06:29.720 --> 00:06:32.720]  就是這個直線的延伸
