
[00:00:00.000 --> 00:00:01.800]  我們今天崇拜一切思想的
[00:00:01.800 --> 00:00:04.400]  就是剛才我們所讀的聖經
[00:00:04.400 --> 00:00:07.080]  詩篇四十六篇
[00:00:07.080 --> 00:00:10.920]  而我們的主題就是不再懼怕
[00:00:10.920 --> 00:00:14.360]  我們一直有這個系列來幫助我們
[00:00:14.360 --> 00:00:17.800]  去思想從神的說話、神的真理來看
[00:00:17.800 --> 00:00:19.960]  我們人生所碰見的風浪
[00:00:19.960 --> 00:00:22.600]  我們是否可以不懼怕
[00:00:22.600 --> 00:00:24.400]  聖經詩篇四十六篇
[00:00:24.400 --> 00:00:26.280]  是今天我們研究的主要課題
[00:00:26.280 --> 00:00:29.080]  所以我想弟兄姊妹幫我們一起打開
[00:00:29.080 --> 00:00:31.000]  看回這個聖經
[00:00:31.000 --> 00:00:32.800]  剛才雖然讀過一次
[00:00:32.800 --> 00:00:34.840]  但待會我們會再揭其它的經文
[00:00:34.840 --> 00:00:37.560]  你打開聖經就可以跟得到一起
[00:00:37.560 --> 00:00:38.120]  好不好?
[00:00:38.120 --> 00:00:39.600]  如果你說我沒有
[00:00:39.600 --> 00:00:41.000]  不如和隔壁一起看
[00:00:41.000 --> 00:00:41.600]  好不好?
[00:00:41.600 --> 00:00:45.040]  我們都想和大家在聖經裏面看見神的真理
[00:00:45.040 --> 00:00:47.160]  今天我們所說的大綱
[00:00:47.160 --> 00:00:49.280]  就會在我們程序單的第二頁
[00:00:49.280 --> 00:00:53.880]  大家可以一邊打開一邊對著來思想
[00:00:53.880 --> 00:00:56.360]  詩篇四十六篇
[00:00:56.360 --> 00:01:00.520]  不是很多人很熟悉這篇詩篇
[00:01:00.520 --> 00:01:02.520]  不像詩篇二十三篇
[00:01:02.520 --> 00:01:04.080]  詩篇一百篇
[00:01:04.080 --> 00:01:05.320]  一百二十六篇
[00:01:05.320 --> 00:01:06.520]  一百三十九篇
[00:01:06.520 --> 00:01:09.240]  這些是著名的詩篇
[00:01:09.240 --> 00:01:11.440]  詩篇一百四十六篇
[00:01:11.440 --> 00:01:14.120]  有些經文
[00:01:14.120 --> 00:01:16.920]  有些弟兄姊妹可能都很喜歡
[00:01:16.920 --> 00:01:18.760]  有一兩句金句
[00:01:18.760 --> 00:01:20.920]  例如剛才我們讀的第一節
[00:01:20.920 --> 00:01:22.440]  第一節很多人很喜歡的
[00:01:22.440 --> 00:01:24.560]  神是我們的避難所
[00:01:24.560 --> 00:01:25.560]  是我們的力量
[00:01:25.560 --> 00:01:28.720]  是我們在患難當中隨時的幫助
[00:01:28.720 --> 00:01:31.280]  這句都鼓勵了很多弟兄姊妹
[00:01:31.280 --> 00:01:32.280]  還有一節
[00:01:32.280 --> 00:01:34.760]  剛才我們讀新譯本可能沒有那麼熟悉
[00:01:34.760 --> 00:01:36.360]  但是如果你讀和合本
[00:01:36.360 --> 00:01:37.480]  即舊的譯本
[00:01:37.480 --> 00:01:38.880]  就是第十節
[00:01:38.880 --> 00:01:40.080]  有很多人很喜歡的
[00:01:40.080 --> 00:01:41.400]  第十節有兩句話
[00:01:41.400 --> 00:01:42.920]  它說你們要休息
[00:01:42.920 --> 00:01:45.880]  要知道我是神
[00:01:45.880 --> 00:01:50.560]  究竟這篇詩篇有什麼特別呢?
[00:01:50.560 --> 00:01:53.400]  如果你分析這篇詩篇
[00:01:53.400 --> 00:01:57.160]  我們說有三個段落
[00:01:57.160 --> 00:02:00.480]  一般你看詩篇
[00:02:00.480 --> 00:02:04.560]  如果你看到中間在右邊有個小小的詞叫細拉
[00:02:04.560 --> 00:02:06.240]  你知道那裡停一停
[00:02:06.240 --> 00:02:07.840]  第一節的
[00:02:07.840 --> 00:02:09.160]  細拉
[00:02:09.160 --> 00:02:11.320]  大家知道細拉是一個翻譯的音
[00:02:11.320 --> 00:02:12.240]  slap
[00:02:12.240 --> 00:02:13.840]  希伯來文
[00:02:13.840 --> 00:02:15.440]  意思就是停一停
[00:02:15.440 --> 00:02:16.880]  不是細細力拉
[00:02:16.880 --> 00:02:18.120]  不要搞錯
[00:02:18.120 --> 00:02:21.120]  第一節到第三節就有個細拉
[00:02:21.120 --> 00:02:22.120]  第一段
[00:02:22.120 --> 00:02:25.040]  第一節到第三節就說到大自然裡面
[00:02:25.040 --> 00:02:26.800]  很恐怖的事情發生
[00:02:26.800 --> 00:02:28.800]  山都會震盪
[00:02:28.800 --> 00:02:30.240]  山都會塌
[00:02:30.240 --> 00:02:31.400]  山是最穩定的
[00:02:31.400 --> 00:02:32.400]  山都會塌
[00:02:32.400 --> 00:02:36.000]  海澎湃洶湧
[00:02:36.000 --> 00:02:38.920]  這麼恐怖的事情發生的時候
[00:02:38.920 --> 00:02:41.120]  詩篇裡的詩人說了兩次
[00:02:41.120 --> 00:02:45.040]  我們也不害怕
[00:02:45.040 --> 00:02:48.720]  這個就是整個大自然裡面所發生
[00:02:48.720 --> 00:02:50.440]  令我們恐懼的事情
[00:02:50.440 --> 00:02:53.040]  在面前詩人說我們不害怕
[00:02:53.040 --> 00:02:54.040]  這是第一段
[00:02:54.040 --> 00:02:56.200]  第二段就是第四節
[00:02:56.200 --> 00:02:58.720]  到第七節
[00:02:58.720 --> 00:02:59.720]  有個細拉
[00:02:59.720 --> 00:03:00.720]  第七節那裡
[00:03:00.720 --> 00:03:03.360]  第八節到最後
