
[00:00:00.000 --> 00:00:01.700]  我們提出的一個問題
[00:00:01.700 --> 00:00:07.040]  就好像在今日這個不可理喻和失控的世界
[00:00:07.040 --> 00:00:09.720]  究竟聖經有什麼跟我們說
[00:00:09.720 --> 00:00:13.660]  究竟神的話有什麼提醒和教導
[00:00:13.660 --> 00:00:17.980]  所以我就決定用提摩太后書裡面的信息
[00:00:17.980 --> 00:00:20.400]  跟大家一起來思想
[00:00:20.400 --> 00:00:22.400]  如果你還記得或者留意
[00:00:22.400 --> 00:00:26.460]  我用了第三章講了一次
[00:00:26.460 --> 00:00:29.260]  然後提摩太后書的第一章
[00:00:29.260 --> 00:00:31.940]  我又比較詳細的講了一次
[00:00:31.940 --> 00:00:36.800]  這次我會用第二章和第四章一起來講
[00:00:36.800 --> 00:00:40.400]  雖然是很豐富的一段聖經
[00:00:40.400 --> 00:00:42.060]  但是我們沒可能講得完
[00:00:42.060 --> 00:00:43.940]  就抽了當中三個
[00:00:43.940 --> 00:00:46.440]  就是剛才我所讀的三段聖經
[00:00:46.440 --> 00:00:51.220]  給大家看一個很重要的題目
[00:00:51.220 --> 00:00:55.100]  就是立定志向
[00:00:55.100 --> 00:00:57.900]  直跟永恆
[00:00:57.900 --> 00:00:59.400]  為什麼要講這個題目呢?
[00:00:59.400 --> 00:01:00.720]  當然聖經是這樣教導
[00:01:00.720 --> 00:01:03.240]  但是究竟是什麼意思呢?
[00:01:03.240 --> 00:01:08.080]  我們想跟大家一起去研究一下
[00:01:08.080 --> 00:01:13.580]  當然如果你有聽我跟大家分享的提摩太后書的第三章
[00:01:13.580 --> 00:01:16.820]  我們曾經都很詳細的講到
[00:01:16.820 --> 00:01:19.860]  在聖經裡面尤其是保羅的描述
[00:01:19.860 --> 00:01:21.160]  在這個不可理喻
[00:01:21.160 --> 00:01:22.160]  就好像今天這樣
[00:01:22.160 --> 00:01:23.880]  真是失控的世界
[00:01:23.880 --> 00:01:25.800]  連續遭的世界裡面
[00:01:25.800 --> 00:01:29.000]  究竟產生了什麼令我們很困擾
[00:01:29.000 --> 00:01:30.800]  很大的挑戰
[00:01:30.800 --> 00:01:33.440]  那裡我用了二十多個當時
[00:01:33.440 --> 00:01:35.800]  他所列出的一些描述
[00:01:35.800 --> 00:01:38.220]  給大家整理了一幅圖畫
[00:01:38.220 --> 00:01:41.940]  當然不一定每個人都能夠聽過
[00:01:41.940 --> 00:01:46.280]  所以今天我就試著開始講這個題目之前
[00:01:46.280 --> 00:01:49.240]  我就用回提摩太后書的第四章
[00:01:49.240 --> 00:01:50.840]  就是它最後一章
[00:01:50.840 --> 00:01:53.640]  保羅去完結這一卷書的時候
[00:01:53.640 --> 00:01:56.040]  他用了短短的兩節聖經
[00:01:56.040 --> 00:01:57.800]  就總結了
[00:01:57.800 --> 00:01:59.280]  就是剛才我們所講的
[00:01:59.280 --> 00:02:00.240]  當時
[00:02:00.240 --> 00:02:02.960]  也是今天你和我所面對的這個
[00:02:02.960 --> 00:02:07.600]  世界的紛亂最核心的狀況是什麼
[00:02:07.600 --> 00:02:09.280]  我們不知道那些挑戰
[00:02:09.280 --> 00:02:12.680]  我們沒辦法好好準備我們去面對
[00:02:12.680 --> 00:02:15.840]  所以我們今天要花一點時間
[00:02:15.840 --> 00:02:17.800]  去研究一下這個
[00:02:17.800 --> 00:02:21.040]  挑戰究竟是怎樣的一幅圖畫
[00:02:21.040 --> 00:02:24.240]  這裡就是第四章的第三節
[00:02:24.240 --> 00:02:26.240]  到了第四節
[00:02:26.240 --> 00:02:28.240]  我給了一個題目
[00:02:28.240 --> 00:02:33.240]  它叫做保羅筆下的後現代思潮
[00:02:33.240 --> 00:02:34.840]  就說 啊?
[00:02:34.840 --> 00:02:36.040]  後現代?
[00:02:36.040 --> 00:02:37.640]  它是2000年前寫的
[00:02:37.640 --> 00:02:39.640]  那當然了
[00:02:39.640 --> 00:02:41.240]  保羅的時候
[00:02:41.240 --> 00:02:43.240]  聖經的時候當然不會用這個字眼
[00:02:43.240 --> 00:02:44.840]  Postmodern
[00:02:44.840 --> 00:02:47.640]  但是當我看這兩節聖經的時候
[00:02:47.640 --> 00:02:51.040]  對比現在我們叫做後現代的思潮
[00:02:51.040 --> 00:02:53.640]  有很精彩的共鳴之處
[00:02:53.640 --> 00:02:55.440]  一會兒我會解釋給大家看
[00:02:55.440 --> 00:02:56.040]  OK
[00:02:56.040 --> 00:02:58.640]  後現代的思潮是什麼呢?
[00:02:58.640 --> 00:03:00.840]  今天我也是很簡略的
[00:03:00.840 --> 00:03:02.840]  和大家交代兩句
[00:03:02.840 --> 00:03:05.440]  我們發現我們過去這200多年
[00:03:05.440 --> 00:03:07.040]  在人類尤其是西方世界
[00:03:07.040 --> 00:03:08.440]  後來也是全球
[00:03:08.440 --> 00:03:11.640]  進入一個現代化的過程當中
[00:03:11.640 --> 00:03:13.840]  在現代化過程這200多年
[00:03:13.840 --> 00:03:17.040]  有前所未有人類的進步
[00:03:17.040 --> 00:03:19.640]  也建立了很多的學問
[00:03:19.640 --> 00:03:22.240]  建立了很多的系統
[00:03:22.240 --> 00:03:26.040]  建立了很多的建設
[00:03:26.040 --> 00:03:27.840]  雖然是非常好
[00:03:27.840 --> 00:03:28.640]  不過呢
[00:03:28.640 --> 00:03:30.440]  到現在呢
[00:03:30.440 --> 00:03:32.240]  開始那些的
[00:03:32.240 --> 00:03:34.240]  這個世界裡面有很多的漏洞
[00:03:34.240 --> 00:03:36.240]  很多的弱點
[00:03:36.240 --> 00:03:39.040]  就紛紛的就呈露出來了
[00:03:39.040 --> 00:03:40.440]  所以我們發現有很多人
[00:03:40.440 --> 00:03:41.640]  就有一種的反動
[00:03:41.640 --> 00:03:42.840]  就叫做後現代
[00:03:42.840 --> 00:03:44.240]  現在我們進入一個
[00:03:44.240 --> 00:03:46.640]  就是說對現代有一種的反動
[00:03:46.640 --> 00:03:49.240]  這種反動其實也有好的地方
[00:03:49.240 --> 00:03:50.640]  也有改正的地方
[00:03:50.640 --> 00:03:53.440]  不過有時候就走了另外一個極端的時候
[00:03:53.440 --> 00:03:54.440]  就變成了
[00:03:54.440 --> 00:03:56.840]  產生了很多的困擾
[00:03:56.840 --> 00:03:59.040]  也產生了很多的紛亂
[00:03:59.040 --> 00:04:00.240]  但這個就是
[00:04:00.240 --> 00:04:01.640]  保羅筆下裡面
[00:04:01.640 --> 00:04:03.440]  我試一下和大家總結
[00:04:03.440 --> 00:04:05.840]  三個用他的話裡面
[00:04:05.840 --> 00:04:07.840]  後現代的特質
[00:04:07.840 --> 00:04:09.240]  第一個是有
[00:04:09.240 --> 00:04:11.840]  是對權威的反動
[00:04:11.840 --> 00:04:12.840]  聖經裡面說
[00:04:12.840 --> 00:04:16.640]  人就必不容下這個純正的道理
[00:04:16.640 --> 00:04:19.640]  反而以躲法養
[00:04:19.640 --> 00:04:22.240]  以躲法養就是不想聽
[00:04:22.240 --> 00:04:23.640]  聽不入耳
[00:04:23.640 --> 00:04:25.040]  聽不入耳什麼呢
[00:04:25.040 --> 00:04:28.040]  聽不入耳那些純正的道理
[00:04:28.040 --> 00:04:29.640]  就是說其實很簡單
[00:04:29.640 --> 00:04:31.040]  很正面的
[00:04:31.040 --> 00:04:32.840]  正正經經的說法
[00:04:32.840 --> 00:04:34.240]  人家就不喜歡
[00:04:34.240 --> 00:04:37.040]  今天我們這些叫做反叛
[00:04:37.040 --> 00:04:38.440]  就是不喜歡聽
[00:04:38.440 --> 00:04:40.440]  人家都認為是對的
[00:04:40.440 --> 00:04:43.840]  人人都說這些是常識
[00:04:43.840 --> 00:04:45.040]  就是不喜歡
[00:04:45.040 --> 00:04:47.440]  我們發現用後現代
[00:04:47.440 --> 00:04:49.440]  現在很喜歡用一個字眼叫做
[00:04:49.440 --> 00:04:50.640]  顛覆性
[00:04:50.640 --> 00:04:51.240]  明白嗎
[00:04:51.240 --> 00:04:53.440]  你這樣我就是和你反轉它
[00:04:53.440 --> 00:04:55.240]  我就是和你反對它
[00:04:55.240 --> 00:04:56.040]  OK
[00:04:56.040 --> 00:04:58.240]  我們發現今天真的很奇怪
[00:04:58.240 --> 00:05:01.240]  以前當我們用一些形容詞
[00:05:01.240 --> 00:05:03.040]  形容說反叛
[00:05:03.040 --> 00:05:04.640]  扭腳
[00:05:04.640 --> 00:05:06.040]  刁蠻
[00:05:06.240 --> 00:05:09.840]  這些是用在小哥
[00:05:09.840 --> 00:05:12.440]  幾歲大的小哥身上
[00:05:12.440 --> 00:05:15.040]  但現在三四十歲一樣有刁蠻
[00:05:15.040 --> 00:05:16.440]  一樣是扭腳
[00:05:16.440 --> 00:05:18.840]  一樣就是不喜歡和你合作
[00:05:18.840 --> 00:05:19.640]  OK
[00:05:19.640 --> 00:05:21.440]  那我們就是不喜歡
[00:05:21.440 --> 00:05:22.440]  沒得解釋的
[00:05:22.440 --> 00:05:24.040]  我們就是不喜歡做這件事
[00:05:24.040 --> 00:05:25.040]  你叫我做
[00:05:25.040 --> 00:05:26.440]  我就故意不做
[00:05:26.440 --> 00:05:27.440]  搞對抗
[00:05:27.440 --> 00:05:30.240]  這種是一種反對
[00:05:30.240 --> 00:05:32.440]  簡簡單單的
