
[00:00:00.000 --> 00:00:05.000]  歌勒詩書3章12到17節
[00:00:05.000 --> 00:00:08.840]  所以你們知識上帝的選民
[00:00:08.840 --> 00:00:11.000]  甚至蒙愛的人
[00:00:11.000 --> 00:00:17.800]  要穿上憐憫、慈愛、謙虛、溫柔和忍耐
[00:00:17.800 --> 00:00:21.240]  倘若這人與那人有嫌隙
[00:00:21.240 --> 00:00:25.840]  總要彼此容忍、彼此饒恕
[00:00:25.840 --> 00:00:28.720]  主怎樣饒恕了你們
[00:00:28.720 --> 00:00:32.280]  你們也要怎樣饒恕人
[00:00:32.280 --> 00:00:34.120]  除此以外
[00:00:34.120 --> 00:00:36.400]  還要穿上愛心
[00:00:36.400 --> 00:00:39.920]  因為愛是貫通全德的
[00:00:39.920 --> 00:00:43.000]  你們要讓基督所賜的和平
[00:00:43.000 --> 00:00:45.480]  在你們心裡做主
[00:00:45.480 --> 00:00:47.520]  以為此蒙照
[00:00:47.520 --> 00:00:49.760]  歸為一體
[00:00:49.760 --> 00:00:52.840]  你們還要傳感謝的心
[00:00:52.840 --> 00:00:54.920]  當用割讓的智慧
[00:00:54.920 --> 00:01:00.680]  把基督的道豐豐富富地存在心裡
[00:01:00.680 --> 00:01:07.000]  用詩篇、賽美斯、民歌彼此照道
[00:01:07.000 --> 00:01:09.200]  互相勸誡
[00:01:09.200 --> 00:01:13.320]  以感謝的心歌頌上帝
[00:01:13.320 --> 00:01:15.520]  你們無論做什麼
[00:01:15.520 --> 00:01:18.560]  或說話或行事
[00:01:18.560 --> 00:01:21.400]  都要奉主耶穌的名
[00:01:21.400 --> 00:01:24.880]  接著祂感謝父上帝
[00:01:24.880 --> 00:01:29.520]  以上是神的話語
[00:01:29.520 --> 00:01:33.480]  恩教堂開堂快一年了
[00:01:33.480 --> 00:01:36.880]  所以今天早上希望可以透過這段經文
[00:01:36.880 --> 00:01:39.720]  大家想一想怎樣走下去
[00:01:39.720 --> 00:01:42.080]  我們先做一個禱告
[00:01:42.080 --> 00:01:43.760]  親愛的主我們感謝祢
[00:01:43.760 --> 00:01:47.440]  祢帶領我們恩教堂經過一年的時間
[00:01:47.440 --> 00:01:51.120]  我們在過去所經歷的都是祢的恩典
[00:01:51.120 --> 00:01:52.440]  我們感謝祢
[00:01:52.440 --> 00:01:56.680]  我們也見到今天我們一同來聽祢的話語
[00:01:56.680 --> 00:02:00.000]  求聖靈在我們中間幫助我們
[00:02:00.000 --> 00:02:02.200]  在我們講的、聽的
[00:02:02.200 --> 00:02:05.200]  都能聽到祢的旨意
[00:02:05.200 --> 00:02:08.200]  在我們生命當中有所回應
[00:02:08.200 --> 00:02:13.200]  我將以下的時間恭敬的照在祢的手中
[00:02:13.200 --> 00:02:16.120]  這樣的禱告是奉耶穌基督的名求
[00:02:16.120 --> 00:02:18.200]  Amen
[00:02:18.200 --> 00:02:21.640]  我們來先看一個故事
[00:02:21.640 --> 00:02:26.120]  不知道大家有沒有聽過三隻小豬的故事
[00:02:26.120 --> 00:02:30.160]  第一隻小豬就蓋房子
[00:02:30.160 --> 00:02:32.760]  所以他就用最簡單的方法
[00:02:32.760 --> 00:02:35.240]  用荷草來蓋房子
[00:02:35.240 --> 00:02:38.360]  結果很快一個禮拜就蓋好了
[00:02:38.360 --> 00:02:40.520]  他就可以去玩了
[00:02:40.520 --> 00:02:43.760]  第二隻小豬比較認真一點
[00:02:43.760 --> 00:02:47.440]  他就用柴機來蓋房子
[00:02:47.440 --> 00:02:51.640]  時間多一點,大概一個月的時間就蓋好了
[00:02:51.640 --> 00:02:55.120]  唯有第三隻小豬呢,其實沒有蓋好
[00:02:55.120 --> 00:02:57.480]  因為他用的是磚頭
[00:02:57.480 --> 00:03:01.440]  然後他有一塊一塊的來砌成床
[00:03:01.440 --> 00:03:06.520]  用水泥把每一塊磚頭來鍊緊
[00:03:06.520 --> 00:03:11.520]  所以用了大概一年時間才可以把這個房子蓋好
[00:03:11.520 --> 00:03:14.400]  然後豺狼就來了
[00:03:14.400 --> 00:03:18.040]  豺狼來到第一個小豬的房子
[00:03:18.040 --> 00:03:22.560]  他就發現都是用荷草蓋好的
[00:03:22.560 --> 00:03:27.360]  所以他只需要吹就把這個房子都打了
[00:03:27.360 --> 00:03:29.560]  來到第二隻小豬
[00:03:29.560 --> 00:03:32.840]  雖然是用柴機所蓋的房子
[00:03:32.840 --> 00:03:35.960]  他只需要再拼命一點
[00:03:35.960 --> 00:03:38.800]  用力一點也吹一口
[00:03:38.800 --> 00:03:42.920]  那個房子,第二隻小豬的房子也打了
[00:03:42.920 --> 00:03:45.400]  他來到第三隻小豬的房子
[00:03:45.400 --> 00:03:49.280]  他發現他拼命的吹
[00:03:49.280 --> 00:03:51.280]  吹了又吹
[00:03:51.280 --> 00:03:53.680]  但是那個房子沒有倒
[00:03:53.680 --> 00:03:55.640]  毫無損害
[00:03:55.640 --> 00:03:59.160]  因為他是一個堅固的房子
[00:03:59.160 --> 00:04:04.800]  原來一個堅固的房子能抵禦外敵的通路
[00:04:04.800 --> 00:04:08.960]  照慧如果要能抵禦外敵
[00:04:08.960 --> 00:04:12.160]  我們也應該小心來建造
[00:04:12.160 --> 00:04:16.560]  今天早上就跟大家分享三個方面
[00:04:16.560 --> 00:04:21.480]  第一個方面是以基督的和平平行前行
[00:04:21.480 --> 00:04:24.880]  我請弟兄姊妹一同來讀這個經文
[00:04:24.880 --> 00:04:26.440]  一二三
[00:04:26.440 --> 00:04:32.320]  你們要讓基督所賜的和平在你們心裡做主
[00:04:32.320 --> 00:04:35.960]  也為此宗教有意義
[00:04:35.960 --> 00:04:39.000]  你們還要存感謝心
[00:04:39.000 --> 00:04:45.760]  當用各樣的智慧把基督的報統統祝福的所在心裡
[00:04:45.760 --> 00:04:48.360]  用詩篇讚譽詩
[00:04:48.360 --> 00:04:50.880]  並且與此教導
[00:04:50.880 --> 00:04:52.720]  主教全世界
[00:04:52.720 --> 00:04:56.440]  以感恩的心歌頌神
[00:04:56.440 --> 00:04:59.200]  基督所賜的和平
[00:04:59.200 --> 00:05:05.840]  是指到唯有基督才能賜給我們的心裡面的一種平安的心態
[00:05:05.840 --> 00:05:10.000]  一方面是指到這個平安在我們心裡面
[00:05:10.000 --> 00:05:14.240]  可以幫助我們不受任何的困難
[00:05:14.240 --> 00:05:16.320]  當信徒彼此教導
[00:05:16.320 --> 00:05:18.520]  互相相借的時間
[00:05:18.520 --> 00:05:23.520]  人人不會失去基督所賜心裡面的和平
[00:05:23.520 --> 00:05:26.120]  另一個方面是指到
[00:05:26.120 --> 00:05:29.160]  表明我們是基督和平的使者
[00:05:29.160 --> 00:05:32.760]  無論發生了什麼人與人之間的矛盾
[00:05:32.760 --> 00:05:38.480]  我們可以以基督的和平來尋求化解
[00:05:38.480 --> 00:05:41.720]  聖經裡面又講
[00:05:41.720 --> 00:05:47.720]  當用各樣的智慧把基督的道理豐豐富富的傳在心裡
[00:05:47.720 --> 00:05:49.880]  用詩篇讚美詩
[00:05:49.880 --> 00:05:50.520]  臨歌
[00:05:50.520 --> 00:05:51.800]  彼此教導
[00:05:51.800 --> 00:05:55.760]  互相相借的以感恩的心歌頌神
[00:05:55.760 --> 00:05:58.360]  基督所賜平安的心態
[00:05:58.360 --> 00:06:01.880]  這個道理要常常傳在我們心裡
[00:06:01.880 --> 00:06:04.360]  要在我們信徒群體當中
[00:06:04.360 --> 00:06:08.720]  一同彼此學習成長
[00:06:08.720 --> 00:06:11.680]  記得我在英國華那邊的時間
[00:06:11.680 --> 00:06:13.480]  也在教會裡面祀奉
[00:06:13.480 --> 00:06:16.080]  有一次我坐在一個老弟兄旁邊
[00:06:16.080 --> 00:06:17.760]  一同敬拜
[00:06:17.760 --> 00:06:19.360]  這個老弟兄呢
[00:06:19.360 --> 00:06:24.120]  他剛剛上班多年的太太就去世了
[00:06:24.120 --> 00:06:28.120]  我還記得在他太太安息禮拜當中
[00:06:28.120 --> 00:06:31.480]  當太太的棺木撒葬的時間
[00:06:31.480 --> 00:06:33.840]  老弟兄很捨不得
[00:06:33.840 --> 00:06:37.080]  所以他就親吻了這個棺木
