
[00:00:00.000 --> 00:00:03.280]  請姐妹平安 我自己有一個心意
[00:00:03.280 --> 00:00:07.940]  就是很想在聖經裡面開一個新的系列
[00:00:07.940 --> 00:00:11.460]  一起在神的話語裡面去看一下
[00:00:11.460 --> 00:00:19.720]  究竟我們怎樣才可以重新得力 展翅上騰
[00:00:19.720 --> 00:00:23.400]  我相信講這個題目對大家來說都會明白
[00:00:23.400 --> 00:00:28.360]  都不是陌生 這個題目是因為我們在過去這段日子
[00:00:28.360 --> 00:00:32.780]  其實無論你自己個人 或者你的際遇
[00:00:32.780 --> 00:00:36.940]  又或者你的家 甚至我們周圍的社會
[00:00:36.940 --> 00:00:40.880]  我們這個世界 都很多令我們很失望
[00:00:40.880 --> 00:00:46.240]  令我們很消沉 令我們很厭悶
[00:00:46.240 --> 00:00:50.280]  甚至有時候很無奈 很憤怒
[00:00:50.280 --> 00:00:55.240]  帶來給我們一個很抑鬱和很深的一個感覺
[00:00:55.240 --> 00:00:59.920]  究竟神的話語怎樣可以再次
[00:00:59.920 --> 00:01:03.920]  讓我們在這個幽谷裡面能夠走出來呢?
[00:01:03.920 --> 00:01:07.560]  或者說我OK 但是可能你身邊有人
[00:01:07.560 --> 00:01:12.380]  都是會這樣的時候 我相信這個是我們所需要的信息
[00:01:12.380 --> 00:01:15.680]  今天在第一次的主題裡面
[00:01:15.680 --> 00:01:20.220]  我想和大家一起看一看 舊約一個人物的個案
[00:01:20.220 --> 00:01:24.120]  就是這個偉大的先知 以利亞
[00:01:24.120 --> 00:01:28.400]  其實一個偉大的先知也好 一個小人物也好
[00:01:28.400 --> 00:01:31.560]  都會有抑鬱的
[00:01:31.560 --> 00:01:35.400]  我們對以利亞不陌生的了
[00:01:35.400 --> 00:01:39.440]  所以我們今天特別研究一下他
[00:01:39.440 --> 00:01:44.640]  以利亞他和我們其實不是相差很遠的
[00:01:44.640 --> 00:01:48.280]  新約聖經在《雅各書》特別提到
[00:01:48.280 --> 00:01:51.960]  其實以利亞和我們一樣有相同的限制
[00:01:51.960 --> 00:01:55.160]  他也是一個軟弱的人 我們看回舊約聖經裡面
[00:01:55.160 --> 00:01:59.000]  以利亞真是一個很自卑
[00:01:59.000 --> 00:02:01.800]  但是也曾經是一個很自負的人
[00:02:01.800 --> 00:02:06.560]  他也是一個很恐懼 但是也很驕傲的人
[00:02:06.560 --> 00:02:09.200]  這個就是以利亞那種的複雜
[00:02:09.200 --> 00:02:11.280]  就好像你和我一樣
[00:02:11.280 --> 00:02:14.840]  有時候在他的人生裡面高高低低的當中
[00:02:14.840 --> 00:02:19.040]  他面對很多的挑戰 尤其是他的抑鬱
[00:02:19.040 --> 00:02:22.840]  我們今天一起看看究竟發生了什麼事
[00:02:22.840 --> 00:02:26.160]  為了對大家有一些交代
[00:02:26.160 --> 00:02:32.520]  我很短的時間 很快將以利亞這種人生裡面的起起伏伏
[00:02:32.520 --> 00:02:36.720]  很快的講一次 希望提醒你和我一些回憶
[00:02:36.720 --> 00:02:43.520]  有興趣大家回去可以特別看回《獵王紀嘗》的十八、十九章
[00:02:43.520 --> 00:02:45.600]  還有一些其他的記載
[00:02:45.600 --> 00:02:49.080]  不過最重要的是這兩章的聖經
[00:02:49.080 --> 00:02:52.160]  剛才我們說以利亞的起始點
[00:02:52.160 --> 00:02:54.880]  其實是一個很自卑的人
[00:02:54.880 --> 00:02:58.880]  因為他應該自卑 因為他來自一個寂寂無聞的地方
[00:02:58.880 --> 00:03:03.920]  聖經裡面一開始就說以利亞是提斯比人
[00:03:03.920 --> 00:03:08.200]  提斯比這個地方就是約旦河東那些很山楂的地方
[00:03:08.200 --> 00:03:11.400]  那些地方很少人住的 就算住也是寄居的
[00:03:11.400 --> 00:03:14.000]  但是以利亞的鄉下就很少人住
[00:03:14.000 --> 00:03:16.320]  但是以利亞的鄉下就在那裡
[00:03:16.320 --> 00:03:21.080]  所以他極度有限 他家裡完全是不見經傳
[00:03:21.080 --> 00:03:24.360]  不過神的呼召就臨到一個這樣的人
[00:03:24.360 --> 00:03:28.560]  神就選了他要去做一件很偉大的事
[00:03:28.560 --> 00:03:33.520]  就是走去皇帝的面前 要面對整個國家的宗教信仰
[00:03:33.520 --> 00:03:36.720]  因為那時候的以色列國是一個很墮落的國家
[00:03:36.720 --> 00:03:39.440]  道德上的墮落 信仰上的墮落
[00:03:39.440 --> 00:03:43.840]  很多的偶像 尤其是巴力的敬拜
[00:03:43.840 --> 00:03:49.120]  和阿哈這個皇帝的太太中間 叫耶西別
[00:03:49.120 --> 00:03:54.600]  他就引進了這個叫做亞瑟拉的女神的敬拜
[00:03:54.600 --> 00:03:58.000]  所以在這個一塌糊塗的世代裡面
[00:03:58.000 --> 00:04:01.960]  神就呼召了一個寂寂無聞的以利亞
[00:04:01.960 --> 00:04:05.600]  要去扭轉這個時代 要去跟皇帝說
[00:04:05.600 --> 00:04:09.480]  他叫他跟皇帝說 如果你不悔改
[00:04:09.480 --> 00:04:14.200]  天就三年都不下雨 成為你的警告和懲罰
[00:04:14.200 --> 00:04:15.960]  於是以利亞就去了
[00:04:15.960 --> 00:04:19.880]  但是我們看到以利亞的記載裡面
[00:04:19.880 --> 00:04:22.760]  智裡行間一個很複雜的人
[00:04:22.760 --> 00:04:27.120]  一個本來很自卑的 想都沒想過他要承擔這麼重的責任的人
[00:04:27.120 --> 00:04:29.200]  突然間會看到飄飄然
[00:04:29.200 --> 00:04:32.280]  整個國家彈在我身上
[00:04:32.280 --> 00:04:35.320]  於是我們發覺有些說話你猜到
[00:04:35.320 --> 00:04:39.800]  也看到以利亞心裡面那種開始自我膨脹
[00:04:39.800 --> 00:04:42.960]  你見到以利亞去見這個阿哈皇帝的時候
[00:04:42.960 --> 00:04:43.960]  他說什麼呢?
[00:04:43.960 --> 00:04:49.400]  他說如果沒有我的命令 天就不下雨了
[00:04:49.400 --> 00:04:52.120]  其實這句話肯定不是神叫他說的
[00:04:52.120 --> 00:04:53.760]  是他自己說的
[00:04:53.760 --> 00:04:55.120]  因為神的意思就是說
[00:04:55.120 --> 00:04:58.040]  如果你不悔改的話 神就不下雨
[00:04:58.040 --> 00:04:59.600]  不下雨的是神
[00:04:59.600 --> 00:05:01.360]  但是以利亞當他說的時候
[00:05:01.360 --> 00:05:03.720]  阿哈說如果沒有我的命令
[00:05:03.720 --> 00:05:04.720]  就留意到這個字
[00:05:04.720 --> 00:05:07.000]  沒有我的命令就不會下雨了
[00:05:07.000 --> 00:05:08.520]  然後真的沒有下雨的時候
[00:05:08.520 --> 00:05:09.760]  三年的時候
[00:05:09.760 --> 00:05:11.520]  皇帝很緊張
[00:05:11.520 --> 00:05:12.840]  就派了一個家宰
[00:05:12.840 --> 00:05:17.440]  或者我們說是他自己的管家
[00:05:17.440 --> 00:05:19.600]  就到處找水
[00:05:19.600 --> 00:05:21.880]  在路上碰到以利亞
[00:05:21.880 --> 00:05:24.640]  聖經記載說他見到以利亞的時候
[00:05:24.640 --> 00:05:26.560]  說你就是那個以利亞
[00:05:26.560 --> 00:05:28.320]  那以利亞說什麼呢?
[00:05:28.320 --> 00:05:33.640]  他說你回去告訴你老闆
[00:05:33.640 --> 00:05:36.040]  以利亞在這裏
[00:05:36.040 --> 00:05:37.400]  哇 真厲害
[00:05:37.400 --> 00:05:38.800]  你想找水啊?
[00:05:38.800 --> 00:05:39.640]  你想下雨啊?
[00:05:39.640 --> 00:05:40.600]  問我吧
[00:05:40.600 --> 00:05:41.880]  問以利亞吧
[00:05:41.880 --> 00:05:44.520]  你看這個人突然間就膨脹了
[00:05:44.520 --> 00:05:49.720]  他感覺到他自己是承擔這麼重要的責任
[00:05:49.720 --> 00:05:52.240]  這樣的人神怎麼可以用他呢?
[00:05:52.240 --> 00:05:56.280]  所以神就給他一個很厲害的訓練
[00:05:56.280 --> 00:06:00.960]  這個訓練我在幾年前跟大家在崇拜裡面也提過了
[00:06:00.960 --> 00:06:02.280]  今天不是我們的重點
[00:06:02.280 --> 00:06:05.720]  不過我跟大家很快的總結一下
[00:06:05.720 --> 00:06:07.720]  這三個訓練裡面
[00:06:07.720 --> 00:06:12.560]  要將以利亞從一個自我膨脹的人一直收
[00:06:12.560 --> 00:06:14.000]  去打
[00:06:14.000 --> 00:06:17.200]  然後讓他適合給神所用
[00:06:17.200 --> 00:06:22.480]  第一個的訓練就是叫他去基納溪旁
[00:06:22.480 --> 00:06:24.960]  基納溪也是一條小到無倫的溪
[00:06:24.960 --> 00:06:29.640]  那條溪水每年到了夏季都已經乾了
[00:06:29.640 --> 00:06:32.200]  再加上天天不下雨
[00:06:32.200 --> 00:06:34.920]  那條水根本是不能喝的
[00:06:34.920 --> 00:06:36.640]  於是就去那裡
[00:06:36.640 --> 00:06:37.720]  要等什麼呢?
[00:06:37.720 --> 00:06:42.920]  就是等這個小鳥來吃
[00:06:42.920 --> 00:06:46.320]  果然跟著很快就沒水了
[00:06:46.320 --> 00:06:48.080]  在這個過程中
[00:06:48.080 --> 00:06:50.720]  以利亞對神有一種絕對的信任
[00:06:50.720 --> 00:06:52.520]  他要學對神的信任
[00:06:52.520 --> 00:06:54.880]  他要學到忍耐
[00:06:54.880 --> 00:06:57.080]  他要學到完全的信服
[00:06:57.080 --> 00:07:01.640]  有這種基本的素質之後
[00:07:01.640 --> 00:07:03.600]  才可以給神所用
[00:07:03.600 --> 00:07:05.640]  然後他就離開了這個地方
[00:07:05.640 --> 00:07:07.880]  神叫他去撒勒法的地方
[00:07:07.880 --> 00:07:12.120]  去投靠一個什麼都沒有寡婦
[00:07:12.120 --> 00:07:14.480]  在這個過程當中
[00:07:14.480 --> 00:07:19.600]  他發覺他能夠靠著神有一個很大的神蹟
[00:07:19.600 --> 00:07:25.120]  不過你留意為什麼要去撒勒法呢?
[00:07:25.120 --> 00:07:31.520]  如果查你就知道撒勒法就是最奸的耶駒別的家鄉
[00:07:31.520 --> 00:07:33.680]  敵人的大本營裡面
[00:07:33.680 --> 00:07:36.920]  投靠一個一無所有的寡婦
[00:07:36.920 --> 00:07:39.760]  那寡婦當然有一個很特別的神蹟
[00:07:39.760 --> 00:07:40.720]  以利亞
[00:07:40.720 --> 00:07:42.200]  他奴隸什麼都不能吃
[00:07:42.200 --> 00:07:43.600]  又沒有油
[00:07:43.600 --> 00:07:44.680]  沒有粉
[00:07:44.680 --> 00:07:46.240]  根本大家會餓死
[00:07:46.240 --> 00:07:49.520]  於是以利亞就在他的神蹟裡面
[00:07:49.520 --> 00:07:53.840]  讓這些油和麵粉不住不住的都有
[00:07:53.840 --> 00:07:56.080]  這是一個很偉大很驚人的神蹟
[00:07:56.080 --> 00:07:57.160]  不過有一個很有趣的
[00:07:57.160 --> 00:07:57.960]  剛才說
[00:07:57.960 --> 00:08:01.640]  要他在一個敵人的家鄉裡面
[00:08:01.640 --> 00:08:03.600]  在敵人的陣地裡面做
[00:08:03.600 --> 00:08:04.880]  於是他沒辦法
[00:08:04.880 --> 00:08:05.760]  公開表演
[00:08:05.760 --> 00:08:06.720]  沒有掌聲
[00:08:06.720 --> 00:08:08.880]  他只是關上門整整齊齊地做
