
[00:00:00.000 --> 00:00:08.000]  今晚我們的分題是: 「真的敬拜」。
[00:00:08.000 --> 00:00:14.000]  經文在《約翰福音》第四章二十三、二十四兩節。
[00:00:14.000 --> 00:00:36.000]  經文在《約翰福音》第四章二十三、二十四兩節。 之後章道:「如今就知了,那真正拜父的,要用心靈和誠實拜下,因為父要這讓的人拜下,
[00:00:36.000 --> 00:00:44.000]  但自個靈所以拜下的,必須用心靈和誠實拜下。」
[00:00:44.000 --> 00:00:48.000]  在這裡提到「真正敬拜神」的。
[00:00:48.000 --> 00:00:52.000]  在四方講到「真正敬拜神」。
[00:00:52.000 --> 00:00:56.000]  怎麼樣敬拜神呢?
[00:00:56.000 --> 00:00:59.000]  用心靈和誠實敬拜神。
[00:00:59.000 --> 00:01:03.000]  用心靈和誠實敬拜神。
[00:01:03.000 --> 00:01:08.000]  誠實這兩個字的原文可以翻作「真理」。
[00:01:08.000 --> 00:01:12.000]  誠實這兩個字的原文可以翻成「真理」。
[00:01:12.000 --> 00:01:17.000]  所以有人主張誠實應該翻譯作「真理」。
[00:01:17.000 --> 00:01:21.000]  所以有人主張誠實應該將翻譯成為「真理」。
[00:01:21.000 --> 00:01:28.000]  因為心靈和誠實在意義上是相似的,大概相同。
[00:01:28.000 --> 00:01:34.000]  因為心靈和誠實在意義上是相似的,意思大約相同。
[00:01:34.000 --> 00:01:39.000]  但是心靈和真理是很清楚的兩件事。
[00:01:39.000 --> 00:01:43.000]  但是心靈和真理是很清楚的兩件事。
[00:01:43.000 --> 00:01:48.000]  讓敬拜神的意義更加的完全。
[00:01:48.000 --> 00:01:51.000]  讓敬拜神的意義更加完全。
[00:01:51.000 --> 00:01:53.000]  更加的深入。
[00:01:53.000 --> 00:01:54.000]  更加的深入。
[00:01:54.000 --> 00:02:00.000]  所以今天晚上我們就按照這樣的翻譯來思想領受。
[00:02:00.000 --> 00:02:05.000]  所以今天晚上我們就按照這樣的翻譯來思想領受。
[00:02:05.000 --> 00:02:08.000]  用心靈和真理敬拜神。
[00:02:08.000 --> 00:02:12.000]  用心靈和真理敬拜神。
[00:02:12.000 --> 00:02:15.000]  我們先看真理。
[00:02:15.000 --> 00:02:17.000]  我們先看真理。
[00:02:17.000 --> 00:02:20.000]  按照真理來敬拜神。
[00:02:20.000 --> 00:02:22.000]  按照真理來敬拜神。
[00:02:22.000 --> 00:02:26.000]  第一點,那就是要敬拜真神。
[00:02:26.000 --> 00:02:29.000]  第一點,那就是要敬拜真神。
[00:02:29.000 --> 00:02:31.000]  我們不是什麼都拜。
[00:02:31.000 --> 00:02:33.000]  我們不是什麼都拜。
[00:02:33.000 --> 00:02:37.000]  有人拜大山、大河、大樹。
[00:02:37.000 --> 00:02:41.000]  有人拜大山、大河、大樹。
[00:02:41.000 --> 00:02:47.000]  但是按照真理來敬拜神是敬拜真神。
[00:02:47.000 --> 00:02:51.000]  但是按照真理來敬拜神是敬拜真神。
[00:02:51.000 --> 00:02:55.000]  在《約翰福音》三次提到真神。
[00:02:55.000 --> 00:02:58.000]  在《約翰福音》三次提到真神。
[00:02:58.000 --> 00:03:04.000]  那麼我們願意知道我們所拜的真神是怎麼樣的呢?
[00:03:04.000 --> 00:03:09.000]  那麼我們願意知道我們所拜的真神是怎麼樣的呢?
[00:03:09.000 --> 00:03:11.000]  為什麼祂值得我們敬拜呢?
[00:03:11.000 --> 00:03:13.000]  為什麼祂值得我們敬拜呢?
[00:03:13.000 --> 00:03:16.000]  在《伊夫所說》四章二十四節。
[00:03:16.000 --> 00:03:19.000]  在《伊夫所說》四章二十四節。
[00:03:19.000 --> 00:03:25.000]  祂就提到神是真理、仁義、聖潔的。
[00:03:25.000 --> 00:03:30.000]  祂就提到神是真理、仁義、聖潔的。
[00:03:30.000 --> 00:03:32.000]  這是我們所敬拜的真神。
[00:03:32.000 --> 00:03:35.000]  這是我們所敬拜的真神。
[00:03:35.000 --> 00:03:38.000]  如果一個人拜這位真神。
[00:03:38.000 --> 00:03:40.000]  如果一個人拜這樣的真神。
[00:03:40.000 --> 00:03:44.000]  他就會按照真理來生活。
[00:03:44.000 --> 00:03:46.000]  他就會按照真理來生活。
[00:03:46.000 --> 00:03:49.000]  他就會追求仁義的生活。
[00:03:49.000 --> 00:03:52.000]  他就會追求仁義的生活。
[00:03:52.000 --> 00:03:55.000]  他要學習聖潔的生活。
[00:03:55.000 --> 00:03:57.000]  他要學習聖潔的生活。
[00:03:57.000 --> 00:04:01.000]  一個人崇拜的對象關係很大。
[00:04:01.000 --> 00:04:05.000]  一個人他和他敬拜的對象關係很深。
[00:04:05.000 --> 00:04:09.000]  可以決定他的人生的價值觀。
[00:04:09.000 --> 00:04:12.000]  可以決定他的人生的價值觀。
[00:04:12.000 --> 00:04:16.000]  可以決定他人生追求的方向路線。
[00:04:16.000 --> 00:04:20.000]  可以決定他人生追求的方向和路線。
[00:04:20.000 --> 00:04:22.000]  一個人拜的什麼樣的神,
[00:04:22.000 --> 00:04:25.000]  這個人就成了什麼樣的人。
[00:04:25.000 --> 00:04:27.000]  一個人拜什麼樣的神,
[00:04:27.000 --> 00:04:29.000]  這個人就成為什麼樣的人。
[00:04:29.000 --> 00:04:31.000]  很多的人拜財神。
[00:04:31.000 --> 00:04:33.000]  有很多人拜財神。
[00:04:33.000 --> 00:04:37.000]  那就把他們的價值觀表達出來。
[00:04:37.000 --> 00:04:40.000]  就把他們的價值觀表達出來。
[00:04:40.000 --> 00:04:44.000]  拜財神的人是把財放在第一。
[00:04:44.000 --> 00:04:48.000]  拜財神的人是把財放在第一。
[00:04:48.000 --> 00:04:51.000]  所以他的人生是錢的味道。
[00:04:51.000 --> 00:04:54.000]  所以他的人生是錢的味道。
[00:04:54.000 --> 00:04:58.000]  人生的目的就是要賺錢享受。
[00:04:58.000 --> 00:05:02.000]  人生的目的就是賺錢享受。
[00:05:02.000 --> 00:05:04.000]  中國人很多拜關公。
[00:05:04.000 --> 00:05:06.000]  中國人很多拜關公。
[00:05:06.000 --> 00:05:09.000]  把關公當作財神來拜。
[00:05:09.000 --> 00:05:12.000]  把關公當作財神來拜。
[00:05:12.000 --> 00:05:14.000]  關公很冤枉。
[00:05:14.000 --> 00:05:16.000]  關公很冤枉。
[00:05:16.000 --> 00:05:20.000]  其實關公是一個忠義聽財的人。
[00:05:20.000 --> 00:05:23.000]  其實關公是一個忠義聽財的人。
[00:05:23.000 --> 00:05:26.000]  但是竟然成了財神。
[00:05:26.000 --> 00:05:27.000]  竟然成為財神。
[00:05:27.000 --> 00:05:30.000]  但是我們不了解怎麼回事。
[00:05:30.000 --> 00:05:32.000]  我們都不明白為什麼會這樣。
[00:05:32.000 --> 00:05:35.000]  一個人將錢放在第一。
[00:05:35.000 --> 00:05:37.000]  一個人將錢放在第一。
[00:05:37.000 --> 00:05:42.000]  那麼他就可以不計手段來賺錢。
[00:05:42.000 --> 00:05:45.000]  那麼他就可以不計手段來賺錢。
[00:05:45.000 --> 00:05:49.000]  很多的人是用不法的手段來賺錢。
[00:05:49.000 --> 00:05:53.000]  很多人是用不法的手段來賺錢。
[00:05:53.000 --> 00:05:55.000]  這樣賺的錢什麼都做。
[00:05:55.000 --> 00:05:58.000]  這樣賺錢什麼都去做。
[00:05:58.000 --> 00:06:02.000]  你想這樣的社會是怎麼樣的呢?
[00:06:02.000 --> 00:06:06.000]  這樣影響到社會會是怎樣的呢?
[00:06:06.000 --> 00:06:13.000]  所以一個人崇拜的對象決定這個人的價值觀。
[00:06:13.000 --> 00:06:18.000]  所以一個人崇拜的對象就決定了他的價值觀。
[00:06:18.000 --> 00:06:24.000]  如果一個人拜真理仁義聖潔的神,
[00:06:24.000 --> 00:06:28.000]  如果一個人拜真理仁義聖潔的神,
[00:06:28.000 --> 00:06:33.000]  他的人生一定有一個很高尚的目標。
[00:06:33.000 --> 00:06:37.000]  他的人生一定有一個很高尚的目標。
[00:06:37.000 --> 00:06:41.000]  聖經要我們拜這位真神。
[00:06:41.000 --> 00:06:44.000]  聖經要我們拜一位這樣的真神。
[00:06:44.000 --> 00:06:47.000]  真是很值得我們來敬拜他。
[00:06:47.000 --> 00:06:50.000]  真是很值得我們來敬拜他。
[00:06:50.000 --> 00:06:55.000]  那麼我們來開始想怎麼樣敬拜這位真神。
[00:06:55.000 --> 00:07:00.000]  那麼我們來開始想怎麼樣來敬拜這位真神呢?
[00:07:00.000 --> 00:07:01.000]  第一個原則。
[00:07:01.000 --> 00:07:05.000]  第一個原則,要尊神為大。
[00:07:05.000 --> 00:07:07.000]  要尊神為大。
[00:07:07.000 --> 00:07:10.000]  我們說崇拜,崇就是崇高。
[00:07:10.000 --> 00:07:13.000]  我們說崇拜,崇就是崇高。
[00:07:13.000 --> 00:07:18.000]  就是將我們崇拜的對象放在很高。
[00:07:18.000 --> 00:07:21.000]  將我們崇拜的對象放在很高。
[00:07:21.000 --> 00:07:24.000]  放在首位上。
[00:07:24.000 --> 00:07:26.000]  放在首位上。
[00:07:26.000 --> 00:07:30.000]  我們尊崇他,信服他。
[00:07:30.000 --> 00:07:33.000]  我們尊崇他,信服他。
[00:07:33.000 --> 00:07:39.000]  在舊約告訴我們,神,耶和華神是王。
[00:07:39.000 --> 00:07:43.000]  在舊約告訴我們,神,耶和華神是王。
[00:07:43.000 --> 00:07:46.000]  在新約,耶穌基督是王。
[00:07:46.000 --> 00:07:49.000]  在新約,耶穌基督是王。
[00:07:49.000 --> 00:07:53.000]  大家記得比拉多審問耶穌的時候。
[00:07:53.000 --> 00:07:56.000]  大家記得比拉多審問耶穌的時候。
[00:07:56.000 --> 00:08:00.000]  祂說,很多人說祢是王,祢是王嗎?
[00:08:00.000 --> 00:08:04.000]  祂說,很多人說祢是王,祢是王嗎?
[00:08:04.000 --> 00:08:09.000]  耶穌基督面對這個問題很難回答。
[00:08:09.000 --> 00:08:12.000]  耶穌基督面對這個問題很難回答。
[00:08:12.000 --> 00:08:18.000]  因為當時控告祂要定祂罪的理由,就是祂造反。
[00:08:18.000 --> 00:08:23.000]  因為當時控告祂要定祂罪的理由,就是祂造反。
[00:08:23.000 --> 00:08:25.000]  如果祂說我是王。
[00:08:25.000 --> 00:08:27.000]  如果祂說我是王。
[00:08:27.000 --> 00:08:29.000]  那就承認自己造反的罪。
[00:08:29.000 --> 00:08:32.000]  那就承認自己造反的罪。
[00:08:32.000 --> 00:08:34.000]  我們的主怎麼回答呢?
[00:08:34.000 --> 00:08:36.000]  我們的主怎麼樣回答呢?
[00:08:36.000 --> 00:08:38.000]  你說我是王。
[00:08:38.000 --> 00:08:40.000]  你說我是王。
[00:08:40.000 --> 00:08:42.000]  我為此而生。
[00:08:42.000 --> 00:08:45.000]  我為此而生。
[00:08:45.000 --> 00:08:48.000]  特為真理作見證。
[00:08:48.000 --> 00:08:51.000]  特為真理作見證。
[00:08:51.000 --> 00:08:54.000]  凡屬真理的人就跟從我。
[00:08:54.000 --> 00:08:58.000]  凡屬真理的人就跟從我。
[00:08:58.000 --> 00:09:00.000]  他承認祂是王。
