
[00:00:00.000 --> 00:00:02.960]  今天我們提詞上一段經文
[00:00:02.960 --> 00:00:04.880]  特別提到在重站當中
[00:00:04.880 --> 00:00:07.800]  來見到神的榮耀
[00:00:07.800 --> 00:00:09.760]  我首先所提的就是
[00:00:09.760 --> 00:00:11.200]  大家或許都會有些印象
[00:00:11.200 --> 00:00:13.120]  知道我們教會有很多不同的師班
[00:00:13.120 --> 00:00:14.840]  我們有很多不同的師班裏面
[00:00:14.840 --> 00:00:18.040]  亦都有不同的師班的名稱
[00:00:18.040 --> 00:00:20.280]  大家不知道知不知道在歷史當中
[00:00:20.280 --> 00:00:25.640]  北村有一個師班叫做比拉加師班
[00:00:25.640 --> 00:00:27.600]  這個師班在早年是少年
[00:00:27.600 --> 00:00:31.120]  青年他們一起組合成一個師班
[00:00:31.120 --> 00:00:34.560]  這個名稱很特別叫做比拉加
[00:00:34.560 --> 00:00:39.880]  它的來源是在聖經的歷代之下第20章
[00:00:39.880 --> 00:00:42.680]  當地這個地方發生一件事情
[00:00:42.680 --> 00:00:46.240]  就是在當時的約沙法王猶大王
[00:00:46.240 --> 00:00:51.400]  他當時面對著聯合的一個敵軍來攻擊猶大
[00:00:51.400 --> 00:00:54.640]  他心裡清楚知道自己的力量不能勝過
[00:00:54.640 --> 00:00:57.040]  所以呼籲整個猶大民族
[00:00:57.040 --> 00:01:01.000]  他們就禁食、祈禱、尋求神的恩典
[00:01:01.000 --> 00:01:04.680]  因此神就聆聽他的禱告
[00:01:04.680 --> 00:01:05.720]  就告訴他們知道
[00:01:05.720 --> 00:01:07.520]  你們儘管出去
[00:01:07.520 --> 00:01:12.120]  去到站立看我為你做甚麼的事情
[00:01:12.120 --> 00:01:14.040]  在過程當中大家會想像
[00:01:14.040 --> 00:01:16.560]  一個很不容易的挑戰
[00:01:16.560 --> 00:01:20.960]  面對著敵軍竟然要求自己站在敵軍面前
[00:01:20.960 --> 00:01:23.920]  在人的角度看是等死
[00:01:23.920 --> 00:01:25.240]  但是他們相信神的話
[00:01:25.240 --> 00:01:26.800]  因此他們去到前面
[00:01:26.800 --> 00:01:28.400]  還有他們做了一件事情
[00:01:28.400 --> 00:01:29.640]  大家會知道
[00:01:29.640 --> 00:01:33.040]  就是他們安排了一隊師班
[00:01:33.040 --> 00:01:36.000]  他們穿著聖經所說的聖傑的禮袍
[00:01:36.000 --> 00:01:38.200]  站在軍隊的前面
[00:01:38.200 --> 00:01:40.720]  他們就歌頌讚美神
[00:01:40.720 --> 00:01:41.560]  他們唱的詩歌
[00:01:41.560 --> 00:01:42.280]  聖經所說
[00:01:42.280 --> 00:01:45.200]  他們唱「當稱謝耶和華
[00:01:45.200 --> 00:01:48.360]  因他的慈愛永遠長存」
[00:01:48.360 --> 00:01:50.800]  他們很清楚地唱頌
[00:01:50.800 --> 00:01:53.880]  神是永遠有慈愛的神
[00:01:53.880 --> 00:01:55.160]  當他們唱詩歌的時候
[00:01:55.160 --> 00:01:57.600]  神就擦顯他們的伏兵
[00:01:57.600 --> 00:02:00.640]  去到敵軍當中來擊殺敵軍
[00:02:00.640 --> 00:02:03.520]  以至敵軍就完全敗退
[00:02:03.520 --> 00:02:04.840]  當他們勝利之後
[00:02:04.840 --> 00:02:06.960]  他們全部回到耶路撒冷
[00:02:06.960 --> 00:02:10.040]  師班和軍隊一起回去的時候
[00:02:10.040 --> 00:02:11.760]  他們唱詩讚美
[00:02:11.760 --> 00:02:13.760]  聖經說他們擊鼓
[00:02:13.760 --> 00:02:15.160]  他們響拔
[00:02:15.160 --> 00:02:17.240]  一起來讚美神
[00:02:17.240 --> 00:02:20.560]  然後他們經歷神的榮耀
[00:02:20.560 --> 00:02:23.160]  看見神的榮耀
[00:02:23.160 --> 00:02:24.360]  當他們信靠神
[00:02:24.360 --> 00:02:25.880]  全心倚靠祂
[00:02:25.880 --> 00:02:27.640]  透過他們讚美神
[00:02:27.640 --> 00:02:29.800]  表達出那種完全的信靠
[00:02:29.800 --> 00:02:32.120]  和對神的尊崇
[00:02:32.120 --> 00:02:34.200]  他們就看見神的作為
[00:02:34.200 --> 00:02:35.840]  在他們中間
[00:02:35.840 --> 00:02:36.520]  各位靈性姐妹
[00:02:36.520 --> 00:02:38.600]  每一次你們回來崇拜的時候
[00:02:38.600 --> 00:02:40.760]  不單單是一起唱詩歌
[00:02:40.760 --> 00:02:42.280]  聽聽講道
[00:02:42.280 --> 00:02:43.320]  更重要的就是
[00:02:43.320 --> 00:02:47.480]  你全心來尊榮這位上帝
[00:02:47.480 --> 00:02:49.560]  當你的心如此的時候
[00:02:49.560 --> 00:02:52.520]  你會看見神的榮耀
[00:02:52.520 --> 00:02:54.440]  神在你心中說話
[00:02:54.440 --> 00:02:56.360]  讓你知道祂的偉大
[00:02:56.360 --> 00:03:00.680]  你就可以放輕生活上很多的困難
[00:03:00.680 --> 00:03:02.160]  有時候聽到靈性姐妹講述
[00:03:02.160 --> 00:03:04.120]  很多自己所經歷的難處
[00:03:04.120 --> 00:03:06.520]  有時候突然間生意失敗
[00:03:06.520 --> 00:03:08.080]  有時候突然間失業
[00:03:08.080 --> 00:03:09.800]  突然間有些感情的挫折
[00:03:09.800 --> 00:03:12.160]  或者家庭出現些甚麼問題
[00:03:12.160 --> 00:03:14.320]  我們廣東人說
[00:03:14.320 --> 00:03:15.640]  發生這麼多事情
[00:03:15.640 --> 00:03:18.360]  這一陣子很黑暗
[00:03:18.360 --> 00:03:19.640]  好像很灰暗
[00:03:19.640 --> 00:03:22.240]  好像沒有盼望一樣
[00:03:22.240 --> 00:03:24.000]  但正當這些時候
[00:03:24.000 --> 00:03:26.920]  就是你需要去敬拜神的時候
