
[00:00:00.000 --> 00:00:04.560]  今天我們繼續來說《約翰福音》第七章25-36節
[00:00:04.560 --> 00:00:09.040]  耶穌是透過這段內容的教導
[00:00:09.040 --> 00:00:15.160]  讓群眾知道整個走向十字架的被釘之路
[00:00:15.160 --> 00:00:18.480]  完全是上帝精心的安排
[00:00:18.480 --> 00:00:21.480]  我們來看看耶穌怎麼表達這個訊息
[00:00:21.480 --> 00:00:24.520]  25-27節記載
[00:00:24.520 --> 00:00:26.600]  耶路撒冷中有的說
[00:00:26.600 --> 00:00:31.840]  「這不是他們想要殺的人嗎?你看他還明明地講道
[00:00:31.840 --> 00:00:34.240]  他們也不向他說什麼
[00:00:34.240 --> 00:00:37.080]  難道官長真知道這是基督嗎?
[00:00:37.080 --> 00:00:39.920]  然而我們知道這個人從哪裡來
[00:00:39.920 --> 00:00:43.280]  沒有人知道他從哪裡來」
[00:00:43.280 --> 00:00:47.080]  之前耶穌用了一個很長的篇幅
[00:00:47.080 --> 00:00:51.400]  去跟一群人討論安息日這個話題
[00:00:51.400 --> 00:00:56.640]  現在把焦點轉移到一個問題
[00:00:56.640 --> 00:00:59.920]  在第七章十一至十三節
[00:00:59.920 --> 00:01:04.960]  當時群眾對耶穌的認識有很多不確定性
[00:01:04.960 --> 00:01:08.160]  他們不知道耶穌的真實身份是什麼
[00:01:08.160 --> 00:01:09.480]  所以有很多討論
[00:01:09.480 --> 00:01:11.680]  現在來到這裡
[00:01:11.680 --> 00:01:17.280]  耶穌又大膽地在公開的場合去教導人
[00:01:17.280 --> 00:01:23.840]  去將一些真理教導出來的時候再一次引起人們的討論
[00:01:23.840 --> 00:01:27.280]  問這個問題的是耶路撒冷裏面的人
[00:01:27.280 --> 00:01:35.440]  他們可以說遠遠跟那些加利利人和其餘的朝聖者去相比
[00:01:35.440 --> 00:01:41.280]  他們更加可以說知道耶路撒冷的當權者的想法
[00:01:41.280 --> 00:01:45.000]  以及他們將要對耶穌做些什麼
[00:01:45.000 --> 00:01:48.040]  他們應該比其他人更加清楚
[00:01:48.040 --> 00:01:51.800]  可以說在這裏很驚訝
[00:01:51.800 --> 00:01:54.280]  就是這一群的群眾
[00:01:54.280 --> 00:01:59.000]  就是耶穌面對這些這麼多的壓力和威脅
[00:01:59.000 --> 00:02:02.600]  為什麼他都這麼大膽去公開的去講道呢?
[00:02:02.600 --> 00:02:07.280]  可以說如果他們驚訝耶穌的膽量
[00:02:07.280 --> 00:02:11.040]  那些官長默不作聲
[00:02:11.040 --> 00:02:13.240]  更令人驚訝的是什麼呢?
[00:02:13.240 --> 00:02:15.680]  就是為什麼他們不逮捕耶穌呢?
[00:02:15.680 --> 00:02:19.120]  當時的群眾提出了一個可能性的解釋
[00:02:19.120 --> 00:02:23.520]  說這些官長已經衡量過一些證據
[00:02:23.520 --> 00:02:26.600]  又或者有新的證據去推論出
[00:02:26.600 --> 00:02:29.760]  耶穌就是那個尼塞亞
[00:02:29.760 --> 00:02:31.800]  在《約翰福音》當中
