
[00:00:00.000 --> 00:00:03.000]  請大家再翻到詩篇
[00:00:03.000 --> 00:00:11.400]  今天早上我們要看詩篇裡面七幅的
[00:00:11.400 --> 00:00:14.000]  復興的圖畫
[00:00:14.000 --> 00:00:22.000]  在詩篇裡面有很多幅的圖畫
[00:00:22.000 --> 00:00:29.000]  可惜呢,我不會畫圖畫
[00:00:30.000 --> 00:00:33.000]  如果我會畫的話
[00:00:33.000 --> 00:00:38.000]  我真是想將這些圖畫一幅一幅地畫出來
[00:00:38.000 --> 00:00:47.000]  也許我們中間有的弟兄姊妹有會畫的天才
[00:00:47.000 --> 00:00:52.000]  如果你有這個感動
[00:00:52.000 --> 00:00:58.000]  這也是你書林的創作的一條路線
[00:00:58.000 --> 00:01:02.000]  你好好地讀詩篇
[00:01:02.000 --> 00:01:09.000]  把你說發現的一幅一幅的書林的圖畫畫出來
[00:01:09.000 --> 00:01:16.000]  我相信你的那個畫冊呢
[00:01:16.000 --> 00:01:20.000]  就會風行所有的華人教會
[00:01:26.000 --> 00:01:29.000]  復興是非常的重要
[00:01:29.000 --> 00:01:38.000]  今天有很多的基督徒在世界各地為了復興禱告
[00:01:38.000 --> 00:01:45.000]  我們實在需要復興
[00:01:45.000 --> 00:01:49.000]  復興有兩種
[00:01:49.000 --> 00:01:55.000]  第一種是神特別的作為
[00:01:55.000 --> 00:01:59.000]  他按照他的時間
[00:01:59.000 --> 00:02:04.000]  按照他定的地方
[00:02:04.000 --> 00:02:08.000]  用他定的方式
[00:02:08.000 --> 00:02:15.000]  借著聖靈大大的工作賜下復興
[00:02:15.000 --> 00:02:21.000]  那是非常的寶貴
[00:02:22.000 --> 00:02:25.000]  但是還有一種的復興
[00:02:25.000 --> 00:02:31.000]  是我們可以借著追求長進
[00:02:31.000 --> 00:02:34.000]  一步一步進到復興裡面
[00:02:34.000 --> 00:02:41.000]  我們長進進入復興
[00:02:41.000 --> 00:02:47.000]  每一個人都可以有第二種復興
[00:02:50.000 --> 00:02:54.000]  第一種的復興我們沒有辦法定什麼時候發生
[00:02:54.000 --> 00:03:01.000]  但是第二種的復興呢
[00:03:01.000 --> 00:03:08.000]  我們每一個人都可以借著追求長進而得到
[00:03:08.000 --> 00:03:17.000]  那麼今天呢我們的重點就在第二種的復興
[00:03:17.000 --> 00:03:21.000]  我們要很簡單的看七幅復興的圖畫
[00:03:21.000 --> 00:03:28.000]  第一幅的圖畫
[00:03:28.000 --> 00:03:31.000]  103篇
[00:03:31.000 --> 00:03:34.000]  第五節
[00:03:34.000 --> 00:03:43.000]  他用每物使你所願的得以知足
[00:03:43.000 --> 00:03:47.000]  以致你如鶯返老還童
[00:03:47.000 --> 00:03:59.000]  如鶯返老還童
[00:03:59.000 --> 00:04:07.000]  如果你看這個曼德雷曼的《聖經》注釋
[00:04:08.000 --> 00:04:10.000]  你會發現
[00:04:10.000 --> 00:04:17.000]  在這一節《聖經》的地方
[00:04:17.000 --> 00:04:21.000]  他這樣說
[00:04:21.000 --> 00:04:26.000]  在自然界或者說非鳥界
[00:04:26.000 --> 00:04:34.000]  有一種很特別的現象
[00:04:36.000 --> 00:04:39.000]  就是嬰兒到了年老的時候
[00:04:39.000 --> 00:04:44.000]  他的全身的羽毛再一次豐滿起來
[00:04:44.000 --> 00:04:52.000]  所以特別好看
[00:04:52.000 --> 00:04:57.000]  是很有意思的一件事
[00:04:57.000 --> 00:05:02.000]  在年老的時候
[00:05:02.000 --> 00:05:04.000]  心的恩典降臨
[00:05:05.000 --> 00:05:07.000]  它象徵著新的恩典
[00:05:07.000 --> 00:05:09.000]  當你到了年老的時候
[00:05:09.000 --> 00:05:12.000]  我們從這幅圖畫想到復興
[00:05:12.000 --> 00:05:17.000]  我們信祖時間長了以後
[00:05:17.000 --> 00:05:24.000]  我們的靈性就受時間的考驗
[00:05:24.000 --> 00:05:32.000]  時間的考驗是個很重要的考驗
[00:05:33.000 --> 00:05:36.000]  有人熱心愛祖是很短的時間
[00:05:36.000 --> 00:05:42.000]  熱心一年
[00:05:42.000 --> 00:05:44.000]  熱心兩年
[00:05:44.000 --> 00:05:47.000]  熱心三年也相當長了
[00:05:47.000 --> 00:05:52.000]  慢慢慢慢就冷下去了
[00:05:52.000 --> 00:05:56.000]  受不起時間的考驗
[00:05:59.000 --> 00:06:02.000]  當我們在時間裡面慢慢冷下去的時候
[00:06:02.000 --> 00:06:07.000]  我們需要復興
[00:06:07.000 --> 00:06:11.000]  勝過時間的考驗
[00:06:11.000 --> 00:06:18.000]  有的基督徒信祖越久
[00:06:18.000 --> 00:06:20.000]  蒙恩越多
[00:06:20.000 --> 00:06:23.000]  就慢慢地在恩典中麻木了
[00:06:24.000 --> 00:06:26.000]  他們覺得蒙恩是很自然的
[00:06:26.000 --> 00:06:28.000]  是神一定要給他們的
[00:06:28.000 --> 00:06:36.000]  所以在恩典中慢慢地向下去
[00:06:36.000 --> 00:06:45.000]  就好像陽光下面的泥一樣
[00:06:45.000 --> 00:06:47.000]  越曬越暖
[00:06:47.000 --> 00:06:49.000]  越暖越好
[00:06:49.000 --> 00:06:52.000]  就像陽光下面的泥一樣
[00:06:52.000 --> 00:06:54.000]  越曬越硬
[00:06:54.000 --> 00:07:00.000]  但是另外有的基督徒
[00:07:00.000 --> 00:07:03.000]  他們不像泥
[00:07:03.000 --> 00:07:05.000]  他們是像蠟
[00:07:05.000 --> 00:07:10.000]  蠟在太陽光下面曬的時候
[00:07:10.000 --> 00:07:15.000]  越曬越軟
[00:07:17.000 --> 00:07:18.000]  感謝主
[00:07:18.000 --> 00:07:22.000]  有的基督徒蒙恩越多就越愛主
[00:07:22.000 --> 00:07:31.000]  在恩典中時間越長就越愛主
[00:07:31.000 --> 00:07:37.000]  我們自己是怎麼樣
[00:07:37.000 --> 00:07:40.000]  是像泥還是像蠟
[00:07:40.000 --> 00:07:46.000]  有的時候我看見青年的弟兄姊妹
[00:07:46.000 --> 00:07:47.000]  熱心愛主
[00:07:47.000 --> 00:07:48.000]  我心裡很快樂
[00:07:48.000 --> 00:07:54.000]  但是呢
[00:07:54.000 --> 00:07:55.000]  我還有點不放心
[00:07:55.000 --> 00:07:59.000]  因為他們的熱心呢
[00:07:59.000 --> 00:08:02.000]  還沒有受過時間的考驗
[00:08:02.000 --> 00:08:08.000]  有許多青年弟兄姊妹
[00:08:08.000 --> 00:08:11.000]  在讀大學的時候很熱心
[00:08:15.000 --> 00:08:17.000]  結婚以後呢就不同了
[00:08:17.000 --> 00:08:22.000]  做事以後呢就不同了
[00:08:22.000 --> 00:08:25.000]  慢慢慢慢消沈了
[00:08:25.000 --> 00:08:29.000]  以後呢在教會裡面呢
[00:08:29.000 --> 00:08:33.000]  這個熱心的行列當中見不到他們
[00:08:33.000 --> 00:08:39.000]  另外一方面
[00:08:39.000 --> 00:08:43.000]  我看見一些年長的弟兄姊妹
[00:08:44.000 --> 00:08:46.000]  他們很熱心愛主
[00:08:46.000 --> 00:08:50.000]  我更為他們感謝主
[00:08:50.000 --> 00:08:55.000]  他們信了主幾十年了
[00:08:55.000 --> 00:09:00.000]  一直是熱心愛主
[00:09:00.000 --> 00:09:01.000]  侍奉主
[00:09:01.000 --> 00:09:07.000]  這是一個很寶貴的勝利
[00:09:11.000 --> 00:09:13.000]  他們在時間的考驗裡面
[00:09:13.000 --> 00:09:15.000]  有很好的表現
[00:09:15.000 --> 00:09:21.000]  約翰·威斯利
[00:09:21.000 --> 00:09:24.000]  88歲過世
[00:09:24.000 --> 00:09:28.000]  他在臨死的時候
[00:09:28.000 --> 00:09:31.000]  講了一句話
[00:09:31.000 --> 00:09:33.000]  很寶貴
[00:09:33.000 --> 00:09:36.000]  他說
[00:09:39.000 --> 00:09:43.000]  最好的就是神與我們同在
[00:09:43.000 --> 00:09:46.000]  感謝主
[00:09:46.000 --> 00:09:47.000]  他那麼大年紀
[00:09:47.000 --> 00:09:51.000]  心裡還是充滿了主的同在的感覺
[00:09:51.000 --> 00:09:58.000]  他沒有改變
[00:09:58.000 --> 00:10:03.000]  這句話雕刻在他的紀念碑上
[00:10:08.000 --> 00:10:10.000]  他講了很出名的一句話
[00:10:10.000 --> 00:10:13.000]  最好的一件事
[00:10:13.000 --> 00:10:16.000]  是神仍然與我們同在
[00:10:16.000 --> 00:10:23.000]  有一間大學在北美洲
[00:10:23.000 --> 00:10:28.000]  叫Hamilton College
[00:10:28.000 --> 00:10:33.000]  是一個大學的創辦人
[00:10:33.000 --> 00:10:34.000]  叫Dr.Packers
[00:10:37.000 --> 00:10:39.000]  這是很多年前的事了
[00:10:39.000 --> 00:10:43.000]  他年老過世的時候
[00:10:43.000 --> 00:10:48.000]  他留下了一個很動人的表現
[00:10:48.000 --> 00:10:53.000]  他年老還病
[00:10:53.000 --> 00:10:57.000]  有一天醫生告訴他說
[00:10:57.000 --> 00:11:00.000]  他說
[00:11:00.000 --> 00:11:03.000]  你只有很短的時間了
[00:11:03.000 --> 00:11:06.000]  照我的經驗大概半個鐘頭
[00:11:06.000 --> 00:11:15.000]  美國的醫生和中國的醫生
[00:11:15.000 --> 00:11:17.000]  習慣不大相同
[00:11:17.000 --> 00:11:23.000]  中國的醫生從來不會告訴你
[00:11:23.000 --> 00:11:25.000]  你半個鐘頭以後要死了
