
[00:00:00.000 --> 00:00:07.000]  今天是九月份,也是七至九月最後一次港島
[00:00:07.000 --> 00:00:12.000]  也是希伯來書十一章,我們看了很多信心的偉人
[00:00:12.000 --> 00:00:18.000]  不知道你一想起過去這三個月有哪一個人物對你比較觸動
[00:00:18.000 --> 00:00:20.000]  也留下深刻的印象
[00:00:20.000 --> 00:00:23.000]  不論是哪一個人物也好
[00:00:23.000 --> 00:00:28.000]  今天經文一開始,中文和合本沒有翻譯
[00:00:28.000 --> 00:00:35.000]  不過有個譯本在原文是說所義
[00:00:35.000 --> 00:00:38.000]  十二章第一節所義
[00:00:38.000 --> 00:00:41.000]  也就是說十二章第一節是連繫於上文
[00:00:41.000 --> 00:00:43.000]  在十一章三十九節
[00:00:43.000 --> 00:00:46.000]  十一章三十九節四十節說什麼呢
[00:00:46.000 --> 00:00:51.000]  他說這些人就是在希伯來書十一章所說的很多信心的偉人
[00:00:51.000 --> 00:00:55.000]  漠世也好,阿爸拉漢也好,誰也好
[00:00:55.000 --> 00:00:59.000]  這些人得到了一個美好的英許
[00:00:59.000 --> 00:01:04.000]  這個英許不單止給他們,也是為我們存有的
[00:01:04.000 --> 00:01:06.000]  這個英許是什麼呢
[00:01:06.000 --> 00:01:09.000]  就是在十一章十三到十六節
[00:01:09.000 --> 00:01:13.000]  說到我們這些人期待著
[00:01:13.000 --> 00:01:16.000]  看自己為一個客女,人生就像一個客女
[00:01:16.000 --> 00:01:19.000]  他們在地上是一個短暫的停留
[00:01:19.000 --> 00:01:26.000]  有一個這麼美好的家鄉,等待他們,為他們前往
[00:01:26.000 --> 00:01:28.000]  但是這個家鄉他們還沒有得到
[00:01:28.000 --> 00:01:31.000]  所以他們憑信心去遙望
[00:01:31.000 --> 00:01:35.000]  知道有一天他們會回到當中
[00:01:35.000 --> 00:01:38.000]  這個家鄉,當然我們從聖經當中就知道
[00:01:38.000 --> 00:01:42.000]  是一個新天新地,是我們永恆的居所
[00:01:42.000 --> 00:01:45.000]  不過雖然是這樣
[00:01:45.000 --> 00:01:50.000]  每一個在十一章所讀的舊約人物
[00:01:50.000 --> 00:01:53.000]  有時候都很艱難,面對很大的挑戰
[00:01:53.000 --> 00:01:56.000]  但是他們有信心,繼續走這條路
[00:01:56.000 --> 00:01:59.000]  所以同樣的,希伯來書的作者
[00:01:59.000 --> 00:02:03.000]  也是透過這些人物鼓勵我們走這條路
[00:02:03.000 --> 00:02:06.000]  來到十二章的時候,他繼續說
[00:02:06.000 --> 00:02:10.000]  他就用雲彩般的見證人
[00:02:10.000 --> 00:02:14.000]  十一章有很多雲彩般的見證人
[00:02:14.000 --> 00:02:17.000]  見證人這個字就是殉道者
[00:02:17.000 --> 00:02:19.000]  同一個字,殉道者
[00:02:19.000 --> 00:02:23.000]  這些人是為了上帝而殉道的
[00:02:23.000 --> 00:02:27.000]  美好的仗也打過,當跑的路也跑盡了
[00:02:27.000 --> 00:02:29.000]  所信的道已經守住了
[00:02:29.000 --> 00:02:31.000]  好像保羅在臨終的時候
[00:02:31.000 --> 00:02:34.000]  從此以後有公義的冠冕為保羅
[00:02:34.000 --> 00:02:38.000]  為所有凡愛慕他顯現的人,存留的
[00:02:38.000 --> 00:02:41.000]  這些信心的偉人,他們成為了殉道者
[00:02:41.000 --> 00:02:45.000]  他們是在激勵第一世代的信徒
[00:02:45.000 --> 00:02:49.000]  希伯來書作者所寫給的修信者
[00:02:49.000 --> 00:02:52.000]  或者是在激勵二千年後的我們
[00:02:52.000 --> 00:02:55.000]  繼續去仰望,仰望這個英許
[00:02:55.000 --> 00:02:58.000]  我們只不過是客女
[00:02:58.000 --> 00:03:01.000]  人生在世幾十年,會過去的
[00:03:01.000 --> 00:03:03.000]  但是有一個永恆的家鄉
[00:03:03.000 --> 00:03:06.000]  為你和我,那些凡是愛慕他
[00:03:06.000 --> 00:03:10.000]  愛慕主耶穌基督顯現的人,存留的
[00:03:10.000 --> 00:03:13.000]  那如何跑好這條人生的天路呢?
[00:03:13.000 --> 00:03:16.000]  剛才說到我們會面對很多的起伏
[00:03:16.000 --> 00:03:20.000]  家庭、工作,甚至教會、侍奉、讀書
[00:03:20.000 --> 00:03:22.000]  凡事種種
[00:03:22.000 --> 00:03:25.000]  希伯來書作者第一節和第二節
[00:03:25.000 --> 00:03:27.000]  用了一個字
[00:03:27.000 --> 00:03:33.000]  奔字,這個字就是這三節經文的主動詞
[00:03:33.000 --> 00:03:38.000]  希伯來書作者很希望讀者奔跑
[00:03:38.000 --> 00:03:43.000]  這個字的意思不單是奔跑
[00:03:43.000 --> 00:03:46.000]  是帶著一個動力
[00:03:46.000 --> 00:03:50.000]  要努力的去走好這條路
[00:03:50.000 --> 00:03:52.000]  努力的去走
[00:03:52.000 --> 00:03:55.000]  其實在新約,這個同一個字
[00:03:55.000 --> 00:03:58.000]  Trenchco這個字,很多經文都有說
[00:03:58.000 --> 00:04:01.000]  包括臨前的第九章
[00:04:01.000 --> 00:04:03.000]  或者下面,加上太書第五章
[00:04:03.000 --> 00:04:05.000]  都是用同一個字
[00:04:05.000 --> 00:04:08.000]  叫我們盡我們的能力
[00:04:08.000 --> 00:04:11.000]  跑好這條人生的路
[00:04:11.000 --> 00:04:14.000]  為什麼要跑好這條人生的路呢?
[00:04:14.000 --> 00:04:16.000]  因為下文,在十二章的十二節
[00:04:16.000 --> 00:04:19.000]  如果有唐用聖經打開,會讀到
[00:04:19.000 --> 00:04:23.000]  他會說到有些人下垂的手,發酸的腿
[00:04:23.000 --> 00:04:26.000]  跑跑跑的時候會累的
[00:04:26.000 --> 00:04:29.000]  有時候會不想跑
[00:04:29.000 --> 00:04:32.000]  如果真的跑開步的那些
[00:04:32.000 --> 00:04:35.000]  有嘗試過跑步的,就知道這個道理
[00:04:35.000 --> 00:04:39.000]  我有幸在今年四月
[00:04:39.000 --> 00:04:42.000]  去了波士頓的螞蟻松
[00:04:42.000 --> 00:04:45.000]  那天大會完賽事之後
[00:04:45.000 --> 00:04:47.000]  有一個統計
[00:04:47.000 --> 00:04:50.000]  統計是大約有二萬四千個選手
[00:04:50.000 --> 00:04:53.000]  參與這個賽事
[00:04:53.000 --> 00:04:55.000]  就是起步的
[00:04:55.000 --> 00:05:00.000]  不算那些報名了,也沒有去參與
[00:05:00.000 --> 00:05:04.000]  總之在起點,過了起點的那一刻
[00:05:04.000 --> 00:05:07.000]  就有二萬四千個選手左右
[00:05:07.000 --> 00:05:11.000]  最終有多少人完成呢?
[00:05:11.000 --> 00:05:13.000]  有九十八點幾個百分比
[00:05:13.000 --> 00:05:16.000]  大部分,包括我在內,都會完成
[00:05:16.000 --> 00:05:19.000]  但是要留意的是
[00:05:19.000 --> 00:05:22.000]  有一點點幾個百分比,有2%的人是完成不了的
[00:05:22.000 --> 00:05:25.000]  完成不了有很多原因
[00:05:25.000 --> 00:05:29.000]  可能是身體不適,或者太熱
[00:05:29.000 --> 00:05:35.000]  或者有些外圍的因素
[00:05:35.000 --> 00:05:41.000]  不過呢,很多的統計,很多的研究發現
[00:05:41.000 --> 00:05:43.000]  不單止是波士頓的螞蟻松
