
[00:00:00.000 --> 00:00:05.320]  歡迎大家來到我們宣道傳議及出版事公的新書分享會
[00:00:05.320 --> 00:00:07.600]  我們這次有一本新書
[00:00:07.600 --> 00:00:13.000]  書名叫做《信仰的黎明初期教會歷史品讀》
[00:00:13.000 --> 00:00:15.420]  作者是陳曉琦博士
[00:00:15.420 --> 00:00:19.680]  我知道陳曉琦博士很聚心於歷史教育
[00:00:19.680 --> 00:00:22.120]  所以這本新書
[00:00:22.120 --> 00:00:27.480]  揀選了超過20位初期教會的歷史人物進行品讀
[00:00:27.480 --> 00:00:30.480]  我們通常都是講研讀歷史
[00:00:30.480 --> 00:00:31.800]  究竟什麼是品讀呢?
[00:00:31.800 --> 00:00:34.040]  今天請陳博士講解一下
[00:00:34.040 --> 00:00:35.800]  大家好
[00:00:35.800 --> 00:00:40.440]  很多謝大家特意來聽的
[00:00:40.440 --> 00:00:43.160]  我知道很多人都是
[00:00:43.160 --> 00:00:46.280]  說回書展
[00:00:46.280 --> 00:00:48.480]  其實我很久沒有來書展
[00:00:48.480 --> 00:00:51.840]  小時候很喜歡逛書展
[00:00:51.840 --> 00:00:58.720]  但是沒有想過原來有一天會在這裡講話和出書
[00:00:58.720 --> 00:01:00.920]  都是很感恩的
[00:01:00.920 --> 00:01:04.400]  很多謝大家花一段時間
[00:01:04.400 --> 00:01:06.400]  跟我一起去理解一下
[00:01:06.400 --> 00:01:08.400]  什麼是讀歷史
[00:01:08.400 --> 00:01:13.880]  不知道大家聽到歷史、教會歷史
[00:01:13.880 --> 00:01:16.680]  這個詞語的時候
[00:01:16.680 --> 00:01:19.240]  第一件事想起的是什麼呢?
[00:01:20.880 --> 00:01:24.760]  我相信都會勾起一些集體的創傷
[00:01:24.760 --> 00:01:27.040]  對於教會歷史是什麼
[00:01:27.040 --> 00:01:30.240]  第一種的創傷就是
[00:01:30.240 --> 00:01:34.120]  只想起老師寫在黑板上的年份
[00:01:34.120 --> 00:01:37.280]  很害怕因為考試會考的
[00:01:37.280 --> 00:01:39.560]  再進深一點的創傷
[00:01:39.560 --> 00:01:42.080]  就是有很多人名
[00:01:42.080 --> 00:01:45.800]  教會歷史有很多外國人的名字
[00:01:45.800 --> 00:01:48.000]  然後那些名字很難串
[00:01:48.000 --> 00:01:50.200]  樣子也差不多
[00:01:50.200 --> 00:01:52.200]  很痛苦
[00:01:52.200 --> 00:01:54.640]  我想對很多人來說
[00:01:54.640 --> 00:01:57.600]  歷史更加是這樣的書
[00:01:57.600 --> 00:01:58.480]  很厚的
[00:01:58.480 --> 00:02:00.080]  是圖書館才會買的
[00:02:00.080 --> 00:02:03.560]  平時回家都不用墊底
[00:02:03.560 --> 00:02:05.000]  所以都不需要買
[00:02:05.000 --> 00:02:07.000]  一打開就會很想睡覺
[00:02:07.000 --> 00:02:09.000]  這個就是教會歷史
[00:02:09.000 --> 00:02:13.600]  如果大家都是這樣理解歷史的話
[00:02:13.600 --> 00:02:15.240]  我是很明白的
[00:02:15.240 --> 00:02:20.160]  因為我都曾經覺得歷史就是一些很沉悶的東西
[00:02:20.160 --> 00:02:22.760]  所以當我寫這本書的時候
[00:02:22.760 --> 00:02:27.160]  我很想讓教會歷史可以活著
[00:02:27.160 --> 00:02:31.360]  讓這個印象可以改變一下
[00:02:31.360 --> 00:02:36.360]  因為很多時候可能不是歷史本身是沉悶的
[00:02:36.360 --> 00:02:39.120]  可能是我們還未懂得看
[00:02:39.120 --> 00:02:43.480]  我近來就發掘了一幅畫
[00:02:43.480 --> 00:02:46.760]  這幅畫就是1560年
[00:02:46.760 --> 00:02:48.320]  就是16世紀的時候
[00:02:48.320 --> 00:02:51.320]  畫一些小朋友玩的遊戲
[00:02:51.320 --> 00:02:53.640]  有時候歷史就好像這幅畫
[00:02:53.640 --> 00:02:55.160]  大家比較遠
[00:02:55.160 --> 00:02:57.520]  但是你看到很多不同的人
[00:02:57.520 --> 00:02:59.160]  很亂
[00:02:59.160 --> 00:03:01.640]  但是我們再近一點看
[00:03:01.640 --> 00:03:04.000]  我發現了一樣東西
[00:03:04.000 --> 00:03:06.000]  大家看到他們在玩什麼嗎?
[00:03:06.000 --> 00:03:11.840]  是呀 原來爆旋陀螺是16世紀已經有的
[00:03:11.840 --> 00:03:13.840]  不是新的東西
[00:03:13.840 --> 00:03:15.520]  原來是爆旋陀螺
[00:03:15.520 --> 00:03:18.560]  我想說歷史可能都是這樣
[00:03:18.560 --> 00:03:20.760]  有時候是我們沒有發現
[00:03:20.760 --> 00:03:22.240]  或者我們不懂得看
[00:03:22.240 --> 00:03:24.920]  只是覺得歷史就是一堆東西
[00:03:24.920 --> 00:03:26.600]  很沉悶、很亂
[00:03:26.600 --> 00:03:28.120]  不知道它發生什麼事
[00:03:28.120 --> 00:03:29.600]  但是再看的時候
[00:03:29.600 --> 00:03:32.080]  原來有很多東西都很歷史性
[00:03:32.080 --> 00:03:34.080]  很多東西都很有歷史性
[00:03:34.080 --> 00:03:37.440]  有趣的地方我們還沒有發現
[00:03:37.440 --> 00:03:43.040]  我們太習慣將歷史看作是一些偏連的歷史
[00:03:43.040 --> 00:03:47.000]  資料、人名、地名都記錄在裡面
[00:03:47.000 --> 00:03:51.040]  但是似乎一個讀歷史的方法是可以改變的
[00:03:51.040 --> 00:03:53.040]  歷史裡面的人
[00:03:53.040 --> 00:03:56.840]  其實全部都是一些活生生的人
[00:03:56.840 --> 00:03:58.680]  他們不是數據
[00:03:58.680 --> 00:04:01.320]  他們首先是不同的生命
[00:04:01.320 --> 00:04:03.320]  他們有自己的故事
[00:04:03.320 --> 00:04:05.720]  所以當我們換一個角度
[00:04:05.720 --> 00:04:09.480]  用一個聽其他人信仰的故事
[00:04:09.480 --> 00:04:11.480]  來看歷史的話
[00:04:11.480 --> 00:04:15.240]  可能這件事是可以有趣一些
[00:04:15.240 --> 00:04:19.520]  可以跟我們的生命連接得好一些
[00:04:19.520 --> 00:04:24.880]  所以都要分享一下寫一本書的歷程
[00:04:24.880 --> 00:04:30.040]  寫作裡面為什麼會寫呢?
[00:04:30.040 --> 00:04:33.120]  其實正正就是三年前
[00:04:33.120 --> 00:04:36.200]  我回到香港去試封
[00:04:36.200 --> 00:04:42.920]  在三年前其實香港正正都是在經歷很多風浪的餘波
[00:04:42.920 --> 00:04:47.040]  我們還在一個疫情的陰影裡面
[00:04:47.040 --> 00:04:50.440]  我們看到社會是有很多變遷的
[00:04:50.440 --> 00:04:53.920]  我們都看到你身邊的朋友
[00:04:53.920 --> 00:04:58.560]  可能慢慢又一個、兩個、三個離開
[00:04:58.560 --> 00:05:02.440]  這個正正就是我三年前回來香港的狀態
[00:05:02.440 --> 00:05:05.040]  有時候在街上走
[00:05:05.040 --> 00:05:06.600]  其實是很熟悉的
[00:05:06.600 --> 00:05:08.800]  從小到大都是在香港長大的
[00:05:08.800 --> 00:05:09.760]  是很熟悉
[00:05:09.760 --> 00:05:13.000]  但是又覺得很無力
[00:05:13.000 --> 00:05:19.280]  這個無力感讓我重新去想一個問題
[00:05:19.280 --> 00:05:22.520]  就是是不是只是我們的時代
[00:05:22.520 --> 00:05:25.280]  在我們的城市才是這麼無奈的呢?
[00:05:25.280 --> 00:05:31.360]  丁樺思 其實做人可能有時候都不是這麼簡單
[00:05:31.360 --> 00:05:36.520]  以前的人為什麼又可以走過去呢?
[00:05:36.520 --> 00:05:43.760]  這個其實是我自己當初讀教會歷史的想法
[00:05:43.760 --> 00:05:46.360]  很多的變遷
[00:05:46.360 --> 00:05:52.240]  每一個時代的信徒其實都是在經歷著不同的變化
[00:05:52.240 --> 00:05:56.000]  而我們看著不同的東西去變化的時候
[00:05:56.000 --> 00:05:58.880]  我想我們要問一個問題
[00:05:58.880 --> 00:06:02.640]  就是世界一直去變的時候
[00:06:02.640 --> 00:06:07.080]  我們的信仰又剩下多少東西呢?
[00:06:07.080 --> 00:06:09.440]  有多少東西是沖走了?
[00:06:09.440 --> 00:06:14.280]  有多少東西是我們仍然要堅持留下來的呢?
[00:06:14.280 --> 00:06:17.040]  我當初去讀教會歷史
[00:06:17.040 --> 00:06:19.960]  其實就是因為很想知道
[00:06:19.960 --> 00:06:22.000]  以前的弟兄姊妹
[00:06:22.000 --> 00:06:26.360]  為什麼他們可以在一些很崩塌的時代
[00:06:26.360 --> 00:06:29.040]  其實你想一下 初來教會的年代
[00:06:29.040 --> 00:06:31.080]  有興趣就可以看本書了
[00:06:31.080 --> 00:06:35.240]  他們的時代其實未必是比我們好很多
[00:06:35.240 --> 00:06:38.200]  甚至可能有更加難的地方
[00:06:38.200 --> 00:06:43.320]  為什麼這一幫人他們在一個這麼差的時代
[00:06:43.320 --> 00:06:45.520]  他們仍然會堅持這個信仰呢?
[00:06:45.520 --> 00:06:49.080]  為什麼又被人監禁 被人抓的年代
[00:06:49.080 --> 00:06:52.440]  他們仍然要堅持要傳遞這個信仰
[00:06:52.440 --> 00:06:55.400]  仍然可以繼續下去呢?
[00:06:55.400 --> 00:06:59.200]  這個是我讀教會歷史去問的問題
[00:06:59.200 --> 00:07:02.320]  我想當我們這樣去看教會歷史
[00:07:02.320 --> 00:07:03.960]  這些是一些故事來的
[00:07:03.960 --> 00:07:06.400]  而且是一些生嘔嘔的故事
[00:07:06.400 --> 00:07:07.840]  是有掙扎的
[00:07:07.840 --> 00:07:11.360]  是有眼淚、有傷痕的故事來的
[00:07:11.360 --> 00:07:15.160]  這些故事都在提醒我們不同的生命
[00:07:15.160 --> 00:07:17.400]  怎樣去回應上帝
[00:07:17.400 --> 00:07:22.200]  所以我今天就很想帶兩個故事給大家
[00:07:22.200 --> 00:07:25.480]  第一個是君士坦丁大帝
[00:07:25.480 --> 00:07:28.440]  君士坦丁大帝是羅馬皇帝
[00:07:28.440 --> 00:07:31.320]  也是312年的時候
[00:07:31.320 --> 00:07:35.000]  他宣稱自己看到一個異象
[00:07:35.000 --> 00:07:40.120]  他就看到天空裡面有一個代表基督的記號
[00:07:40.120 --> 00:07:42.160]  他看到這個記號之後
[00:07:42.160 --> 00:07:48.040]  就把這個記號放在自己軍隊的矛盾上
[00:07:48.040 --> 00:07:49.440]  然後就打仗了
[00:07:49.440 --> 00:07:51.600]  靠著這個記號去打仗
[00:07:51.600 --> 00:07:53.040]  就打贏了
[00:07:53.040 --> 00:07:58.560]  就成為了羅馬一個很重要的君主
[00:07:58.560 --> 00:08:03.000]  之後基督教就正式成為一個合法的宗教
[00:08:03.000 --> 00:08:05.800]  很多信徒由地下的墓穴那裡
[00:08:05.800 --> 00:08:07.560]  終於可以走出來
[00:08:07.560 --> 00:08:09.320]  終於見到光了
[00:08:09.320 --> 00:08:11.600]  可以面向世界
[00:08:11.600 --> 00:08:15.280]  是這個時代一個很重要的人物
[00:08:15.280 --> 00:08:17.080]  我們就會說
[00:08:17.080 --> 00:08:18.240]  太好了
[00:08:18.240 --> 00:08:20.680]  好像重見光明那樣
[00:08:20.680 --> 00:08:21.920]  本來是被人逼白的
[00:08:21.920 --> 00:08:25.680]  但是因為這個皇帝看到一個異象
[00:08:25.680 --> 00:08:27.040]  然後就完全不同了
[00:08:27.040 --> 00:08:28.400]  整個世界就完全不同了
[00:08:28.400 --> 00:08:31.440]  是一件很值得慶祝的事
[00:08:31.440 --> 00:08:33.760]  真的要慶祝一下
[00:08:33.760 --> 00:08:38.680]  但是我想當我們去讀這個故事的時候
[00:08:38.680 --> 00:08:40.440]  可能我們去到這個位置
[00:08:40.440 --> 00:08:43.320]  是不是真的要慶祝一下呢?
[00:08:43.320 --> 00:08:45.280]  可能我們要停一停
[00:08:45.280 --> 00:08:48.120]  我們有一個地方要去想
[00:08:48.120 --> 00:08:50.360]  我們可以去想像
[00:08:50.360 --> 00:08:55.800]  如果我們是其中一個的老弟兄
[00:08:55.800 --> 00:09:00.160]  他是在地下墓穴那裡躲藏了很久
[00:09:00.160 --> 00:09:03.280]  終於今天因為基督教合法
[00:09:03.280 --> 00:09:05.120]  他可以走出來了
[00:09:05.120 --> 00:09:06.640]  慢慢地走出來
[00:09:06.640 --> 00:09:09.080]  他的背部可能還有很多傷痕
[00:09:09.080 --> 00:09:12.160]  是之前被迫害的時候留下的
[00:09:12.160 --> 00:09:18.080]  他的太太可能已經在迫害裡面過世了
[00:09:18.080 --> 00:09:19.720]  他終於走出來了
[00:09:19.720 --> 00:09:23.880]  而他看到的就是很多的羅馬士兵
[00:09:23.880 --> 00:09:27.080]  這些士兵已經換上裝束了
[00:09:27.080 --> 00:09:31.000]  他們將十字架做成一個很漂亮的
[00:09:31.000 --> 00:09:33.480]  有雙寶石的記號
[00:09:33.480 --> 00:09:37.040]  做了不同的十字架的記號
[00:09:37.040 --> 00:09:40.360]  已經成為了一個勝利的記號
[00:09:40.360 --> 00:09:43.640]  如果你是這一位的弟兄
[00:09:43.640 --> 00:09:46.680]  你會在想什麼呢?
[00:09:46.680 --> 00:09:49.520]  你會很開心嗎?
[00:09:49.520 --> 00:09:52.560]  還是你會想的是
[00:09:52.560 --> 00:09:57.640]  當年辛辛苦苦躲藏在地下墓穴那裡
[00:09:57.640 --> 00:10:02.440]  就是為了一個在木頭上被釘死的神
[00:10:02.440 --> 00:10:05.080]  為什麼走出來的時候
[00:10:05.080 --> 00:10:06.920]  那些十字架都不同了
[00:10:06.920 --> 00:10:09.960]  十字架變成了寶石
[00:10:09.960 --> 00:10:14.000]  變成了勝利的勳章
[00:10:14.000 --> 00:10:16.760]  如果我是這位弟兄的話
[00:10:16.760 --> 00:10:20.360]  可能我會問一個問題
[00:10:20.360 --> 00:10:22.760]  這個十字架
[00:10:22.760 --> 00:10:28.240]  是不是主耶穌為我們背負的十字架呢?
[00:10:28.240 --> 00:10:31.560]  這個其實也是我們要問的問題
[00:10:31.560 --> 00:10:36.680]  究竟我們是想要一個保證我們成功的神
[00:10:36.680 --> 00:10:41.240]  還是想要那個在十字架上受苦的神
[00:10:41.240 --> 00:10:43.360]  弟兄姐妹,當我們將畫面
[00:10:43.360 --> 00:10:45.720]  由君士坦丁拉回頭
[00:10:45.720 --> 00:10:47.880]  來到我們今天的時候
[00:10:47.880 --> 00:10:49.920]  我們都要問一下自己
[00:10:49.920 --> 00:10:52.120]  究竟我們很喜歡的
[00:10:52.120 --> 00:10:56.400]  是一個幫我們拿回報
[00:10:56.400 --> 00:10:59.400]  幫我們變得成功的上帝
[00:10:59.400 --> 00:11:02.240]  我們是很想要寶石的十字架
[00:11:02.240 --> 00:11:05.280]  還是我們認真的知道
[00:11:05.280 --> 00:11:10.960]  耶穌其實是選擇了在一個爛木頭的十字架裡面
[00:11:10.960 --> 00:11:14.160]  去為我們完成救贖的主呢?
[00:11:14.160 --> 00:11:16.240]  這個是我們要問的問題
[00:11:16.240 --> 00:11:19.800]  也就是我們不會變成君士坦丁
[00:11:19.800 --> 00:11:22.920]  君士坦丁的故事說的是
[00:11:22.920 --> 00:11:25.520]  神會幫我們變得人生美滿
[00:11:25.520 --> 00:11:29.000]  信了耶穌之後就可以買房子、買車
[00:11:29.000 --> 00:11:30.960]  然後就沒有病、沒有痛
[00:11:30.960 --> 00:11:34.040]  這個可能是我們的渴望
[00:11:34.040 --> 00:11:38.560]  但是當我們重新去看君士坦丁的故事的時候
[00:11:38.560 --> 00:11:39.920]  我們要問的就是
[00:11:39.920 --> 00:11:45.440]  究竟信仰是不是一個為我們帶來安穩的工具?
[00:11:45.440 --> 00:11:47.680]  是不是僅此而已?
[00:11:47.680 --> 00:11:54.080]  如果信仰只是一個為我們帶來平安、買保險的想法
[00:11:54.080 --> 00:11:59.960]  其實這個不是在十字架、木頭上面的耶穌在做的事情
[00:11:59.960 --> 00:12:01.880]  在木頭上面
[00:12:01.880 --> 00:12:04.560]  神是在問我們看不看得見
[00:12:04.560 --> 00:12:08.600]  祂真正重視的是什麼?
[00:12:08.600 --> 00:12:11.560]  這個是我們看的第一個人物
[00:12:11.560 --> 00:12:15.160]  第二個想和大家看的人物叫做金口若寒
[00:12:15.160 --> 00:12:17.680]  一個西方、一個東方
[00:12:17.680 --> 00:12:24.240]  金口若寒是在教會最風光的年代的時候的一個牧者
[00:12:24.240 --> 00:12:26.040]  為什麼他叫金口呢?
[00:12:26.040 --> 00:12:28.000]  大家應該很有共鳴的
[00:12:28.000 --> 00:12:32.600]  香港人認識的金口是誰呢?
[00:12:32.600 --> 00:12:34.120]  我媽媽都認識的
[00:12:34.120 --> 00:12:37.000]  就是王朝
[00:12:37.000 --> 00:12:42.640]  金口若寒就是一個當年在東方教會很擅長講道理的人
[00:12:42.640 --> 00:12:45.400]  所以就有一個尊稱叫做金口
[00:12:45.400 --> 00:12:48.160]  金口若寒很擅長講道理
[00:12:48.160 --> 00:12:50.520]  但是他在他的年代裡面
[00:12:50.520 --> 00:12:53.240]  決定講一些難聽的話
[00:12:53.240 --> 00:12:57.160]  所以他成為了當時的殉道者
[00:12:57.160 --> 00:13:01.680]  金口若寒當時是君士坦丁堡的大主教
[00:13:01.680 --> 00:13:06.520]  他的聽眾全部都是皇親國戚
[00:13:06.520 --> 00:13:11.280]  他每個星期天去主日的崇大講道的時候
[00:13:11.280 --> 00:13:15.040]  就看到一些穿金戴銀的人全部坐在那裡
[00:13:15.040 --> 00:13:20.400]  然後你知道他跟那些人講什麼道嗎?
[00:13:20.400 --> 00:13:21.720]  他就說
[00:13:21.720 --> 00:13:24.320]  當基督在街頭餓死的時候
[00:13:24.320 --> 00:13:30.120]  你們這幫人就把教堂的聖餐杯燒成黃金
[00:13:30.120 --> 00:13:31.160]  罵他們
[00:13:31.160 --> 00:13:33.800]  罵他們自己顧自己
[00:13:33.800 --> 00:13:36.240]  罵他們粉飾太平
[00:13:36.240 --> 00:13:38.640]  罵一次就忍了
[00:13:38.640 --> 00:13:41.800]  如果你教會的牧師每個星期都這樣針對你
[00:13:41.800 --> 00:13:46.040]  今天就沒有這麼大的權利
[00:13:46.040 --> 00:13:49.800]  但是當時他的會眾就是皇后
[00:13:49.800 --> 00:13:51.360]  就是國王
[00:13:51.360 --> 00:13:53.560]  所以他的下場
[00:13:53.560 --> 00:13:55.360]  就是講真話
[00:13:55.360 --> 00:13:58.400]  付出了一個很沉重的代價
[00:13:58.400 --> 00:14:02.680]  金口若寒激怒了整個首都的權貴
[00:14:02.680 --> 00:14:05.920]  然後國王決定要將他流放
[00:14:05.920 --> 00:14:08.080]  因為他得罪了他老婆
[00:14:08.080 --> 00:14:09.720]  得罪國王都不要緊
[00:14:09.720 --> 00:14:11.720]  得罪國王的老婆就更糟糕
[00:14:11.720 --> 00:14:13.600]  然後就流放
[00:14:13.600 --> 00:14:18.960]  流放到一個很寒冷的黑海附近
[00:14:18.960 --> 00:14:22.560]  在一個下雪的環境裡
[00:14:22.560 --> 00:14:25.480]  若寒是沒有立刻被處死的
[00:14:25.480 --> 00:14:27.720]  只是被人扔到那裡
[00:14:27.720 --> 00:14:29.360]  在這個過程裡面
[00:14:29.360 --> 00:14:31.240]  每一步都很艱難
[00:14:31.240 --> 00:14:34.600]  他要自己走到被放逐的地方
[00:14:34.600 --> 00:14:38.920]  而在那個放逐受折磨的過程裡面
[00:14:38.920 --> 00:14:42.880]  他寫了很多的信回去教會那裡
[00:14:42.880 --> 00:14:45.720]  這些信不是罵皇帝
[00:14:45.720 --> 00:14:47.920]  或者說太沒天理
[00:14:47.920 --> 00:14:49.360]  他不是寫這些東西
[00:14:49.360 --> 00:14:53.720]  他是寫了很多信去鼓勵他的弟兄姊妹
[00:14:53.720 --> 00:14:57.360]  很多人就因為領袖被人流放
[00:14:57.360 --> 00:14:58.520]  被人捉了
[00:14:58.520 --> 00:14:59.520]  很不開心
[00:14:59.520 --> 00:15:02.080]  對信仰都有很大的質疑
[00:15:02.080 --> 00:15:05.640]  他就嘗試去寫很多的信告訴他們
[00:15:05.640 --> 00:15:07.520]  就算風浪很大
[00:15:07.520 --> 00:15:10.080]  都掩護不了基督的旋律
[00:15:10.080 --> 00:15:12.240]  我們要繼續堅持
[00:15:12.240 --> 00:15:13.560]  堅持
[00:15:13.560 --> 00:15:19.040]  最後他就在這個風雪裡面去殉道
[00:15:19.040 --> 00:15:23.640]  其實殉道不是一些很偉大的事情
[00:15:23.640 --> 00:15:26.600]  不是一些我們很遙不可及的事情
[00:15:26.600 --> 00:15:29.480]  殉道可能就是好像金口約翰那樣
[00:15:29.480 --> 00:15:31.400]  明明你說話是很厲害的
[00:15:31.400 --> 00:15:35.560]  你可以說得出一些有很多粉絲萬人擁戴你的道
[00:15:35.560 --> 00:15:38.560]  但是他選擇了去講真話
[00:15:38.560 --> 00:15:43.040]  就是在一個充滿謊言和妥協的時代
[00:15:43.040 --> 00:15:45.040]  他決定要講真話
[00:15:45.040 --> 00:15:46.520]  真正的道
[00:15:46.520 --> 00:15:49.920]  其實這個已經是殉道的開始
[00:15:49.920 --> 00:15:52.520]  這個是信仰的堅持
[00:15:52.520 --> 00:15:56.560]  而最後他都沒有讓自己的心變得冰冷
[00:15:56.560 --> 00:15:58.320]  他在最後的日子裡面
[00:15:58.320 --> 00:16:02.640]  依然在風雪裡面要牧養他的弟兄姊妹
[00:16:02.640 --> 00:16:04.640]  叫他們繼續堅持
[00:16:04.640 --> 00:16:10.040]  或者是一個很多無力感的年代
[00:16:10.040 --> 00:16:12.440]  我們都可以學習的
[00:16:12.440 --> 00:16:18.520]  金口約翰給我們的其實是一個在風雨飄搖的日子裡面
[00:16:18.520 --> 00:16:24.320]  一個能夠又溫柔又堅定地去牧養的故事
[00:16:25.320 --> 00:16:30.480]  第一次會剛剛給了兩個人物的故事給大家聽
[00:16:30.480 --> 00:16:33.880]  其實這個就是品讀歷史
[00:16:33.880 --> 00:16:36.400]  很多時候我們覺得歷史就是研究
[00:16:36.400 --> 00:16:39.200]  要下很多闊綠、很悶的
[00:16:39.200 --> 00:16:42.200]  但是其實歷史都可以去品讀的
[00:16:42.200 --> 00:16:44.160]  當我們當他們是生命
[00:16:44.160 --> 00:16:46.320]  這樣去產生一個共情
[00:16:46.320 --> 00:16:48.320]  去投入他們的世界
[00:16:48.320 --> 00:16:54.080]  去透過他們的故事去思考我們自己的處境的時候
[00:16:54.080 --> 00:16:56.600]  我們是可以跟他們溝通到的
[00:16:56.600 --> 00:16:59.760]  跟以前的歷史人物產生共鳴
[00:16:59.760 --> 00:17:03.200]  這個是我很想去嘗試做的事情
[00:17:03.200 --> 00:17:04.440]  品讀歷史
[00:17:04.440 --> 00:17:11.640]  我想其實教會歷史是好像一幅馬賽克
[00:17:11.640 --> 00:17:13.160]  馬賽克
[00:17:13.160 --> 00:17:15.160]  巫師
[00:17:15.160 --> 00:17:21.040]  如果你將這個馬賽克拆開一塊一塊來看
[00:17:21.040 --> 00:17:24.840]  其實每一塊東西都不知道是什麼
[00:17:24.840 --> 00:17:27.560]  要拼在一起才能看到那個圖案
[00:17:27.560 --> 00:17:29.960]  那些一塊一塊的東西
[00:17:29.960 --> 00:17:32.640]  其實甚至是一些碎片
[00:17:32.640 --> 00:17:34.360]  大家可以看到馬賽克
[00:17:34.360 --> 00:17:37.680]  其實馬賽克是由一組一組的碎片
[00:17:37.680 --> 00:17:40.400]  砌砌而成的藝術品
[00:17:40.400 --> 00:17:43.640]  我覺得其實教會歷史就是這樣
[00:17:43.640 --> 00:17:46.200]  其實我們的生命是很破碎的
[00:17:46.200 --> 00:17:48.480]  我們每一個人是完美的
